阿斗,a'dou
美或醜,mei'huo'chou
每卷,mei'juan
黴菌,mei'jun
美輪,mei'lun
每每只,mei'mei'zhi
黴素,mei'su
美與醜,mei'yu'chou
每隻,mei'zhi
每週,mei'zhou
們鬥了,men'dou'le
們斗了膽,men'dou'le'dan
們幹的,men'gan'de
門樑,men'liang
悶鬱,men'yu
們準要,men'zhun'yao
蒙蔽,meng'bi
猛衝,meng'chong
猛鬥,meng'dou
矇瞽,meng'gu
夢迴,meng'hui
矇混,meng'hun
猛捲,meng'juan
朦朧,meng'long
矇矓,meng'long
矇瞀,meng'mao
濛濛,meng'meng
矇瞢,meng'meng
朦朦朧,meng'meng'long
矇矇矓,meng'meng'long
矇叟,meng'sou
夢繫魂縈,meng'xi'hun'ying
夢鄉裡,meng'xiang'li
夢遊,meng'you
盟主,meng'zhu
密佈,mi'bu
迷姦,mi'jian
瀰漫,mi'man
迷濛,mi'meng
迷迷濛濛,mi'mi'meng'meng
瀰散,mi'san
密蘇里,mi'su'li
迷惘,mi'wang
縻繫,mi'xi
米一斗,mi'yi'dou
米餘,mi'yu
密緻,mi'zhi
秘製,mi'zhi
覓準,mi'zhun
面白無鬚,mian'bai'mo'xu
麵包,mian'bao
面包辦,mian'bao'ban
面包庇,mian'bao'bi
面包藏,mian'bao'cang
面包抄,mian'bao'chao
面包管,mian'bao'guan
面包裹,mian'bao'guo
面包含,mian'bao'han
面包涵,mian'bao'han
面包括,mian'bao'kuo
面包攬,mian'bao'lan
面包羅,mian'bao'luo
面包起,mian'bao'qi
面包容,mian'bao'rong
面包圍,mian'bao'wei
面包廂,mian'bao'xiang
面包紮,mian'bao'zha
面包住,mian'bao'zhu
面包著,mian'bao'zhu
面包裝,mian'bao'zhuang
麵餅,mian'bing
面衝,mian'chong
面醜,mian'chou
麵店,mian'dian
麵點,mian'dian
面點穿,mian'dian'chuan
面點火,mian'dian'huo
面點擊,mian'dian'ji
面點名,mian'dian'ming
面點明,mian'dian'ming
面點破,mian'dian'po
面店舖,mian'dian'pu
面點清,mian'dian'qing
面點收,mian'dian'shou
面點頭,mian'dian'tou
面惡心,mian'e'xin
麵粉,mian'fen
面粉紅,mian'fen'gong
面粉碎,mian'fen'sui
麵館,mian'guan
麵糊,mian'hu
麵筋,mian'jin
麵饃,mian'mo
麵食,mian'shi
面食飯,mian'shi'fan
面食麵,mian'shi'mian
麵攤,mian'tan
面攤檔,mian'tan'dang
面攤放,mian'tan'fang
面攤分,mian'tan'fen
面攤開,mian'tan'kai
面攤滿,mian'tan'man
面攤派,mian'tan'pai
面攤牌,mian'tan'pai
面攤位,mian'tan'wei
面攤著,mian'tan'zhu
麵湯,mian'tang
麵條,mian'tiao
面條件,mian'tiao'jian
面條款,mian'tiao'kuan
面條例,mian'tiao'li
面條理,mian'tiao'li
面條文,mian'tiao'wen
面條紋,mian'tiao'wen
面條約,mian'tiao'yao
麵團,mian'tuan
面團拜,mian'tuan'bai
面團結,mian'tuan'jie
面團聚,mian'tuan'ju
面團年,mian'tuan'nian
面團團,mian'tuan'tuan
面團圓,mian'tuan'yuan
麵碗,mian'wan
麵線,mian'xian
面線報,mian'xian'bao
面線道,mian'xian'dao
面線管,mian'xian'guan
面線索,mian'xian'suo
面線條,mian'xian'tiao
面線頭,mian'xian'tou
面線狀,mian'xian'zhuang
秒錶,miao'biao
秒表明,miao'biao'ming
秒表示,miao'biao'shi
瞄不準,miao'bu'zhun
瞄得準,miao'de'zhun
渺茫,miao'mang
廟舍,miao'she
秒鐘,miao'zhong
瞄準,miao'zhun
篾簟,mie'dian
泯滅,min'mie
民舍,min'she
明白,ming'bai
明範,ming'fan
明瞭,ming'liao
瞑目,ming'mu
鳴鐘,ming'zhong
謬讚,miu'zan
沒白幹,mo'bai'gan
摸不準,mo'bu'zhun
脈衝,mo'chong
麼醜,mo'chou
麼醜了,mo'chou'le
摸得準,mo'de'zhun
墨斗,mo'dou
莫鬥了,mo'dou'le
末端,mo'duan
沒對象,mo'dui'xiang
無對象,mo'dui'xiang
模範,mo'fan
沒幹,mo'gan
麼幹,mo'gan
麼幹啊,mo'gan'a
麼幹吧,mo'gan'ba
沒幹頭,mo'gan'tou
麼幹頭,mo'gan'tou
麼好幹,mo'hao'gan
無精打采,mo'jing'da'cai
模里西斯,mo'li'xi'si
莫名其妙,mo'ming'qi'miao
抹乾,mo'qian
抹煞,mo'sha
墨瀋未乾,mo'shen'wei'qian
無雙麼,mo'shuang'mo
沒鬆下,mo'song'xia
墨索里尼,mo'suo'li'ni
抹檯,mo'tai
脈象,mo'xiang
麼像,mo'xiang
麼象鼻,mo'xiang'bi
沒相干,mo'xiang'gan
麼象棋,mo'xiang'qi
麼象限,mo'xiang'xian
麼象形,mo'xiang'xing
麼象牙,mo'xiang'ya
麼象徵,mo'xiang'zheng
麼像征戰,mo'xiang'zheng'zhan
無慾,mo'yu
無餘,mo'yu
沒轍,mo'zhe
磨製,mo'zhi
摸準,mo'zhun
沒準,mo'zhun
麼準的,mo'zhun'de
沒准許,mo'zhun'xu
謀幹,mou'gan
目瞪口呆,mu'deng'kou'dai
木筏划,mu'fa'hua
母範,mu'fan
母后,mu'hou
木樑,mu'liang
目無餘子,mu'mo'yu'zi
木訥,mu'ne
木所製,mu'suo'zhi
畝餘,mu'yu
墓誌,mu'zhi
木製,mu'zhi
那般準,na'ban'zhun
拿不準,na'bu'zhun
那齣電影,na'chu'dian'ying
那齣好戲,na'chu'hao'hu
那齣戲,na'chu'hu
那齣劇,na'chu'ju
拿得準,na'de'zhun
那干土匪,na'gan'tu'fei
那夥人,na'huo'ren
那裡長,na'li'chang
那裡幹了,na'li'gan'le
哪裡拉,na'li'la
那裡拉,na'li'la
那麼,na'mo
那麼醜,na'mo'chou
那麼幹,na'mo'gan
那麼幹吧,na'mo'gan'ba
那麼幹的,na'mo'gan'de
那麼準,na'mo'zhun
那麼准許,na'mo'zhun'xu
那麼准予,na'mo'zhun'yu
那時鍾,na'shi'zhong
哪像,na'xiang
納徵,na'zheng
那隻,na'zhi
那隻船,na'zhi'chuan
那隻大,na'zhi'da
那隻翡,na'zhi'fei
那隻金,na'zhi'jin
那隻腳,na'zhi'jue
那隻老,na'zhi'lao
那隻母,na'zhi'mu
那隻手,na'zhi'shou
那隻鐵,na'zhi'tie
那隻銅,na'zhi'tong
那隻小,na'zhi'xiao
那隻眼,na'zhi'yan
那隻銀,na'zhi'yin
那隻玉,na'zhi'yu
拿準,na'zhun
南衝,nan'chong
南迴歸線,nan'hui'gui'xian
男僕,nan'pu
南遊,nan'you
南嶽,nan'yue
腦幹,nao'gan
鬧鐘,nao'zhong
內鬥,nei'dou
內鬥不,nei'dou'bu
內斗膽,nei'dou'dan
內鬥的,nei'dou'de
內斗然,nei'dou'ran
內斗室,nei'dou'shi
內鬥已,nei'dou'yi
內鬥之,nei'dou'zhi
內鬥中,nei'dou'zhong
內涵,nei'han
內奸,nei'jian
內裡拉,nei'li'la
內面包,nei'mian'bao
內面包的,nei'mian'bao'de
內臟,nei'zang
能幹,neng'gan
能干戈,neng'gan'ge
能干擾,neng'gan'rao
能干涉,neng'gan'she
能干休,neng'gan'xiu
能干預,neng'gan'yu
能干政,neng'gan'zheng
能亂發,neng'luan'fa
能乾巴巴,neng'qian'ba'ba
能乾杯,neng'qian'bei
能乾脆,neng'qian'cui
能乾瞪,neng'qian'deng
能乾擱,neng'qian'ge
能乾嚎,neng'qian'hao
能乾耗,neng'qian'hao
能乾淨,neng'qian'jing
能乾笑,neng'qian'xiao
能乾著急,neng'qian'zhu'ji
能像,neng'xiang
能象徵性,neng'xiang'zheng'xing
能佔,neng'zhan
能自制,neng'zi'zhi
你白幹,ni'bai'gan
你不幹,ni'bu'gan
你不干犯,ni'bu'gan'fan
你不干涉,ni'bu'gan'she
你不干休,ni'bu'gan'xiu
你不干預,ni'bu'gan'yu
你不乾杯,ni'bu'qian'bei
你不乾脆,ni'bu'qian'cui
你不乾淨,ni'bu'qian'jing
你不乾著急,ni'bu'qian'zhu'ji
你採,ni'cai
你醜,ni'chou
你鬥了,ni'dou'le
你斗了膽,ni'dou'le'dan
你幹,ni'gan
你幹的,ni'gan'de
你們佔,ni'men'zhan
你乾杯,ni'qian'bei
你乾那杯,ni'qian'na'bei
你乾一杯,ni'qian'yi'bei
你像,ni'xiang
泥像,ni'xiang
你佔,ni'zhan
你占卜,ni'zhan'bu
你占算,ni'zhan'suan
你準要,ni'zhun'yao
你準知,ni'zhun'zhi
年多裡,nian'duo'li
唸經,nian'jing
廿里,nian'li
唸唸,nian'nian
念念不忘,nian'nian'bu'wang
撚手,nian'shou
唸書,nian'shu
拈鬚,nian'xu
撚鬚,nian'xu
唸一聲,nian'yi'sheng
年餘,nian'yu
廿餘,nian'yu
廿餘里,nian'yu'li
唸咒,nian'zhou
年準到,nian'zhun'dao
釀製,niang'zhi
捏不準,nie'bu'zhun
囓齒,nie'chi
齧齒動物,nie'chi'dong'wu
齧齒類,nie'chi'lei
捏得準,nie'de'zhun
捏準,nie'zhun
擰乾,ning'qian
牛肉麵,niu'rou'mian
濃髮,nong'fa
農穫,nong'huo
農曆,nong'li
弄麵吃,nong'mian'chi
弄乾,nong'qian
農舍,nong'she
怒髮衝冠,nu'fa'chong'guan
怒髮衝天,nu'fa'chong'tian
努力幹,nu'li'gan
努力干擾,nu'li'gan'rao
努力乾脆,nu'li'qian'cui
奴僕,nu'pu
怒氣衝天,nu'qi'chong'tian
難鬥的,nuo'dou'de
難捨,nuo'she
難嚥,nuo'yan
難以自制,nuo'yi'zi'zhi
女僕,nv'pu
毆鬥,ou'dou
歐幾里得,ou'ji'li'de
偶像,ou'xiang
怕醜,pa'chou
拍齣好戲,pai'chu'hao'hu
派發結,pai'fa'jie
拍檯拍凳,pai'tai'pai'deng
排泄,pai'xie
拚搏,pan'bo
拚得過,pan'de'guo
拚鬥,pan'dou
判斷發,pan'duan'fa
拚個,pan'ge
拚活,pan'huo
盤捲,pan'juan
拚力,pan'li
判明,pan'ming
拚命,pan'ming
拚殺,pan'sha
拚上一拚,pan'shang'yi'pan
拚死,pan'si
拚一拚,pan'yi'pan
盤遊,pan'you
彷徨,pang'huang
徬徨,pang'huang
徬惶,pang'huang
彷徉,pang'yang
旁徵博引,pang'zheng'bo'yin
泡方便麵,pao'fang'bian'mian
泡麵,pao'mian
跑檯子,pao'tai'zi
泡製,pao'zhi
炮製,pao'zhi
陪弔,pei'diao
配合,pei'he
配膳檯,pei'shan'tai
配製,pei'zhi
盆弔,pen'diao
蓬髮,peng'fa
抨擊,peng'ji
蓬蓬鬆鬆,peng'peng'song'song
篷鬆,peng'song
膨鬆,peng'song
蓬鬆,peng'song
蓬頭散髮,peng'tou'san'fa
烹製,peng'zhi
碰鐘,peng'zhong
批鬥,pi'dou
披髮,pi'fa
辟榖,pi'gu
皮鶴髮,pi'he'fa
疲睏,pi'kun
劈里啪,pi'li'pa
辟里啪啦,pi'li'pa'la
劈面點,pi'mian'dian
皮所製,pi'suo'zhi
披頭散髮,pi'tou'san'fa
脾臟,pi'zang
皮製,pi'zhi
皮制服,pi'zhi'fu
批准,pi'zhun
片乾布,pian'qian'bu
片言隻語,pian'yan'zhi'yu
飄遊,piao'you
撇鬍鬚,pie'hu'xu
瞥準,pie'zhun
品嚐,pin'chang
品彙,pin'hui
平安鐘,ping'an'zhong
瓶白乾,ping'bai'qian
憑弔,ping'diao
娉婷,ping'ting
憑準,ping'zhun
朴刀,po'dao
頗像,po'xiang
朴硝,po'xiao
頗準,po'zhun
扑打,pu'da
仆倒,pu'dao
仆到地,pu'dao'di
仆低,pu'di
仆地,pu'di
仆跌,pu'die
仆伏,pu'fu
仆街,pu'jie
撲捲,pu'juan
仆了去,pu'le'qu
仆了下,pu'le'xia
仆了一,pu'liao'yi
仆落,pu'luo
僕僕地,pu'pu'di
仆然,pu'ran
僕然而,pu'ran'er
僕然後,pu'ran'hou
扑撻,pu'ta
葡萄乾,pu'tao'qian
舖位,pu'wei
仆臥,pu'wo
仆下,pu'xia
璞玉,pu'yu
朴子,pu'zi
扑作教刑,pu'zuo'jiao'xing
其八九只,qi'ba'jiu'zhi
砌併,qi'bing
齊衝,qi'chong
氣沖沖,qi'chong'chong
氣沖斗牛,qi'chong'dou'niu
齊沖涼,qi'chong'liang
氣沖牛斗,qi'chong'niu'dou
齊沖洗,qi'chong'xi
倛醜,qi'chou
其醜,qi'chou
奇醜,qi'chou
七斗,qi'dou
旗斗,qi'dou
起鬥了,qi'dou'le
起鬥上,qi'dou'shang
其二只,qi'er'zhi
旗旛,qi'fan
乞丐,qi'gai
氣概,qi'gai
起幹,qi'gan
起幹吧,qi'gan'ba
起幹的,qi'gan'de
七海里,qi'hai'li
慼嗟,qi'jie
畦逕,qi'jing
七卷,qi'juan
起來像,qi'lai'xiang
起來象牙,qi'lai'xiang'ya
七里,qi'li
戚里,qi'li
七里餘,qi'li'yu
啟明,qi'ming
悽慼,qi'qi
慼慼,qi'qi
七情六慾,qi'qing'liu'yu
慼然,qi'ran
稽首,qi'shou
棲息,qi'xi
奇象,qi'xiang
緝兇,qi'xiong
慼顏,qi'yan
氣一沖,qi'yi'chong
其一只,qi'yi'zhi
慼憂,qi'you
其餘,qi'yu
氣鬱,qi'yu
七隻,qi'zhi
奇準,qi'zhun
恰像,qia'xiang
乾熬,qian'ao
乾巴,qian'ba
乾爸,qian'ba
乾疤,qian'ba
乾杯,qian'bei
乾癟,qian'bie
乾冰,qian'bing
籤卜,qian'bu
乾不乾杯,qian'bu'qian'bei
乾不乾淨,qian'bu'qian'jing
乾菜,qian'cai
乾草,qian'cao
乾柴,qian'chai
前衝,qian'chong
前沖淡,qian'chong'dan
前沖犯,qian'chong'fan
前沖積,qian'chong'ji
前沖涼,qian'chong'liang
前沖刷,qian'chong'shua
前沖洗,qian'chong'xi
乾此杯,qian'ci'bei
乾此罈,qian'ci'tan
乾此一杯,qian'ci'yi'bei
乾醋,qian'cu
乾脆,qian'cui
乾得很,qian'de'hen
乾得兩杯,qian'de'liang'bei
乾得三杯,qian'de'san'bei
乾得三兩杯,qian'de'san'liang'bei
乾得一杯,qian'de'yi'bei
乾瞪,qian'deng
乾等,qian'deng
乾弟,qian'di
乾電池,qian'dian'chi
乾掉杯,qian'diao'bei
乾掉那杯,qian'diao'na'bei
乾掉那碗,qian'diao'na'wan
乾掉一杯,qian'diao'yi'bei
乾掉一瓶,qian'diao'yi'ping
乾掉一碗,qian'diao'yi'wan
乾掉這杯,qian'diao'zhe'bei
乾掉這碗,qian'diao'zhe'wan
乾爹,qian'die
千斗,qian'dou
千多隻,qian'duo'zhi
乾兒,qian'er
千房百舍,qian'fang'bai'she
縴夫,qian'fu
乾綱不振,qian'gang'bu'zhen
乾哥,qian'ge
乾擱,qian'ge
乾果,qian'guo
乾過杯,qian'guo'bei
乾過一杯,qian'guo'yi'bei
乾過癮,qian'guo'yin
千海里,qian'hai'li
乾旱,qian'han
乾嚎,qian'hao
乾耗,qian'hao
乾號,qian'hao
乾涸,qian'he
乾貨,qian'huo
乾幾杯,qian'ji'bei
乾幾手,qian'ji'shou
乾幾碗,qian'ji'wan
乾澗,qian'jian
乾薑,qian'jiang
乾焦,qian'jiao
乾姐,qian'jie
乾盡一杯,qian'jin'yi'bei
乾盡一壺,qian'jin'yi'hu
乾盡一磹,qian'jin'yi'tan
乾盡一碗,qian'jin'yi'wan
乾井,qian'jing
乾淨,qian'jing
乾窘,qian'jiong
歉疚,qian'jiu
千卷,qian'juan
千鈞一髮,qian'jun'yi'fa
乾咳,qian'ke
乾渴,qian'ke
乾哭,qian'ku
乾枯,qian'ku
乾坤,qian'kun
乾酪,qian'lao
乾了杯,qian'le'bei
乾了此杯,qian'le'ci'bei
乾了壺,qian'le'hu
乾了幾杯,qian'le'ji'bei
乾了幾壺,qian'le'ji'hu
乾了幾瓶,qian'le'ji'ping
乾了幾罈,qian'le'ji'tan
乾了幾碗,qian'le'ji'wan
乾了幾樽,qian'le'ji'zun
乾了兩杯,qian'le'liang'bei
乾了那杯,qian'le'na'bei
乾了那壺,qian'le'na'hu
乾了那碗,qian'le'na'wan
乾了三杯,qian'le'san'bei
乾了一杯,qian'le'yi'bei
乾了一瓶,qian'le'yi'ping
乾了一碗,qian'le'yi'wan
乾了這杯,qian'le'zhe'bei
乾了這碗,qian'le'zhe'wan
乾了這一杯,qian'le'zhe'yi'bei
乾了這一瓶,qian'le'zhe'yi'ping
千里,qian'li
乾糧,qian'liang
千兩,qian'liang
乾兩杯,qian'liang'bei
乾了一壺,qian'liao'yi'hu
乾了一罈,qian'liao'yi'tan
乾了一樽,qian'liao'yi'zun
乾裂,qian'lie
乾隆,qian'long
乾媽,qian'ma
乾毛巾,qian'mao'jin
乾冒煙,qian'mao'yan
乾妹,qian'mei
乾麵,qian'mian
前面店,qian'mian'dian
前面點,qian'mian'dian
乾面前,qian'mian'qian
乾那杯,qian'na'bei
乾那一杯,qian'na'yi'bei
乾泥,qian'ni
乾娘,qian'niang
乾女兒,qian'nv'er
乾嘔,qian'ou
乾撇下,qian'pie'xia
前仆,qian'pu
前僕人,qian'pu'ren
乾乾巴巴,qian'qian'ba'ba
乾乾脆脆,qian'qian'cui'cui
乾乾的嚥,qian'qian'de'yan
乾乾淨淨,qian'qian'jing'jing
乾乾瘦瘦,qian'qian'shou'shou
乾乾爽爽,qian'qian'shuang'shuang
乾清宮,qian'qing'gong
乾熱,qian're
乾肉,qian'rou
乾三杯,qian'san'bei
乾澀,qian'se
乾上兩杯,qian'shang'liang'bei
乾上三杯,qian'shang'san'bei
乾上一杯,qian'shang'yi'bei
乾上一壺,qian'shang'yi'hu
乾上一碗,qian'shang'yi'wan
乾伸舌,qian'shen'she
乾聲,qian'sheng
乾生氣,qian'sheng'qi
乾屍,qian'shi
乾溼,qian'shi
乾濕,qian'shi
籤詩,qian'shi
乾濕髮,qian'shi'fa
乾瘦,qian'shou
乾手淨腳,qian'shou'jing'jue
乾爽,qian'shuang
潛水鐘,qian'shui'zhong
乾數杯,qian'shuo'bei
乾似,qian'si
乾絲,qian'si
乾孫,qian'sun
乾罈,qian'tan
籤條,qian'tiao
籤筒,qian'tong
乾透,qian'tou
乾土,qian'tu
籤文,qian'wen
簽文件,qian'wen'jian
乾洗,qian'xi
牽繫,qian'xi
乾下那杯,qian'xia'na'bei
乾下那碗,qian'xia'na'wan
乾下那一杯,qian'xia'na'yi'bei
乾下那一碗,qian'xia'na'yi'wan
乾下這杯,qian'xia'zhe'bei
乾下這碗,qian'xia'zhe'wan
乾下這一杯,qian'xia'zhe'yi'bei
乾下這一碗,qian'xia'zhe'yi'wan
乾笑,qian'xiao
乾薪,qian'xin
乾啞,qian'ya
乾嚥,qian'yan
乾陽,qian'yang
乾衣,qian'yi
乾一杯,qian'yi'bei
牽一髮,qian'yi'fa
乾衣服,qian'yi'fu
乾衣機,qian'yi'ji
乾一罈,qian'yi'tan
乾一碗,qian'yi'wan
乾癮,qian'yin
乾硬,qian'ying
乾又熱,qian'you're
千餘,qian'yu
千餘里,qian'yu'li
千餘隻,qian'yu'zhi
乾燥,qian'zao
乾站著,qian'zhan'zhu
籤爪,qian'zhao
乾這杯,qian'zhe'bei
乾這一杯,qian'zhe'yi'bei
乾枝,qian'zhi
千隻,qian'zhi
牽制,qian'zhi
千只夠,qian'zhi'gou
千只可,qian'zhi'ke
千只能,qian'zhi'neng
千只怕,qian'zhi'pa
千只足夠,qian'zhi'zu'gou
乾著急,qian'zhu'ji
欠準,qian'zhun
乾姊,qian'zi
乾坐著,qian'zuo'zhu
襁褓,qiang'bao
嗆啷,qiang'lang
嗆啷啷,qiang'lang'lang
牆鐘,qiang'zhong
瞧不準,qiao'bu'zhun
憔悴,qiao'cui
橋樑,qiao'liang
敲扑,qiao'pu
撬鬆,qiao'song
敲鐘,qiao'zhong
瞧準,qiao'zhun
切磋,qie'cuo
且鬥且,qie'dou'qie
侵範,qin'fan
嶔崎,qin'qi
侵佔,qin'zhan
親自幹,qin'zi'gan
親自干擾,qin'zi'gan'rao
親自干涉,qin'zi'gan'she
親自干預,qin'zi'gan'yu
傾覆,qing'fu
青稞,qing'ke
頃刻,qing'ke
輕蔑,qing'mie
清明,qing'ming
傾仆,qing'pu
輕輕鬆鬆,qing'qing'song'song
輕鬆,qing'song
青松,qing'song
青苔,qing'tai
輕佻,qing'tiao
清晰,qing'xi
情慾,qing'yu
跫音,qiong'yin
求籤,qiu'qian
鞦韆,qiu'qian
求簽名,qiu'qian'ming
求簽署,qiu'qian'shu
求簽下,qiu'qian'xia
球檯,qiu'tai
虯鬚,qiu'xu
秋遊,qiu'you
求支籤,qiu'zhi'qian
求知慾,qiu'zhi'yu
去採,qu'cai
取締,qu'di
去鬥上,qu'dou'shang
去幹,qu'gan
軀幹,qu'gan
去干擾,qu'gan'rao
去干涉,qu'gan'she
去干預,qu'gan'yu
麴酒,qu'jiu
去捲,qu'juan
曲捲,qu'juan
去理髮,qu'li'fa
區瞭望,qu'liao'wang
去乾杯,qu'qian'bei
去乾耗,qu'qian'hao
去乾淨,qu'qian'jing
去乾了杯,qu'qian'le'bei
去乾了一杯,qu'qian'le'yi'bei
去乾洗,qu'qian'xi
去乾一杯,qu'qian'yi'bei
去乾著急,qu'qian'zhu'ji
去餵,qu'wei
麴薛,qu'xue
取準,qu'zhun
覷準,qu'zhun
權力慾,quan'li'yu
拳頭發,quan'tou'fa
全像,quan'xiang
痊癒,quan'yu
全佔,quan'zhan
犬隻,quan'zhi
闕里,que'li
確係,que'xi
確繫著,que'xi'zhu
卻像,que'xiang
卻佔,que'zhan
卻占掛,que'zhan'gua
群鬥,qun'dou
群斗膽,qun'dou'dan
群像,qun'xiang
然鬥不,ran'dou'bu
染髮,ran'fa
髯髮,ran'fa
髯鬍,ran'hu
然無倖,ran'mo'xing
然像,ran'xiang
髯鬚,ran'xu
繞樑,rao'liang
人醜,ren'chou
認醜,ren'chou
人鬥了,ren'dou'le
人鬥上,ren'dou'shang
人幹的,ren'gan'de
認明,ren'ming
人像,ren'xiang
人象徵,ren'xiang'zheng
韌性,ren'xing
人影後,ren'ying'hou
人慾橫流,ren'yu'heng'liu
人云,ren'yun
人雲集,ren'yun'ji
人雲遊,ren'yun'you
人雲雨,ren'yun'yu
人云云,ren'yun'yun
人讚,ren'zan
人贊酒,ren'zan'jiu
人贊禮,ren'zan'li
人贊身,ren'zan'shen
人贊同,ren'zan'tong
人贊許,ren'zan'xu
人贊助,ren'zan'zhu
認準,ren'zhun
扔得準,reng'de'zhun
仍鬥,reng'dou
仍斗膽,reng'dou'dan
仍斗然,reng'dou'ran
仍像,reng'xiang
日幹夜幹,ri'gan'ye'gan
日曆,ri'li
日昇,ri'sheng
日餘,ri'yu
日誌,ri'zhi
日準到,ri'zhun'dao
容範,rong'fan
熔爐,rong'lu
熔岩,rong'yan
柔髮,rou'fa
柔發出,rou'fa'chu
柔發覺,rou'fa'jue
柔發生,rou'fa'sheng
柔發現,rou'fa'xian
蹂躪,rou'lin
肉乾,rou'qian
肉身,rou'shen
肉鬆,rou'song
肉慾,rou'yu
入糴,ru'di
如斗,ru'dou
如何幹,ru'he'gan
乳毛未乾,ru'mao'wei'qian
乳餵,ru'wei
乳臭未乾,ru'xiu'wei'qian
孺子可教,ru'zi'ke'jiao
如坐針氈,ru'zuo'zhen'zhan
洒滌,sa'di
洒家,sa'jia
卅里,sa'li
洒然,sa'ran
洒淅,sa'xi
卅餘,sa'yu
卅餘里,sa'yu'li
洒濯,sa'zhuo
腮斗,sai'dou
腮鬍,sai'hu
散佈,san'bu
散彈鎗,san'dan'qiang
三斗,san'dou
三個,san'ge
三國誌,san'guo'zhi
三海里,san'hai'li
三卷,san'juan
三里,san'li
三里餘,san'li'yu
三數隻,san'shuo'zhi
三隻,san'zhi
喪鐘,sang'zhong
掃捲,sao'juan
掃瞄,sao'miao
搔首弄姿,sao'shou'nong'zi
色慾,se'yu
傻里傻氣,sha'li'sha'qi
砂岩,sha'yan
鎩羽而歸,sha'yu'er'gui
曬穀,shai'gu
曬乾,shai'qian
舢舨划,shan'ban'hua
舢舨已划,shan'ban'yi'hua
衫筆挺,shan'bi'ting
擅採,shan'cai
擅長幾,shan'chang'ji
善鬥,shan'dou
山裡長,shan'li'chang
閃爍,shan'shuo
山崖,shan'ya
山羊鬍,shan'yang'hu
山羊鬚,shan'yang'xu
單于,shan'yu
山嶽,shan'yue
上佈了,shang'bu'le
上衝,shang'chong
上沖激,shang'chong'ji
上沖積,shang'chong'ji
上沖蝕,shang'chong'shi
上沖刷,shang'chong'shua
上沖洗,shang'chong'xi
上樑不正,shang'liang'bu'zheng
上面點,shang'mian'dian
上面糊,shang'mian'hu
傷難癒,shang'nuo'yu
商舖,shang'pu
上上籤,shang'shang'qian
晌午,shang'wu
上繫了,shang'xi'le
傷已癒,shang'yi'yu
傷癒,shang'yu
尚餘,shang'yu
上佔,shang'zhan
上占卜,shang'zhan'bu
上占算,shang'zhan'suan
上準有,shang'zhun'you
殤子,shang'zi
少衝,shao'chong
筲斗,shao'dou
燒燬,shao'hui
燒乾,shao'qian
稍乾,shao'qian
稍乾的,shao'qian'de
燒乾了,shao'qian'le
稍鬆,shao'song
芍葯,shao'yao
邵雍,shao'yong
稍有不準,shao'you'bu'zhun
稍佔,shao'zhan
燒製,shao'zhi
射不準,she'bu'zhun
射得準,she'de'zhun
舍弟,she'di
射鵰,she'diao
懾服,she'fu
舍監,she'jian
舍間,she'jian
舍居,she'ju
舍利,she'li
舍利塔,she'li'ta
舍妹,she'mei
舍內,she'nei
舍人,she'ren
舌頭,she'tou
舌頭發,she'tou'fa
舍下,she'xia
捨下你,she'xia'ni
捨下他,she'xia'ta
捨下她,she'xia'ta
捨下我,she'xia'wo
攝像,she'xiang
舍兄,she'xiong
舌一捲,she'yi'juan
舍友,she'you
舍院,she'yuan
舍宅,she'zhai
舍侄,she'zhi
射準,she'zhun
誰幹,shei'gan
誰干擾,shei'gan'rao
誰干涉,shei'gan'she
誰干預,shei'gan'yu
誰乾脆,shei'qian'cui
誰乾淨,shei'qian'jing
神采,shen'cai
甚醜,shen'chou
身份,shen'fen
伸捲,shen'juan
申明,shen'ming
神明,shen'ming
什麼,shen'mo
甚麼,shen'mo
甚麼都幹,shen'mo'dou'gan
什麼可幹,shen'mo'ke'gan
什麼可干擾,shen'mo'ke'gan'rao
神祇,shen'qi
甚鬆,shen'song
身繫,shen'xi
神像,shen'xiang
神象徵,shen'xiang'zheng
瀋陽,shen'yang
身影後,shen'ying'hou
神祐,shen'you
神遊,shen'you
沈鬱,shen'yu
腎臟,shen'zang
甚準,shen'zhun
身子扎實,shen'zi'zha'shi
聲,sheng
聖盃,sheng'bei
聲采,sheng'cai
生長發,sheng'chang'fa
聖誕鐘,sheng'dan'zhong
生得醜,sheng'de'chou
升斗,sheng'dou
生髮水,sheng'fa'shui
生髮藥,sheng'fa'yao
牲幹的,sheng'gan'de
牲幹了,sheng'gan'le
牲幹下,sheng'gan'xia
昇汞,sheng'gong
陞官,sheng'guan
昇華,sheng'hua
生薑,sheng'jiang
勝卷,sheng'juan
生克服,sheng'ke'fu
生克苦,sheng'ke'ku
生克勤,sheng'ke'qin
生剋,sheng'kei
聖明,sheng'ming
聲明,sheng'ming
昇平,sheng'ping
陞遷,sheng'qian
昇泰,sheng'tai
生物系,sheng'wu'xi
生物鐘,sheng'wu'zhong
聖像,sheng'xiang
聲響當,sheng'xiang'dang
剩餚,sheng'yao
剩餘,sheng'yu
勝餘,sheng'yu
賸餘,sheng'yu
盛讚,sheng'zan
是白幹,shi'bai'gan
事編制,shi'bian'zhi
事不幹,shi'bu'gan
事不干擾,shi'bu'gan'rao
事不干涉,shi'bu'gan'she
