阿魏,a'wei
水饮,shui'yin
水饮留肠,shui'yin'liu'chang
水饮内扰,shui'yin'nei'rao
水饮内停,shui'yin'nei'ting
水饮停聚胸胁,shui'yin'ting'ju'xiong'xie
水郁折之,shui'yu'zhe'zhi
水蛭,shui'zhi
水肿,shui'zhong
水肿病,shui'zhong'bing
顺传与逆传,shun'chuan'yu'ni'chuan
四方草,si'fang'cao
四方藤,si'fang'teng
丝瓜络,si'gua'luo
丝瓜藤,si'gua'teng
四海,si'hai
四季青,si'ji'qing
思虑伤脾,si'lv'shang'pi
四气,si'qi
四弯风,si'wan'feng
四叶参,si'ye'can
四诊,si'zhen
松醇,song'chun
松花粉,song'hua'fen
松节,song'jie
松节油,song'jie'you
菘蓝,song'lan
松萝,song'luo
松塔,song'ta
松香,song'xiang
松香脂,song'xiang'zhi
松音,song'yin
松脂,song'zhi
苏板兰,su'ban'lan
苏薄荷,su'bo'he
粟疮病,su'chuang'bing
苏梗,su'geng
苏合香,su'he'xiang
苏木,su'mu
宿食伤脾,su'shi'shang'pi
素体不足劳心过度,su'ti'bu'zu'lao'xin'guo'du
素馨花,su'xin'hua
苏叶,su'ye
宿翳病,su'yi'bing
苏子,su'zi
酸浆,suan'jiang
酸模,suan'mo
酸枣仁,suan'zao'ren
绥草,sui'cao
髓海,sui'hai
髓海不足,sui'hai'bu'zu
髓劳,sui'lao
尿脬,sui'pao
损伤出血,sun'shang'chu'xie
损伤喘咳,sun'shang'chuan'ke
损伤昏厥,sun'shang'hun'jue
损伤疼痛,sun'shang'teng'tong
损伤痿软麻木,sun'shang'wei'ruan'ma'mu
损伤眩晕,sun'shang'xuan'yun
飧泻,sun'xie
莎草,suo'cao
锁肛痔,suo'gang'zhi
锁喉痈,suo'hou'yong
娑罗子,suo'luo'zi
锁阳,suo'yang
缩阴,suo'yin
胎动不安,tai'dong'bu'an
胎毒蕴热,tai'du'yun're
胎寒,tai'han
胎患内障,tai'huan'nei'zhang
胎黄病,tai'huang'bing
胎火蕴毒,tai'huo'yun'du
胎惊,tai'jing
胎漏,tai'lou
胎漏病,tai'lou'bing
泰诺林,tai'nuo'lin
泰诺宁康胶囊,tai'nuo'ning'kang'jiao'nang
胎盘,tai'pan
胎气,tai'qi
胎热,tai're
胎热证胎寒证,tai're'zheng'tai'han'zheng
胎死不下病,tai'si'bu'xia'bing
胎萎不长病,tai'wei'bu'zhang'bing
台乌药,tai'wu'yao
胎痫,tai'xian
太阳表寒里热证,tai'yang'biao'han'li're'zheng
太阳表寒里饮证,tai'yang'biao'han'li'yin'zheng
太阳表实经输不利证,tai'yang'biao'shi'jing'shu'bu'li'zheng
太阳表实证,tai'yang'biao'shi'zheng
太阳表虚肺气不利证,tai'yang'biao'xu'fei'qi'bu'li'zheng
太阳表虚经输不利证,tai'yang'biao'xu'jing'shu'bu'li'zheng
太阳表虚证,tai'yang'biao'xu'zheng
太阳表郁轻证,tai'yang'biao'yu'qing'zheng
太阳病,tai'yang'bing
太阳风湿相搏证,tai'yang'feng'shi'xiang'bo'zheng
太阳寒热错杂痞证,tai'yang'han're'cuo'za'pi'zheng
太阳寒实结胸证,tai'yang'han'shi'jie'xiong'zheng
太阳寒证,tai'yang'han'zheng
太阳花,tai'yang'hua
太阳火逆证,tai'yang'huo'ni'zheng
太阳结胸证,tai'yang'jie'xiong'zheng
太阳脾虚气滞证,tai'yang'pi'xu'qi'zhi'zheng
太阳痞证,tai'yang'pi'zheng
太阳热多寒少证,tai'yang're'duo'han'shao'zheng
太阳热痞证,tai'yang're'pi'zheng
太阳热扰胸膈证,tai'yang're'rao'xiong'ge'zheng
太阳热扰胸膈中焦气滞证,tai'yang're'rao'xiong'ge'zhong'jiao'qi'zhi'zheng
太阳热扰胸膈中焦虚寒证,tai'yang're'rao'xiong'ge'zhong'jiao'xu'han'zheng
太阳热实结胸证,tai'yang're'shi'jie'xiong'zheng
太阳热邪迫肺证,tai'yang're'xie'po'fei'zheng
太阳热证,tai'yang're'zheng
太阳伤寒表实证,tai'yang'shang'han'biao'shi'zheng
太阳上热下寒证,tai'yang'shang're'xia'han'zheng
太阳水痞证,tai'yang'shui'pi'zheng
太阳水气上逆证,tai'yang'shui'qi'shang'ni'zheng
太阳痰气痞证,tai'yang'tan'qi'pi'zheng
太阳胃气上逆证,tai'yang'wei'qi'shang'ni'zheng
太阳下焦滑脱痞证,tai'yang'xia'jiao'hua'tuo'pi'zheng
太阳邪陷脾气不和证,tai'yang'xie'xian'pi'qi'bu'he'zheng
太阳邪陷脾虚胃实证,tai'yang'xie'xian'pi'xu'wei'shi'zheng
太阳邪郁肌表证,tai'yang'xie'yu'ji'biao'zheng
太阳心气阴两虚证,tai'yang'xin'qi'yin'liang'xu'zheng
太阳心阳不足证,tai'yang'xin'yang'bu'zu'zheng
太阳胸阳不振证,tai'yang'xiong'yang'bu'zhen'zheng
太阳虚寒脾虚证,tai'yang'xu'han'pi'xu'zheng
太阳虚寒肾阳虚证,tai'yang'xu'han'shen'yang'xu'zheng
太阳虚寒心阳虚证,tai'yang'xu'han'xin'yang'xu'zheng
太阳虚寒阳虚兼水气证,tai'yang'xu'han'yang'xu'jian'shui'qi'zheng
太阳虚寒证,tai'yang'xu'han'zheng
太阳蓄水证,tai'yang'xu'shui'zheng
太阳蓄血证,tai'yang'xu'xue'zheng
太阳阳明犯胃上逆证,tai'yang'yang'ming'fan'wei'shang'ni'zheng
太阳阳明邪迫大肠证,tai'yang'yang'ming'xie'po'da'chang'zheng
太阳阳虚水气上冲证,tai'yang'yang'xu'shui'qi'shang'chong'zheng
太阳阳虚水气欲冲证,tai'yang'yang'xu'shui'qi'yu'chong'zheng
太阳阳虚卫表不固证,tai'yang'yang'xu'wei'biao'bu'gu'zheng
太阳阳虚心神浮越,tai'yang'yang'xu'xin'shen'fu'yue
太阳阳虚心神失守证,tai'yang'yang'xu'xin'shen'shi'shou'zheng
太阳阴盛虚阳上扰证,tai'yang'yin'sheng'xu'yang'shang'rao'zheng
太阳阴阳俱虚证,tai'yang'yin'yang'ju'xu'zheng
太阳阴阳两虚虚阳上扰证,tai'yang'yin'yang'liang'xu'xu'yang'shang'rao'zheng
太阳阴阳两虚证,tai'yang'yin'yang'liang'xu'zheng
太阳营伤经脉失养证,tai'yang'ying'shang'jing'mai'shi'yang'zheng
太阳瘀血营气不敷证,tai'yang'yu'xue'ying'qi'bu'fu'zheng
太阳脏结证,tai'yang'zang'jie'zheng
太阳证,tai'yang'zheng
太阳中风表虚证,tai'yang'zhong'feng'biao'xu'zheng
太阳中虚里急证,tai'yang'zhong'xu'li'ji'zheng
太阴病,tai'yin'bing
太阴腹痛证,tai'yin'fu'tong'zheng
太阴寒湿郁结证,tai'yin'han'shi'yu'jie'zheng
太阴兼表证,tai'yin'jian'biao'zheng
太阴虚寒证,tai'yin'xu'han'zheng
太阴证,tai'yin'zheng
太子参,tai'zi'shen
痰闭,tan'bi
痰毒,tan'du
痰核留结,tan'he'liu'jie
瘫痪,tan'huan
痰火闭窍,tan'huo'bi'qiao
痰火动风,tan'huo'dong'feng
痰火动风上扰清窍,tan'huo'dong'feng'shang'rao'qing'qiao
痰火动风上阻清窍,tan'huo'dong'feng'shang'zu'qing'qiao
痰火犯肺,tan'huo'fan'fei
痰火积滞,tan'huo'ji'zhi
痰火内闭,tan'huo'nei'bi
痰火内盛,tan'huo'nei'sheng
痰火内蕴,tan'huo'nei'yun
痰火扰神,tan'huo'rao'shen
痰火扰心,tan'huo'rao'xin
痰火上扰,tan'huo'shang'rao
痰火升扰,tan'huo'sheng'rao
痰火壅结,tan'huo'yong'jie
痰火郁结,tan'huo'yu'jie
痰火证,tan'huo'zheng
痰结毒滞,tan'jie'du'zhi
痰结血瘀,tan'jie'xue'yu
痰厥,tan'jue
痰厥病,tan'jue'bing
痰蒙清窍,tan'meng'qing'qiao
痰蒙神窍,tan'meng'shen'qiao
痰迷心窍,tan'mi'xin'qiao
痰气互结,tan'qi'hu'jie
痰气交阻,tan'qi'jiao'zu
痰气凝结,tan'qi'ning'jie
痰气壅实,tan'qi'yong'shi
痰气郁结,tan'qi'yu'jie
痰气阻膈,tan'qi'zu'ge
痰热,tan're
痰热闭肺,tan're'bi'fei
痰热蔽窍,tan're'bi'qiao
痰热闭窍,tan're'bi'qiao
痰热搏结,tan're'bo'jie
痰热动风,tan're'dong'feng
痰热腑实,tan're'fu'shi
痰热腑实风痰上扰,tan're'fu'shi'feng'tan'shang'rao
痰热结胸,tan're'jie'xiong
痰热内闭,tan're'nei'bi
痰热内闭清窍,tan're'nei'bi'qing'qiao
痰热内闭心窍,tan're'nei'bi'xin'qiao
痰热内扰,tan're'nei'rao
痰热上蒙,tan're'shang'meng
痰热上壅,tan're'shang'yong
痰热壅肺,tan're'yong'fei
痰热瘀肺,tan're'yu'fei
痰热郁肺,tan're'yu'fei
痰热蕴结,tan're'yun'jie
痰热阻肺,tan're'zu'fei
痰热阻肺腑有热结,tan're'zu'fei'fu'you're'jie
痰热阻结,tan're'zu'jie
痰湿,tan'shi
痰湿痹阻,tan'shi'bi'zu
痰食互结,tan'shi'hu'jie
痰湿结聚,tan'shi'jie'ju
痰湿结滞,tan'shi'jie'zhi
痰湿蒙蔽,tan'shi'meng'bi
痰湿蒙蔽心神,tan'shi'meng'bi'xin'shen
痰湿蒙窍,tan'shi'meng'qiao
痰湿蒙塞清窍,tan'shi'meng'sai'qing'qiao
痰湿内阻,tan'shi'nei'zu
痰湿凝结,tan'shi'ning'jie
痰湿侵肺,tan'shi'qin'fei
痰湿上阻,tan'shi'shang'zu
痰湿壅肺,tan'shi'yong'fei
痰食壅结,tan'shi'yong'jie
痰湿瘀滞,tan'shi'yu'zhi
痰湿蕴肺,tan'shi'yun'fei
痰湿蕴结,tan'shi'yun'jie
痰湿蕴脾,tan'shi'yun'pi
痰湿中阻,tan'shi'zhong'zu
痰湿阻胞,tan'shi'zu'bao
痰湿阻结,tan'shi'zu'jie
痰湿阻络,tan'shi'zu'luo
痰湿阻滞,tan'shi'zu'zhi
痰涎壅盛,tan'xian'yong'sheng
檀香,tan'xiang
痰血瘀滞,tan'xue'yu'zhi
痰饮,tan'yin
痰饮留腹,tan'yin'liu'fu
痰饮留膈,tan'yin'liu'ge
痰饮内盛,tan'yin'nei'sheng
痰饮内停,tan'yin'nei'ting
痰饮内阻,tan'yin'nei'zu
痰饮上逆,tan'yin'shang'ni
痰饮停胃,tan'yin'ting'wei
痰饮阻肺,tan'yin'zu'fei
痰壅神窍,tan'yong'shen'qiao
痰瘀痹阻,tan'yu'bi'zu
痰瘀搏结,tan'yu'bo'jie
痰瘀互结,tan'yu'hu'jie
痰瘀化火,tan'yu'hua'huo
痰瘀滞络,tan'yu'zhi'luo
痰浊闭塞,tan'zhuo'bi'se
痰浊闭阻,tan'zhuo'bi'zu
痰浊化火,tan'zhuo'hua'huo
痰浊化热,tan'zhuo'hua're
痰浊积聚,tan'zhuo'ji'ju
痰浊结聚,tan'zhuo'jie'ju
痰浊蒙窍,tan'zhuo'meng'qiao
痰浊内蒙心包,tan'zhuo'nei'meng'xin'bao
痰浊内蕴,tan'zhuo'nei'yun
痰浊内阻,tan'zhuo'nei'zu
痰浊凝聚,tan'zhuo'ning'ju
痰浊上蒙,tan'zhuo'shang'meng
痰浊上扰,tan'zhuo'shang'rao
痰浊阴滞,tan'zhuo'yin'zhi
痰浊壅肺,tan'zhuo'yong'fei
痰浊壅塞,tan'zhuo'yong'se
痰浊瘀阻,tan'zhuo'yu'zu
痰浊瘀阻咽喉,tan'zhuo'yu'zu'yan'hou
痰浊蕴肺,tan'zhuo'yun'fei
痰浊证,tan'zhuo'zheng
痰浊中阻,tan'zhuo'zhong'zu
痰浊阻肺,tan'zhuo'zu'fei
痰浊阻胃,tan'zhuo'zu'wei
痰阻胸膈,tan'zu'xiong'ge
烫狗脊,tang'gou'ji
烫骨碎补,tang'gu'sui'bu
烫水蛭,tang'shui'zhi
桃儿七,tao'er'qi
桃金娘根,tao'jin'niang'gen
桃仁,tao'ren
桃汁,tao'zhi
藤梨根,teng'li'gen
体虚毒恋,ti'xu'du'lian
天虫,tian'chong
甜地丁,tian'di'ding
天吊,tian'diao
天冬,tian'dong
天冬草,tian'dong'cao
甜瓜子,tian'gua'zi
天癸,tian'gui
天花粉,tian'hua'fen
田基黄,tian'ji'huang
天浆壳,tian'jiang'ke
天葵子,tian'kui'zi
天龙,tian'long
田螺,tian'luo
天麻,tian'ma
天门冬,tian'men'dong
天名精,tian'ming'jing
天南星,tian'nan'xing
天疱疮,tian'pao'chuang
田三七,tian'san'qi
天仙藤,tian'xian'teng
天行赤眼,tian'xing'chi'yan
天行赤眼暴翳,tian'xing'chi'yan'bao'yi
天雄,tian'xiong
天竹根,tian'zhu'gen
天竹黄,tian'zhu'huang
天竺黄,tian'zhu'huang
天竹子,tian'zhu'zi
田字草,tian'zi'cao
条苓,tiao'ling
铁落,tie'luo
铁苋菜,tie'xian'cai
铁屑,tie'xie
廷孔,ting'kong
葶苈子,ting'li'zi
停饮,ting'yin
痛痹,tong'bi
童便,tong'bian
同病异治,tong'bing'yi'zhi
通草,tong'cao
痛风,tong'feng
痛风病,tong'feng'bing
痛经,tong'jing
通经,tong'jing
通里攻下,tong'li'gong'xia
通利关节,tong'li'guan'jie
通淋,tong'lin
通络化瘀,tong'luo'hua'yu
通气,tong'qi
瞳神干缺病,tong'shen'gan'que'bing
瞳神紧小病,tong'shen'jin'xiao'bing
通天,tong'tian
痛泻药方,tong'xie'yao'fang
通阳,tong'yang
通瘀,tong'yu
头部内伤,tou'bu'nei'shang
头部内伤病,tou'bu'nei'shang'bing
头风病,tou'feng'bing
透骨草,tou'gu'cao
头痛,tou'tong
头痛病,tou'tong'bing
土贝母,tu'bei'mu
土鳖虫,tu'bie'chong
土大黄,tu'dai'huang
土当归,tu'dang'gui
土党参,tu'dang'shen
土风疮病,tu'feng'chuang'bing
土茯苓,tu'fu'ling
土槿皮,tu'jin'pi
土荆皮,tu'jing'pi
土木鳖,tu'mu'bie
土木香,tu'mu'xiang
土牛膝,tu'niu'xi
突起睛高病,tu'qi'jing'gao'bing
土人参,tu'ren'shen
土三七,tu'san'qi
吐舌弄舌,tu'she'nong'she
菟丝子,tu'si'zi
吐血,tu'xie
吐血病,tu'xie'bing
退行期,tui'xing'qi
臀痈病,tun'yong'bing
脱病,tuo'bing
脱肛,tuo'gang
脱肛病,tuo'gang'bing
脱疽病,tuo'ju'bing
脱囊病,tuo'nang'bing
托盘疔病,tuo'pan'ding'bing
托盘根,tuo'pan'gen
脱位病,tuo'wei'bing
脱屑型,tuo'xie'xing
脱证,tuo'zheng
瓦楞子,wa'leng'zi
瓦垄子,wa'long'zi
瓦松,wa'song
瓦挖草,wa'wa'cao
瓦韦,wa'wei
外疮,wai'chuang
外风,wai'feng
外感高热病,wai'gan'gao're'bing
外感咳嗽病,wai'gan'ke'sou'bing
外感热病霍乱病,wai'gan're'bing'huo'luan'bing
外感热病痢疾病,wai'gan're'bing'li'ji'bing
外感热病疟疾病,wai'gan're'bing'nue'ji'bing
外寒,wai'han
外寒内热证,wai'han'nei're'zheng
外火,wai'huo
外科其他病冻疮病,wai'ke'qi'ta'bing'dong'chuang'bing
外科其他病毒蛇咬伤病,wai'ke'qi'ta'bing'du'she'yao'shang'bing
外科其他病毒中咬伤病,wai'ke'qi'ta'bing'du'zhong'yao'shang'bing
外科其他病蜂螫伤病,wai'ke'qi'ta'bing'feng'shi'shang'bing
外科其他病狗咬伤病,wai'ke'qi'ta'bing'gou'yao'shang'bing
外科其他病破伤风病,wai'ke'qi'ta'bing'po'shang'feng'bing
外科其他病水火烫伤病,wai'ke'qi'ta'bing'shui'huo'tang'shang'bing
外科其他病蜈蚣螫伤病,wai'ke'qi'ta'bing'wu'gong'shi'shang'bing
外科其他病蝎螫伤病,wai'ke'qi'ta'bing'xie'shi'shang'bing
外科证候,wai'ke'zheng'hou
外伤目络证,wai'shang'mu'luo'zheng
外伤损络证,wai'shang'sun'luo'zheng
外伤血瘀证,wai'shang'xue'yu'zheng
外伤眼病电光伤目病,wai'shang'yan'bing'dian'guang'shang'mu'bing
外伤眼病热烫伤目病,wai'shang'yan'bing're'tang'shang'mu'bing
外伤眼病酸碱伤目病,wai'shang'yan'bing'suan'jian'shang'mu'bing
外伤瘀滞证,wai'shang'yu'zhi'zheng
外伤证,wai'shang'zheng
外肾,wai'shen
外湿,wai'shi
外邪,wai'xie
外邪犯胃,wai'xie'fan'wei
外邪侵入,wai'xie'qin'ru
外邪侵入热毒炽盛,wai'xie'qin'ru're'du'chi'sheng
外因,wai'yin
外燥,wai'zao
歪嘴风,wai'zui'feng
完谷不化,wan'gu'bu'hua
万年青,wan'nian'qing
顽湿聚结,wan'shi'ju'jie
尪痹,wang'bi
王不留行,wang'bu'liu'xing
亡津液,wang'jin'ye
往来寒热,wang'lai'han're
望色,wang'se
望神,wang'shen
望态,wang'tai
望形,wang'xing
亡血,wang'xue
亡血家,wang'xue'jia
亡阳,wang'yang
亡阴亡阳,wang'yin'wang'yang
亡阴证,wang'yin'zheng
忘忧,wang'you
望诊,wang'zhen
胃癌,wei'ai
痿躄,wei'bi
痿病,wei'bing
胃肠积热证,wei'chang'ji're'zheng
胃肠湿热证,wei'chang'shi're'zheng
胃肠虚热证,wei'chang'xu're'zheng
胃瘅,wei'dan
胃反,wei'fan
卫分证,wei'fen'zheng
胃腑不和证,wei'fu'bu'he'zheng
胃腑湿热,wei'fu'shi're
胃寒,wei'han
胃寒证,wei'han'zheng
胃缓,wei'huan
萎黄,wei'huang
胃火,wei'huo
胃火炽盛,wei'huo'chi'sheng
胃火上逆,wei'huo'shang'ni
胃瘕,wei'jia
胃家实,wei'jia'shi
胃津,wei'jin
胃咳,wei'ke
煨柯子,wei'ke'zi
委陵菜,wei'ling'cai
威灵仙,wei'ling'xian
胃络痛,wei'luo'tong
卫茅,wei'mao
胃痞,wei'pi
未破损期,wei'po'sun'qi
卫气,wei'qi
胃气,wei'qi
卫气不固,wei'qi'bu'gu
胃气不和,wei'qi'bu'he
胃气不足,wei'qi'bu'zu
胃气上逆,wei'qi'shang'ni
胃气失和,wei'qi'shi'he
卫气同病,wei'qi'tong'bing
卫气同病痰热蕴肺证,wei'qi'tong'bing'tan're'yun'fei'zheng
卫气同病证,wei'qi'tong'bing'zheng
胃气虚,wei'qi'xu
胃气虚败,wei'qi'xu'bai
胃气虚寒,wei'qi'xu'han
胃气虚证,wei'qi'xu'zheng
卫气营血,wei'qi'ying'xue
卫气营血辨证,wei'qi'ying'xue'bian'zheng
胃热,wei're
胃热炽盛,wei're'chi'sheng
胃热津亏,wei're'jin'kui
胃热薰蒸,wei're'xun'zheng
胃热阴虚,wei're'yin'xu
胃热壅盛,wei're'yong'sheng
胃热证,wei're'zheng
胃热滞脾,wei're'zhi'pi
胃热灼阴,wei're'zhuo'yin
煨肉豆蔻,wei'rou'dou'kou
胃实,wei'shi
胃石,wei'shi
卫外失固风邪中络证,wei'wai'shi'gu'feng'xie'zhong'luo'zheng
胃脘痛,wei'wan'tong
胃喜润恶燥,wei'xi'run'e'zao
胃虚,wei'xu
胃虚气逆痞,wei'xu'qi'ni'pi
胃疡,wei'yang
胃阳,wei'yang
胃阳不足饮停,wei'yang'bu'zu'yin'ting
胃阳虚,wei'yang'xu
胃阴,wei'yin
胃饮,wei'yin
胃阴不足,wei'yin'bu'zu
胃阴亏虚,wei'yin'kui'xu
胃阴虚,wei'yin'xu
卫营同病证,wei'ying'tong'bing'zheng
胃燥津伤,wei'zao'jin'shang
胃燥血虚,wei'zao'xue'xu
胃胀,wei'zhang
痿证,wei'zheng
胃汁,wei'zhi
胃中寒冷,wei'zhong'han'leng
胃中积热,wei'zhong'ji're
胃中虚,wei'zhong'xu
胃中蕴热,wei'zhong'yun're
胃主腐热,wei'zhu'fu're
胃主受纳,wei'zhu'shou'na
桅子,wei'zi
温病,wen'bing
温病证候,wen'bing'zheng'hou
文痴,wen'chi
文旦皮,wen'dan'pi
温毒,wen'du
温毒发斑,wen'du'fa'ban
温毒喉痹,wen'du'hou'bi
温毒袭表,wen'du'xi'biao
瘟毒下注证,wen'du'xia'zhu'zheng
温毒在表,wen'du'zai'biao
温法,wen'fa
温粉,wen'fen
温服,wen'fu
文蛤,wen'ge
文冠木,wen'guan'mu
温经散寒,wen'jing'san'han
温开,wen'kai
温脾,wen'pi
温热,wen're
温热浸淫证,wen're'jin'yin'zheng
温热酿痰蒙蔽心包,wen're'niang'tan'meng'bi'xin'bao
温热未盛,wen're'wei'sheng
温热下注扰动精室,wen're'xia'zhu'rao'dong'jing'shi
温肾,wen'shen
温通,wen'tong
温下,wen'xia
温邪,wen'xie
温邪内陷证,wen'xie'nei'xian'zheng
温邪侵袭肺卫证,wen'xie'qin'xi'fei'wei'zheng
温心,wen'xin
温血,wen'xue
温养,wen'yang
温阳,wen'yang
温阳救逆,wen'yang'jiu'ni
温疫,wen'yi
温郁金,wen'yu'jin
文元,wen'yuan
温燥病,wen'zao'bing
温中散寒,wen'zhong'san'han
窝疮病,wo'chuang'bing
窝痈病,wo'yong'bing
五倍子,wu'bei'zi
五迟,wu'chi
武痴,wu'chi
五迟五软,wu'chi'wu'ruan
五恶,wu'e
五更泻,wu'geng'xie
蜈蚣,wu'gong
五谷,wu'gu
乌骨鸡,wu'gu'ji
五官,wu'guan
无患子,wu'huan'zi
五加皮,wu'jia'pi
乌桕,wu'jiu
乌韭,wu'jiu
五决,wu'jue
乌蔹莓,wu'lian'mei
五敛子,wu'lian'zi
五淋,wu'lin
五灵脂,wu'ling'zhi
无漏子,wu'lou'zi
五轮,wu'lun
五脉,wu'mai
乌梅,wu'mei
无名异,wu'ming'yi
无名子,wu'ming'zi
乌茜,wu'qian
五禽之戏,wu'qin'zhi'xi
五入,wu'ru
五软,wu'ruan
五色,wu'se
乌梢蛇,wu'shao'she
无时冷泪,wu'shi'leng'lei
五水,wu'shui
物损真睛,wu'sun'zhen'jing
乌头,wu'tou
乌头碱,wu'tou'jian
无头疽,wu'tou'ju
五味,wu'wei
五味子,wu'wei'zi
五心,wu'xin
五心烦热,wu'xin'fan're
五行,wu'xing
五眼果,wu'yan'guo
乌药,wu'yao
五药,wu'yao
五液,wu'ye
芜荑,wu'yi
五硬病,wu'ying'bing
五脏,wu'zang
五脏六腑,wu'zang'liu'fu
乌贼骨,wu'zei'gu
五指柑,wu'zhi'gan
五指毛桃,wu'zhi'mao'tao
五中,wu'zhong
五主,wu'zhu
吴茱萸,wu'zhu'yu
膝痹,xi'bi
西党参,xi'dang'shen
熄风,xi'feng
西瓜,xi'gua
西瓜皮,xi'gua'pi
西瓜霜,xi'gua'shuang
西河柳,xi'he'liu
犀角,xi'jiao
吸门,xi'men
西羌,xi'qiang
西青果,xi'qing'guo
息肉痔病,xi'rou'zhi'bing
喜树,xi'shu
豨莶草,xi'xian'cao
细辛,xi'xin
西洋参,xi'yang'shen
夏季热,xia'ji're
下焦滑脱,xia'jiao'hua'tuo
下焦热盛,xia'jiao're'sheng
下焦湿热,xia'jiao'shi're
下焦虚冷,xia'jiao'xu'leng
下焦蓄血,xia'jiao'xu'xue
下焦蓄血瘀阴膀胱,xia'jiao'xu'xue'yu'yin'pang'guang
下焦瘀滞,xia'jiao'yu'zhi
夏枯草,xia'ku'cao
下利清谷,xia'li'qing'gu
下迫,xia'po
下窍,xia'qiao
夏天无,xia'tian'wu
下阴,xia'yin
侠瘿瘅,xia'ying'dan
下元亏损,xia'yuan'kui'sun
下元虚寒,xia'yuan'xu'han
下元虚寒肾气不足,xia'yuan'xu'han'shen'qi'bu'zu
下元虚弱,xia'yuan'xu'ruo
仙半夏,xian'ban'xia
痫病,xian'bing
仙鹤草,xian'he'cao
仙灵脾,xian'ling'pi
仙茅,xian'mao
仙人掌,xian'ren'zhang
仙桃草,xian'tao'cao
先天不足,xian'tian'bu'zu
先天遗毒,xian'tian'yi'du
仙遗粮,xian'yi'liang
痫证,xian'zheng
鲜竹沥,xian'zhu'li
香白芷,xiang'bai'zhi
象贝,xiang'bei
项背强几几,xiang'bei'qiang'ji'ji
项痹,xiang'bi
相乘,xiang'cheng
香附,xiang'fu
相府之官,xiang'fu'zhi'guan
香果脂,xiang'guo'zhi
相火炽盛证,xiang'huo'chi'sheng'zheng
相火上炎证,xiang'huo'shang'yan'zheng
相火妄动,xiang'huo'wang'dong
香加皮,xiang'jia'pi
相兼脉,xiang'jian'mai
相克,xiang'ke
象皮,xiang'pi
向前,xiang'qian
项强,xiang'qiang
香茹,xiang'ru
香薷,xiang'ru
相生,xiang'sheng
香嵩,xiang'song
向天盏,xiang'tian'zhan
相侮,xiang'wu
象牙,xiang'ya
香橼,xiang'yuan
小百科,xiao'bai'ke
小便不禁,xiao'bian'bu'jin
哮病,xiao'bing
小驳骨,xiao'bo'gu
小产,xiao'chan
小肠,xiao'chang
小肠瘅,xiao'chang'dan
小肠气痛,xiao'chang'qi'tong
小肠气滞,xiao'chang'qi'zhi
小肠实热,xiao'chang'shi're
小肠虚寒,xiao'chang'xu'han
小肠主受盛,xiao'chang'zhu'shou'sheng
小肠主液,xiao'chang'zhu'ye
哮喘,xiao'chuan
小春花,xiao'chun'hua
消导,xiao'dao
小儿肺气虚弱,xiao'er'fei'qi'xu'ruo
小儿肺热炽盛,xiao'er'fei're'chi'sheng
小儿风寒束表,xiao'er'feng'han'shu'biao
小儿风温束表,xiao'er'feng'wen'shu'biao
小儿汗病,xiao'er'han'bing
小儿咳嗽,xiao'er'ke'sou
小儿口疮,xiao'er'kou'chuang
小儿内热炽盛,xiao'er'nei're'chi'sheng
小儿呕吐病,xiao'er'ou'tu'bing
小儿脾胃食滞,xiao'er'pi'wei'shi'zhi
小儿脾胃虚寒,xiao'er'pi'wei'xu'han
小儿脾胃虚弱,xiao'er'pi'wei'xu'ruo
小儿热极生风,xiao'er're'ji'sheng'feng
小儿乳蛾,xiao'er'ru'e
小儿肾气虚弱,xiao'er'shen'qi'xu'ruo
小儿水肿,xiao'er'shui'zhong
小儿痰热蒙闭心窍,xiao'er'tan're'meng'bi'xin'qiao
小儿脱肛病,xiao'er'tuo'gang'bing
小儿痿病,xiao'er'wei'bing
小儿胃火上炎,xiao'er'wei'huo'shang'yan
小儿痫病,xiao'er'xian'bing
小儿心经实热,xiao'er'xin'jing'shi're
小儿疫毒痢,xiao'er'yi'du'li
小儿元气虚弱,xiao'er'yuan'qi'xu'ruo
小儿紫癜,xiao'er'zi'dian
消法,xiao'fa
小飞扬,xiao'fei'yang
小飞扬草,xiao'fei'yang'cao
消谷善饥,xiao'gu'shan'ji
小红莲,xiao'hong'lian
小红参,xiao'hong'shen
小胡麻,xiao'hu'ma
小黄药,xiao'huang'yao
小茴香,xiao'hui'xiang
小活络丹,xiao'huo'luo'dan
小蓟,xiao'ji
消积,xiao'ji
小蓟炭,xiao'ji'tan
小结胸,xiao'jie'xiong
小金丹,xiao'jin'dan
消渴,xiao'ke
消渴病,xiao'ke'bing
消渴厥,xiao'ke'jue
小兰花,xiao'lan'hua
小麦,xiao'mai
消满,xiao'man
小蘖,xiao'nie
消痞,xiao'pi
小青皮,xiao'qing'pi
消食化滞,xiao'shi'hua'zhi
小石韦,xiao'shi'wei
消水,xiao'shui
消痰,xiao'tan
小通草,xiao'tong'cao
小野鸡尾,xiao'ye'ji'wei
小叶朴,xiao'ye'pu
消痈,xiao'yong
消瘀,xiao'yu
消胀,xiao'zhang
薤白,xie'bai
邪不可干,xie'bu'ke'gan
缬草,xie'cao
邪窜肝经,xie'cuan'gan'jing
邪窜经络,xie'cuan'jing'luo
邪毒传里肺胃热盛,xie'du'chuan'li'fei'wei're'sheng
邪毒久留,xie'du'jiu'liu
