曾几何时,ceng'ji'he'shi
诛一警百,zhu'yi'jing'bai
朱衣使者,zhu'yi'shi'zhe
主一无适,zhu'yi'wu'shi
朱衣象笏,zhu'yi'xiang'hu
诛意之法,zhu'yi'zhi'fa
逐影吠声,zhu'ying'fei'sheng
烛影斧声,zhu'ying'fu'sheng
逐影随波,zhu'ying'sui'bo
祝英台近,zhu'ying'tai'jin
注萤沃雪,zhu'ying'wo'xue
逐影寻声,zhu'ying'xun'sheng
烛影摇红,zhu'ying'yao'hong
主忧臣劳,zhu'you'chen'lao
主忧臣辱,zhu'you'chen'ru
著有成效,zhu'you'cheng'xiao
诸有此类,zhu'you'ci'lei
朱游和药,zhu'you'he'yao
杼柚空虚,zhu'you'kong'xu
杼柚其空,zhu'you'qi'kong
蛛游蜩化,zhu'you'tiao'hua
杼柚之空,zhu'you'zhi'kong
劚玉如泥,zhu'yu'ru'ni
珠玉在傍,zhu'yu'zai'bang
珠玉在侧,zhu'yu'zai'ce
珠玉之论,zhu'yu'zhi'lun
著于竹帛,zhu'yu'zhu'bo
竹园精舍,zhu'yuan'jing'she
属垣有耳,zhu'yuan'you'er
珠圆玉洁,zhu'yuan'yu'jie
珠圆玉润,zhu'yuan'yu'run
贮云含雾,zhu'yun'han'wu
朱云折槛,zhu'yun'she'jian
猪仔国会,zhu'zai'guo'hui
猪仔议员,zhu'zai'yi'yuan
竹杖成龙,zhu'zhang'cheng'long
竹杖化龙,zhu'zhang'hua'long
竹杖芒鞋,zhu'zhang'mang'xie
竹杖芒鞵,zhu'zhang'mang'xie
烛照数计,zhu'zhao'shu'ji
主者施行,zhu'zhe'shi'xing
诛榛薙梗,zhu'zhen'ti'geng
著之竹帛,zhu'zhi'zhu'bo
竹中高士,zhu'zhong'gao'shi
煮粥焚须,zhu'zhou'fen'xu
助纣为虐,zhu'zhou'wei'nue
朱朱白白,zhu'zhu'bai'bai
逐逐眈眈,zhu'zhu'dan'dan
朱朱粉粉,zhu'zhu'fen'fen
铢铢较量,zhu'zhu'jiao'liang
铢铢校量,zhu'zhu'xiao'liang
诸子百家,zhu'zi'bai'jia
朱紫交竞,zhu'zi'jiao'jing
朱紫难别,zhu'zi'nan'bie
朱紫相夺,zhu'zi'xiang'duo
逐字逐句,zhu'zi'zhu'ju
著作等身,zhu'zuo'deng'shen
著作权法,zhu'zuo'quan'fa
抓耳挠腮,zhua'er'nao'sai
抓耳揉腮,zhua'er'rou'sai
抓耳搔腮,zhua'er'sao'sai
抓纲带目,zhua'gang'dai'mu
抓乖卖俏,zhua'guai'mai'qiao
抓乖弄俏,zhua'guai'nong'qiao
抓尖卖乖,zhua'jian'mai'guai
抓尖要强,zhua'jian'yao'qiang
髽麻戴絰,zhua'ma'dai'die
髽麻戴绖,zhua'ma'dai'die
抓拿骗吃,zhua'na'pian'chi
抓牛鼻子,zhua'niu'bi'zi
抓破脸皮,zhua'po'lian'pi
抓破脸子,zhua'po'lian'zi
抓破面皮,zhua'po'mian'pi
抓腮挖耳,zhua'sai'wa'er
抓头挖耳,zhua'tou'wa'er
抓小辫子,zhua'xiao'bian'zi
抓心挠肝,zhua'xin'nao'gan
拽欛扶犁,zhuai'ba'fu'li
拽欛扶犂,zhuai'ba'fu'li
拽布披麻,zhuai'bu'pi'ma
拽布拖麻,zhuai'bu'tuo'ma
拽耙扶犁,zhuai'pa'fu'li
拽拳丢跌,zhuai'quan'diu'die
拽巷啰街,zhuai'xiang'luo'jie
拽巷攞街,zhuai'xiang'luo'jie
拽巷逻街,zhuai'xiang'luo'jie
拽象拖犀,zhuai'xiang'tuo'xi
转败为成,zhuan'bai'wei'cheng
转败为功,zhuan'bai'wei'gong
转败爲功,zhuan'bai'wei'gong
转败为胜,zhuan'bai'wei'sheng
转悲为喜,zhuan'bei'wei'xi
转侧不安,zhuan'ce'bu'an
转嗔为喜,zhuan'chen'wei'xi
转愁为喜,zhuan'chou'wei'xi
转东过西,zhuan'dong'guo'xi
转斗千里,zhuan'dou'qian'li
转鬭千里,zhuan'dou'qian'li
转凡为圣,zhuan'fan'wei'sheng
专房之宠,zhuan'fang'zhi'chong
转关六幺,zhuan'guan'liu'yao
转海回天,zhuan'hai'hui'tian
专横跋扈,zhuan'heng'ba'hu
转喉触讳,zhuan'hou'chu'hui
转祸为福,zhuan'huo'wei'fu
转祸爲福,zhuan'huo'wei'fu
专己守残,zhuan'ji'shou'can
专精覃思,zhuan'jing'qin'si
篆刻虫雕,zhuan'ke'chong'diao
专科辞典,zhuan'ke'ci'dian
专款专用,zhuan'kuan'zhuan'yong
转来转去,zhuan'lai'zhuan'qu
转轮圣王,zhuan'lun'sheng'wang
专美于前,zhuan'mei'yu'qian
专门名家,zhuan'men'ming'jia
专门学校,zhuan'men'xue'xiao
转眄流精,zhuan'mian'liu'jing
转面无情,zhuan'mian'wu'qing
转念之间,zhuan'nian'zhi'jian
转盼流光,zhuan'pan'liu'guang
专气致柔,zhuan'qi'zhi'rou
专权跋扈,zhuan'quan'ba'hu
专权擅势,zhuan'quan'shan'shi
专权误国,zhuan'quan'wu'guo
专权恣肆,zhuan'quan'zi'si
转日回天,zhuan'ri'hui'tian
专擅跋扈,zhuan'shan'ba'hu
转瞬即逝,zhuan'shun'ji'shi
转瞬之间,zhuan'shun'zhi'jian
转死沟壑,zhuan'si'gou'he
转死沟渠,zhuan'si'gou'qu
转疃寻村,zhuan'tuan'xun'cun
转弯抹角,zhuan'wan'mo'jiao
转弯磨角,zhuan'wan'mo'jiao
转湾抹角,zhuan'wan'mo'jiao
转危为安,zhuan'wei'wei'an
转危爲安,zhuan'wei'wei'an
转徙无常,zhuan'xi'wu'chang
专心向公,zhuan'xin'xiang'gong
专心一意,zhuan'xin'yi'yi
专心一志,zhuan'xin'yi'zhi
专心一致,zhuan'xin'yi'zhi
专心致志,zhuan'xin'zhi'zhi
颛顼之虚,zhuan'xu'zhi'xu
转眼即逝,zhuan'yan'ji'shi
转眼之间,zhuan'yan'zhi'jian
专一不移,zhuan'yi'bu'yi
转益多师,zhuan'yi'duo'shi
转忧为喜,zhuan'you'wei'xi
馔玉炊金,zhuan'yu'chui'jin
馔玉炊珠,zhuan'yu'chui'zhu
转于沟壑,zhuan'yu'gou'he
专欲难成,zhuan'yu'nan'cheng
转灾为福,zhuan'zai'wei'fu
转辗反侧,zhuan'zhan'fan'ce
转战千里,zhuan'zhan'qian'li
撰杖捧屦,zhuan'zhang'peng'ju
转转宛宛,zhuan'zhuan'wan'wan
转转相因,zhuan'zhuan'xiang'yin
专恣跋扈,zhuan'zi'ba'hu
装痴卖傻,zhuang'chi'mai'sha
装痴做疯,zhuang'chi'zuo'feng
装痴作傻,zhuang'chi'zuo'sha
装痴作态,zhuang'chi'zuo'tai
装葱卖蒜,zhuang'cong'mai'suan
妆呆妆婪,zhuang'dai'zhuang'lan
撞倒南墙,zhuang'dao'nan'qiang
装点门面,zhuang'dian'men'mian
妆点一新,zhuang'dian'yi'xin
装点一新,zhuang'dian'yi'xin
壮发冲冠,zhuang'fa'chong'guan
装疯卖俏,zhuang'feng'mai'qiao
装疯卖傻,zhuang'feng'mai'sha
装疯作痴,zhuang'feng'zuo'chi
装疯作傻,zhuang'feng'zuo'sha
壮夫不为,zhuang'fu'bu'wei
撞府冲州,zhuang'fu'chong'zhou
撞府穿州,zhuang'fu'chuan'zhou
装潢门面,zhuang'huang'men'mian
妆啉妆呆,zhuang'lin'zhuang'dai
装聋卖傻,zhuang'long'mai'sha
装聋装哑,zhuang'long'zhuang'ya
装聋作痴,zhuang'long'zuo'chi
妆聋作哑,zhuang'long'zuo'ya
妆聋做哑,zhuang'long'zuo'ya
装聋作哑,zhuang'long'zuo'ya
装聋做哑,zhuang'long'zuo'ya
装蟒吃象,zhuang'mang'chi'xiang
妆嫫费黛,zhuang'mo'fei'dai
装模装样,zhuang'mo'zhuang'yang
装麽做大,zhuang'mo'zuo'da
妆模作样,zhuang'mo'zuo'yang
装模做样,zhuang'mo'zuo'yang
装模作样,zhuang'mu'zuo'yang
撞破烟楼,zhuang'po'yan'lou
壮气凌云,zhuang'qi'ling'yun
壮气吞牛,zhuang'qi'tun'niu
装腔作势,zhuang'qiang'zuo'shi
装腔做势,zhuang'qiang'zuo'shi
装腔作态,zhuang'qiang'zuo'tai
装怯作勇,zhuang'qie'zuo'yong
装穷叫苦,zhuang'qiong'jiao'ku
装傻充愣,zhuang'sha'chong'leng
装神扮鬼,zhuang'shen'ban'gui
装神弄鬼,zhuang'shen'nong'gui
装神做鬼,zhuang'shen'zuo'gui
庄生梦蝶,zhuang'sheng'meng'die
壮士断臂,zhuang'shi'duan'bi
壮士断腕,zhuang'shi'duan'wan
壮士解腕,zhuang'shi'jie'wan
撞尸游魂,zhuang'shi'you'hun
装死卖活,zhuang'si'mai'huo
撞头搕脑,zhuang'tou'ke'nao
撞头磕脑,zhuang'tou'ke'nao
撞头撞脑,zhuang'tou'zhuang'nao
庄舄思归,zhuang'xi'si'gui
庄舄越吟,zhuang'xi'yue'yin
壮心不已,zhuang'xin'bu'yi
装虚作假,zhuang'xu'zuo'jia
庄严宝相,zhuang'yan'bao'xiang
装洋吃相,zhuang'yang'chi'xiang
装妖作怪,zhuang'yao'zuo'guai
状元及第,zhuang'yuan'ji'di
撞阵冲军,zhuang'zhen'chong'jun
壮志凌云,zhuang'zhi'ling'yun
壮志难酬,zhuang'zhi'nan'chou
壮志未酬,zhuang'zhi'wei'chou
撞钟吹螺,zhuang'zhong'chui'luo
撞钟伐鼓,zhuang'zhong'fa'gu
撞钟击鼓,zhuang'zhong'ji'gu
撞钟舞女,zhuang'zhong'wu'nv
庄周梦蝶,zhuang'zhou'meng'die
庄庄其士,zhuang'zhuang'qi'shi
追本穷源,zhui'ben'qiong'yuan
追本求源,zhui'ben'qiu'yuan
追本溯源,zhui'ben'su'yuan
追奔逐北,zhui'ben'zhu'bei
锥出囊中,zhui'chu'nang'zhong
锥处囊中,zhui'chu'nang'zhong
缀辞之士,zhui'ci'zhi'shi
锥刀之利,zhui'dao'zhi'li
锥刀之末,zhui'dao'zhi'mo
锥刀之用,zhui'dao'zhi'yong
追风捕影,zhui'feng'bu'ying
追风掣电,zhui'feng'che'dian
追风觅影,zhui'feng'mi'ying
追风摄景,zhui'feng'nie'jing
追风蹑景,zhui'feng'nie'jing
追风蹑影,zhui'feng'nie'ying
追风逐电,zhui'feng'zhu'dian
追风逐日,zhui'feng'zhu'ri
追风逐影,zhui'feng'zhu'ying
追根刨底,zhui'gen'bao'di
追根查源,zhui'gen'cha'yuan
追根究底,zhui'gen'jiu'di
追根究蒂,zhui'gen'jiu'di
追根穷源,zhui'gen'qiong'yuan
追根求源,zhui'gen'qiu'yuan
追根溯源,zhui'gen'su'yuan
追根问底,zhui'gen'wen'di
追根寻底,zhui'gen'xun'di
追官勒停,zhui'guan'le'ting
坠欢可拾,zhui'huan'ke'shi
追欢买笑,zhui'huan'mai'xiao
追欢卖笑,zhui'huan'mai'xiao
追欢取乐,zhui'huan'qu'le
追欢作乐,zhui'huan'zuo'le
追悔不及,zhui'hui'bu'ji
追悔何及,zhui'hui'he'ji
追悔莫及,zhui'hui'mo'ji
追悔无及,zhui'hui'wu'ji
追魂夺命,zhui'hun'duo'ming
追魂夺魄,zhui'hun'duo'po
坠溷飘茵,zhui'hun'piao'yin
追魂摄魄,zhui'hun'she'po
椎髻布衣,zhui'ji'bu'yi
椎髻卉裳,zhui'ji'hui'shang
椎髻箕坐,zhui'ji'ji'zuo
椎髻髽首,zhui'ji'zhua'shou
椎髻左言,zhui'ji'zuo'yan
椎结左袵,zhui'jie'zuo'ren
坠屦遗簪,zhui'ju'yi'zan
椎鲁敦朴,zhui'lu'dun'pu
椎鲁朴钝,zhui'lu'pu'dun
椎轮大辂,zhui'lun'da'lu
追名逐利,zhui'ming'zhu'li
椎拍輐断,zhui'pai'wan'duan
椎拍宛转,zhui'pai'wan'zhuan
追趋逐耆,zhui'qu'zhu'shi
赘食太仓,zhui'shi'tai'cang
追驷不及,zhui'si'bu'ji
椎天抢地,zhui'tian'qiang'di
坠兔收光,zhui'tu'shou'guang
追亡逐北,zhui'wang'zhu'bei
追亡逐遁,zhui'wang'zhu'dun
缀文之士,zhui'wen'zhi'shi
锥心刺骨,zhui'xin'ci'gu
锥行之陈,zhui'xing'zhi'chen
赘壻得牛,zhui'xu'de'niu
赘婿得牛,zhui'xu'de'niu
赘阉遗丑,zhui'yan'yi'chou
坠茵落混,zhui'yin'luo'hun
坠茵落溷,zhui'yin'luo'hun
缀玉联珠,zhui'yu'lian'zhu
追远慎终,zhui'yuan'shen'zhong
追云逐电,zhui'yun'zhu'dian
惴惴不安,zhui'zhui'bu'an
追踪觅影,zhui'zong'mi'ying
追踪问迹,zhui'zong'wen'ji
准情酌理,zhun'qing'zhuo'li
迍邅之世,zhun'zhan'zhi'shi
谆谆不倦,zhun'zhun'bu'juan
谆谆告戒,zhun'zhun'gao'jie
谆谆告诫,zhun'zhun'gao'jie
谆谆诰诫,zhun'zhun'gao'jie
谆谆教导,zhun'zhun'jiao'dao
谆谆教诲,zhun'zhun'jiao'hui
谆谆善诱,zhun'zhun'shan'you
谆谆翕翕,zhun'zhun'xi'xi
肫肫煦煦,zhun'zhun'xu'xu
灼艾分痛,zhuo'ai'fen'tong
捉班做势,zhuo'ban'zuo'shi
拙贝罗香,zhuo'bei'luo'xiang
灼背烧顶,zhuo'bei'shao'ding
灼背烧项,zhuo'bei'shao'xiang
灼臂落发,zhuo'bi'luo'fa
捉刀代笔,zhuo'dao'dai'bi
斫琱为朴,zhuo'diao'wei'pu
斫雕为朴,zhuo'diao'wei'pu
斲雕为朴,zhuo'diao'wei'pu
卓尔不羣,zhuo'er'bu'qun
卓尔不群,zhuo'er'bu'qun
卓尔出群,zhuo'er'chu'qun
卓而出群,zhuo'er'chu'qun
卓尔独行,zhuo'er'du'xing
擢发抽肠,zhuo'fa'chou'chang
擢发莫数,zhuo'fa'mo'shu
擢发难数,zhuo'fa'nan'shu
斫方为圆,zhuo'fang'wei'yuan
捉风捕影,zhuo'feng'bu'ying
捉风捕月,zhuo'feng'bu'yue
酌古参今,zhuo'gu'can'jin
浊骨凡胎,zhuo'gu'fan'tai
酌古沿今,zhuo'gu'yan'jin
酌古御今,zhuo'gu'yu'jin
酌古斟今,zhuo'gu'zhen'jin
酌古准今,zhuo'gu'zhun'jin
卓诡变幻,zhuo'gui'bian'huan
卓诡不伦,zhuo'gui'bu'lun
捉鬼放鬼,zhuo'gui'fang'gui
捉鬼卖钱,zhuo'gui'mai'qian
卓乎不羣,zhuo'hu'bu'qun
卓乎不群,zhuo'hu'bu'qun
捉虎擒蛟,zhuo'hu'qin'jiao
捉鸡駡狗,zhuo'ji'ma'gou
捉鸡骂狗,zhuo'ji'ma'gou
捉奸见床,zhuo'jian'jian'chuang
灼见真知,zhuo'jian'zhen'zhi
捉奸捉双,zhuo'jian'zhuo'shuang
捉将挟人,zhuo'jiang'xie'ren
擢筋剥肤,zhuo'jin'bo'fu
擢筋割骨,zhuo'jin'ge'gu
捉衿见肘,zhuo'jin'jian'zhou
捉襟见肘,zhuo'jin'jian'zhou
捉衿露肘,zhuo'jin'lu'zhou
捉襟露肘,zhuo'jin'lu'zhou
捉衿肘见,zhuo'jin'zhou'jian
捉襟肘见,zhuo'jin'zhou'jian
酌金馔玉,zhuo'jin'zhuan'yu
浊泾清渭,zhuo'jing'qing'wei
浊酒菲肴,zhuo'jiu'fei'yao
浊酒一杯,zhuo'jiu'yi'bei
卓绝千古,zhuo'jue'qian'gu
拙口笨腮,zhuo'kou'ben'sai
拙口钝辞,zhuo'kou'dun'ci
拙口钝腮,zhuo'kou'dun'sai
浊醪粗饭,zhuo'lao'cu'fan
卓立鸡群,zhuo'li'ji'qun
斫轮老手,zhuo'lun'lao'shou
卓荦不凡,zhuo'luo'bu'fan
卓荦不羁,zhuo'luo'bu'ji
卓荦不群,zhuo'luo'bu'qun
卓荦超伦,zhuo'luo'chao'lun
卓荦大者,zhuo'luo'da'zhe
卓荦强识,zhuo'luo'qiang'zhi
卓荦为杰,zhuo'luo'wei'jie
捉摸不定,zhuo'mo'bu'ding
卓然不羣,zhuo'ran'bu'qun
卓然不群,zhuo'ran'bu'qun
着人先鞭,zhuo'ren'xian'bian
捉生替死,zhuo'sheng'ti'si
卓识远见,zhuo'shi'yuan'jian
拙手笨脚,zhuo'shou'ben'jiao
着手成春,zhuo'shou'cheng'chun
拙手钝脚,zhuo'shou'dun'jiao
着手回春,zhuo'shou'hui'chun
捉鼠拿猫,zhuo'shu'na'mao
酌水知源,zhuo'shui'zhi'yuan
卓伟之才,zhuo'wei'zhi'cai
濯污扬清,zhuo'wu'yang'qing
拙眼讥评,zhuo'yan'ji'ping
卓逸不群,zhuo'yi'bu'qun
捉影捕风,zhuo'ying'bu'feng
濯缨沧浪,zhuo'ying'cang'lang
酌盈剂虚,zhuo'ying'ji'xu
濯缨弹冠,zhuo'ying'tan'guan
濯缨洗耳,zhuo'ying'xi'er
酌盈注虚,zhuo'ying'zhu'xu
捉影追风,zhuo'ying'zhui'feng
濯缨濯足,zhuo'ying'zhuo'zu
卓有成效,zhuo'you'cheng'xiao
琢玉成器,zhuo'yu'cheng'qi
拙于用大,zhuo'yu'yong'da
卓越俊逸,zhuo'yue'jun'yi
捉贼见赃,zhuo'zei'jian'zang
捉贼捉脏,zhuo'zei'zhuo'zang
捉贼捉赃,zhuo'zei'zhuo'zang
浊质凡姿,zhuo'zhi'fan'zi
卓著成效,zhuo'zhu'cheng'xiao
茁壮成长,zhuo'zhuang'cheng'zhang
灼灼辉辉,zhuo'zhuo'hui'hui
濯濯童山,zhuo'zhuo'tong'shan
茁茁壮壮,zhuo'zhuo'zhuang'zhuang
浞訾栗斯,zhuo'zi'li'si
濯足濯缨,zhuo'zu'zhuo'ying
拙嘴笨腮,zhuo'zui'ben'sai
拙嘴笨舌,zhuo'zui'ben'she
自拔来归,zi'ba'lai'gui
自报公议,zi'bao'gong'yi
自报家门,zi'bao'jia'men
自暴自弃,zi'bao'zi'qi
自备资斧,zi'bei'zi'fu
自比于金,zi'bi'yu'jin
自不待言,zi'bu'dai'yan
自不量力,zi'bu'liang'li
子不语怪,zi'bu'yu'guai
自惭形秽,zi'can'xing'hui
自操井臼,zi'cao'jing'jiu
自产自销,zi'chan'zi'xiao
自僝自僽,zi'chan'zi'zhou
子承父业,zi'cheng'fu'ye
自成机杼,zi'cheng'ji'zhu
自成一格,zi'cheng'yi'ge
自成一家,zi'cheng'yi'jia
子丑寅卯,zi'chou'yin'mao
自出机轴,zi'chu'ji'zhou
自出机杼,zi'chu'ji'zhu
自出心裁,zi'chu'xin'cai
自出新裁,zi'chu'xin'cai
自出新意,zi'chu'xin'yi
自出胸怀,zi'chu'xiong'huai
自出胸臆,zi'chu'xiong'yi
自出一家,zi'chu'yi'jia
自吹自擂,zi'chui'zi'lei
自吹自捧,zi'chui'zi'peng
自厝同异,zi'cuo'tong'yi
自大其事,zi'da'qi'shi
自得其乐,zi'de'qi'le
紫电清霜,zi'dian'qing'shuang
自动自觉,zi'dong'zi'jue
自发势力,zi'fa'shi'li
自伐无功,zi'fa'wu'gong
自反无愧,zi'fan'wu'kui
自奉菲薄,zi'feng'fei'bo
自负不凡,zi'fu'bu'fan
资斧困竭,zi'fu'kun'jie
自负其能,zi'fu'qi'neng
自负盈亏,zi'fu'ying'kui
紫盖黄旗,zi'gai'huang'qi
自甘暴弃,zi'gan'bao'qi
自甘堕落,zi'gan'duo'luo
自甘落后,zi'gan'luo'hou
自告奋勇,zi'gao'fen'yong
自高其功,zi'gao'qi'gong
自高自大,zi'gao'zi'da
自功之色,zi'gong'zhi'se
自顾不暇,zi'gu'bu'xia
自古东丁,zi'gu'dong'ding
自刽以下,zi'gui'yi'xia
子罕辞宝,zi'han'ci'bao
自坏长城,zi'huai'chang'cheng
自毁长城,zi'hui'chang'cheng
滓秽太清,zi'hui'tai'qing
自伙淘里,zi'huo'tao'li
子继父业,zi'ji'fu'ye
资藉豪富,zi'ji'hao'fu
自给自足,zi'ji'zi'zu
字夹风霜,zi'jia'feng'shuang
自家撞著,zi'jia'zhuang'zhu
自见不明,zi'jian'bu'ming
梓匠轮舆,zi'jiang'lun'yu
子皆豚犬,zi'jie'tun'quan
自今而后,zi'jin'er'hou
自矜功伐,zi'jin'gong'fa
自矜其勇,zi'jin'qi'yong
自今已后,zi'jin'yi'hou
自今以往,zi'jin'yi'wang
自今已往,zi'jin'yi'wang
自惊自怪,zi'jing'zi'guai
自靖自献,zi'jing'zi'xian
谘经诹史,zi'jing'zou'shi
自救不暇,zi'jiu'bu'xia
趑趄不前,zi'ju'bu'qian
趑趄嗫嚅,zi'ju'nie'ru
趦趄却顾,zi'ju'que'gu
自掘坟墓,zi'jue'fen'mu
自觉形秽,zi'jue'xing'hui
自绝于民,zi'jue'yu'min
自绝于人,zi'jue'yu'ren
自绝于天,zi'jue'yu'tian
自觉自愿,zi'jue'zi'yuan
自郐而下,zi'kuai'er'xia
自郐无讥,zi'kuai'wu'ji
自郐以下,zi'kuai'yi'xia
自愧不如,zi'kui'bu'ru
自愧弗如,zi'kui'fu'ru
自力更生,zi'li'geng'sheng
字里行间,zi'li'hang'jian
自利利他,zi'li'li'ta
自立门户,zi'li'men'hu
眦裂发指,zi'lie'fa'zhi
自律甚严,zi'lv'shen'yan
自卖自夸,zi'mai'zi'kua
孳蔓难图,zi'man'nan'tu
滋蔓难图,zi'man'nan'tu
自媒自衒,zi'mei'zi'xuan
自命不凡,zi'ming'bu'fan
自鸣得意,zi'ming'de'yi
紫明供奉,zi'ming'gong'feng
自命清高,zi'ming'qing'gao
紫陌红尘,zi'mo'hong'chen
资侔卜郏,zi'mou'bu'jia
子母相权,zi'mu'xiang'quan
子女金帛,zi'nv'jin'bo
子女玉帛,zi'nv'yu'bo
紫袍金带,zi'pao'jin'dai
紫袍玉带,zi'pao'yu'dai
紫气东来,zi'qi'dong'lai
自欺欺人,zi'qi'qi'ren
自弃自暴,zi'qi'zi'bao
资浅齿少,zi'qian'chi'shao
资浅望轻,zi'qian'wang'qing
自强不息,zi'qiang'bu'xi
自轻自贱,zi'qing'zi'jian
恣情纵欲,zi'qing'zong'yu
自求多福,zi'qiu'duo'fu
自取富贵,zi'qu'fu'gui
自取咎戾,zi'qu'jiu'li
自取灭亡,zi'qu'mie'wang
自取其祸,zi'qu'qi'huo
自取其咎,zi'qu'qi'jiu
自取其辱,zi'qu'qi'ru
自取其殃,zi'qu'qi'yang
自取罪戾,zi'qu'zui'li
自然而然,zi'ran'er'ran
自然规律,zi'ran'gui'lv
自然经济,zi'ran'jing'ji
自然科学,zi'ran'ke'xue
紫髯如戟,zi'ran'ru'ji
自然现象,zi'ran'xian'xiang
自认不讳,zi'ren'bu'hui
字若涂鸦,zi'ruo'tu'ya
紫色蛙声,zi'se'wa'sheng
自上而下,zi'shang'er'xia
自身难保,zi'shen'nan'bao
资深望重,zi'shen'wang'zhong
自胜者强,zi'sheng'zhe'qiang
自生自灭,zi'sheng'zi'mie
自生自死,zi'sheng'zi'si
自视不明,zi'shi'bu'ming
自是不彰,zi'shi'bu'zhang
谘师访友,zi'shi'fang'you
自视欿然,zi'shi'kan'ran
自恃其才,zi'shi'qi'cai
自食其果,zi'shi'qi'guo
自食其力,zi'shi'qi'li
自食其言,zi'shi'qi'yan
自视甚高,zi'shi'shen'gao
兹事体大,zi'shi'ti'da
自始至终,zi'shi'zhi'zhong
自始自终,zi'shi'zi'zhong
紫绶金章,zi'shou'jin'zhang
自受自作,zi'shou'zi'zuo
自树一帜,zi'shu'yi'zhi
字顺文从,zi'shun'wen'cong
自说自话,zi'shuo'zi'hua
恣肆无忌,zi'si'wu'ji
自私自利,zi'si'zi'li
恣睢无忌,zi'sui'wu'ji
恣睢自用,zi'sui'zi'yong
子孙饽饽,zi'sun'bo'bo
子孙后辈,zi'sun'hou'bei
子孙后代,zi'sun'hou'dai
子孙饺子,zi'sun'jiao'zi
自损者益,zi'sun'zhe'yi
姿态万方,zi'tai'wan'fang
锱坛之宫,zi'tan'zhi'gong
自讨苦吃,zi'tao'ku'chi
自讨没趣,zi'tao'mei'qu
梓潼帝君,zi'tong'di'jun
自同寒蝉,zi'tong'han'chan
自投虎口,zi'tou'hu'kou
自投罗网,zi'tou'luo'wang
自投网罗,zi'tou'wang'luo
自投于地,zi'tou'yu'di
子为父隐,zi'wei'fu'yin
自为阶级,zi'wei'jie'ji
紫微舍人,zi'wei'she'ren
自惟至熟,zi'wei'zhi'shu
自我安慰,zi'wo'an'wei
自我标榜,zi'wo'biao'bang
自我表现,zi'wo'biao'xian
自我崇拜,zi'wo'chong'bai
自我吹嘘,zi'wo'chui'xu
自我教育,zi'wo'jiao'yu
自我解嘲,zi'wo'jie'chao
自我批评,zi'wo'pi'ping
自我陶醉,zi'wo'tao'zui
自我牺牲,zi'wo'xi'sheng
自我欣赏,zi'wo'xin'shang
自我作古,zi'wo'zuo'gu
自我作故,zi'wo'zuo'gu
自我作祖,zi'wo'zuo'zu
恣无忌惮,zi'wu'ji'dan
自误误人,zi'wu'wu'ren
自惜羽毛,zi'xi'yu'mao
自下而上,zi'xia'er'shang
子夏悬鹑,zi'xia'xuan'chun
自暇自逸,zi'xia'zi'yi
自相残害,zi'xiang'can'hai
自相残杀,zi'xiang'can'sha
自相抵牾,zi'xiang'di'wu
自相践踏,zi'xiang'jian'ta
自相惊扰,zi'xiang'jing'rao
自相惊忧,zi'xiang'jing'you
自相矛盾,zi'xiang'mao'dun
自相戕贼,zi'xiang'qiang'zei
自相水火,zi'xiang'shui'huo
自相鱼肉,zi'xiang'yu'rou
子孝父慈,zi'xiao'fu'ci
字挟风霜,zi'xie'feng'shuang
自信不疑,zi'xin'bu'yi
自新改过,zi'xin'gai'guo
恣心所欲,zi'xin'suo'yu
自新之路,zi'xin'zhi'lu
恣心纵欲,zi'xin'zong'yu
自行其是,zi'xing'qi'shi
恣行无忌,zi'xing'wu'ji
恣凶稔恶,zi'xiong'ren'e
子虚乌有,zi'xu'wu'you
自衒自媒,zi'xuan'zi'mei
自学成才,zi'xue'cheng'cai
自寻短见,zi'xun'duan'jian
自寻烦恼,zi'xun'fan'nao
自寻死路,zi'xun'si'lu
自崖而反,zi'ya'er'fan
自崖而返,zi'ya'er'fan
咨牙俫嘴,zi'ya'lai'zui
呰牙咧嘴,zi'ya'lie'zui
咨牙咧嘴,zi'ya'lie'zui
龇牙咧嘴,zi'ya'lie'zui
龇牙裂嘴,zi'ya'lie'zui
咨牙露嘴,zi'ya'lu'zui
眦睚杀人,zi'ya'sha'ren
自言自语,zi'yan'zi'yu
紫阳书法,zi'yang'shu'fa
紫阳书院,zi'yang'shu'yuan
紫阳真人,zi'yang'zhen'ren
自繇自在,zi'yao'zi'zai
自业自得,zi'ye'zi'de
姿意妄为,zi'yi'wang'wei
恣意妄为,zi'yi'wang'wei
恣意妄爲,zi'yi'wang'wei
恣意妄行,zi'yi'wang'xing
自以为非,zi'yi'wei'fei
自以为功,zi'yi'wei'gong
自以为计,zi'yi'wei'ji
自以为然,zi'yi'wei'ran
自以为是,zi'yi'wei'shi
自以为知,zi'yi'wei'zhi
自贻伊咎,zi'yi'yi'jiu
自诒伊戚,zi'yi'yi'qi
自贻伊戚,zi'yi'yi'qi
自遗伊戚,zi'yi'yi'qi
缁衣丈夫,zi'yi'zhang'fu
自用则小,zi'yong'ze'xiao
自由泛滥,zi'you'fan'lan
自由放任,zi'you'fang'ren
自有肺肠,zi'you'fei'chang
自有公论,zi'you'gong'lun
自由竞争,zi'you'jing'zheng
自由散漫,zi'you'san'man
自由王国,zi'you'wang'guo
自由主义,zi'you'zhu'yi
