阿爸,a'ba
咁就要,gan'jiu'yao
咁就真系,gan'jiu'zhen'xi
赣居佬,gan'ju'lao
咁咖,gan'ka
咁咖啦,gan'ka'la
咁咖你,gan'ka'ni
咁咖意思,gan'ka'yi'si
咁可恶,gan'ke'wu
咁快,gan'kuai
咁款,gan'kuan
咁老友,gan'lao'you
甘了喔,gan'le'wo
咁靓,gan'liang
甘靓,gan'liang
咁了解,gan'liao'jie
咁落,gan'luo
咁慢,gan'man
咁咪得咯,gan'mi'de'ge
咁密都会哺出仔,gan'mi'dou'hui'bu'chu'zai
咁米咯,gan'mi'ge
咁米好咯,gan'mi'hao'ge
咁米即系,gan'mi'ji'xi
甘咪系咯,gan'mi'xi'ge
咁耐噶,gan'nai'ga
咁耐嘅,gan'nai'ge
甘耐啦,gan'nai'la
咁难明,gan'nan'ming
咁你都系,gan'ni'dou'xi
咁你讲啦,gan'ni'jiang'la
咁你玩,gan'ni'wan
咁你搵,gan'ni'wen
咁你要咩,gan'ni'yao'mie
咁你以前,gan'ni'yi'qian
咁你应该,gan'ni'ying'gai
咁你有咩,gan'ni'you'mie
咁你早,gan'ni'zao
咁捻死样,gan'nian'si'yang
赶牛的呼喊,gan'niu'de'hu'han
咁奇,gan'qi
咁其他人,gan'qi'ta'ren
咁谦,gan'qian
咁浅,gan'qian
咁勤奋,gan'qin'fen
咁佢,gan'qu
咁佢地,gan'qu'di
咁少,gan'shao
干湿褛,gan'shi'lv
干事仔,gan'shi'zai
干手净脚,gan'shou'jing'jiao
幹手淨腳,gan'shou'jing'jiao
感暑,gan'shu
咁似你,gan'si'ni
咁速度,gan'su'du
咁算咯,gan'suan'ge
咁算啦,gan'suan'la
咁随便,gan'sui'bian
咁所以,gan'suo'yi
咁头咁样,gan'tou'gan'yang
咁完美,gan'wan'mei
咁未好咯,gan'wei'hao'ge
咁未系咯,gan'wei'xi'lo
咁搵,gan'wen
咁喔,gan'wo
咁我都系,gan'wo'dou'xi
咁我都要,gan'wo'dou'yao
咁我买,gan'wo'mai
咁我呢,gan'wo'ne
咁我同你,gan'wo'tong'ni
咁我问,gan'wo'wen
咁我训啦,gan'wo'xun'la
赶唔赶,gan'wu'gan
咁无奈,gan'wu'nai
赶唔切,gan'wu'qie
咁系未,gan'xi'wei
咁想响,gan'xiang'xiang
咁信,gan'xin
咁兴,gan'xing
咁幸运,gan'xing'yun
咁训啦,gan'xun'la
咁啱,gan'yan
甘岩,gan'yan
咁岩噶,gan'yan'ga
咁啱嘅,gan'yan'ge
甘岩既,gan'yan'ji
咁样,gan'yang
咁樣,gan'yang
甘样,gan'yang
咁样睇,gan'yang'di
咁样呢,gan'yang'ne
咁要点,gan'yao'dian
咁夜,gan'ye
咁夜都唔训,gan'ye'dou'wu'xun
咁一系,gan'yi'xi
咁淫,gan'yin
咁又得,gan'you'dei
咁又话,gan'you'hua
咁有冇,gan'you'mao
咁又唔同,gan'you'wu'tong
咁又喺,gan'you'xi
甘又系,gan'you'xi
咁优秀,gan'you'xiu
咁远水路,gan'yuan'shui'lu
咁早,gan'zao
咁早返,gan'zao'fan
咁憎,gan'zeng
咁正常,gan'zheng'chang
咁正经,gan'zheng'jing
咁证明,gan'zheng'ming
咁滞,gan'zhi
咁执着,gan'zhi'zhuo
咁仲得,gan'zhong'de
赶注,gan'zhu
咁自卑,gan'zi'bei
赶咗,gan'zuo
戆叱鸠,gang'chi'jiu
杠架,gang'jia
戆阄,gang'jiu
戆勼勼,gang'jiu'jiu
戆居,gang'ju
戇居,gang'ju
戆居居,gang'ju'ju
戆居仔,gang'ju'zai
溝女,gang'nv
戆闙阄,gang'qi'jiu
岗棯,gang'ren
港纸,gang'zhi
搞错,gao'cuo
高大衰,gao'da'shuai
搞掂,gao'dian
搞掂嗮,gao'dian'sai
高戙戙,gao'dong'dong
高窦,gao'dou
搞返个,gao'fan'ge
搞搞震,gao'gao'zhen
高脚寮刁,gao'jiao'liao'diao
搞紧清洁,gao'jin'qing'jie
搞落去,gao'luo'qu
搞埋,gao'mai
搞乜,gao'mie
搞乜啊,gao'mie'a
搞日大瞎,gao'ri'da'xia
搞三搞四,gao'san'gao'si
搞手,gao'shou
搞弯,gao'wan
搞唔,gao'wu
高唔过,gao'wu'guo
搞唔清楚,gao'wu'qing'chu
搞幺司,gao'yao'si
搞嘢,gao'ye
高踭鞋,gao'zheng'xie
高争鞋,gao'zheng'xie
高中嘅,gao'zhong'ge
搞住你,gao'zhu'ni
个本野,ge'ben'ye
嗰边,ge'bian
嗰处,ge'chu
个啲,ge'di
嗰啲,ge'di
嗰啲嘢,ge'di'ye
嗰度,ge'du
哥尔夫,ge'er'fu
个噃,ge'fan
嗰杠嘢,ge'gang'ye
嗰个,ge'ge
嘅咯,ge'ge
个个都咁讲,ge'ge'dou'gan'jiang
个个都系咁,ge'ge'dou'xi'gan
嗰个人,ge'ge'ren
哥哥仔,ge'ge'zai
个啝,ge'he
歌喉,ge'hou
各花入各眼,ge'hua'ru'ge'yan
嘅机会,ge'ji'hui
个几两个月,ge'ji'liang'ge'yue
胳肋底,ge'lei'di
隔篱,ge'li
隔籬,ge'li
隔离班,ge'li'ban
隔离部门,ge'li'bu'men
隔离饭香,ge'li'fan'xiang
隔离邻舍,ge'li'lin'she
隔篱邻舍,ge'li'lin'she
隔离系,ge'li'xi
个啰,ge'luo
个罗,ge'luo
嘅乜,ge'mie
蛤乸,ge'na
个男嘅,ge'nan'ge
个脑生喺屎忽度,ge'nao'sheng'xi'shi'hu'du
隔年通胜唔值钱,ge'nian'tong'sheng'wu'zhi'qian
个女嘅,ge'nv'ge
嗰排,ge'pai
嘅群,ge'qun
嗰日,ge'ri
隔涉,ge'she
嘅手,ge'shou
各司各法,ge'si'ge'fa
嗰条友,ge'tiao'you
嘅同学,ge'tong'xue
个喎,ge'wai
嗰位,ge'wei
各位同学仔,ge'wei'tong'xue'zai
个心嗱住,ge'xin'na'zhu
个心十五十六,ge'xin'shi'wu'shi'liu
嘅嘢,ge'ye
隔夜油炸鬼,ge'ye'you'zha'gui
隔夜油炸鬼冇厘火气,ge'ye'you'zha'gui'mao'li'huo'qi
隔夜粥,ge'ye'zhou
各有各睇,ge'you'ge'di
嘅咋,ge'za
阁仔,ge'zai
歌仔,ge'zai
嘅啫,ge'ze
嘅嗻,ge'zhe
嗰阵,ge'zhen
嗰陣,ge'zhen
嗰阵时个,ge'zhen'shi'ge
跟佬,gen'lao
跟手尾,gen'shou'wei
跟尾,gen'wei
跟尾狗,gen'wei'gou
跟眼,gen'yan
跟住,gen'zhu
梗板,geng'ban
更多嘢,geng'duo'ye
鲠颈,geng'jing
梗似,geng'si
哽係,geng'xi
哽喺,geng'xi
梗喺,geng'xi
梗系,geng'xi
梗系噶,geng'xi'ga
梗喺啦,geng'xi'la
梗系啦,geng'xi'la
梗系唔会,geng'xi'wu'hui
梗想,geng'xiang
梗岩,geng'yan
攻鼻,gong'bi
公德心,gong'de'xin
功夫,gong'fu
公关,gong'guan
供楼,gong'lou
共埋,gong'mai
公乸,gong'na
攻入去,gong'ru'qu
公头,gong'tou
工业行动,gong'ye'xing'dong
工友,gong'you
公仔,gong'zai
公仔面,gong'zai'mian
公仔书,gong'zai'shu
狗髀架,gou'bi'jia
够胆,gou'dan
够胆死,gou'dan'si
沟到仔,gou'dao'zai
够格,gou'ge
狗公,gou'gong
够劲,gou'jin
沟据,gou'ju
够力,gou'li
狗窿,gou'long
狗毛虫,gou'mao'chong
狗乸,gou'na
沟女,gou'nv
够派,gou'pai
够皮,gou'pi
够晒多,gou'shai'duo
狗上瓦桁有条路,gou'shang'wa'heng'you'tiao'lu
狗虱,gou'shi
够数,gou'shu
够算,gou'suan
狗尾粟,gou'wei'su
狗唔搭叭,gou'wu'da'ba
够唔够,gou'wu'gou
狗牙,gou'ya
狗咬狗骨,gou'yao'gou'gu
够运,gou'yun
沟仔,gou'zai
狗仔,gou'zai
够照,gou'zhao
狗爪边狗爪豆,gou'zhao'bian'gou'zhao'dou
够钟,gou'zhong
够锺,gou'zhong
箍煲,gu'bao
箍臣,gu'chen
估到啦,gu'dao'la
估嘅,gu'ge
谷古,gu'gu
鼓鼓的,gu'gu'de
孤寒,gu'han
蛊惑,gu'huo
咕哩,gu'li
孤厘,gu'li
古里古怪,gu'li'gu'guai
古灵精怪,gu'ling'jing'guai
谷牛,gu'niu
谷气,gu'qi
固然之,gu'ran'zhi
鹘突,gu'tu
固之然,gu'zhi'ran
挂海珠,gua'hai'zhu
寡佬,gua'lao
刮佢出嚟,gua'qu'chu'li
挂住,gua'zhu
掛住,gua'zhu
掴佢,guai'qu
掴佢一巴,guai'qu'yi'ba
掴佢一巴掌,guai'qu'yi'ba'zhang
怪唔得,guai'wu'de
棺材拐杖死顶,guan'cai'guai'zhang'si'ding
棺材铺拜神想人死,guan'cai'pu'bai'shen'xiang'ren'si
躀低,guan'di
关公细佬亦德,guan'gong'xi'lao'yi'de
官观音兵,guan'guan'yin'bing
管理员,guan'li'yuan
关咪,guan'mi
关你乜事,guan'ni'mie'shi
管佢,guan'qu
关佢咩事,guan'qu'mie'shi
关佢事,guan'qu'shi
灌咗,guan'zuo
关咗灯,guan'zuo'deng
关咗个,guan'zuo'ge
光灿,guang'can
光灿灿,guang'can'can
光掁掁,guang'cheng'cheng
光管,guang'guan
光光滑滑,guang'guang'hua'hua
光光猛猛,guang'guang'meng'meng
光棍佬遇着冇皮柴,guang'gun'lao'yu'zhe'mao'pi'chai
光黑,guang'hei
光鷄,guang'ji
光鸡,guang'ji
光劣出,guang'lie'chu
光猛,guang'meng
广水宾馆,guang'shui'bin'guan
光天化日,guang'tian'hua'ri
光脱脱,guang'tuo'tuo
光鲜,guang'xian
光鲜企理,guang'xian'qi'li
光鸭,guang'ya
咣样,guang'yang
广州动物公园,guang'zhou'dong'wu'gong'yuan
鬼打鬼,gui'da'gui
跪地喂猪母睇钱份上,gui'di'wei'zhu'mu'di'qian'fen'shang
鬼咁,gui'gan
鬼咁冻,gui'gan'dong
贵嘅,gui'ge
规矩,gui'ju
鬼佬,gui'lao
贵人善忘,gui'ren'shan'wang
贵人先忙,gui'ren'xian'mang
攰死人乜,gui'si'ren'mie
柜桶,gui'tong
鬼五马六,gui'wu'ma'liu
鬼赞,gui'zan
鬼盏,gui'zhan
滚返黎,gun'fan'li
滚红滚绿,gun'hong'gun'lv
滚搅,gun'jiao
滚搅嗮,gun'jiao'sai
滚热辣,gun're'la
滚水,gun'shui
滚友,gun'you
过埠,guo'bu
喐不得其正,guo'bu'de'qi'zheng
过大海,guo'da'hai
果啲,guo'di
过底纸,guo'di'zhi
过电,guo'dian
果度,guo'du
果段日子,guo'duan'ri'zi
过返去,guo'fan'qu
果嗰,guo'ge
果个袋,guo'ge'dai
果个咯,guo'ge'ge
果个网址,guo'ge'wang'zhi
过骨,guo'gu
喐喐贡,guo'guo'gong
国技,guo'ji
过基甲,guo'ji'jia
果几条,guo'ji'tiao
过基峡,guo'ji'xia
国家打比,guo'jia'da'bi
果间嘢,guo'jian'ye
过口瘾过桥抽板,guo'kou'yin'guo'qiao'chou'ban
喐来喐去,guo'lai'guo'qu
过嚟,guo'li
果两本,guo'liang'ben
果两样,guo'liang'yang
过龙,guo'long
过门,guo'men
喐乜喐,guo'mie'guo
过年过节,guo'nian'guo'jie
果篇,guo'pian
过气,guo'qi
过气佬倌,guo'qi'lao'guan
喐亲喐动,guo'qin'guo'dong
果日,guo'ri
过身,guo'shen
喐身喐势,guo'shen'guo'shi
喐手,guo'shou
喐手喐脚,guo'shou'guo'jiao
过水湿脚,guo'shui'shi'jiao
果条友,guo'tiao'you
过头,guo'tou
过唔过黎,guo'wu'guo'li
过一排,guo'yi'pai
过意唔去,guo'yi'wu'qu
果一页,guo'yi'ye
过云雨,guo'yun'yu
菓占,guo'zhan
果占,guo'zhan
裹蒸粽,guo'zheng'zong
过钟,guo'zhong
过锺,guo'zhong
过咗,guo'zuo
过咗关,guo'zuo'guan
过咗海就喺神仙,guo'zuo'hai'jiu'xi'shen'xian
过咗未,guo'zuo'wei
哈佬,ha'lao
哈棚人,ha'peng'ren
海底石斑好瘀,hai'di'shi'ban'hao'yu
海都汇,hai'du'hui
海皮,hai'pi
还神,hai'shen
还唔还,hai'wu'hai
海鲜,hai'xian
海鲜酱,hai'xian'jiang
嚡熠熠,hai'yi'yi
喊包,han'bao
寒背,han'bei
喊打喊杀,han'da'han'sha
喊啖口,han'dan'kou
喊噉口,han'dan'kou
寒底,han'di
寒飞,han'fei
喊咁口,han'gan'kou
含含声,han'han'sheng
喊惊,han'jing
憨居,han'ju
喊苦喊弗,han'ku'han'fu
喊苦喊忽,han'ku'han'hu
喊栏,han'lan
寒凉,han'liang
汗流浃背,han'liu'jia'bei
汗毛,han'mao
撖头埋墙,han'tou'mai'qiang
含笑,han'xiao
行家,hang'jia
航空母舰食水深,hang'kong'mu'jian'shi'shui'shen
行水,hang'shui
好餲,hao'ai
好吧毙乜,hao'ba'bi'mie
好俾面,hao'bi'mian
好便,hao'bian
好彩,hao'cai
好彩数,hao'cai'shu
好唱口,hao'chang'kou
蚝豉,hao'chi
好胆,hao'dan
好得,hao'de
好睇,hao'di
好地地,hao'di'di
好腍,hao'dian
好冻咩,hao'dong'mie
好多嘢做,hao'duo'ye'zuo
好翻,hao'fan
好返啲,hao'fan'di
好返好多,hao'fan'hao'duo
好返啦,hao'fan'la
好嘅,hao'ge
好攰,hao'gui
好攰吖,hao'gui'a
好鬼便,hao'gui'bian
好鬼嘈,hao'gui'cao
好鬼搞嘢,hao'gui'gao'ye
好攰啦,hao'gui'la
好鬼痛,hao'gui'tong
好过,hao'guo
好好睇睇,hao'hao'di'di
好好睇咖,hao'hao'di'ka
好好听噶,hao'hao'ting'ga
好话,hao'hua
好话为,hao'hua'wei
好话爲,hao'hua'wei
好话唔好听,hao'hua'wu'hao'ting
好急住,hao'ji'zhu
好夹,hao'jia
好简单咋,hao'jian'dan'za
好劲,hao'jin
好近咋,hao'jin'za
好颈,hao'jing
好快,hao'kuai
好快噶,hao'kuai'ga
好快还,hao'kuai'hai
好快训,hao'kuai'xun
好叻,hao'le
好了喔,hao'le'wo
好靓嘅,hao'liang'ge
好冧,hao'lin
好啉,hao'lin
好乱飞,hao'luan'fei
好攞命,hao'luo'ming
好嚤,hao'mo
好耐,hao'nai
好耐冇见,hao'nai'mao'jian
好耐冇嚟,hao'nai'mao'li
好耐没见你,hao'nai'mei'jian'ni
好耐无见,hao'nai'wu'jian
好耐之后,hao'nai'zhi'hou
好嬲,hao'niao
好嬲乜,hao'niao'mie
好气,hao'qi
好人,hao'ren
好人好姐,hao'ren'hao'jie
好人事,hao'ren'shi
好日,hao'ri
好肉,hao'rou
好少理,hao'shao'li
好声,hao'sheng
好声好气,hao'sheng'hao'qi
好食懒飞,hao'shi'lan'fei
好事黎咖,hao'shi'li'ka
好衰价,hao'shuai'jia
好衰唔衰,hao'shuai'wu'shuai
好似,hao'si
好死,hao'si
好天,hao'tian
好听嘅,hao'ting'ge
好玩嘅,hao'wan'ge
好味,hao'wei
好物沉归底,hao'wu'chen'gui'di
好唔过,hao'wu'guo
好唔好使,hao'wu'hao'shi
好唔开心,hao'wu'kai'xin
好物沈归底,hao'wu'shen'gui'di
好唔想,hao'wu'xiang
好犀利啊,hao'xi'li'a
好闲,hao'xian
好相与,hao'xiang'yu
好心机,hao'xin'ji
好心你,hao'xin'ni
好心着雷劈,hao'xin'zhe'lei'pi
好行,hao'xing
好啱,hao'yan
好眼,hao'yan
好眼界,hao'yan'jie
好嘢,hao'ye
好易醉,hao'yi'zui
好瘀,hao'yu
好在,hao'zai
好谮,hao'zen
好着紧,hao'zhe'jin
毫纸,hao'zhi
荷包,he'bao
禾叉髀,he'cha'bi
合尺,he'chi
禾虫,he'chong
河粉,he'fen
禾秆,he'gan
禾秆冚珍珠,he'gan'kan'zhen'zhu
和过,he'guo
涸喉,he'hou
禾花雀,he'hua'que
荷兰豆,he'lan'dou
荷兰薯,he'lan'shu
何里活,he'li'huo
和暖,he'nuan
合嗮合尺,he'sai'he'chi
和尚担遮无法无天,he'shang'dan'zhe'wu'fa'wu'tian
喝生嗮,he'sheng'sai
禾塘,he'tang
合桃酥,he'tao'su
核突,he'tu
和味,he'wei
合唔埋,he'wu'mai
盒仔茶,he'zai'cha
盒仔饭,he'zai'fan
鹤嘴锄,he'zui'chu
黑板仔,hei'ban'zai
黑沉沉,hei'chen'chen
黑底,hei'di
黑狗得食白狗当灾,hei'gou'de'shi'bai'gou'dang'zai
黑古勒特,hei'gu'le'te
黑过墨汁,hei'guo'mo'zhi
黑胶绸,hei'jiao'chou
黑口黑面,hei'kou'hei'mian
黑马,hei'ma
黑麻麻,hei'ma'ma
黑孖孖,hei'ma'ma
黑癦屎,hei'me'shi
黑眯鼆,hei'mi'meng
黑面神,hei'mian'shen
黑墨墨,hei'mo'mo
黑黢黢,hei'qu'qu
黑叶,hei'ye
横惦,heng'dian
橫惦,heng'dian
横掂侧侧膊,heng'dian'ce'ce'bo
横风横雨,heng'feng'heng'yu
横荷,heng'he
横街窄巷,heng'jie'zhai'xiang
横脷,heng'li
横门,heng'men
衡嗮,heng'sai
横手,heng'shou
横水艔,heng'shui'dao
横丫肠,heng'ya'chang
红包仔,hong'bao'zai
红簿仔,hong'bu'zai
红当荡,hong'dang'dang
红当当,hong'dang'dang
红底横,hong'di'heng
红冬冬,hong'dong'dong
红豆,hong'dou
红豆沙,hong'dou'sha
红粉绯绯,hong'fen'fei'fei
红汞水,hong'gong'shui
红萝卜,hong'luo'bo
红毛泥,hong'mao'ni
吽哣,hong'pou
后底,hou'di
后底乸,hou'di'na
后底爷,hou'di'ye
睺斗,hou'dou
猴猴急急,hou'hou'ji'ji
候镬,hou'huo
喉急,hou'ji
喉榄,hou'lan
睺路,hou'lu
后屘,hou'man
后脑杓,hou'nao'biao
猴擒,hou'qin
后日,hou'ri
后生,hou'sheng
后生女,hou'sheng'nv
后生细仔,hou'sheng'xi'zai
后生仔,hou'sheng'zai
睺实佢,hou'shi'qu
后尾枕,hou'wei'zhen
后唔后悔,hou'wu'hou'hui
后枕,hou'zhen
戽被,hu'bei
戽斗边,hu'dou'bian
胡胡混混,hu'hu'hun'hun
胡哩马叉,hu'li'ma'cha
胡鬑须,hu'lian'xu
葫芦,hu'lu
葫芦王,hu'lu'wang
戽水,hu'shui
胡天胡帝,hu'tian'hu'di
胡须刨,hu'xu'bao
胡须公,hu'xu'gong
胡须佬,hu'xu'lao
胡须簕特,hu'xu'le'te
忽腰,hu'yao
戽鱼,hu'yu
护照照片出洋相,hu'zhao'zhao'pian'chu'yang'xiang
滑潺潺,hua'chan'chan
花臣,hua'chen
话得埋,hua'de'mai
话低,hua'di
话定,hua'ding
花都,hua'du
画耳上墙,hua'er'shang'qiang
华尔滋,hua'er'zi
花弗,hua'fu
话咁快,hua'gan'kuai
话咁易,hua'gan'yi
画公仔画出肠,hua'gong'zai'hua'chu'chang
花菇,hua'gu
画鬼脚,hua'gui'jiao
花红,hua'hong
画花口面,hua'hua'kou'mian
花假,hua'jia
华囝,hua'jian
花阶砖,hua'jie'zhuan
话就系,hua'jiu'xi
滑蕨,hua'jue
话口未完,hua'kou'wei'wan
花款,hua'kuan
花哩胡碌,hua'li'hu'lu
花哩花碌,hua'li'hua'lu
花哩碌,hua'li'lu
花僆,hua'lian
花僆女,hua'lian'nv
花僆仔,hua'lian'zai
花冧,hua'lin
花令,hua'ling
花令纸,hua'ling'zhi
滑溜,hua'liu
话落,hua'luo
滑捋捋,hua'luo'luo
花面猫,hua'mian'mao
话咩,hua'mie
花名,hua'ming
话名,hua'ming
话你咯,hua'ni'ge
滑牛,hua'niu
花洒,hua'sa
话嗮,hua'sai
话晒,hua'shai
话晒都,hua'shai'dou
花生肉,hua'sheng'rou
话事,hua'shi
话实,hua'shi
话时话,hua'shi'hua
话事偈,hua'shi'ji
花士令,hua'shi'ling
花手巾,hua'shou'jin
化水,hua'shui
划艇仔,hua'ting'zai
话头醒尾,hua'tou'xing'wei
滑脱脱,hua'tuo'tuo
花王,hua'wang
花尾艔,hua'wei'dao
话我似,hua'wo'si
画唔到,hua'wu'dao
话唔到事,hua'wu'dao'shi
话唔定,hua'wu'ding
话唔埋,hua'wu'mai
话系你,hua'xi'ni
花心,hua'xin
花心萝卜,hua'xin'luo'bo
化学,hua'xue
化学公仔,hua'xue'gong'zai
滑揗揗,hua'xun'xun
滑牙,hua'ya
话斋,hua'zhai
话遮,hua'zhe
话嗻,hua'zhe
话之佢,hua'zhi'qu
话之他,hua'zhi'ta
花樽,hua'zun
坏吖,huai'a
怀奥莲,huai'ao'lian
坏啦,huai'la
槐枝,huai'zhi
坏咗,huai'zuo
坏左,huai'zuo
还钱俾你,huan'qian'bi'ni
欢喜,huan'xi
郇嘢,huan'ye
鲩鱼,huan'yu
换咗佢,huan'zuo'qu
换咗人,huan'zuo'ren
黄朝白晏,huang'chao'bai'yan
黄蜂,huang'feng
黄蜂窦,huang'feng'dou
黄狗头,huang'gou'tou
黄瓜酸,huang'gua'suan
黄花筒,huang'hua'tong
慌慌忙忙,huang'huang'mang'mang
黄黚黚,huang'jian'jian
黄猄黄麖,huang'jing'huang'jing
黄绿医生,huang'lv'yi'sheng
黄面婆,huang'mian'po
黄泥,huang'ni
黄牛,huang'niu
慌怕,huang'pa
黄泡髡熟,huang'pao'kun'shu
黄泡仔,huang'pao'zai
黄皮树了哥唔熟唔食,huang'pi'shu'le'ge'wu'shu'wu'shi
黄蜞,huang'qi
黄禽禽,huang'qin'qin
慌失失,huang'shi'shi
黄熟,huang'shu
慌死,huang'si
黄丝蚁,huang'si'yi
黄粟,huang'su
黄糖,huang'tang
黄牙白,huang'ya'bai
黄鱼,huang'yu
挥春,hui'chun
回零,hui'ling
回南,hui'nan
悔气,hui'qi
会同佢,hui'tong'qu
回尾,hui'wei
回味紧,hui'wei'jin
会唔会,hui'wu'hui
回形针,hui'xing'zhen
回佣会错意,hui'yong'hui'cuo'yi
灰寨,hui'zhai
混混沌沌,hun'hun'dun'dun
混吉,hun'ji
魂精,hun'jing
混桔,hun'ju
混乱晒,hun'luan'shai
浑头浑脑,hun'tou'hun'nao
昏酡酡,hun'tuo'tuo
镬铲,huo'chan
或多或少,huo'duo'huo'shao
火鹅,huo'e
货柜,huo'gui
火滚,huo'gun
火滾,huo'gun
伙记,huo'ji
火搅米,huo'jiao'mi
火浸眼眉唔知死,huo'jin'yan'mei'wu'zhi'si
火颈,huo'jing
火酒,huo'jiu
镬黸,huo'lu
火路,huo'lu
货缕羞,huo'lv'xiu
火牛,huo'niu
镬气,huo'qi
火起,huo'qi
火气,huo'qi
火麒麟周身引,huo'qi'lin'zhou'shen'yin
火麒麟周身瘾,huo'qi'lin'zhou'shen'yin
火烧棺材大叹,huo'shao'guan'cai'da'tan
火烧旗杆长叹,huo'shao'qi'gan'chang'tan
火烧猪头熟口熟面,huo'shao'zhu'tou'shu'kou'shu'mian
火屎火船,huo'shi'huo'chuan
火水,huo'shui
火水灯,huo'shui'deng
火水炉,huo'shui'lu
火燂尘,huo'tan'chen
火燂煤,huo'tan'mei
火筒,huo'tong
伙头,huo'tou
伙头军,huo'tou'jun
货尾,huo'wei
火尾,huo'wei
火油,huo'you
货仔,huo'zai
火遮眼,huo'zhe'yan
火烛,huo'zhu
火嘴,huo'zui
雞髀,ji'bi
鸡髀,ji'bi
鷄髀打人牙铰软,ji'bi'da'ren'ya'jiao'ruan
鸡髀打人牙铰软,ji'bi'da'ren'ya'jiao'ruan
趌跛跛,ji'bo'bo
鸡春,ji'chun
几大,ji'da
计带,ji'dai
鷄噉脚,ji'dan'jiao
鸡啖脚,ji'dan'jiao
鸡噉脚,ji'dan'jiao
急得滞,ji'de'zhi
即睇,ji'di
几抵买,ji'di'mai
及第粥,ji'di'zhou
记低咗,ji'di'zuo
几点食,ji'dian'shi
鸡窦,ji'dou
几多,ji'duo
激奀,ji'en
几咁,ji'gan
几甘,ji'gan
鸡咁脚,ji'gan'jiao
几咁闲,ji'gan'xian
鷄公,ji'gong
鸡公,ji'gong
记挂,ji'gua
几乖仔,ji'guai'zai
即管,ji'guan
激光唱机,ji'guang'chang'ji
几好唱,ji'hao'chang
几好咖,ji'hao'ka
几好用咖,ji'hao'yong'ka
机会嘅,ji'hui'ge
机会好微,ji'hui'hao'wei
激活咗,ji'huo'zuo
岌岌贡,ji'ji'gong
叽叽咕咕,ji'ji'gu'gu
急急脚,ji'ji'jiao
激将法,ji'jiang'fa
几劲下,ji'jin'xia
济军,ji'jun
基老,ji'lao
基佬,ji'lao
基利斯马,ji'li'si'ma
忌廉,ji'lian
几靓喔,ji'liang'wo
机灵鬼,ji'ling'gui
趌路,ji'lu
计埋,ji'mai
鷄毛扫,ji'mao'sao
鸡毛扫,ji'mao'sao
鸡乸,ji'na
鷄乸鷄乸婆,ji'na'ji'na'po
鸡乸鸡乸婆,ji'na'ji'na'po
几耐,ji'nai
几耐世秋,ji'nai'shi'qiu
几难明,ji'nan'ming
几难搵,ji'nan'wen
几难先至,ji'nan'xian'zhi
几廿年,ji'nian'nian
几年嘢,ji'nian'ye
急尿,ji'niao
咭女,ji'nv
鷄泡鱼,ji'pao'yu
鸡泡鱼,ji'pao'yu
鸡肶,ji'pi
鷄皮纸,ji'pi'zhi
鸡皮纸,ji'pi'zhi
记起,ji'qi
激气,ji'qi
激氣,ji'qi
极其量,ji'qi'liang
计佢,ji'qu
记认,ji'ren
几日嗟,ji'ri'jie
缉蛇,ji'she
鷄肾,ji'shen
鸡肾,ji'shen
鷄肾衣,ji'shen'yi
鸡肾衣,ji'shen'yi
鷄埘,ji'shi
鸡埘,ji'shi
几时,ji'shi
急屎,ji'shi
畸士,ji'shi
鸡食放光草心知肚明,ji'shi'fang'guang'cao'xin'zhi'du'ming
鸡食放光虫心知肚明,ji'shi'fang'guang'chong'xin'zhi'du'ming
鷄手鸭脚,ji'shou'ya'jiao
鸡手鸭脚,ji'shou'ya'jiao
激死死,ji'si'si
计算器,ji'suan'qi
鷄岁,ji'sui
鸡岁,ji'sui
鸡碎,ji'sui
鷄同鸭讲,ji'tong'ya'jiang
鸡同鸭讲,ji'tong'ya'jiang
岌头,ji'tou
岌头岌髻,ji'tou'ji'ji
鷄尾,ji'wei
鸡尾,ji'wei
基围,ji'wei
鸡尾酒,ji'wei'jiu
计我话,ji'wo'hua
计唔出,ji'wu'chu
急唔急,ji'wu'ji
及唔及格,ji'wu'ji'ge
几唔爽,ji'wu'shuang
几唔想,ji'wu'xiang
几喺,ji'xi
即喺,ji'xi
鷄项鷄子,ji'xiang'ji'zi
鸡项鸡子,ji'xiang'ji'zi
几想知,ji'xiang'zhi
鷄心肺,ji'xin'fei
鸡心肺,ji'xin'fei
继续睇,ji'xu'di
鸡阉,ji'yan
既野,ji'ye
鸡翼,ji'yi
鷄翼袖,ji'yi'xiu
鸡翼袖,ji'yi'xiu
挤拥,ji'yong
偈油,ji'you
计仔,ji'zai
咭仔,ji'zai
鷄仔饼,ji'zai'bing
鸡仔饼,ji'zai'bing
鷄仔媒人,ji'zai'mei'ren
鸡仔媒人,ji'zai'mei'ren
既啫,ji'ze
计正,ji'zheng
极之,ji'zhi
極之,ji'zhi
记住咗,ji'zhu'zuo
鷄啄唔断,ji'zhuo'wu'duan
鸡啄唔断,ji'zhuo'wu'duan
加把口,jia'ba'kou
夹板,jia'ban
假膊,jia'bo
驾步,jia'bu
架步,jia'bu
加菜,jia'cai
架罉,jia'cheng
假得你,jia'de'ni
加风,jia'feng
加嘅,jia'ge
家公,jia'gong
假过卖猫,jia'guo'mai'mao
家机布,jia'ji'bu
假假地都喺,jia'jia'di'dou'xi
