暧暧城霞旦,ai'ai'cheng'xia'dan
无云天欲暮,wu'yun'tian'yu'mu
物在人亡无见期,wu'zai'ren'wang'wu'jian'qi
无枣犹可食,wu'zao'you'ke'shi
无战且绥氓,wu'zhan'qie'sui'mang
无战是天心,wu'zhan'shi'tian'xin
无争桃李时,wu'zheng'tao'li'shi
雾中远树刀州出,wu'zhong'yuan'shu'dao'zhou'chu
午钟振衣坐,wu'zhong'zhen'yi'zuo
无著天亲弟与兄,wu'zhu'tian'qin'di'yu'xiong
无状杀彭王,wu'zhuang'sha'peng'wang
吾子踌躇心,wu'zi'chou'chu'xin
吾宗秉全璞,wu'zong'bing'quan'pu
吾宗长作赋,wu'zong'chang'zuo'fu
吾宗固神秀,wu'zong'gu'shen'xiu
误作好文士,wu'zuo'hao'wen'shi
戏罢曾无理曲时,xi'ba'ceng'wu'li'qu'shi
西坂何缭绕,xi'ban'he'liao'rao
西北浮云朝暝深,xi'bei'fu'yun'chao'ming'shen
惜别浮桥驻马时,xi'bie'fu'qiao'zhu'ma'shi
西别秦关近,xi'bie'qin'guan'jin
惜别醉芳草,xi'bie'zui'fang'cao
息兵业稼穑,xi'bing'ye'jia'se
洗钵古松间,xi'bo'gu'song'jian
细草生春岸,xi'cao'sheng'chun'an
细草松下软,xi'cao'song'xia'ruan
细草终朝随步辇,xi'cao'zhong'chao'sui'bu'nian
西城必与故人期,xi'cheng'bi'yu'gu'ren'qi
溪澄问人隐,xi'cheng'wen'ren'yin
西出金光逵,xi'chu'jin'guang'kui
西出太华阴,xi'chu'tai'hua'yin
西出阳关无故人,xi'chu'yang'guan'wu'gu'ren
西道苦转毂,xi'dao'ku'zhuan'gu
夕到玉京寝,xi'dao'yu'jing'qin
西都尝作宾,xi'du'chang'zuo'bin
席帆聊问罪,xi'fan'liao'wen'zui
西方有六国,xi'fang'you'liu'guo
西分长乐宫,xi'fen'chang'le'gong
夕奉天书拜琐闱,xi'feng'tian'shu'bai'suo'wei
西峰下微雨,xi'feng'xia'wei'yu
郗公不易胜,xi'gong'bu'yi'sheng
西顾泪盈睫,xi'gu'lei'ying'jie
西顾弥虢略,xi'gu'mi'guo'lue
西归梦中游,xi'gui'meng'zhong'you
西还不遑宿,xi'hai'bu'huang'su
西海此悠悠,xi'hai'ci'you'you
羲和舒灵晖,xi'he'shu'ling'hui
徯后逢今圣,xi'hou'feng'jin'sheng
西候情何极,xi'hou'qing'he'ji
息肩理犹未,xi'jian'li'you'wei
西见招摇转,xi'jian'zhao'yao'zhuan
洗将胡地独流泉,xi'jiang'hu'di'du'liu'quan
西将圉昆丘,xi'jiang'yu'kun'qiu
西郊窈窕凤凰台,xi'jiao'yao'tiao'feng'huang'tai
西京春色近,xi'jing'chun'se'jin
西京肺腑亲,xi'jing'fei'fu'qin
夕卷大河阴,xi'juan'da'he'yin
西来马行迟,xi'lai'ma'hang'chi
夕岚飞鸟还,xi'lan'fei'niao'hai
夕岚无处所,xi'lan'wu'chu'suo
系缧同犬羊,xi'lei'tong'quan'yang
溪冷惧秋晏,xi'leng'ju'qiu'yan
淅沥度秋声,xi'li'du'qiu'sheng
淅沥秋树空,xi'li'qiu'shu'kong
淅沥入溪树,xi'li'ru'xi'shu
溪里言弥静,xi'li'yan'mi'jing
西林独鹤引闲步,xi'lin'du'he'yin'xian'bu
西邻贩缯日已贵,xi'lin'fan'zeng'ri'yi'gui
西林有明月,xi'lin'you'ming'yue
西陵渡暂停,xi'ling'du'zan'ting
西陵江月夜娟娟,xi'ling'jiang'yue'ye'juan'juan
西陵望何及,xi'ling'wang'he'ji
西陵侠少年,xi'ling'xia'shao'nian
西岭云霞色满堂,xi'ling'yun'xia'se'man'tang
溪流碧水去,xi'liu'bi'shui'qu
溪流复几许,xi'liu'fu'ji'xu
细柳接戎轩,xi'liu'jie'rong'xuan
溪流上汉查,xi'liu'shang'han'cha
细柳疏高阁,xi'liu'shu'gao'ge
溪流无是非,xi'liu'wu'shi'fei
溪流一曲尽,xi'liu'yi'qu'jin
西楼对金谷,xi'lou'dui'jin'gu
西楼下夕阴,xi'lou'xia'xi'yin
夕露湿吴台,xi'lu'shi'wu'tai
屣履清池上,xi'lv'qing'chi'shang
戏马出龙沙,xi'ma'chu'long'sha
系马高楼垂柳边,xi'ma'gao'lou'chui'liu'bian
系马清溪树,xi'ma'qing'xi'shu
系马倚白杨,xi'ma'yi'bai'yang
系马暂留欢,xi'ma'zan'liu'huan
夕梦识江妃,xi'meng'shi'jiang'fei
夕梦在长安,xi'meng'zai'chang'an
西南一何幸,xi'nan'yi'he'xing
昔年叨补衮,xi'nian'dao'bu'gun
昔年经此地,xi'nian'jing'ci'di
昔年赏赐不复存,xi'nian'shang'ci'bu'fu'cun
昔年王气今何在,xi'nian'wang'qi'jin'he'zai
昔年至吴郡,xi'nian'zhi'wu'jun
夕鸟兮争返,xi'niao'xi'zheng'fan
夕鸟向林去,xi'niao'xiang'lin'qu
翕辟乾坤异,xi'pi'qian'kun'yi
夕寝赋无衣,xi'qin'fu'wu'yi
西穷叠嶂深,xi'qiong'die'zhang'shen
西去子加餐,xi'qu'zi'jia'can
昔人徒习武,xi'ren'tu'xi'wu
昔人已乘白云去,xi'ren'yi'cheng'bai'yun'qu
昔日长城战,xi'ri'chang'cheng'zhan
西戎虽献款,xi'rong'sui'xian'kuan
西入秦关口,xi'ru'qin'guan'kou
西山旧两童,xi'shan'jiu'liang'tong
西山漠漠崦嵫色,xi'shan'mo'mo'yan'zi'se
西山无草光已灭,xi'shan'wu'cao'guang'yi'mie
西山有伯夷,xi'shan'you'bo'yi
西山犹未曛,xi'shan'you'wei'xun
溪山游未厌,xi'shan'you'wei'yan
西山月出闻鸣镝,xi'shan'yue'chu'wen'ming'di
西山照初日,xi'shan'zhao'chu'ri
溪上人家凡几家,xi'shang'ren'jia'fan'ji'jia
西上虽因长公主,xi'shang'sui'yin'zhang'gong'zhu
希声尽众人,xi'sheng'jin'zhong'ren
昔时飞箭无全目,xi'shi'fei'jian'wu'quan'mu
西施宁久微,xi'shi'ning'jiu'wei
希世无高节,xi'shi'wu'gao'jie
蟋蟀鸣前除,xi'shuai'ming'qian'chu
溪水寒日暮,xi'shui'han'ri'mu
昔岁幸西土,xi'sui'xing'xi'tu
西潭闻夜渔,xi'tan'wen'ye'yu
西亭送别津,xi'ting'song'bie'jin
溪头望玉珂,xi'tou'wang'yu'ke
西望昆池阔,xi'wang'kun'chi'kuo
西望十二楼,xi'wang'shi'er'lou
昔为庐峰意,xi'wei'lu'feng'yi
戏为之赠王维,xi'wei'zhi'zeng'wang'wei
昔为昼锦游,xi'wei'zhou'jin'you
昔闻班家子,xi'wen'ban'jia'zi
昔闻乾坤闭,xi'wen'qian'kun'bi
喜闻题宝偈,xi'wen'ti'bao'ji
昔我投荒处,xi'wo'tou'huang'chu
翕习戎装动,xi'xi'rong'zhuang'dong
淅淅有凉风,xi'xi'you'liang'feng
西下长乐坂,xi'xia'chang'le'ban
夕闲安道琴,xi'xian'an'dao'qin
昔贤居柱下,xi'xian'ju'zhu'xia
溪响成龙吟,xi'xiang'cheng'long'yin
西向尽花林,xi'xiang'jin'hua'lin
析薪成自悲,xi'xin'cheng'zi'bei
洗心讵悬解,xi'xin'ju'xuan'jie
洗心祈道书,xi'xin'qi'dao'shu
息心幸自忘,xi'xin'xing'zi'wang
西行碍浅石,xi'xing'ai'qian'shi
西幸过东畿,xi'xing'guo'dong'ji
西行陇上泣胡天,xi'xing'long'shang'qi'hu'tian
西行一千里,xi'xing'yi'qian'li
西行至长安,xi'xing'zhi'chang'an
西学垂玄览,xi'xue'chui'xuan'lan
西巡顺物回,xi'xun'shun'wu'hui
溪曛鱼鸟乱,xi'xun'yu'niao'luan
系雁待书稀,xi'yan'dai'shu'xi
锡宴观群情,xi'yan'guan'qun'qing
细烟生水上,xi'yan'sheng'shui'shang
锡宴五衢通,xi'yan'wu'qu'tong
夕阳苍翠忽成岚,xi'yang'cang'cui'hu'cheng'lan
夕阳带归路,xi'yang'dai'gui'lu
夕阳花映深,xi'yang'hua'ying'shen
夕阳满舟楫,xi'yang'man'zhou'ji
夕阳时映东枝斜,xi'yang'shi'ying'dong'zhi'xie
西掖承休浣,xi'ye'cheng'xiu'huan
细叶隔帘见双翠,xi'ye'ge'lian'jian'shuang'cui
西掖黄枢近,xi'ye'huang'shu'jin
洗意归清净,xi'yi'gui'qing'jing
夕阴澄古逵,xi'yin'cheng'gu'kui
息阴无恶木,xi'yin'wu'e'mu
西游昆仑墟,xi'you'kun'lun'xu
昔有舞天庭,xi'you'wu'tian'ting
嬉游向何处,xi'you'xiang'he'chu
昔予从不调,xi'yu'cong'bu'tiao
细雨含落晖,xi'yu'han'luo'hui
溪鱼好上流,xi'yu'hao'shang'liu
夕雨红榴拆,xi'yu'hong'liu'chai
细雨濛濛欲湿衣,xi'yu'meng'meng'yu'shi'yi
昔余栖遁日,xi'yu'qi'dun'ri
昔余在天目,xi'yu'zai'tian'mu
西园明月同,xi'yuan'ming'yue'tong
西园属住持,xi'yuan'shu'zhu'chi
西园宴公子,xi'yuan'yan'gong'zi
西岳出浮云,xi'yue'chu'fu'yun
喜悦好禾黍,xi'yue'hao'he'shu
西云入皇州,xi'yun'ru'huang'zhou
惜哉湖海上,xi'zai'hu'hai'shang
惜哉旷微月,xi'zai'kuang'wei'yue
惜哉清兴里,xi'zai'qing'xing'li
惜哉无人招,xi'zai'wu'ren'zhao
昔在轩辕朝,xi'zai'xuan'yuan'chao
惜哉志骄神不悦,xi'zai'zhi'jiao'shen'bu'yue
析增广运,xi'zeng'guang'yun
锡杖或围绕,xi'zhang'huo'wei'rao
习棹江流长,xi'zhao'jiang'liu'chang
夕照明残垒,xi'zhao'ming'can'lei
西征未学潘,xi'zheng'wei'xue'pan
细枝风响乱,xi'zhi'feng'xiang'luan
溪中水流急,xi'zhong'shui'liu'ji
西子言有咎,xi'zi'yan'you'jiu
下坂饥逢饷饁妻,xia'ban'ji'feng'xiang'ye'qi
下怖鱼龙起,xia'bu'yu'long'qi
下车闭閤君当思,xia'che'bi'ge'jun'dang'si
下除苍生缚,xia'chu'cang'sheng'fu
下床一宿不可保,xia'chuang'yi'xiu'bu'ke'bao
遐方献文犀,xia'fang'xian'wen'xi
遐服指江干,xia'fu'zhi'jiang'gan
下国被天光,xia'guo'bei'tian'guang
下嫁戎庭远,xia'jia'rong'ting'yuan
下见宫殿小,xia'jian'gong'dian'xiao
下界不相闻,xia'jie'bu'xiang'wen
下阶欲离别,xia'jie'yu'li'bie
下客候旌麾,xia'ke'hou'jing'hui
夏口青山遍,xia'kou'qing'shan'bian
夏来菰米饭,xia'lai'gu'mi'fan
峡里谁知有人事,xia'li'shui'zhi'you'ren'shi
下帘山足暗,xia'lian'shan'zu'an
下帘弹箜篌,xia'lian'tan'kong'hou
黠虏多翻覆,xia'lu'duo'fan'fu
硖路绕河汾,xia'lu'rao'he'fen
下马拂征衣,xia'ma'fu'zheng'yi
下马饮君酒,xia'ma'yin'jun'jiu
下辇登三袭,xia'nian'deng'san'xi
下山采绿芷,xia'shan'cai'lv'zhi
下舍风萧条,xia'she'feng'xiao'tiao
下视首阳岑,xia'shi'shou'yang'cen
下属幽人居,xia'shu'you'ren'ju
下听秦城鸡,xia'ting'qin'cheng'ji
夏王纪冬令,xia'wang'ji'dong'ling
下位日趋走,xia'wei'ri'qu'zou
夏叶开红药,xia'ye'kai'hong'yao
夏夜如凉秋,xia'ye'ru'liang'qiu
下有枯树根,xia'you'ku'shu'gen
下愚忝闻见,xia'yu'tian'wen'jian
夏云海中出,xia'yun'hai'zhong'chu
夏云生嶂远,xia'yun'sheng'zhang'yuan
下枝覆车马,xia'zhi'fu'che'ma
匣中词易切,xia'zhong'ci'yi'qie
下渚多风浪,xia'zhu'duo'feng'lang
下箸鲈鱼鲜,xia'zhu'lu'yu'xian
下渚潜垂钩,xia'zhu'qian'chui'gou
衔杯不能罢,xian'bei'bu'neng'ba
仙杯菊蕊薰,xian'bei'ju'rui'xun
弦悲岂无因,xian'bei'qi'wu'yin
弦悲与林寂,xian'bei'yu'lin'ji
衔悲执杯酒,xian'bei'zhi'bei'jiu
羡彼匹妇意,xian'bi'pi'fu'yi
仙伯养晦处,xian'bo'yang'hui'chu
贤臣数载升,xian'chen'shu'zai'sheng
县城俯京路,xian'cheng'fu'jing'lu
仙厨百味陈,xian'chu'bai'wei'chen
闲穿深蒿里,xian'chuan'shen'hao'li
闲窗桃李时,xian'chuang'tao'li'shi
弦多弄委曲,xian'duo'nong'wei'qu
衔恩本轻死,xian'en'ben'qing'si
衔恩倾旨酒,xian'en'qing'zhi'jiu
衔恩醉日斜,xian'en'zui'ri'xie
羡尔城头姑射山,xian'er'cheng'tou'gu'she'shan
羡尔再经过,xian'er'zai'jing'guo
鶱飞久超绝,xian'fei'jiu'chao'jue
仙妃难重期,xian'fei'nan'zhong'qi
仙阜崇高异,xian'fu'chong'gao'yi
献赋凤楼人,xian'fu'feng'lou'ren
献赋何时至,xian'fu'he'shi'zhi
献赋空十年,xian'fu'kong'shi'nian
先拂商弦后角羽,xian'fu'shang'xian'hou'jiao'yu
献赋温泉毕,xian'fu'wen'quan'bi
献赋纡天札,xian'fu'yu'tian'zha
仙阁迥临虚,xian'ge'jiong'lin'xu
仙歌使尔闻,xian'ge'shi'er'wen
弦歌试宰日,xian'ge'shi'zai'ri
咸歌太平日,xian'ge'tai'ping'ri
仙歌云外清,xian'ge'yun'wai'qing
弦歌在两楹,xian'ge'zai'liang'ying
仙宫有名籍,xian'gong'you'ming'ji
县鼓应鸡鸣,xian'gu'ying'ji'ming
仙馆留清才,xian'guan'liu'qing'cai
弦管徒在兹,xian'guan'tu'zai'zi
弦管夜锵锵,xian'guan'ye'qiang'qiang
闲观野人筏,xian'guan'ye'ren'fa
仙官欲往九龙潭,xian'guan'yu'wang'jiu'long'tan
先过翡翠宝房中,xian'guo'fei'cui'bao'fang'zhong
县郭舟人饮,xian'guo'zhou'ren'yin
贤豪相追送,xian'hao'xiang'zhui'song
先后非疏附,xian'hou'fei'shu'fu
仙花寒未落,xian'hua'han'wei'luo
闲花满岩谷,xian'hua'man'yan'gu
衔花向玉墀,xian'hua'xiang'yu'chi
仙辉下凤台,xian'hui'xia'feng'tai
仙伎来金殿,xian'ji'lai'jin'dian
嫌既老兮贪禄,xian'ji'lao'xi'tan'lu
仙家未必能胜此,xian'jia'wei'bi'neng'sheng'ci
仙阶柏树荣,xian'jie'bai'shu'rong
闲阶露湿苔,xian'jie'lu'shi'tai
闲襟超已胜,xian'jin'chao'yi'sheng
仙境若在梦,xian'jing'ruo'zai'meng
闲居懒赋诗,xian'ju'lan'fu'shi
闲居命国工,xian'ju'ming'guo'gong
闲居清洛滨,xian'ju'qing'luo'bin
闲居日清静,xian'ju'ri'qing'jing
羡君归老向东吴,xian'jun'gui'lao'xiang'dong'wu
羡君明发去,xian'jun'ming'fa'qu
羡君栖隐处,xian'jun'qi'yin'chu
献凯云台中,xian'kai'yun'tai'zhong
闲客见清光,xian'ke'jian'qing'guang
仙客整黄冠,xian'ke'zheng'huang'guan
闲来斗百草,xian'lai'dou'bai'cao
仙郎复奏馀,xian'lang'fu'zou'yu
仙郎偏好道,xian'lang'pian'hao'dao
仙郎有意怜同舍,xian'lang'you'yi'lian'tong'she
仙郎早朝退,xian'lang'zao'chao'tui
藓老且厚,xian'lao'qie'hou
贤良刷羽翰,xian'liang'shua'yu'han
仙轮带日红,xian'lun'dai'ri'hong
闲门高柳疏,xian'men'gao'liu'shu
闲门寂已闭,xian'men'ji'yi'bi
闲门秋草色,xian'men'qiu'cao'se
闲门昼方静,xian'men'zhou'fang'jing
先期扫弊庐,xian'qi'sao'bi'lu
鲜禽徒自致,xian'qin'tu'zi'zhi
宪卿文昌归,xian'qing'wen'chang'gui
先取剧曹郎,xian'qu'ju'cao'lang
仙裙玉佩空自知,xian'qun'yu'pei'kong'zi'zhi
贤人不得遗,xian'ren'bu'de'yi
仙人浮丘公,xian'ren'fu'qiu'gong
仙人空中来,xian'ren'kong'zhong'lai
仙人六博何能继,xian'ren'liu'bo'he'neng'ji
仙人楼上凤凰飞,xian'ren'lou'shang'feng'huang'fei
仙人掌上雨初晴,xian'ren'zhang'shang'yu'chu'qing
衔入未央宫,xian'ru'wei'yang'gong
闲洒阶边草,xian'sa'jie'bian'cao
岘山垂,xian'shan'chui
岘山思驻马,xian'shan'si'zhu'ma
岘山枕襄阳,xian'shan'zhen'xiang'yang
献觞乘菊序,xian'shang'cheng'ju'xu
先生谷神者,xian'sheng'gu'shen'zhe
先生何处去,xian'sheng'he'chu'qu
先生千岁馀,xian'sheng'qian'sui'yu
先生舍我欲何归,xian'sheng'she'wo'yu'he'gui
先生秀衡岳,xian'sheng'xiu'heng'yue
先时见者为谁耶,xian'shi'jian'zhe'wei'shui'ye
闲时相顾笑,xian'shi'xiang'gu'xiao
献寿奉维嵩,xian'shou'feng'wei'song
仙绶两乡意,xian'shou'liang'xiang'yi
先数夫君席上珍,xian'shu'fu'jun'xi'shang'zhen
献术蓬瀛内,xian'shu'peng'ying'nei
闲庭系马不胜悲,xian'ting'xi'ma'bu'sheng'bei
弦望忽已晦,xian'wang'hu'yi'hui
仙闱雅乐张,xian'wei'ya'yue'zhang
先闻新赋诗,xian'wen'xin'fu'shi
仙翁何时还,xian'weng'he'shi'hai
先我紫阳宾,xian'wo'zi'yang'bin
贤相初陪跸,xian'xiang'chu'pei'bi
贤相德符充,xian'xiang'de'fu'chong
仙穴茅山峰,xian'xue'mao'shan'feng
仙穴寻遗迹,xian'xue'xun'yi'ji
先雪隐薜荔,xian'xue'yin'bi'li
闲言独凄清,xian'yan'du'qi'qing
闲艳绝世姿,xian'yan'jue'shi'zi
闲檐喧鸟鹊,xian'yan'xuan'niao'que
咸言意气高,xian'yan'yi'qi'gao
咸阳宫阙到关西,xian'yang'gong'que'dao'guan'xi
咸阳轻薄儿,xian'yang'qing'bo'er
咸阳游侠多少年,xian'yang'you'xia'duo'shao'nian
仙掖居清位,xian'ye'ju'qing'wei
仙意素所秉,xian'yi'su'suo'bing
闲阴七贤地,xian'yin'qi'xian'di
仙迎太子归,xian'ying'tai'zi'gui
仙游光御路,xian'you'guang'yu'lu
仙游且难访,xian'you'qie'nan'fang
仙游万乘来,xian'you'wan'sheng'lai
衔鱼古查上,xian'yu'gu'cha'shang
仙籞龙媒下,xian'yu'long'mei'xia
闲云相与迟,xian'yun'xiang'yu'chi
贤哉此丈夫,xian'zai'ci'zhang'fu
仙藻丽秋风,xian'zao'li'qiu'feng
仙掌临秦甸,xian'zhang'lin'qin'dian
仙棹叶时游,xian'zhao'ye'shi'you
县职如长缨,xian'zhi'ru'chang'ying
衔珠浴铁向桑干,xian'zhu'yu'tie'xiang'sang'gan
贤族唯题里,xian'zu'wei'ti'li
闲坐但焚香,xian'zuo'dan'fen'xiang
闲坐听春禽,xian'zuo'ting'chun'qin
相伴杂炉烟,xiang'ban'za'lu'yan
向背孤山明,xiang'bei'gu'shan'ming
相悲讵几晨,xiang'bei'ju'ji'chen
向背临层霄,xiang'bei'lin'ceng'xiao
香草藉行车,xiang'cao'ji'xing'che
香草色未已,xiang'cao'se'wei'yi
香草为君子,xiang'cao'wei'jun'zi
香车宝马共喧阗,xiang'che'bao'ma'gong'xuan'tian
相从顾恩不雇己,xiang'cong'gu'en'bu'gu'ji
香从花绶转,xiang'cong'hua'shou'zhuan
相存相顾能几时,xiang'cun'xiang'gu'neng'ji'shi
响答随兴酬,xiang'da'sui'xing'chou
相待虎谿头,xiang'dai'hu'ji'tou
相待洛阳扉,xiang'dai'luo'yang'fei
香稻盈田畴,xiang'dao'ying'tian'chou
相对哭征西,xiang'dui'ku'zheng'xi
相对映兰丛,xiang'dui'ying'lan'cong
香饭进胡麻,xiang'fan'jin'hu'ma
香饭青菰米,xiang'fan'qing'gu'mi
香饭诸天食,xiang'fan'zhu'tian'shi
祥氛与佳色,xiang'fen'yu'jia'se
相逢成远别,xiang'feng'cheng'yuan'bie
相逢楚水寒,xiang'feng'chu'shui'han
相逢此溪曲,xiang'feng'ci'xi'qu
香风旦入朝云殿,xiang'feng'dan'ru'chao'yun'dian
相逢方一笑,xiang'feng'fang'yi'xiao
香风粉壁遮,xiang'feng'fen'bi'zhe
相逢皆众人,xiang'feng'jie'zhong'ren
相逢尽衰老,xiang'feng'jin'shuai'lao
相逢畏相失,xiang'feng'wei'xiang'shi
向风刎颈送公子,xiang'feng'wen'jing'song'gong'zi
相逢意气为君饮,xiang'feng'yi'qi'wei'jun'yin
相逢益自伤,xiang'feng'yi'zi'shang
相逢在郊鄄,xiang'feng'zai'jiao'juan
相府是鴒原,xiang'fu'shi'ling'yuan
相府轺车最,xiang'fu'yao'che'zui
相感勿吾欺,xiang'gan'wu'wu'qi
香阁东山下,xiang'ge'dong'shan'xia
相顾始知悲,xiang'gu'shi'zhi'bei
乡关此路遥,xiang'guan'ci'lu'yao
乡关眇天末,xiang'guan'miao'tian'mo
乡关千里暮,xiang'guan'qian'li'mu
祥光夜吐万年枝,xiang'guang'ye'tu'wan'nian'zhi
向国唯看日,xiang'guo'wei'kan'ri
乡国隐云天,xiang'guo'yin'yun'tian
襄汉水,xiang'han'shui
相候鬓如丝,xiang'hou'bin'ru'si
相候衡门里,xiang'hou'heng'men'li
相欢语笑衡门前,xiang'huan'yu'xiao'heng'men'qian
乡魂涉江水,xiang'hun'she'jiang'shui
翔集依我庐,xiang'ji'yi'wo'lu
向家湖水流,xiang'jia'hu'shui'liu
相见白铜鞮,xiang'jian'bai'tong'di
相见但依然,xiang'jian'dan'yi'ran
想见登眺目,xiang'jian'deng'tiao'mu
相见复何为,xiang'jian'fu'he'wei
相见洛阳隅,xiang'jian'luo'yang'yu
想见明膏煎,xiang'jian'ming'gao'jian
相见语依依,xiang'jian'yu'yi'yi
想见中林士,xiang'jian'zhong'lin'shi
想见竹林游,xiang'jian'zhu'lin'you
相将簿领闲,xiang'jiang'bu'ling'xian
相将持此节,xiang'jiang'chi'ci'jie
湘江见游女,xiang'jiang'jian'you'nv
相将居一廛,xiang'jiang'ju'yi'chan
相聚寇云中,xiang'ju'kou'yun'zhong
想君发扬子,xiang'jun'fa'yang'zi
想君行县日,xiang'jun'xing'xian'ri
相看不忍发,xiang'kan'bu'ren'fa
相看共垂泪,xiang'kan'gong'chui'lei
相看尚不远,xiang'kan'shang'bu'yuan
相看未及饮,xiang'kan'wei'ji'yin
香龛凿铁围,xiang'kan'zao'tie'wei
香来荐枕前,xiang'lai'jian'zhen'qian
乡连渭水桥,xiang'lian'wei'shui'qiao
乡路渐无多,xiang'lu'jian'wu'duo
乡路京华远,xiang'lu'jing'hua'yuan
香露团百草,xiang'lu'tuan'bai'cao
香炉远峰出,xiang'lu'yuan'feng'chu
翔鸾狎野鸥,xiang'luan'xia'ye'ou
香茅结为宇,xiang'mao'jie'wei'yu
乡梦北归难,xiang'meng'bei'gui'nan
相命游灵台,xiang'ming'you'ling'tai
香帔稻畦成,xiang'pei'dao'qi'cheng
香飘杜若洲,xiang'piao'du'ruo'zhou
香气传空满,xiang'qi'chuan'kong'man
相期宿化城,xiang'qi'su'hua'cheng
乡亲悉零落,xiang'qin'xi'ling'luo
乡情淮上失,xiang'qing'huai'shang'shi
乡曲近来佳此味,xiang'qu'jin'lai'jia'ci'wei
相去讵几许,xiang'qu'ju'ji'xu
相去千馀里,xiang'qu'qian'yu'li
相去一牛鸣,xiang'qu'yi'niu'ming
相劝识贤人,xiang'quan'shi'xian'ren
向日泪沾衣,xiang'ri'lei'zhan'yi
相如方老病,xiang'ru'fang'lao'bing
相如今老病,xiang'ru'jin'lao'bing
香刹夜忘归,xiang'sha'ye'wang'gui
乡山何处是,xiang'shan'he'chu'shi
乡山遥可见,xiang'shan'yao'ke'jian
乡山指白蘋,xiang'shan'zhi'bai'pin
享神配极,xiang'shen'pei'ji
相识悲转蓬,xiang'shi'bei'zhuan'peng
向是云霞里,xiang'shi'yun'xia'li
骧首入丹掖,xiang'shou'ru'dan'ye
乡书不可无,xiang'shu'bu'ke'wu
乡树扶桑外,xiang'shu'fu'sang'wai
乡书何处达,xiang'shu'he'chu'da
相思不道远,xiang'si'bu'dao'yuan
相思从此始,xiang'si'cong'ci'shi
相思河水流,xiang'si'he'shui'liu
乡思恨风波,xiang'si'hen'feng'bo
相思寄采莲,xiang'si'ji'cai'lian
相思深不深,xiang'si'shen'bu'shen
相送出烟坰,xiang'song'chu'yan'jiong
相送还成泣,xiang'song'hai'cheng'qi
相送临高台,xiang'song'lin'gao'tai
相送陇山头,xiang'song'long'shan'tou
相送下江乡,xiang'song'xia'jiang'xiang
相随惟一平头奴,xiang'sui'wei'yi'ping'tou'nu
香塔鱼山下,xiang'ta'yu'shan'xia
香台花下出,xiang'tai'hua'xia'chu
香台瞰碧云,xiang'tai'kan'bi'yun
湘潭几日到,xiang'tan'ji'ri'dao
向田复同道,xiang'tian'fu'tong'dao
饷田桑下憩,xiang'tian'sang'xia'qi
乡亭春水绿,xiang'ting'chun'shui'lv
乡亭期散金,xiang'ting'qi'san'jin
乡亭茱萸津,xiang'ting'zhu'yu'jin
向晚登临处,xiang'wan'deng'lin'chu
向晚多愁思,xiang'wan'duo'chou'si
向晚横吹悲,xiang'wan'heng'chui'bei
向晚睨城邑,xiang'wan'ni'cheng'yi
向晚宴且久,xiang'wan'yan'qie'jiu
相望连水口,xiang'wang'lian'shui'kou
相望在文昌,xiang'wang'zai'wen'chang
相望紫烟赊,xiang'wang'zi'yan'she
香畏风吹散,xiang'wei'feng'chui'san
向夕垂钓还,xiang'xi'chui'diao'hai
向夕泪沾裳,xiang'xi'lei'zhan'shang
向夕临大荒,xiang'xi'lin'da'huang
象系微言阐,xiang'xi'wei'yan'chan
向下看浮云,xiang'xia'kan'fu'yun
想像南山下,xiang'xiang'nan'shan'xia
想像闻此兮欲升烟,xiang'xiang'wen'ci'xi'yu'sheng'yan
想像玉泉宫,xiang'xiang'yu'quan'gong
向晓白云收,xiang'xiao'bai'yun'shou
乡心恨捣衣,xiang'xin'hen'dao'yi
相寻路不通,xiang'xun'lu'bu'tong
香烟霭暝庐,xiang'yan'ai'ming'lu
香艳王分帖,xiang'yan'wang'fen'tie
香烟欲傍衮龙浮,xiang'yan'yu'bang'gun'long'fu
襄阳传近大堤北,xiang'yang'chuan'jin'da'di'bei
襄阳好风日,xiang'yang'hao'feng'ri
相邀归渡头,xiang'yao'gui'du'tou
相邀夜合围,xiang'yao'ye'he'wei
相忆二毛生,xiang'yi'er'mao'sheng
相忆今如此,xiang'yi'jin'ru'ci
翔翼一如鹗,xiang'yi'yi'ru'e
相因归梦立,xiang'yin'gui'meng'li
乡音难改鬓毛衰,xiang'yin'nan'gai'bin'mao'shuai
相引时来归,xiang'yin'shi'lai'gui
香迎步履飞,xiang'ying'bu'lv'fei
向用五经笥,xiang'yong'wu'jing'si
相与极周旋,xiang'yu'ji'zhou'xuan
相与郊尘涓,xiang'yu'jiao'chen'juan
相与命为春,xiang'yu'ming'wei'chun
相与年年老霜霰,xiang'yu'nian'nian'lao'shuang'xian
相与期泛游,xiang'yu'qi'fan'you
相与尚膏腴,xiang'yu'shang'gao'yu
相与邀我船,xiang'yu'yao'wo'chuan
向月穿针易,xiang'yue'chuan'zhen'yi
祥云应早岁,xiang'yun'ying'zao'sui
乡在桃林岸,xiang'zai'tao'lin'an
香沾四大身,xiang'zhan'si'da'shen
相知有叔卿,xiang'zhi'you'shu'qing
乡中饮酒礼,xiang'zhong'yin'jiu'li
湘中有来雁,xiang'zhong'you'lai'yan
相逐去悠悠,xiang'zhu'qu'you'you
啸傲时人而已矣,xiao'ao'shi'ren'er'yi'yi
