霭霭桑柘墟,ai'ai'sang'zhe'xu
一到扶桑恨未能,yi'dao'fu'sang'hen'wei'neng
一到扶桑兴未穷,yi'dao'fu'sang'xing'wei'qiong
一灯明来照秋床,yi'deng'ming'lai'zhao'qiu'chuang
亦逢春暖即啾喧,yi'feng'chun'nuan'ji'jiu'xuan
一峰高出众山颠,yi'feng'gao'chu'zhong'shan'dian
亦逢佳节且吹花,yi'feng'jia'jie'qie'chui'hua
亦逢佳客想挥金,yi'feng'jia'ke'xiang'hui'jin
亦复水上居,yi'fu'shui'shang'ju
亦复有远意,yi'fu'you'yuan'yi
疑隔尘沙道里千,yi'ge'chen'sha'dao'li'qian
一公持一钵,yi'gong'chi'yi'bo
一官聊自谋,yi'guan'liao'zi'mou
一官能到子孙闲,yi'guan'neng'dao'zi'sun'xian
衣冠偶坐论经术,yi'guan'ou'zuo'lun'jing'shu
衣冠遗故物,yi'guan'yi'gu'wu
以光明藏续千灯,yi'guang'ming'cang'xu'qian'deng
邑国皆丘墟,yi'guo'jie'qiu'xu
已怀今日愁,yi'huai'jin'ri'chou
一环清浪涌亭皋,yi'huan'qing'lang'yong'ting'gao
一欢相属岂人谋,yi'huan'xiang'zhu'qi'ren'mou
亦或涕沾衽,yi'huo'ti'zhan'ren
疑即贾长沙,yi'ji'jia'chang'sha
一见南飞雁,yi'jian'nan'fei'yan
一见心如客得归,yi'jian'xin'ru'ke'de'gui
已见中州旱势强,yi'jian'zhong'zhou'han'shi'qiang
一江春雪下离堆,yi'jiang'chun'xue'xia'li'dui
忆江南,yi'jiang'nan
已嗟后会欢难必,yi'jie'hou'hui'huan'nan'bi
以斤试叩声泠然,yi'jin'shi'kou'sheng'ling'ran
一径墙阴斸雪开,yi'jing'qiang'yin'zhu'xue'kai
衣屦穷空委胡妇,yi'ju'qiong'kong'wei'hu'fu
已觉省烦非仲叔,yi'jue'xing'fan'fei'zhong'shu
意君诚恺悌,yi'jun'cheng'kai'ti
猗君有清尚,yi'jun'you'qing'shang
忆君载酒相追处,yi'jun'zai'jiu'xiang'zhui'chu
已愧省烦人,yi'kui'sheng'fan'ren
一来已觉肝胆豁,yi'lai'yi'jue'gan'dan'huo
伊吕两衰翁,yi'lv'liang'shuai'weng
一马常随世事驰,yi'ma'chang'sui'shi'shi'chi
一马春风北首燕,yi'ma'chun'feng'bei'shou'yan
一梦此山愁至今,yi'meng'ci'shan'chou'zhi'jin
一梦三年今复北,yi'meng'san'nian'jin'fu'bei
一鸣谁更识龙媒,yi'ming'shui'geng'shi'long'mei
一抹明霞黯淡红,yi'mo'ming'xia'an'dan'hong
一年容易即黄花,yi'nian'rong'yi'ji'huang'hua
一鸟不鸣山更幽,yi'niao'bu'ming'shan'geng'you
一鸟带烟来别渚,yi'niao'dai'yan'lai'bie'zhu
一牛吼地作庵人,yi'niu'hou'di'zuo'an'ren
一弄松声悲急管,yi'nong'song'sheng'bei'ji'guan
一诺还自惕,yi'nuo'hai'zi'ti
一派秋声入寥廓,yi'pai'qiu'sheng'ru'liao'kuo
亦陪天上饮流霞,yi'pei'tian'shang'yin'liu'xia
一片黄云起处,yi'pian'huang'yun'qi'chu
一片江湖草树秋,yi'pian'jiang'hu'cao'shu'qiu
一篇美玉缀玫瑰,yi'pian'mei'yu'zhui'mei'gui
一片幽堂石,yi'pian'you'tang'shi
一枰何处有亏成,yi'ping'he'chu'you'kui'cheng
一切天魔,yi'qie'tian'mo
衣裘寒始轻,yi'qiu'han'shi'qing
一裘可以暖,yi'qiu'ke'yi'nuan
衣裘南北弊风尘,yi'qiu'nan'bei'bi'feng'chen
一曲平芜连古树,yi'qu'ping'wu'lian'gu'shu
一去心知更不归,yi'qu'xin'zhi'geng'bu'gui
邑犬横来矜意气,yi'quan'heng'lai'jin'yi'qi
邑犬跳梁未肯归,yi'quan'tiao'liang'wei'ken'gui
依然旧童子,yi'ran'jiu'tong'zi
毅然如九官,yi'ran'ru'jiu'guan
伊人欲问无真意,yi'ren'yu'wen'wu'zhen'yi
异日不知来照影,yi'ri'bu'zhi'lai'zhao'ying
一肉傥易谋,yi'rou'tang'yi'mou
逸少池边有旧山,yi'shao'chi'bian'you'jiu'shan
逸少惬山林,yi'shao'qie'shan'lin
衣食当周流,yi'shi'dang'zhou'liu
一时二子皆绝艺,yi'shi'er'zi'jie'jue'yi
一世竞驰甘睬目,yi'shi'jing'chi'gan'cai'mu
疑是经春雪未消,yi'shi'jing'chun'xue'wei'xiao
遗世良独难,yi'shi'liang'du'nan
役世难安恬,yi'shi'nan'an'tian
鹢首已云北,yi'shou'yi'yun'bei
一水护田将绿绕,yi'shui'hu'tian'jiang'lv'rao
一水宛秋蛇,yi'shui'wan'qiu'she
一水衣巾翦翠绡,yi'shui'yi'jin'jian'cui'xiao
一岁已阑人意倦,yi'sui'yi'lan'ren'yi'juan
忆随诸彦附青云,yi'sui'zhu'yan'fu'qing'yun
移榻欹独眠,yi'ta'qi'du'mian
意态由来画不成,yi'tai'you'lai'hua'bu'cheng
一堂收身自有余,yi'tang'shou'shen'zi'you'yu
移同卓氏奔,yi'tong'zhuo'shi'ben
一为钓叟一耕佣,yi'wei'diao'sou'yi'geng'yong
已闻邻杏好,yi'wen'lin'xing'hao
以我薄材思拊伛,yi'wo'bo'cai'si'fu'yu
遗我山林真自称,yi'wo'shan'lin'zhen'zi'cheng
移我翛然堕洲渚,yi'wo'xiao'ran'duo'zhou'zhu
遗我珠玑何以报,yi'wo'zhu'ji'he'yi'bao
已无船舫犹闻笛,yi'wu'chuan'fang'you'wen'di
邑屋如蚁蚁,yi'wu'ru'yi'yi
一寤上聪明,yi'wu'shang'cong'ming
邑屋为儒知善政,yi'wu'wei'ru'zhi'shan'zheng
已无溪姑祠,yi'wu'xi'gu'ci
一溪清泻百山重,yi'xi'qing'xie'bai'shan'zhong
一笑皆捧腹,yi'xiao'jie'peng'fu
一笑欲论心迹事,yi'xiao'yu'lun'xin'ji'shi
遗形此古室,yi'xing'ci'gu'shi
逸兴何当叩隐扉,yi'xing'he'dang'kou'yin'fei
一言立断魏齐头,yi'yan'li'duan'wei'qi'tou
一言为重百金轻,yi'yan'wei'zhong'bai'jin'qing
一叶归舟暮雨湾,yi'ye'gui'zhou'mu'yu'wan
一夜花开无数,yi'ye'hua'kai'wu'shu
翳翳陂路静,yi'yi'bei'lu'jing
遗衣迁馆御,yi'yi'qian'guan'yu
依倚秋风气象豪,yi'yi'qiu'feng'qi'xiang'hao
一驿险有千里远,yi'yi'xian'you'qian'li'yuan
一一向沧洲,yi'yi'xiang'cang'zhou
一一煦肌宁有种,yi'yi'xu'ji'ning'you'zhong
一吟聊复报双鱼,yi'yin'liao'fu'bao'shuang'yu
疑有白玉台,yi'you'bai'yu'tai
亦又蔽于己,yi'you'bi'yu'ji
疑有青腰岂作家,yi'you'qing'yao'qi'zuo'jia
亦有衣上尘,yi'you'yi'shang'chen
宜有至言来助我,yi'you'zhi'yan'lai'zhu'wo
一雨回飙助蓐收,yi'yu'hui'biao'zhu'ru'shou
异域山川能断取,yi'yu'shan'chuan'neng'duan'qu
已与子相知,yi'yu'zi'xiang'zhi
意愿多所合,yi'yuan'duo'suo'he
已云困关市,yi'yun'kun'guan'shi
以云为衣月为褚,yi'yun'wei'yi'yue'wei'zhu
移栽不得根欲老,yi'zai'bu'de'gen'yu'lao
忆在秋浦北,yi'zai'qiu'pu'bei
一丈红蕖渌水池,yi'zhang'hong'qu'lu'shui'chi
已至尚余温,yi'zhi'shang'yu'wen
已知轩冕真吾累,yi'zhi'xuan'mian'zhen'wu'lei
一种今年便满沟,yi'zhong'jin'nian'bian'man'gou
一株临路雪倍堆,yi'zhu'lin'lu'xue'bei'dui
一自君家把酒杯,yi'zi'jun'jia'ba'jiu'bei
亦自闻蝉第一声,yi'zi'wen'chan'di'yi'sheng
衣足一囊弊,yi'zu'yi'nang'bi
一醉何妨薄主人,yi'zui'he'fang'bo'zhu'ren
一樽聊与故人来,yi'zun'liao'yu'gu'ren'lai
忆昨同追八马蹄,yi'zuo'tong'zhui'ba'ma'ti
吟罢想君醒醉处,yin'ba'xiang'jun'xing'zui'chu
引刀取肉割啖客,yin'dao'qu'rou'ge'dan'ke
尹咄唯烹饪,yin'duo'wei'peng'ren
吟哦当此时,yin'e'dang'ci'shi
隐或寄公朝,yin'huo'ji'gong'chao
隐几萧然在此楼,yin'ji'xiao'ran'zai'ci'lou
因嗟涉世终无补,yin'jie'she'shi'zhong'wu'bu
吟尽物华愁笔老,yin'jin'wu'hua'chou'bi'lao
银盘擘臑槁与鲜,yin'pan'bo'nao'gao'yu'xian
阴气已盘固,yin'qi'yi'pan'gu
殷勤勤侑邀一饱,yin'qin'qin'you'yao'yi'bao
殷懃为解丁香结,yin'qin'wei'jie'ding'xiang'jie
殷懃为折一枝归,yin'qin'wei'zhe'yi'zhi'gui
殷懃准拟故人来,yin'qin'zhun'ni'gu'ren'lai
音容若有作,yin'rong'ruo'you'zuo
引身取平宽,yin'shen'qu'ping'kuan
因思漠北离群久,yin'si'mo'bei'li'qun'jiu
因脱水边屦,yin'tuo'shui'bian'ju
银为宫阙寻常见,yin'wei'gong'que'xun'chang'jian
饮我宁辞酒或索,yin'wo'ning'ci'jiu'huo'suo
隐翳世上尘,yin'yi'shi'shang'chen
隐约不外求,yin'yue'bu'wai'qiu
因知从今始,yin'zhi'cong'jin'shi
营巢燕子逞翱翔,ying'chao'yan'zi'cheng'ao'xiang
应逮犯秋阳,ying'dai'fan'qiu'yang
荧煌丹砂柱,ying'huang'dan'sha'zhu
应嗟无地逃斤斧,ying'jie'wu'di'tao'jin'fu
迎浦疏潺潺,ying'pu'shu'chan'chan
赢取沩山,ying'qu'wei'shan
映水前年坐看栽,ying'shui'qian'nian'zuo'kan'zai
映瓦微见清潺潺,ying'wa'wei'jian'qing'chan'chan
应谢此高风,ying'xie'ci'gao'feng
英雄失志秋,ying'xiong'shi'zhi'qiu
应须饮酒不复道,ying'xu'yin'jiu'bu'fu'dao
迎阳朝翦彩,ying'yang'chao'jian'cai
英英白云浮在天,ying'ying'bai'yun'fu'zai'tian
莺犹求旧友,ying'you'qiu'jiu'you
应有晓猿惊,ying'you'xiao'yuan'jing
应知渭水车中老,ying'zhi'wei'shui'che'zhong'lao
映烛多庙塔,ying'zhu'duo'miao'ta
永怀所好却成梦,yong'huai'suo'hao'que'cheng'meng
用乐道舍人韵书十日,yong'le'dao'she'ren'yun'shu'shi'ri
永灭世间痴,yong'mie'shi'jian'chi
永日终无一杯酒,yong'ri'zhong'wu'yi'bei'jiu
用舍各有时,yong'she'ge'you'shi
永矢从子游,yong'shi'cong'zi'you
永矢终焉尔,yong'shi'zhong'yan'er
甬水东西不可招,yong'shui'dong'xi'bu'ke'zhao
永惟东南害,yong'wei'dong'nan'hai
勇为君子盗荆轲,yong'wei'jun'zi'dao'jing'ke
咏言慰孤嫠,yong'yan'wei'gu'li
咏言以自警,yong'yan'yi'zi'jing
永夜西堂霜月冷,yong'ye'xi'tang'shuang'yue'leng
拥帚尚怜南北巷,yong'zhou'shang'lian'nan'bei'xiang
犹残一日腊,you'can'yi'ri'la
又尝怪其壳,you'chang'guai'qi'ke
有处即追攀,you'chu'ji'zhui'pan
耰锄胜锋镝,you'chu'sheng'feng'di
游荡四海滣,you'dang'si'hai'chun
有道吊民天即助,you'dao'diao'min'tian'ji'zhu
游氛荡无余,you'fen'dang'wu'yu
有风吹画翣,you'feng'chui'hua'sha
有干作身根作头,you'gan'zuo'shen'gen'zuo'tou
有功不见论,you'gong'bu'jian'lun
游观须知此地佳,you'guan'xu'zhi'ci'di'jia
忧国自多廊庙宰,you'guo'zi'duo'lang'miao'zai
有怀无与言,you'huai'wu'yu'yan
游屐尚可蜡,you'ji'shang'ke'la
犹将余力寄风骚,you'jiang'yu'li'ji'feng'sao
幽居得之此,you'ju'de'zhi'ci
游客经年断履綦,you'ke'jing'nian'duan'lv'qi
有客问家风,you'ke'wen'jia'feng
有口共以成为欢,you'kou'gong'yi'cheng'wei'huan
由来家世出机云,you'lai'jia'shi'chu'ji'yun
由来杞梓常先伐,you'lai'qi'zi'chang'xian'fa
犹怜变化功,you'lian'bian'hua'gong
由美得烹燔,you'mei'de'peng'fan
幽奇无可奈,you'qi'wu'ke'nai
有气郁郁高拄天,you'qi'yu'yu'gao'zhu'tian
邮签忽报旌麾入,you'qian'hu'bao'jing'hui'ru
有取总灾危,you'qu'zong'zai'wei
右券吾敢责,you'quan'wu'gan'ze
悠然及温还,you'ran'ji'wen'hai
游人出暄暖,you'ren'chu'xuan'nuan
游人少春恋,you'ren'shao'chun'lian
有如持寸莛,you'ru'chi'cun'ting
忧伤遇事纷纷出,you'shang'yu'shi'fen'fen'chu
有时不能平,you'shi'bu'neng'ping
幽诗出周公,you'shi'chu'zhou'gong
忧时自悔目空蒿,you'shi'zi'hui'mu'kong'hao
忧时自欲寻君语,you'shi'zi'yu'xun'jun'yu
有司何日选方闻,you'si'he'ri'xuan'fang'wen
有似季之伦,you'si'ji'zhi'lun
有司与之争,you'si'yu'zhi'zheng
犹锁白云三两峰,you'suo'bai'yun'san'liang'feng
犹贪半偈归思索,you'tan'ban'ji'gui'si'suo
幽瓦有高陇,you'wa'you'gao'long
诱我文义博,you'wo'wen'yi'bo
幽闲亦聚集,you'xian'yi'ju'ji
有心天下共无成,you'xin'tian'xia'gong'wu'cheng
有兴复来从我游,you'xing'fu'lai'cong'wo'you
有兴即跻攀,you'xing'ji'ji'pan
有兴即联络,you'xing'ji'lian'luo
幽燕桑叶暗川原,you'yan'sang'ye'an'chuan'yuan
游衍水边追野马,you'yan'shui'bian'zhui'ye'ma
有言未必输摩诘,you'yan'wei'bi'shu'mo'jie
幽妖窟险阻,you'yao'ku'xian'zu
又疑避褒封,you'yi'bi'bao'feng
犹依食贫地,you'yi'shi'pin'di
幽幽岸火然,you'you'an'huo'ran
悠悠独梦水西轩,you'you'du'meng'shui'xi'xuan
悠悠各有愿,you'you'ge'you'yuan
犹有齐梁旧时殿,you'you'qi'liang'jiu'shi'dian
忧予不能攀,you'yu'bu'neng'pan
犹余草木荒,you'yu'cao'mu'huang
游者不可寻,you'zhe'bu'ke'xun
游者如可得,you'zhe'ru'ke'de
犹之健饮食,you'zhi'jian'yin'shi
游子思故乡,you'zi'si'gu'xiang
游走及芳时,you'zou'ji'fang'shi
语罢每开欢笑口,yu'ba'mei'kai'huan'xiao'kou
欲报京都近消息,yu'bao'jing'du'jin'xiao'xi
玉材细琐不中权,yu'cai'xi'suo'bu'zhong'quan
予尝怜其肉,yu'chang'lian'qi'rou
欲趁夕阳还,yu'chen'xi'yang'hai
欲传道义心犹在,yu'chuan'dao'yi'xin'you'zai
欲传山鬼曲,yu'chuan'shan'gui'qu
于此傲人群,yu'ci'ao'ren'qun
于此机缄漫五车,yu'ci'ji'jian'man'wu'che
欲辞灊皖更踌蹰,yu'ci'qian'wan'geng'chou'chu
于此扫尘迹,yu'ci'sao'chen'ji
欲从故人安可得,yu'cong'gu'ren'an'ke'de
雨打江南树,yu'da'jiang'nan'shu
欲弹孤绝鬼神疑,yu'dan'gu'jue'gui'shen'yi
玉笛悲凉吹易散,yu'di'bei'liang'chui'yi'san
欲访故人非兴尽,yu'fang'gu'ren'fei'xing'jin
欲访何人话此心,yu'fang'he'ren'hua'ci'xin
予方慕孔氏,yu'fang'mu'kong'shi
余风尚有欢谣在,yu'feng'shang'you'huan'yao'zai
御风塘路归,yu'feng'tang'lu'gui
余甘入邻家,yu'gan'ru'lin'jia
与公家世由来事,yu'gong'jia'shi'you'lai'shi
愚公谁助徙,yu'gong'shui'zhu'xi
御沟,yu'gou
玉骨随薪尽,yu'gu'sui'xin'jin
余光永后观,yu'guang'yong'hou'guan
欲归谅不能,yu'gui'liang'bu'neng
雨过梅柳净,yu'guo'mei'liu'jing
雨过偶书,yu'guo'ou'shu
于乎多言,yu'hu'duo'yan
雨花何足言,yu'hua'he'zu'yan
欲济两间厄,yu'ji'liang'jian'e
渔家傲,yu'jia'ao
欲见道人非一朝,yu'jian'dao'ren'fei'yi'zhao
欲见五芝茎叶老,yu'jian'wu'zhi'jing'ye'lao
欲将何物助强秦,yu'jiang'he'wu'zhu'qiang'qin
欲教零乱强催开,yu'jiao'ling'luan'qiang'cui'kai
雨脚坠地花枝低,yu'jiao'zhui'di'hua'zhi'di
欲尽江流万里长,yu'jin'jiang'liu'wan'li'chang
郁金香是兰陵酒,yu'jin'xiang'shi'lan'ling'jiu
于今犹壮年,yu'jin'you'zhuang'nian
与旧争冽知新寒,yu'jiu'zheng'lie'zhi'xin'han
于君独觉故情长,yu'jun'du'jue'gu'qing'chang
与君倾耳尽今朝,yu'jun'qing'er'jin'jin'zhao
与君诗酒尽交情,yu'jun'shi'jiu'jin'jiao'qing
与君图写继吾真,yu'jun'tu'xie'ji'wu'zhen
与君相逢处,yu'jun'xiang'feng'chu
与君杖策聊观化,yu'jun'zhang'ce'liao'guan'hua
予口安能箝,yu'kou'an'neng'qian
渔郎奠竹杯,yu'lang'dian'zhu'bei
渔梁亦自富虾鳟,yu'liang'yi'zi'fu'xia'zun
雨霖铃,yu'lin'ling
庾楼月,yu'lou'yue
余论略施行,yu'lun'lue'shi'xing
羽毛摧落向人愁,yu'mao'cui'luo'xiang'ren'chou
雨泣怨新婚,yu'qi'yuan'xin'hun
雨晴门始开,yu'qing'men'shi'kai
玉人生此山,yu'ren'sheng'ci'shan
与汝今为伴,yu'ru'jin'wei'ban
语汝其无谦,yu'ru'qi'wu'qian
玉润金明信好冠,yu'run'jin'ming'xin'hao'guan
玉色彷佛开心颜,yu'shai'fang'fu'kai'xin'yan
玉色与饴味,yu'shai'yu'yi'wei
渔商数十室,yu'shang'shu'shi'shi
余生非匏瓜,yu'sheng'fei'pao'gua
予生少而戆,yu'sheng'shao'er'gang
于世不无求,yu'shi'bu'wu'qiu
于世不雄夸,yu'shi'bu'xiong'kua
于时荷花拥翠盖,yu'shi'he'hua'yong'cui'gai
于诗闻钱镈,yu'shi'wen'qian'bo
欲收禾黍善,yu'shou'he'shu'shan
玉手行可执,yu'shou'xing'ke'zhi
御水曲随花影转,yu'shui'qu'sui'hua'ying'zhuan
御水新如鸭头绿,yu'shui'xin'ru'ya'tou'lv
欲诉嗟无赇,yu'su'jie'wu'qiu
欲宿愧桑门,yu'su'kui'sang'men
鱼随竹影浮,yu'sui'zhu'ying'fu
渔蓑背雨向前溪,yu'suo'bei'yu'xiang'qian'xi
玉堂前话得重寻,yu'tang'qian'hua'de'zhong'xun
与天常斡旋,yu'tian'chang'wo'xuan
欲挑青腰还不敢,yu'tiao'qing'yao'hai'bu'gan
鱼跳桑柳阴,yu'tiao'sang'liu'yin
欲望淮南更白头,yu'wang'huai'nan'geng'bai'tou
鱼网肯数荆州池,yu'wang'ken'shu'jing'zhou'chi
欲为生少慕,yu'wei'sheng'shao'mu
欲为时用少时材,yu'wei'shi'yong'shao'shi'cai
余闻古之人,yu'wen'gu'zhi'ren
与我门前绿相映,yu'wo'men'qian'lv'xiang'ying
欲卧颍尾为洁清,yu'wo'ying'wei'wei'jie'qing
语我犹能作捍城,yu'wo'you'neng'zuo'han'cheng
欲献天子无由缘,yu'xian'tian'zi'wu'you'yuan
豫想新诗能寄我,yu'xiang'xin'shi'neng'ji'wo
欲写此哀终不尽,yu'xie'ci'ai'zhong'bu'jin
寓兴中园为远趣,yu'xing'zhong'yuan'wei'yuan'qu
玉雪无尘垢,yu'xue'wu'chen'gou
与薛肇明弈棋赌梅花诗输一首,yu'xue'zhao'ming'yi'qi'du'mei'hua'shi'shu'yi'shou
欲寻南冈一散愁,yu'xun'nan'gang'yi'san'chou
欲寻西掖路,yu'xun'xi'ye'lu
雨压春风暗柳条,yu'ya'chun'feng'an'liu'tiao
欲言时所,yu'yan'shi'suo
玉颜争好羡轻肥,yu'yan'zheng'hao'xian'qing'fei
欲言秪惭羞,yu'yan'zhi'can'xiu
于易见耒耜,yu'yi'jian'lei'si
予亦误朝簪,yu'yi'wu'chao'zan
欲营垣屋随穿斸,yu'ying'yuan'wu'sui'chuan'zhu
郁郁葱葱佳气浮,yu'yu'cong'cong'jia'qi'fu
欲御还休涕垂手,yu'yu'hai'xiu'ti'chui'shou
欲语将谁投,yu'yu'jiang'shui'tou
郁郁昆山阴,yu'yu'kun'shan'yin
欲与天争汉鼎归,yu'yu'tian'zheng'han'ding'gui
逾垣终褊心,yu'yuan'zhong'bian'xin
欲着先须短发干,yu'zhe'xian'xu'duan'fa'gan
余知茶山民,yu'zhi'cha'shan'min
玉枝将在山,yu'zhi'jiang'zai'shan
玉指调弦拨,yu'zhi'tiao'xian'bo
与之相往返,yu'zhi'xiang'wang'fan
渔舟平系舷,yu'zhou'ping'xi'xian
玉甃因高正士名,yu'zhou'yin'gao'zheng'shi'ming
渔子自知津,yu'zi'zi'zhi'jin
于总持门通一路,yu'zong'chi'men'tong'yi'lu
欲作镆耶为物使,yu'zuo'mo'ye'wei'wu'shi
袁安交戟岂须叉,yuan'an'jiao'ji'qi'xu'cha
愿比赤心投,yuan'bi'chi'xin'tou
缘底事抛了全潮,yuan'di'shi'pao'le'quan'chao
元丰我独伤,yuan'feng'wo'du'shang
园夫盛采摘,yuan'fu'sheng'cai'zhai
愿回羲和借光景,yuan'hui'xi'he'jie'guang'jing
远迹荒郊谢儁豪,yuan'ji'huang'jiao'xie'jun'hao
愿见井地平,yuan'jian'jing'di'ping
缘阶已数丛,yuan'jie'yi'shu'cong
愿君博谘诹,yuan'jun'bo'zi'zou
园林处处锁芳菲,yuan'lin'chu'chu'suo'fang'fei
愿留巾箧归田日,yuan'liu'jin'qie'gui'tian'ri
元龙但高眠,yuan'long'dan'gao'mian
渊明未得归三径,yuan'ming'wei'de'gui'san'jing
猿鸟不须怀怅望,yuan'niao'bu'xu'huai'chang'wang
愿起公死从之游,yuan'qi'gong'si'cong'zhi'you
愿晴非一乡,yuan'qing'fei'yi'xiang
元日,yuan'ri
远山天际苍,yuan'shan'tian'ji'cang
愿书七月篇,yuan'shu'qi'yue'pian
远水悠然碧,yuan'shui'you'ran'bi
园桃已解萼,yuan'tao'yi'jie'e
原田败粟麦,yuan'tian'bai'su'mai
愿同欹器悟,yuan'tong'qi'qi'wu
远同鱼乐思濠上,yuan'tong'yu'le'si'hao'shang
愿偷闲暇数经过,yuan'tou'xian'xia'shu'jing'guo
愿为五陵轻薄儿,yuan'wei'wu'ling'qing'bo'er
愿我遍游诸佛土,yuan'wo'bian'you'zhu'fo'tu
愿我六根常寂静,yuan'wo'liu'gen'chang'ji'jing
愿我速登无上觉,yuan'wo'su'deng'wu'shang'jue
园屋谅非今,yuan'wu'liang'fei'jin
垣屋青松晻霭间,yuan'wu'qing'song'yan'ai'jian
愿言借余力,yuan'yan'jie'yu'li
源亦在众流,yuan'yi'zai'zhong'liu
远引吾方避纠纷,yuan'yin'wu'fang'bi'jiu'fen
远有楼台祗见灯,yuan'you'lou'tai'zhi'jian'deng
远欲报君羞强聒,yuan'yu'bao'jun'xiu'qiang'guo
缘源静翳无鱼淰,yuan'yuan'jing'yi'wu'yu'nian
远之妍西施,yuan'zhi'yan'xi'shi
苑中谁得从春游,yuan'zhong'shui'dei'cong'chun'you
愿斫五弦琴,yuan'zhuo'wu'xian'qin
约公投老此山栖,yue'gong'tou'lao'ci'shan'qi
约君联骑访郊圻,yue'jun'lian'qi'fang'jiao'qi
月明孤影伴寒松,yue'ming'gu'ying'ban'han'song
月明还见影参差,yue'ming'hai'jian'ying'cen'ci
越人长家山水国,yue'ren'zhang'jia'shan'shui'guo
越山长青水长白,yue'shan'chang'qing'shui'chang'bai
月移花影上栏杆,yue'yi'hua'ying'shang'lan'gan
云补衲穿空,yun'bu'na'chuan'kong
耘锄尚康强,yun'chu'shang'kang'qiang
云垂平野,yun'chui'ping'ye
云澹素蟾清,yun'dan'su'chan'qing
云归山去当檐静,yun'gui'shan'qu'dang'yan'jing
云将自亲侧,yun'jiang'zi'qin'ce
云今如此长,yun'jin'ru'ci'chang
云埋月缺晖寒灰,yun'mai'yue'que'hui'han'hui
云泉别寺分三径,yun'quan'bie'si'fen'san'jing
云雪填城万家白,yun'xue'tian'cheng'wan'jia'bai
云以救鳏惸,yun'yi'jiu'guan'qiong
云涌浴槽朝自暖,yun'yong'yu'cao'chao'zi'nuan
耘有秋阳暴,yun'you'qiu'yang'bao
杂树绕花莺引去,za'shu'rao'hua'ying'yin'qu
再拜涕泗流,zai'bai'ti'si'liu
再见王门阖左扉,zai'jian'wang'men'he'zuo'fei
在口亦云可,zai'kou'yi'yun'ke
在实为美果,zai'shi'wei'mei'guo
在物偶相假,zai'wu'ou'xiang'jia
造次未可分贤愚,zao'ci'wei'ke'fen'xian'yu
凿井未成歌击壤,zao'jing'wei'cheng'ge'ji'rang
藻井仰窥尘漠漠,zao'jing'yang'kui'chen'mo'mo
糟粕所传非粹美,zao'po'suo'chuan'fei'cui'mei
早晚重来此地游,zao'wan'chong'lai'ci'di'you
早晚青云须自致,zao'wan'qing'yun'xu'zi'zhi
早晚轻舟上秀川,zao'wan'qing'zhou'shang'xiu'chuan
箦中死尸能报雠,ze'zhong'si'shi'neng'bao'chou
怎得离真丹,zen'de'li'zhen'dan
怎免伊唐突,zen'mian'yi'tang'tu
赠别难饶柳,zeng'bie'nan'rao'liu
曾参宦学居常近,zeng'shen'huan'xue'ju'chang'jin
斋合遥瞻组绶新,zhai'he'yao'zhan'zu'shou'xin
斋禁虽严异太常,zhai'jin'sui'yan'yi'tai'chang
斋蔬不过中,zhai'shu'bu'guo'zhong
翟也信奇伟,zhai'ye'xin'qi'wei
战罢两奁分白黑,zhan'ba'liang'lian'fen'bai'hei
毡车百辆皆胡姬,zhan'che'bai'liang'jie'hu'ji
占见地灵非卜筮,zhan'jian'di'ling'fei'bu'shi
占星昏晓中,zhan'xing'hun'xiao'zhong
杖策穷年信所如,zhang'ce'qiong'nian'xin'suo'ru
长得追随圹埌游,zhang'de'zhui'sui'kuang'lang'you
丈夫许国当如此,zhang'fu'xu'guo'dang'ru'ci
丈夫运用堂堂,zhang'fu'yun'yong'tang'tang
杖屦或幽寻,zhang'ju'huo'you'xun
杖藜从此为君来,zhang'li'cong'ci'wei'jun'lai
杖藜高径谁来往,zhang'li'gao'jing'shui'lai'wang
杖藜忽高秋,zhang'li'hu'gao'qiu
杖藜无路到青霄,zhang'li'wu'lu'dao'qing'xiao
杖藜萧飒倚沧洲,zhang'li'xiao'sa'yi'cang'zhou
仗外还如旧徼巡,zhang'wai'hai'ru'jiu'jiao'xun
瘴乡谁与择军麾,zhang'xiang'shei'yu'ze'jun'hui
赵将时皆思李牧,zhao'jiang'shi'jie'si'li'mu
昭陵持橐从游人,zhao'ling'chi'tuo'cong'you'ren
昭陵落月烟雾昏,zhao'ling'luo'yue'yan'wu'hun
诏令虽数下,zhao'ling'sui'shu'xia
朝暮尝一至,zhao'mu'chang'yi'zhi
朝暮惟有鸟,zhao'mu'wei'you'niao
朝日一曝背,zhao'ri'yi'bao'bei
招提诗壁漫黄埃,zhao'ti'shi'bi'man'huang'ai
招提雪脊隐云端,zhao'ti'xue'ji'yin'yun'duan
诏问与价当几千,zhao'wen'yu'jia'dang'ji'qian
照影寒铓铦,zhao'ying'han'mang'gua
诏狱当时迹自穷,zhao'yu'dang'shi'ji'zi'qiong
朝朝暮暮能云雨,zhao'zhao'mu'mu'neng'yun'yu
折处幽香易满怀,zhe'chu'you'xiang'yi'man'huai
折得一枝香在手,zhe'de'yi'zhi'xiang'zai'shou
柘湖,zhe'hu
柘林着湖山,zhe'lin'zhe'hu'shan
真妃初出华清池,zhen'fei'chu'chu'hua'qing'chi
真负鹿鸣诗,zhen'fu'lu'ming'shi
