阿坝,a'ba
蒙城,meng'cheng
孟村,meng'cun
勐海,meng'hai
孟津,meng'jin
勐腊,meng'la
孟连,meng'lian
蒙山,meng'shan
蒙阴,meng'yin
孟州,meng'zhou
蒙自,meng'zi
弥渡,mi'du
弥勒,mi'le
米林,mi'lin
汨罗,mi'luo
米泉,mi'quan
密山,mi'shan
米易,mi'yi
密云,mi'yun
米脂,mi'zhi
渑池,mian'chi
冕宁,mian'ning
勉县,mian'xian
绵阳,mian'yang
绵竹,mian'zhu
苗栗,miao'li
民丰,min'feng
闵行,min'hang
民和,min'he
闽侯,min'hou
民勤,min'qin
闽清,min'qing
民权,min'quan
岷县,min'xian
民乐,min'yue
明光,ming'guang
名山,ming'shan
明水,ming'shui
明溪,ming'xi
漠河,mo'he
墨江,mo'jiang
莫力达瓦,mo'li'da'wa
墨脱,mo'tuo
墨玉,mo'yu
墨竹工卡,mo'zhu'gong'ka
牟定,mou'ding
沐川,mu'chuan
牡丹江,mu'dan'jiang
木兰,mu'lan
木垒,mu'lei
木里,mu'li
穆棱,mu'ling
牟平,mu'ping
那坡,na'po
那曲,na'qu
纳溪,na'xi
纳雍,na'yong
乃东,nai'dong
奈曼旗,nai'man'qi
南安,nan'an
南澳,nan'ao
南部,nan'bu
南岔,nan'cha
南昌市,nan'chang'shi
南昌县,nan'chang'xian
南城,nan'cheng
南充,nan'chong
南川,nan'chuan
南丹,nan'dan
南芬,nan'fen
南丰,nan'feng
南宫,nan'gong
南海,nan'hai
南海镇,nan'hai'zhen
南和,nan'he
南华,nan'hua
南汇,nan'hui
南涧,nan'jian
南江,nan'jiang
南京,nan'jing
南靖,nan'jing
南康,nan'kang
南乐,nan'le
南陵,nan'ling
南木林,nan'mu'lin
南宁,nan'ning
南皮,nan'pi
南票,nan'piao
南平,nan'ping
南沙岛,nan'sha'dao
南山,nan'shan
南通,nan'tong
南投,nan'tou
南溪,nan'xi
南县,nan'xian
南雄,nan'xiong
南浔,nan'xun
南阳,nan'yang
南岳,nan'yue
南漳,nan'zhang
南召,nan'zhao
南郑,nan'zheng
囊谦,nang'qian
讷河,ne'he
内黄,nei'huang
内江,nei'jiang
内蒙古,nei'meng'gu
内丘,nei'qiu
内乡,nei'xiang
嫩江,nen'jiang
尼勒克,ni'le'ke
尼玛,ni'ma
尼木,ni'mu
碾子山,nian'zi'shan
聂拉木,nie'la'mu
聂荣,nie'rong
宁安,ning'an
宁波,ning'bo
宁城,ning'cheng
宁德,ning'de
宁都,ning'du
宁国,ning'guo
宁海,ning'hai
宁河,ning'he
宁化,ning'hua
宁晋,ning'jin
宁津,ning'jin
宁蒗,ning'lang
宁陵,ning'ling
宁明,ning'ming
宁南,ning'nan
宁强,ning'qiang
宁陕,ning'shan
宁武,ning'wu
宁夏,ning'xia
宁县,ning'xian
宁乡,ning'xiang
宁阳,ning'yang
宁远,ning'yuan
农安,nong'an
瓯海,ou'hai
磐安,pan'an
潘集,pan'ji
盘锦,pan'jin
盘山,pan'shan
磐石,pan'shi
盘县,pan'xian
番禺,pan'yu
攀枝花,pan'zhi'hua
沛县,pei'xian
蓬安,peng'an
澎湖,peng'hu
蓬莱,peng'lai
彭山,peng'shan
彭水,peng'shui
蓬溪,peng'xi
彭阳,peng'yang
彭泽,peng'ze
彭州,peng'zhou
皮山,pi'shan
郫县,pi'xian
邳州,pi'zhou
偏关,pian'guan
平安,ping'an
平坝,ping'ba
屏边,ping'bian
平昌,ping'chang
平川,ping'chuan
平定,ping'ding
平顶山,ping'ding'shan
屏东,ping'dong
平度,ping'du
平房,ping'fang
平谷,ping'gu
平果,ping'guo
平和,ping'he
平湖,ping'hu
平江,ping'jiang
平乐,ping'le
平利,ping'li
平凉,ping'liang
平陆,ping'lu
平鲁,ping'lu
平罗,ping'luo
屏南,ping'nan
平南,ping'nan
平泉,ping'quan
屏山,ping'shan
平山,ping'shan
平顺,ping'shun
平潭,ping'tan
平塘,ping'tang
平武,ping'wu
凭祥,ping'xiang
平乡,ping'xiang
萍乡,ping'xiang
平阳,ping'yang
平遥,ping'yao
平邑,ping'yi
平阴,ping'yin
平舆,ping'yu
平原,ping'yuan
平远,ping'yuan
鄱阳,po'yang
普安,pu'an
浦北,pu'bei
浦城,pu'cheng
蒲城,pu'cheng
普定,pu'ding
浦东新区,pu'dong'xin'qu
普洱,pu'er
普格,pu'ge
浦江,pu'jiang
蒲江,pu'jiang
浦口,pu'kou
普兰,pu'lan
普兰店,pu'lan'dian
普宁,pu'ning
莆田,pu'tian
普陀,pu'tuo
蒲县,pu'xian
濮阳,pu'yang
蕲春,qi'chun
启东,qi'dong
祁东,qi'dong
齐河,qi'he
綦江,qi'jiang
祁连,qi'lian
祁门,qi'men
齐齐哈尔,qi'qi'ha'er
岐山,qi'shan
戚墅堰,qi'shu'yan
奇台,qi'tai
七台河,qi'tai'he
栖霞,qi'xia
杞县,qi'xian
淇县,qi'xian
祁县,qi'xian
祁阳,qi'yang
乾安,qian'an
迁安,qian'an
前郭尔罗斯,qian'guo'er'luo'si
潜江,qian'jiang
黔江,qian'jiang
潜山,qian'shan
犍为,qian'wei
迁西,qian'xi
黔西,qian'xi
乾县,qian'xian
千阳,qian'yang
巧家,qiao'jia
且末,qie'mo
茄子河,qie'zi'he
秦安,qin'an
秦皇岛,qin'huang'dao
沁水,qin'shui
覃塘,qin'tang
沁县,qin'xian
沁阳,qin'yang
沁源,qin'yuan
钦州,qin'zhou
庆安,qing'an
青白江,qing'bai'jiang
青川,qing'chuan
青岛,qing'dao
清丰,qing'feng
青冈,qing'gang
青海,qing'hai
清河,qing'he
青河,qing'he
清河门,qing'he'men
清涧,qing'jian
清流,qing'liu
晴隆,qing'long
青龙,qing'long
青浦,qing'pu
青神,qing'shen
清水,qing'shui
清水河,qing'shui'he
青田,qing'tian
青铜峡,qing'tong'xia
青县,qing'xian
清徐,qing'xu
庆阳,qing'yang
青阳,qing'yang
庆元,qing'yuan
清原,qing'yuan
清苑,qing'yuan
清远,qing'yuan
庆云,qing'yun
清镇,qing'zhen
青州,qing'zhou
琼海,qiong'hai
琼结,qiong'jie
邛崃,qiong'lai
琼山,qiong'shan
琼中,qiong'zhong
丘北,qiu'bei
邱县,qiu'xian
曲阜,qu'fu
曲江,qu'jiang
衢江,qu'jiang
曲靖,qu'jing
曲麻莱,qu'ma'lai
曲水,qu'shui
曲松,qu'song
曲沃,qu'wo
渠县,qu'xian
曲阳,qu'yang
曲周,qu'zhou
衢州,qu'zhou
泉港,quan'gang
全椒,quan'jiao
全南,quan'nan
全州,quan'zhou
泉州,quan'zhou
确山,que'shan
让胡路,rang'hu'lu
壤塘,rang'tang
饶河,rao'he
饶平,rao'ping
饶阳,rao'yang
仁布,ren'bu
仁化,ren'hua
仁怀,ren'huai
任丘,ren'qiu
仁寿,ren'shou
任县,ren'xian
日喀则,ri'ka'ze
日土,ri'tu
日照,ri'zhao
融安,rong'an
荣昌,rong'chang
容城,rong'cheng
荣成,rong'cheng
榕江,rong'jiang
融水,rong'shui
容县,rong'xian
荣县,rong'xian
汝城,ru'cheng
如东,ru'dong
如皋,ru'gao
汝南,ru'nan
乳山,ru'shan
汝阳,ru'yang
乳源,ru'yuan
汝州,ru'zhou
瑞安,rui'an
瑞昌,rui'chang
芮城,rui'cheng
瑞金,rui'jin
瑞丽,rui'li
若尔盖,ruo'er'gai
若羌,ruo'qiang
萨嘎,sa'ga
萨迦,sa'jia
三都,san'du
三河,san'he
三江,san'jiang
三门,san'men
三门峡,san'men'xia
三明,san'ming
三水,san'shui
三穗,san'sui
三台,san'tai
三亚,san'ya
三原,san'yuan
桑日,sang'ri
桑植,sang'zhi
色达,se'da
莎车,sha'che
沙圪堵,sha'ge'du
沙河,sha'he
沙坪坝,sha'ping'ba
沙湾,sha'wan
沙县,sha'xian
沙雅,sha'ya
沙洋,sha'yang
山丹,shan'dan
山东,shan'dong
山海关,shan'hai'guan
珊瑚岛,shan'hu'dao
鄯善,shan'shan
山亭,shan'ting
汕头,shan'tou
汕尾,shan'wei
山西,shan'xi
陕西,shan'xi
单县,shan'xian
陕县,shan'xian
山阳,shan'yang
山阴,shan'yin
上蔡,shang'cai
商城,shang'cheng
商都,shang'du
上甘岭,shang'gan'ling
上高,shang'gao
上海,shang'hai
上杭,shang'hang
商河,shang'he
上街,shang'jie
上林,shang'lin
商洛,shang'luo
商南,shang'nan
商丘,shang'qiu
上饶市,shang'rao'shi
上饶县,shang'rao'xian
商水,shang'shui
上思,shang'si
尚义,shang'yi
上犹,shang'you
上虞,shang'yu
尚志,shang'zhi
邵东,shao'dong
韶关,shao'guan
韶山,shao'shan
邵武,shao'wu
绍兴市,shao'xing'shi
绍兴县,shao'xing'xian
邵阳市,shao'yang'shi
邵阳县,shao'yang'xian
射洪,she'hong
社旗,she'qi
歙县,she'xian
涉县,she'xian
射阳,she'yang
神池,shen'chi
神木,shen'mu
神农顶,shen'nong'ding
神农架林区,shen'nong'jia'lin'qu
沈丘,shen'qiu
莘县,shen'xian
沈阳,shen'yang
深泽,shen'ze
申扎,shen'zha
深圳,shen'zhen
深州,shen'zhou
嵊泗,sheng'si
嵊州,sheng'zhou
施秉,shi'bing
石城,shi'cheng
施甸,shi'dian
什邡,shi'fang
石拐,shi'guai
石河子,shi'he'zi
石家庄,shi'jia'zhuang
石景山,shi'jing'shan
石林,shi'lin
石龙,shi'long
石楼,shi'lou
石门,shi'men
石棉,shi'mian
石屏,shi'ping
石阡,shi'qian
石渠,shi'qu
石泉,shi'quan
石狮,shi'shi
石首,shi'shou
石台,shi'tai
始兴,shi'xing
十堰,shi'yan
石柱,shi'zhu
师宗,shi'zong
石嘴山,shi'zui'shan
寿光,shou'guang
寿宁,shou'ning
寿县,shou'xian
寿阳,shou'yang
舒城,shu'cheng
疏附,shu'fu
舒兰,shu'lan
疏勒,shu'le
沭阳,shu'yang
双柏,shuang'bai
双城,shuang'cheng
双峰,shuang'feng
双江,shuang'jiang
双辽,shuang'liao
双流,shuang'liu
双牌,shuang'pai
双桥,shuang'qiao
双鸭山,shuang'ya'shan
双阳,shuang'yang
水城,shui'cheng
水富,shui'fu
顺昌,shun'chang
顺德,shun'de
顺平,shun'ping
顺义,shun'yi
朔州,shuo'zhou
四川,si'chuan
四方台,si'fang'tai
泗洪,si'hong
四会,si'hui
思茅,si'mao
思南,si'nan
四平,si'ping
泗水,si'shui
泗县,si'xian
泗阳,si'yang
四子王旗,si'zi'wang'qi
松江,song'jiang
嵩明,song'ming
松潘,song'pan
松桃,song'tao
松溪,song'xi
嵩县,song'xian
松阳,song'yang
松原,song'yuan
松滋,song'zi
肃北,su'bei
苏家屯,su'jia'tun
肃南,su'nan
苏尼特右旗,su'ni'te'you'qi
苏尼特左旗,su'ni'te'zuo'qi
肃宁,su'ning
宿迁,su'qian
宿松,su'song
宿豫,su'yu
宿州,su'zhou
苏州,su'zhou
绥滨,sui'bin
遂昌,sui'chang
遂川,sui'chuan
绥德,sui'de
绥芬河,sui'fen'he
绥化,sui'hua
绥江,sui'jiang
绥棱,sui'ling
睢宁,sui'ning
绥宁,sui'ning
遂宁,sui'ning
遂平,sui'ping
濉溪,sui'xi
遂溪,sui'xi
睢县,sui'xian
绥阳,sui'yang
绥中,sui'zhong
随州,sui'zhou
孙吴,sun'wu
索县,suo'xian
塔城,ta'cheng
塔河,ta'he
塔什库尔干,ta'shi'ku'er'gan
台安,tai'an
泰安,tai'an
太白,tai'bai
台北市,tai'bei'shi
台北县,tai'bei'xian
太仓,tai'cang
台东,tai'dong
台儿庄,tai'er'zhuang
太谷,tai'gu
太和,tai'he
泰和,tai'he
太湖,tai'hu
台江,tai'jiang
太康,tai'kang
泰来,tai'lai
台南市,tai'nan'shi
台南县,tai'nan'xian
泰宁,tai'ning
太仆寺旗,tai'pu'si'qi
台前,tai'qian
台山,tai'shan
泰顺,tai'shun
台湾,tai'wan
泰兴,tai'xing
太原,tai'yuan
台中市,tai'zhong'shi
台中县,tai'zhong'xian
台州,tai'zhou
泰州,tai'zhou
宕昌,tan'chang
郯城,tan'cheng
塘沽,tang'gu
唐海,tang'hai
唐河,tang'he
唐山,tang'shan
汤旺河,tang'wang'he
唐县,tang'xian
汤阴,tang'yin
汤原,tang'yuan
桃江,tao'jiang
洮南,tao'nan
桃园,tao'yuan
桃源,tao'yuan
特克斯,te'ke'si
腾冲,teng'chong
藤县,teng'xian
滕州,teng'zhou
天安门,tian'an'men
天长,tian'chang
天池,tian'chi
天等,tian'deng
田东,tian'dong
天峨,tian'e
天津,tian'jin
天峻,tian'jun
田林,tian'lin
天门,tian'men
天全,tian'quan
天山天池,tian'shan'tian'chi
天水,tian'shui
田阳,tian'yang
天镇,tian'zhen
天柱,tian'zhu
天祝,tian'zhu
铁力,tie'li
铁岭市,tie'ling'shi
铁岭县,tie'ling'xian
铁山,tie'shan
铁山港,tie'shan'gang
同安,tong'an
桐柏,tong'bai
桐城,tong'cheng
通城,tong'cheng
铜川,tong'chuan
通道,tong'dao
同德,tong'de
铜鼓,tong'gu
潼关,tong'guan
通海,tong'hai
通河,tong'he
通化市,tong'hua'shi
通化县,tong'hua'xian
同江,tong'jiang
通江,tong'jiang
铜梁,tong'liang
通辽,tong'liao
铜陵市,tong'ling'shi
铜陵县,tong'ling'xian
潼南,tong'nan
同仁,tong'ren
铜仁,tong'ren
通山,tong'shan
铜山,tong'shan
通渭,tong'wei
同心,tong'xin
通许,tong'xu
通榆,tong'yu
通州,tong'zhou
桐梓,tong'zi
头屯河,tou'tun'he
吐鲁番,tu'lu'fan
图们,tu'men
土默特右旗,tu'mo'te'you'qi
土默特左旗,tu'mo'te'zuo'qi
图木舒克,tu'mu'shu'ke
突泉,tu'quan
团风,tuan'feng
屯昌,tun'chang
屯留,tun'liu
托克托,tuo'ke'tuo
托克逊,tuo'ke'xun
托里,tuo'li
瓦房店,wa'fang'dian
万安,wan'an
畹町,wan'ding
湾里,wan'li
万年,wan'nian
万宁,wan'ning
万全,wan'quan
万荣,wan'rong
万山,wan'shan
万盛,wan'sheng
万源,wan'yuan
万载,wan'zai
万州,wan'zhou
旺苍,wang'cang
望城,wang'cheng
望都,wang'du
望江,wang'jiang
望奎,wang'kui
望谟,wang'mo
汪清,wang'qing
王益,wang'yi
围场,wei'chang
潍坊,wei'fang
威海,wei'hai
卫辉,wei'hui
渭南,wei'nan
威宁,wei'ning
巍山,wei'shan
微山,wei'shan
尉氏,wei'shi
维西,wei'xi
威县,wei'xian
魏县,wei'xian
威信,wei'xin
威远,wei'yuan
渭源,wei'yuan
涠洲岛,wei'zhou'dao
文安,wen'an
文昌,wen'chang
汶川,wen'chuan
文登,wen'deng
温江,wen'jiang
温泉,wen'quan
文山,wen'shan
汶上,wen'shang
文水,wen'shui
温宿,wen'su
闻喜,wen'xi
文县,wen'xian
温县,wen'xian
瓮安,weng'an
翁牛特旗,weng'niu'te'qi
翁源,weng'yuan
武安,wu'an
吴堡,wu'bu
五常,wu'chang
武昌,wu'chang
武城,wu'cheng
务川,wu'chuan
吴川,wu'chuan
武川,wu'chuan
乌达,wu'da
五大连池,wu'da'lian'chi
乌当,wu'dang
武当山,wu'dang'shan
无棣,wu'di
武定,wu'ding
武都,wu'du
乌尔禾,wu'er'he
五峰,wu'feng
武冈,wu'gang
舞钢,wu'gang
武功,wu'gong
乌海,wu'hai
武汉,wu'han
五河,wu'he
芜湖市,wu'hu'shi
芜湖县,wu'hu'xian
五华,wu'hua
无极,wu'ji
五家渠,wu'jia'qu
吴江,wu'jiang
武进,wu'jin
乌拉特后旗,wu'la'te'hou'qi
乌拉特前旗,wu'la'te'qian'qi
乌拉特中旗,wu'la'te'zhong'qi
乌兰,wu'lan
乌兰察布,wu'lan'cha'bu
乌兰浩特,wu'lan'hao'te
五莲,wu'lian
武陵源,wu'ling'yuan
武隆,wu'long
乌鲁木齐,wu'lu'mu'qi
乌马河,wu'ma'he
武鸣,wu'ming
武宁,wu'ning
武平,wu'ping
吴起,wu'qi
乌恰,wu'qia
武强,wu'qiang
吴桥,wu'qiao
武清,wu'qing
巫山,wu'shan
武山,wu'shan
乌审旗,wu'shen'qi
武胜,wu'sheng
乌什,wu'shi
乌苏,wu'su
五台,wu'tai
五通桥,wu'tong'qiao
无为,wu'wei
武威,wu'wei
巫溪,wu'xi
无锡,wu'xi
武乡,wu'xiang
武宣,wu'xuan
武穴,wu'xue
舞阳,wu'yang
武邑,wu'yi
乌伊岭,wu'yi'ling
武夷山,wu'yi'shan
五营,wu'ying
五原,wu'yuan
婺源,wu'yuan
五寨,wu'zhai
武陟,wu'zhi
五指山,wu'zhi'shan
吴中,wu'zhong
吴忠,wu'zhong
梧州,wu'zhou
西安,xi'an
西昌,xi'chang
西充,xi'chong
西畴,xi'chou
淅川,xi'chuan
喜德,xi'de
息烽,xi'feng
西丰,xi'feng
西峰,xi'feng
西固,xi'gu
西和,xi'he
西华,xi'hua
西吉,xi'ji
西林,xi'lin
锡林浩特,xi'lin'hao'te
西盟,xi'meng
西宁,xi'ning
西平,xi'ping
西青,xi'qing
西沙岛,xi'sha'dao
西山,xi'shan
习水,xi'shui
浠水,xi'shui
西乌珠穆沁旗,xi'wu'zhu'mu'qin'qi
西峡,xi'xia
息县,xi'xian
隰县,xi'xian
西乡,xi'xiang
昔阳,xi'yang
西藏,xi'zang
夏河,xia'he
下花园,xia'hua'yuan
峡江,xia'jiang
夏津,xia'jin
下陆,xia'lu
厦门,xia'men
霞浦,xia'pu
夏县,xia'xian
夏邑,xia'yi
咸丰,xian'feng
咸宁,xian'ning
仙桃,xian'tao
献县,xian'xian
咸阳,xian'yang
仙游,xian'you
乡城,xiang'cheng
相城,xiang'cheng
襄城,xiang'cheng
项城,xiang'cheng
湘东,xiang'dong
襄樊,xiang'fan
襄汾,xiang'fen
香港,xiang'gang
香格里拉,xiang'ge'li'la
香河,xiang'he
镶黄旗,xiang'huang'qi
乡宁,xiang'ning
响水,xiang'shui
湘潭市,xiang'tan'shi
湘潭县,xiang'tan'xian
湘乡,xiang'xiang
襄阳,xiang'yang
湘阴,xiang'yin
襄垣,xiang'yuan
祥云,xiang'yun
象州,xiang'zhou
孝昌,xiao'chang
孝感,xiao'gan
小河,xiao'he
小金,xiao'jin
猇亭,xiao'ting
萧县,xiao'xian
孝义,xiao'yi
谢家集,xie'jia'ji
谢通门,xie'tong'men
新安,xin'an
新巴尔虎右旗,xin'ba'er'hu'you'qi
新巴尔虎左旗,xin'ba'er'hu'zuo'qi
新宾,xin'bin
新蔡,xin'cai
忻城,xin'cheng
新城子,xin'cheng'zi
新都,xin'du
信丰,xin'feng
新丰,xin'feng
新干,xin'gan
新和,xin'he
新河,xin'he
新化,xin'hua
新晃,xin'huang
新会,xin'hui
辛集,xin'ji
新建,xin'jian
新疆,xin'jiang
新绛,xin'jiang
新津,xin'jin
新乐,xin'le
新龙,xin'long
新密,xin'mi
新民,xin'min
新宁,xin'ning
新平,xin'ping
新青,xin'qing
新邱,xin'qiu
新荣,xin'rong
新邵,xin'shao
新泰,xin'tai
新田,xin'tian
新县,xin'xian
新乡,xin'xiang
新兴,xin'xing
信阳,xin'yang
新野,xin'ye
信宜,xin'yi
新沂,xin'yi
新余,xin'yu
新源,xin'yuan
新郑,xin'zheng
忻州,xin'zhou
新洲,xin'zhou
新竹市,xin'zhu'shi
新竹县,xin'zhu'xian
兴安,xing'an
兴城,xing'cheng
兴国,xing'guo
兴海,xing'hai
兴和,xing'he
兴化,xing'hua
兴隆,xing'long
兴宁,xing'ning
兴平,xing'ping
兴仁,xing'ren
兴山,xing'shan
邢台,xing'tai
行唐,xing'tang
兴文,xing'wen
兴县,xing'xian
荥阳,xing'yang
兴业,xing'ye
兴义,xing'yi
星子,xing'zi
雄县,xiong'xian
休宁,xiu'ning
秀山,xiu'shan
修水,xiu'shui
修文,xiu'wen
修武,xiu'wu
岫岩,xiu'yan
秀屿,xiu'yu
许昌,xu'chang
溆浦,xu'pu
徐水,xu'shui
徐闻,xu'wen
盱眙,xu'yi
叙永,xu'yong
徐州,xu'zhou
宣城,xuan'cheng
宣恩,xuan'en
宣汉,xuan'han
宣化区,xuan'hua'qu
宣化县,xuan'hua'xian
宣威,xuan'wei
薛城,xue'cheng
寻甸,xun'dian
循化,xun'hua
逊克,xun'ke
寻乌,xun'wu
浚县,xun'xian
旬阳,xun'yang
旬邑,xun'yi
雅安,ya'an
亚东,ya'dong
雅江,ya'jiang
牙克石,ya'ke'shi
延安,yan'an
盐边,yan'bian
延长,yan'chang
盐城,yan'cheng
郾城,yan'cheng
盐池,yan'chi
延川,yan'chuan
盐都,yan'du
沿河,yan'he
延吉,yan'ji
延津,yan'jin
盐津,yan'jin
阎良,yan'liang
炎陵,yan'ling
鄢陵,yan'ling
焉耆,yan'qi
延庆,yan'qing
盐山,yan'shan
砚山,yan'shan
铅山,yan'shan
雁山,yan'shan
偃师,yan'shi
延寿,yan'shou
烟台,yan'tai
沿滩,yan'tan
盐田,yan'tian
盐亭,yan'ting
盐源,yan'yuan
兖州,yan'zhou
漾濞,yang'bi
阳城,yang'cheng
阳春,yang'chun
阳东,yang'dong
阳高,yang'gao
阳谷,yang'gu
阳江,yang'jiang
杨凌,yang'ling
阳曲,yang'qu
阳泉,yang'quan
阳山,yang'shan
洋山港,yang'shan'gang
阳朔,yang'shuo
阳西,yang'xi
洋县,yang'xian
阳信,yang'xin
阳新,yang'xin
阳原,yang'yuan
扬中,yang'zhong
扬州,yang'zhou
姚安,yao'an
叶城,ye'cheng
叶县,ye'xian
依安,yi'an
宜宾市,yi'bin'shi
宜宾县,yi'bin'xian
宜昌,yi'chang
宜城,yi'cheng
翼城,yi'cheng
伊川,yi'chuan
宜川,yi'chuan
伊春,yi'chun
宜春,yi'chun
宜都,yi'du
宜丰,yi'feng
宜黄,yi'huang
伊金霍洛旗,yi'jin'huo'luo'qi
宜君,yi'jun
依兰,yi'lan
宜兰,yi'lan
宜良,yi'liang
彝良,yi'liang
夷陵,yi'ling
仪陇,yi'long
义马,yi'ma
易门,yi'men
沂南,yi'nan
伊宁市,yi'ning'shi
伊宁县,yi'ning'xian
沂水,yi'shui
伊通,yi'tong
伊吾,yi'wu
义县,yi'xian
易县,yi'xian
黟县,yi'xian
宜兴,yi'xing
宜秀,yi'xiu
宜阳,yi'yang
弋阳,yi'yang
益阳,yi'yang
沂源,yi'yuan
宜章,yi'zhang
仪征,yi'zheng
宜州,yi'zhou
银川,yin'chuan
印江,yin'jiang
印台,yin'tai
应城,ying'cheng
英德,ying'de
英吉沙,ying'ji'sha
盈江,ying'jiang
荥经,ying'jing
营口,ying'kou
英山,ying'shan
营山,ying'shan
颍上,ying'shang
鹰手营子矿区,ying'shou'ying'zi'kuang'qu
鹰潭,ying'tan
应县,ying'xian
永安,yong'an
永昌,yong'chang
永城,yong'cheng
永川,yong'chuan
永春,yong'chun
永德,yong'de
永登,yong'deng
永定,yong'ding
永丰,yong'feng
永福,yong'fu
永和,yong'he
永吉,yong'ji
永济,yong'ji
永靖,yong'jing
永年,yong'nian
永宁,yong'ning
邕宁,yong'ning
永平,yong'ping
永清,yong'qing
永仁,yong'ren
永善,yong'shan
永胜,yong'sheng
永寿,yong'shou
永顺,yong'shun
永泰,yong'tai
永新,yong'xin
永兴,yong'xing
永修,yong'xiu
永州,yong'zhou
友好,you'hao
尤溪,you'xi
攸县,you'xian
酉阳,you'yang
友谊,you'yi
右玉,you'yu
渝北,yu'bei
禹城,yu'cheng
虞城,yu'cheng
于都,yu'du
余干,yu'gan
余江,yu'jiang
尉犁,yu'li
榆林,yu'lin
玉林,yu'lin
玉龙,yu'long
玉门,yu'men
裕民,yu'min
郁南,yu'nan
玉屏,yu'ping
余庆,yu'qing
玉山,yu'shan
榆社,yu'she
榆树,yu'shu
玉树,yu'shu
鱼台,yu'tai
于田,yu'tian
玉田,yu'tian
玉溪,yu'xi
盂县,yu'xian
蔚县,yu'xian
榆中,yu'zhong
禹州,yu'zhou
远安,yuan'an
元坝,yuan'ba
元江,yuan'jiang
沅江,yuan'jiang
沅陵,yuan'ling
元谋,yuan'mou
原平,yuan'ping
垣曲,yuan'qu
元氏,yuan'shi
元阳,yuan'yang
原阳,yuan'yang
岳池,yue'chi
岳普湖,yue'pu'hu
乐清,yue'qing
岳西,yue'xi
越西,yue'xi
岳阳市,yue'yang'shi
岳阳县,yue'yang'xian
云安,yun'an
运城,yun'cheng
郓城,yun'cheng
云浮,yun'fu
云集镇,yun'ji'zhen
云林,yun'lin
云龙,yun'long
云梦,yun'meng
云南,yun'nan
云溪,yun'xi
郧西,yun'xi
云县,yun'xian
郧县,yun'xian
云霄,yun'xiao
云阳,yun'yang
杂多,za'duo
赞皇,zan'huang
枣强,zao'qiang
枣阳,zao'yang
枣庄,zao'zhuang
泽库,ze'ku
泽普,ze'pu
泽州,ze'zhou
增城,zeng'cheng
曾母暗沙,zeng'mu'an'sha
札达,zha'da
扎赉特旗,zha'lai'te'qi
扎兰屯,zha'lan'tun
扎鲁特旗,zha'lu'te'qi
扎囊,zha'nang
柞水,zha'shui
沾化,zhan'hua
湛江,zhan'jiang
沾益,zhan'yi
张北,zhang'bei
彰化,zhang'hua
张家川,zhang'jia'chuan
张家港,zhang'jia'gang
张家界,zhang'jia'jie
张家口,zhang'jia'kou
漳平,zhang'ping
漳浦,zhang'pu
章丘,zhang'qiu
樟树,zhang'shu
张湾镇,zhang'wan'zhen
彰武,zhang'wu
漳县,zhang'xian
张掖,zhang'ye
漳州,zhang'zhou
长子,zhang'zi
诏安,zhao'an
肇东,zhao'dong
昭觉,zhao'jue
召陵,zhao'ling
昭平,zhao'ping
肇庆,zhao'qing
昭苏,zhao'su
昭通,zhao'tong
赵县,zhao'xian
招远,zhao'yuan
肇源,zhao'yuan
肇州,zhao'zhou
柘城,zhe'cheng
浙江,zhe'jiang
柘荣,zhe'rong
镇安,zhen'an
镇巴,zhen'ba
贞丰,zhen'feng
镇江,zhen'jiang
镇康,zhen'kang
镇赉,zhen'lai
镇宁,zhen'ning
镇坪,zhen'ping
镇平,zhen'ping
镇雄,zhen'xiong
镇原,zhen'yuan
镇沅,zhen'yuan
镇远,zhen'yuan
正安,zheng'an
正定,zheng'ding
政和,zheng'he
正蓝旗,zheng'lan'qi
正宁,zheng'ning
正镶白旗,zheng'xiang'bai'qi
正阳,zheng'yang
郑州,zheng'zhou
志丹,zhi'dan
治多,zhi'duo
枝江,zhi'jiang
芷江,zhi'jiang
织金,zhi'jin
仲巴,zhong'ba
中方,zhong'fang
中江,zhong'jiang
中牟,zhong'mu
中宁,zhong'ning
中山,zhong'shan
钟山,zhong'shan
中卫,zhong'wei
忠县,zhong'xian
钟祥,zhong'xiang
中阳,zhong'yang
周村,zhou'cun
周口,zhou'kou
周宁,zhou'ning
舟曲,zhou'qu
周至,zhou'zhi
诸城,zhu'cheng
珠海,zhu'hai
驻马店,zhu'ma'dian
珠穆朗玛峰,zhu'mu'lang'ma'feng
竹山,zhu'shan
竹溪,zhu'xi
株洲市,zhu'zhou'shi
株洲县,zhu'zhou'xian
庄河,zhuang'he
庄浪,zhuang'lang
准格尔旗,zhun'ge'er'qi
涿鹿,zhuo'lu
卓尼,zhuo'ni
涿州,zhuo'zhou
卓资,zhuo'zi
淄博,zi'bo
子长,zi'chang
淄川,zi'chuan
自贡,zi'gong
秭归,zi'gui
紫金,zi'jin
梓潼,zi'tong
资溪,zi'xi
资兴,zi'xing
紫阳,zi'yang
资阳,zi'yang
资源,zi'yuan
紫云,zi'yun
资中,zi'zhong
子洲,zi'zhou
枞阳,zong'yang
邹城,zou'cheng
邹平,zou'ping
遵化,zun'hua
遵义市,zun'yi'shi
遵义县,zun'yi'xian
左贡,zuo'gong
左权,zuo'quan
左云,zuo'yun
