阿爸,a'ba
妇女的尊严与圣召,fu'nv'de'zun'yan'yu'sheng'zhao
妇女与圣秩宣言,fu'nv'yu'sheng'zhi'xuan'yan
夫妻分离,fu'qi'fen'li
父亲,fu'qin
伏求圣神降临诗,fu'qiu'sheng'shen'jiang'lin'shi
俯身致敬,fu'shen'zhi'jing
服事,fu'shi
副手,fu'shou
覆手礼,fu'shou'li
附属形式,fu'shu'xing'shi
副堂,fu'tang
付洗,fu'xi
付洗所,fu'xi'suo
复义,fu'yi
福音,fu'yin
福音的,fu'yin'de
福音合参,fu'yin'he'can
福音化,fu'yin'hua
福音教,fu'yin'jiao
福音教派,fu'yin'jiao'pai
福音经,fu'yin'jing
福音劝谕,fu'yin'quan'yu
福音诵读位置,fu'yin'song'du'wei'zhi
福音选读集,fu'yin'xuan'du'ji
福音作者,fu'yin'zuo'zhe
傅油,fu'you
敷油,fu'you
富于仁慈的天主,fu'yu'ren'ci'de'tian'zhu
复原,fu'yuan
复职,fu'zhi
辅助的,fu'zhu'de
副助祭,fu'zhu'ji
副主教,fu'zhu'jiao
副主任神父,fu'zhu'ren'shen'fu
副主任司铎,fu'zhu'ren'si'duo
副总会长,fu'zong'hui'zhang
改革教会,gai'ge'jiao'hui
改革宗,gai'ge'zong
改过自新的,gai'guo'zi'xin'de
改教运动,gai'jiao'yun'dong
改教者,gai'jiao'zhe
盖然论,gai'ran'lun
改善世界运动,gai'shan'shi'jie'yun'dong
盖膝布,gai'xi'bu
概要,gai'yao
改宗,gai'zong
改宗者,gai'zong'zhe
感恩祭,gan'en'ji
感恩祭典,gan'en'ji'dian
感恩祭主持人,gan'en'ji'zhu'chi'ren
感恩节,gan'en'jie
感恩经,gan'en'jing
感恩聚会,gan'en'ju'hui
感恩礼,gan'en'li
感恩礼仪,gan'en'li'yi
感恩圣事,gan'en'sheng'shi
感恩圣事庆典,gan'en'sheng'shi'qing'dian
赶鬼,gan'gui
感觉之魂,gan'jue'zhi'hun
橄榄山,gan'lan'shan
橄榄园,gan'lan'yuan
橄榄枝,gan'lan'zhi
干弥撒,gan'mi'sa
感谢,gan'xie
感谢天主,gan'xie'tian'zhu
冈道尔夫堡,gang'dao'er'fu'bao
刚恒毅,gang'heng'yi
刚毅,gang'yi
高布提克礼,gao'bu'ti'ke'li
高级上司,gao'ji'shang'si
高级神长,gao'ji'shen'chang
高教会派,gao'jiao'hui'pai
告解保密,gao'jie'bao'mi
告解圣事,gao'jie'sheng'shi
告解圣事的保密,gao'jie'sheng'shi'de'bao'mi
告解室,gao'jie'shi
告解亭,gao'jie'ting
高隆会,gao'long'hui
高卢礼仪,gao'lu'li'yi
高卢主义,gao'lu'zhu'yi
告明,gao'ming
高派教会,gao'pai'jiao'hui
高寿,gao'shou
羔羊,gao'yang
膏油,gao'you
个案,ge'an
个案专家,ge'an'zhuan'jia
个别教会,ge'bie'jiao'hui
哥伯尼学说,ge'bo'ni'xue'shuo
歌唱弥撒,ge'chang'mi'sa
哥德式祭衣,ge'de'shi'ji'yi
哥德式建筑,ge'de'shi'jian'zhu
哥耳哥达,ge'er'ge'da
各教区间会议,ge'jiao'qu'jian'hui'yi
割礼,ge'li
格利高里大学,ge'li'gao'li'da'xue
格利高里历书,ge'li'gao'li'li'shu
格利高里弥撒,ge'li'gao'li'mi'sa
格利高里圣歌,ge'li'gao'li'sheng'ge
哥林多书,ge'lin'duo'shu
格林多书,ge'lin'duo'shu
革鲁宾,ge'lu'bin
哥伦布骑士会,ge'lun'bu'qi'shi'hui
哥罗森书,ge'luo'sen'shu
哥罗西书,ge'luo'xi'shu
歌侣,ge'lv
个人的心智,ge'ren'de'xin'zhi
个人犯的罪,ge'ren'fan'de'zui
个人灵感,ge'ren'ling'gan
割损,ge'sun
个体,ge'ti
歌席,ge'xi
阁下,ge'xia
革新教会,ge'xin'jiao'hui
革新运动,ge'xin'yun'dong
歌咏团,ge'yong'tuan
歌咏团团长,ge'yong'tuan'tuan'zhang
歌咏修士,ge'yong'xiu'shi
革责玛尼,ge'ze'ma'ni
鸽子,ge'zi
根本补救,gen'ben'bu'jiu
根本的改变,gen'ben'de'gai'bian
根据法理,gen'ju'fa'li
根据事实,gen'ju'shi'shi
更生,geng'sheng
更衣所管理人,geng'yi'suo'guan'li'ren
公报,gong'bao
公布,gong'bu
共产主义,gong'chan'zhu'yi
公祷日,gong'dao'ri
公祷书,gong'dao'shu
功德,gong'de
共犯,gong'fan
供放圣体,gong'fang'sheng'ti
公告,gong'gao
公共敬礼,gong'gong'jing'li
恭贺母皇歌,gong'he'mu'huang'ge
共祭,gong'ji
功绩,gong'ji
共济会,gong'ji'hui
共济会之主张,gong'ji'hui'zhi'zhu'zhang
公教,gong'jiao
公教报,gong'jiao'bao
公教会,gong'jiao'hui
公教家庭运动,gong'jiao'jia'ting'yun'dong
公教进行会,gong'jiao'jin'xing'hui
公教进行运动,gong'jiao'jin'xing'yun'dong
公教社团,gong'jiao'she'tuan
公教学校修士,gong'jiao'xue'xiao'xiu'shi
公进会,gong'jin'hui
恭敬,gong'jing
公开补赎,gong'kai'bu'shu
公开忏悔,gong'kai'chan'hui
公开崇拜,gong'kai'chong'bai
公开范围,gong'kai'fan'wei
公开敬礼,gong'kai'jing'li
公开赦罪,gong'kai'she'zui
公开誓愿,gong'kai'shi'yuan
公开小教堂,gong'kai'xiao'jiao'tang
功劳,gong'lao
公理会,gong'li'hui
公理会主义,gong'li'hui'zhu'yi
公平解释法律原则,gong'ping'jie'shi'fa'lv'yuan'ze
共融,gong'rong
共融祈祷,gong'rong'qi'dao
公审判,gong'shen'pan
公式,gong'shi
共识,gong'shi
共诵弥撒,gong'song'mi'sa
宫廷侍从,gong'ting'shi'cong
宫廷枢机,gong'ting'shu'ji
共同犯罪者,gong'tong'fan'zui'zhe
共同福祉,gong'tong'fu'zhi
共同生活,gong'tong'sheng'huo
共同献祭,gong'tong'xian'ji
公务司祭职,gong'wu'si'ji'zhi
贡献,gong'xian
共享圣经,gong'xiang'sheng'jing
公益,gong'yi
公议会,gong'yi'hui
公谊会,gong'yi'hui
公元,gong'yuan
公愿,gong'yuan
公元前,gong'yuan'qian
工作,gong'zuo
固定愿,gu'ding'yuan
古经,gu'jing
古木兰手抄本,gu'mu'lan'shou'chao'ben
古圣所,gu'sheng'suo
古圣先贤之格言,gu'sheng'xian'xian'zhi'ge'yan
瓜达露北圣母,gua'da'lu'bei'sheng'mu
管更衣所的人,guan'geng'yi'suo'de'ren
关乎信仰的,guan'hu'xin'yang'de
关怀,guan'huai
观看弥撒,guan'kan'mi'sa
管理教区之首长,guan'li'jiao'qu'zhi'shou'zhang
管礼节的,guan'li'jie'de
管理权,guan'li'quan
管理人,guan'li'ren
管理人灵,guan'li'ren'ling
官能,guan'neng
灌水洗礼,guan'shui'xi'li
管堂的人,guan'tang'de'ren
光环,guang'huan
光轮,guang'lun
光明,guang'ming
光圈,guang'quan
光荣,guang'rong
光荣十字圣架,guang'rong'shi'zi'sheng'jia
光荣十字圣架庆日,guang'rong'shi'zi'sheng'jia'qing'ri
光荣颂,guang'rong'song
光荣只归于主,guang'rong'zhi'gui'yu'zhu
跪拜,gui'bai
诡辩,gui'bian
跪凳,gui'deng
规费,gui'fei
鬼附身,gui'fu'shen
贵格会,gui'ge'hui
归化,gui'hua
归还,gui'huan
鬼神,gui'shen
归属,gui'shu
跪下,gui'xia
皈依,gui'yi
皈依福音,gui'yi'fu'yin
皈依基督,gui'yi'ji'du
皈依者,gui'yi'zhe
规章,gui'zhang
归正,gui'zheng
归正宣誓,gui'zheng'xuan'shi
归宗某宗教者,gui'zong'mou'zong'jiao'zhe
贵族卫队,gui'zu'wei'dui
贵族卫士,gui'zu'wei'shi
过错,guo'cuo
国法,guo'fa
国际天主教出版协会,guo'ji'tian'zhu'jiao'chu'ban'xie'hui
国家,guo'jia
国家教会,guo'jia'jiao'hui
国家教堂,guo'jia'jiao'tang
国民教堂,guo'min'jiao'tang
国瑞大学,guo'rui'da'xue
国瑞历,guo'rui'li
国瑞历书,guo'rui'li'shu
国瑞弥撒,guo'rui'mi'sa
国瑞调,guo'rui'tiao
过失,guo'shi
国外布道,guo'wai'bu'dao
国外传教,guo'wai'chuan'jiao
过宗教节日,guo'zong'jiao'jie'ri
哈巴谷书,ha'ba'gu'shu
哈盖书,ha'gai'shu
哈该书,ha'gai'shu
哈利路亚,ha'li'lu'ya
海星报,hai'xing'bao
海员宗会,hai'yuan'zong'hui
好消息,hao'xiao'xi
和好,he'hao
和好圣事,he'hao'sheng'shi
和好与忏悔劝谕,he'hao'yu'chan'hui'quan'yu
和解,he'jie
合路,he'lu
和平,he'ping
和平吻礼,he'ping'wen'li
和平于世通谕,he'ping'yu'shi'tong'yu
贺三纳,he'san'na
何西阿书,he'xi'a'shu
合一会谈,he'yi'hui'tan
合一教会,he'yi'jiao'hui
合一运动,he'yi'yun'dong
合一运动精神,he'yi'yun'dong'jing'shen
合质论,he'zhi'lun
黑暗时代,hei'an'shi'dai
黑暗世纪,hei'an'shi'ji
黑暗之王,hei'an'zhi'wang
黑布罩,hei'bu'zhao
黑教宗,hei'jiao'zong
黑弥撒,hei'mi'sa
黑圣母,hei'sheng'mu
恒心愿,heng'xin'yuan
恒心至死,heng'xin'zhi'si
洪荒,hong'huang
红教宗,hong'jiao'zong
红帽,hong'mao
红色,hong'se
洪水,hong'shui
洪水灭世,hong'shui'mie'shi
红衣主教,hong'yi'zhu'jiao
后进教会,hou'jin'jiao'hui
候洗弥撒,hou'xi'mi'sa
候洗圣油,hou'xi'sheng'you
候洗者圣油,hou'xi'zhe'sheng'you
护病会会士,hu'bing'hui'hui'shi
呼唤,hu'huan
户籍纪,hu'ji'ji
护教,hu'jiao
护教大全,hu'jiao'da'quan
护教学,hu'jiao'xue
呼求,hu'qiu
护守天神,hu'shou'tian'shen
护守天使,hu'shou'tian'shi
护卫者,hu'wei'zhe
护慰者,hu'wei'zhe
互相寓居,hu'xiang'yu'ju
呼吁上天惩罚的罪,hu'yu'shang'tian'cheng'fa'de'zui
呼召,hu'zhao
互助会,hu'zhu'hui
华盖,hua'gai
画圣号,hua'sheng'hao
画十字,hua'shi'zi
画十字圣号,hua'shi'zi'sheng'hao
画像,hua'xiang
坏榜样,huai'bang'yang
坏事,huai'shi
欢呼之声,huan'hu'zhi'sheng
环境神学,huan'jing'shen'xue
欢乐主日,huan'le'zhu'ri
幻身论,huan'shen'lun
还俗,huan'su
欢喜奥迹,huan'xi'ao'ji
幻象论,huan'xiang'lun
还愿弥撒,huan'yuan'mi'sa
皇皇圣体歌,huang'huang'sheng'ti'ge
谎言,huang'yan
谎言之父,huang'yan'zhi'fu
毁谤,hui'bang
会场随员,hui'chang'sui'yuan
会典,hui'dian
悔改,hui'gai
会馆,hui'guan
会规,hui'gui
会话,hui'hua
回教,hui'jiao
回教的,hui'jiao'de
回教徒,hui'jiao'tu
会吏,hui'li
会吏长,hui'li'chang
会名,hui'ming
会幕,hui'mu
会省,hui'sheng
会士,hui'shi
会士发愿,hui'shi'fa'yuan
会士司铎,hui'shi'si'duo
会谈,hui'tan
回头,hui'tou
回头是岸,hui'tou'shi'an
悔悟,hui'wu
会宪,hui'xian
会衣,hui'yi
会议,hui'yi
会议部,hui'yi'bu
会议的,hui'yi'de
会议厅,hui'yi'ting
会院,hui'yuan
会长,hui'zhang
会众,hui'zhong
悔罪,hui'zui
悔罪的人,hui'zui'de'ren
悔罪经,hui'zui'jing
悔罪行为,hui'zui'xing'wei
混沌,hun'dun
混合婚姻,hun'he'hun'yin
婚礼,hun'li
婚礼弥撒,hun'li'mi'sa
婚礼祝福,hun'li'zhu'fu
婚配降福,hun'pei'jiang'fu
婚配弥撒,hun'pei'mi'sa
婚配圣事,hun'pei'sheng'shi
婚配阻挡,hun'pei'zu'dang
婚前辅导讲座,hun'qian'fu'dao'jiang'zuo
婚效保护官,hun'xiao'bao'hu'guan
婚姻,hun'yin
婚姻辩护人,hun'yin'bian'hu'ren
婚姻补救,hun'yin'bu'jiu
婚姻不可分离性,hun'yin'bu'ke'fen'li'xing
婚姻不可离异性,hun'yin'bu'ke'li'yi'xing
婚姻代理,hun'yin'dai'li
婚姻的解除,hun'yin'de'jie'chu
婚姻法庭,hun'yin'fa'ting
婚姻公告,hun'yin'gong'gao
婚姻关系,hun'yin'guan'xi
婚姻圣事,hun'yin'sheng'shi
婚姻限制,hun'yin'xian'zhi
婚姻效果,hun'yin'xiao'guo
婚姻约束,hun'yin'yue'shu
婚姻之有效性,hun'yin'zhi'you'xiao'xing
婚姻追认,hun'yin'zhui'ren
婚姻阻碍,hun'yin'zu'ai
婚姻阻挡,hun'yin'zu'dang
活力员,huo'li'yuan
豁免,huo'mian
豁免守愿,huo'mian'shou'yuan
或然论,huo'ran'lun
火舌,huo'she
货物,huo'wu
火葬,huo'zang
基本教义派,ji'ben'jiao'yi'pai
基本抉择,ji'ben'jue'ze
基本神学,ji'ben'shen'xue
基本主义,ji'ben'zhu'yi
祭饼,ji'bing
基层教会团体,ji'ceng'jiao'hui'tuan'ti
集成,ji'cheng
继承圣伯铎首席权,ji'cheng'sheng'bo'duo'shou'xi'quan
继承说,ji'cheng'shuo
集祷经,ji'dao'jing
基督,ji'du
嫉妒,ji'du
基督奥体,ji'du'ao'ti
基督奥体的肢体,ji'du'ao'ti'de'zhi'ti
基督宝血,ji'du'bao'xue
基督单性说,ji'du'dan'xing'shuo
基督单一意志说,ji'du'dan'yi'yi'zhi'shuo
基督的灵魂,ji'du'de'ling'hun
基督的热情,ji'du'de're'qing
基督的圣血,ji'du'de'sheng'xue
基督第二,ji'du'di'er
基督复临安息日会,ji'du'fu'lin'an'xi'ri'hui
基督化,ji'du'hua
基督活力运动,ji'du'huo'li'yun'dong
基督活力运动实习班,ji'du'huo'li'yun'dong'shi'xi'ban
基督纪元,ji'du'ji'yuan
基督降生前,ji'du'jiang'sheng'qian
基督教,ji'du'jiao
基督教会之合一运动,ji'du'jiao'hui'zhi'he'yi'yun'dong
基督教教派间大集会,ji'du'jiao'jiao'pai'jian'da'ji'hui
基督教牧师,ji'du'jiao'mu'shi
基督教男青年会,ji'du'jiao'nan'qing'nian'hui
基督教女青年会,ji'du'jiao'nv'qing'nian'hui
基督净配,ji'du'jing'pei
基督君王身分,ji'du'jun'wang'shen'fen
基督君王职位,ji'du'jun'wang'zhi'wei
基督科学教派,ji'du'ke'xue'jiao'pai
基督论,ji'du'lun
基督律,ji'du'lv
基督门徒会,ji'du'men'tu'hui
基督妙身,ji'du'miao'shen
基督妙体,ji'du'miao'ti
基督末世圣徒会,ji'du'mo'shi'sheng'tu'hui
基督普世君王,ji'du'pu'shi'jun'wang
基督普世君王节,ji'du'pu'shi'jun'wang'jie
基督前的,ji'du'qian'de
基督圣体,ji'du'sheng'ti
基督受难像,ji'du'shou'nan'xiang
基督司祭职,ji'du'si'ji'zhi
基督替身,ji'du'ti'shen
基督徒,ji'du'tu
基督徒的合一,ji'du'tu'de'he'yi
基督徒的献身,ji'du'tu'de'xian'shen
基督徒的效命,ji'du'tu'de'xiao'ming
基督徒合一祈祷周,ji'du'tu'he'yi'qi'dao'zhou
基督徒基层团体,ji'du'tu'ji'ceng'tuan'ti
基督徒教会,ji'du'tu'jiao'hui
基督徒民主党,ji'du'tu'min'zhu'dang
基督徒民主联盟,ji'du'tu'min'zhu'lian'meng
基督徒社会联盟,ji'du'tu'she'hui'lian'meng
基督徒社团,ji'du'tu'she'tuan
基督徒生活,ji'du'tu'sheng'huo
基督徒团体,ji'du'tu'tuan'ti
基督王权,ji'du'wang'quan
基督先驱,ji'du'xian'qu
基督显现,ji'du'xian'xian
基督新教,ji'du'xin'jiao
基督信徒,ji'du'xin'tu
基督学,ji'du'xue
基督勇兵,ji'du'yong'bing
基督勇士,ji'du'yong'shi
基督再度来临的日子,ji'du'zai'du'lai'lin'de'ri'zi
基督再来,ji'du'zai'lai
基督再临,ji'du'zai'lin
基督之代表,ji'du'zhi'dai'biao
基督之光,ji'du'zhi'guang
基督宗教,ji'du'zong'jiao
基督宗教殡葬礼,ji'du'zong'jiao'bin'zang'li
基督宗教的,ji'du'zong'jiao'de
基督宗教国,ji'du'zong'jiao'guo
基督宗教精神,ji'du'zong'jiao'jing'shen
基督宗教文化,ji'du'zong'jiao'wen'hua
基督宗教艺术,ji'du'zong'jiao'yi'shu
基督最高爵士章,ji'du'zui'gao'jue'shi'zhang
祭服,ji'fu
集合站圣堂,ji'he'zhan'sheng'tang
集会会堂,ji'hui'hui'tang
季节专用经文,ji'jie'zhuan'yong'jing'wen
寂静主义,ji'jing'zhu'yi
寄居,ji'ju
极可敬的,ji'ke'jing'de
祭礼,ji'li
基利斯督,ji'li'si'du
祭礼用具,ji'li'yong'ju
纪律,ji'lv
纪念祷词,ji'nian'dao'ci
纪念经文,ji'nian'jing'wen
纪念弥撒,ji'nian'mi'sa
纪念日,ji'nian'ri
纪念生者,ji'nian'sheng'zhe
纪念亡者,ji'nian'wang'zhe
祭披,ji'pi
祭品,ji'pin
济贫箱,ji'pin'xiang
祭器,ji'qi
及其它,ji'qi'ta
藉人力,ji'ren'li
藉神力,ji'shen'li
及圣子,ji'sheng'zi
基石,ji'shi
继抒咏,ji'shu'yong
祭司,ji'si
祭祀,ji'si
祭台,ji'tai
祭台布,ji'tai'bu
祭坛,ji'tan
祭坛之圣事,ji'tan'zhi'sheng'shi
集体赦罪,ji'ti'she'zui
祭天,ji'tian
祭献,ji'xian
极刑,ji'xing
基要主义,ji'yao'zhu'yi
祭衣,ji'yi
祭衣间,ji'yi'jian
纪元,ji'yuan
纪元前,ji'yuan'qian
纪元前的,ji'yuan'qian'de
忌月弥撒,ji'yue'mi'sa
祭祖,ji'zu
己罪,ji'zui
戛巴,jia'ba
加俾厄尔天使,jia'bi'e'er'tian'shi
佳播天使,jia'bo'tian'shi
嘉布遣会士,jia'bu'qian'hui'shi
嘉布遣兄弟会,jia'bu'qian'xiong'di'hui
加采东大公会议,jia'cai'dong'da'gong'hui'yi
加采东大会,jia'cai'dong'da'hui
嘉都西会,jia'dou'xi'hui
迦尔底亚礼,jia'er'di'ya'li
加尔默罗会,jia'er'mo'luo'hui
加尔默罗山圣母,jia'er'mo'luo'shan'sheng'mu
加尔瓦略山,jia'er'wa'lue'shan
加尔瓦略山之祭,jia'er'wa'lue'shan'zhi'ji
加尔文主义,jia'er'wen'zhu'yi
假基督,jia'ji'du
假教宗,jia'jiao'zong
假救主,jia'jiu'zhu
迦拉达书,jia'la'da'shu
加拉太书,jia'la'tai'shu
加利刚主义,jia'li'gang'zhu'yi
加里肋亚人,jia'li'lei'ya'ren
加里肋亚省,jia'li'lei'ya'sheng
加利利人,jia'li'li'ren
加利利省,jia'li'li'sheng
伽利略事件,jia'li'lue'shi'jian
加美乐山圣母,jia'mei'le'shan'sheng'mu
加美乐会,jia'mei'yue'hui
嘉民会士,jia'min'hui'shi
加拿大主教团,jia'na'da'zhu'jiao'tuan
加纳讲习会,jia'na'jiang'xi'hui
嘉年华,jia'nian'hua
嘉年华会,jia'nian'hua'hui
袈裟,jia'sha
假善人,jia'shan'ren
架上七言,jia'shang'qi'yan
迦提礼,jia'ti'li
家庭教会,jia'ting'jiao'hui
家庭玫瑰经,jia'ting'mei'gui'jing
家庭圣经,jia'ting'sheng'jing
家庭式教堂,jia'ting'shi'jiao'tang
检查官,jian'cha'guan
坚持到底,jian'chi'dao'di
监督,jian'du
简短读经,jian'duan'du'jing
剪发礼,jian'fa'li
监护人,jian'hu'ren
简礼歌唱弥撒,jian'li'ge'chang'mi'sa
简礼弥撒,jian'li'mi'sa
建立圣伯铎宗座,jian'li'sheng'bo'duo'zong'zuo
鉴临,jian'lin
兼领圣体圣血,jian'ling'sheng'ti'sheng'xue
监牧,jian'mu
坚忍,jian'ren
简式誓愿,jian'shi'shi'yuan
见习期,jian'xi'qi
见习生,jian'xi'sheng
坚信礼,jian'xin'li
肩衣,jian'yi
简愿,jian'yuan
坚振圣事,jian'zhen'sheng'shi
坚振圣油,jian'zhen'sheng'you
坚振主保,jian'zhen'zhu'bao
见证,jian'zheng
讲道,jiang'dao
讲道词,jiang'dao'ci
讲道集,jiang'dao'ji
讲道台,jiang'dao'tai
讲道员,jiang'dao'yuan
降福,jiang'fu
讲经学,jiang'jing'xue
将临期,jiang'lin'qi
将临期花环,jiang'lin'qi'hua'huan
将临圈,jiang'lin'quan
讲论,jiang'lun
降神术,jiang'shen'shu
奖学金,jiang'xue'jin
骄傲,jiao'ao
教父,jiao'fu
教父圣经注释集锦,jiao'fu'sheng'jing'zhu'shi'ji'jin
教父时代,jiao'fu'shi'dai
教父学,jiao'fu'xue
教规告解,jiao'gui'gao'jie
教规圣体,jiao'gui'sheng'ti
教化,jiao'hua
教化皇,jiao'hua'huang
教皇,jiao'huang
教皇党人,jiao'huang'dang'ren
教皇国,jiao'huang'guo
教会,jiao'hui
教会宝库,jiao'hui'bao'ku
教会标记,jiao'hui'biao'ji
教会博士,jiao'hui'bo'shi
教会不能错误性,jiao'hui'bu'neng'cuo'wu'xing
教会财产,jiao'hui'cai'chan
教会传教工作法令,jiao'hui'chuan'jiao'gong'zuo'fa'ling
教会传统,jiao'hui'chuan'tong
教会的,jiao'hui'de
教会的标记,jiao'hui'de'biao'ji
教会的惩罚,jiao'hui'de'cheng'fa
教会的法定年龄,jiao'hui'de'fa'ding'nian'ling
教会的圣化权,jiao'hui'de'sheng'hua'quan
教会的属性,jiao'hui'de'shu'xing
教会的特征,jiao'hui'de'te'zheng
教会的象征,jiao'hui'de'xiang'zheng
教会的训导权,jiao'hui'de'xun'dao'quan
教会的至公性,jiao'hui'de'zhi'gong'xing
教会的治理权,jiao'hui'de'zhi'li'quan
教会低派,jiao'hui'di'pai
教会对非基督宗教态度,jiao'hui'dui'fei'ji'du'zong'jiao'tai'du
教会法,jiao'hui'fa
教会法的,jiao'hui'fa'de
教会法典,jiao'hui'fa'dian
教会法定的,jiao'hui'fa'ding'de
教会法定节日,jiao'hui'fa'ding'jie'ri
教会法庭,jiao'hui'fa'ting
教会法学家,jiao'hui'fa'xue'jia
教会高派,jiao'hui'gao'pai
教会官方语言,jiao'hui'guan'fang'yu'yan
教会和教宗勋章,jiao'hui'he'jiao'zong'xun'zhang
教会会议,jiao'hui'hui'yi
教会会众,jiao'hui'hui'zhong
教会基石,jiao'hui'ji'shi
教会教诲权,jiao'hui'jiao'hui'quan
教会节日学,jiao'hui'jie'ri'xue
教会节日研究,jiao'hui'jie'ri'yan'jiu
教会禁地,jiao'hui'jin'di
教会经典,jiao'hui'jing'dian
教会历史,jiao'hui'li'shi
教会历书,jiao'hui'li'shu
教会礼仪外之敬礼,jiao'hui'li'yi'wai'zhi'jing'li
教会墓地,jiao'hui'mu'di
教会年,jiao'hui'nian
教会年历,jiao'hui'nian'li
教会品级,jiao'hui'pin'ji
教会亲王,jiao'hui'qin'wang
教会权力,jiao'hui'quan'li
教会权威,jiao'hui'quan'wei
教会荣衔,jiao'hui'rong'xian
教会神权,jiao'hui'shen'quan
教会事业,jiao'hui'shi'ye
教会书信,jiao'hui'shu'xin
教会特征,jiao'hui'te'zheng
教会体制,jiao'hui'ti'zhi
教会团体,jiao'hui'tuan'ti
教会习用颜色,jiao'hui'xi'yong'yan'se
教会献身生活团体,jiao'hui'xian'shen'sheng'huo'tuan'ti
教会宪章,jiao'hui'xian'zhang
教会学,jiao'hui'xue
教会训导职,jiao'hui'xun'dao'zhi
教会艺术,jiao'hui'yi'shu
教会艺术中的动物,jiao'hui'yi'shu'zhong'de'dong'wu
教会至圣性,jiao'hui'zhi'sheng'xing
教会之外的救恩,jiao'hui'zhi'wai'de'jiu'en
教会之外无救恩,jiao'hui'zhi'wai'wu'jiu'en
教会职务,jiao'hui'zhi'wu
教会职务之授予,jiao'hui'zhi'wu'zhi'shou'yu
教会至一,jiao'hui'zhi'yi
教理,jiao'li
教理讲授,jiao'li'jiang'shou
教理讲授学,jiao'li'jiang'shou'xue
教理讲授员,jiao'li'jiang'shou'yuan
教理讲授指南,jiao'li'jiang'shou'zhi'nan
教理决定,jiao'li'jue'ding
教理神学,jiao'li'shen'xue
教理书,jiao'li'shu
教理问答,jiao'li'wen'da
教理训练,jiao'li'xun'lian
教理研究会,jiao'li'yan'jiu'hui
教理研究协会,jiao'li'yan'jiu'xie'hui
教令集,jiao'ling'ji
教律,jiao'lv
教律学家,jiao'lv'xue'jia
教名,jiao'ming
教牧学,jiao'mu'xue
教牧职,jiao'mu'zhi
教牧咨商,jiao'mu'zi'shang
教难,jiao'nan
教派,jiao'pai
教派名称,jiao'pai'ming'cheng
教区,jiao'qu
教区办事处,jiao'qu'ban'shi'chu
教区部,jiao'qu'bu
教区公署,jiao'qu'gong'shu
教区会议,jiao'qu'hui'yi
教区间的,jiao'qu'jian'de
教区秘书处,jiao'qu'mi'shu'chu
教区秘书长,jiao'qu'mi'shu'zhang
教区神父,jiao'qu'shen'fu
教区圣职班,jiao'qu'sheng'zhi'ban
教区圣职人员,jiao'qu'sheng'zhi'ren'yuan
教区圣职团,jiao'qu'sheng'zhi'tuan
教区首长,jiao'qu'shou'zhang
教区司铎,jiao'qu'si'duo
教区长,jiao'qu'zhang
教区主教,jiao'qu'zhu'jiao
教权制度,jiao'quan'zhi'du
教权主义,jiao'quan'zhu'yi
教省,jiao'sheng
教省会议,jiao'sheng'hui'yi
教省隶属主教,jiao'sheng'li'shu'zhu'jiao
教省总主教,jiao'sheng'zong'zhu'jiao
教士,jiao'shi
角石,jiao'shi
教士会议,jiao'shi'hui'yi
交谈,jiao'tan
教堂,jiao'tang
教堂庇护权,jiao'tang'bi'hu'quan
教堂落成奉献礼,jiao'tang'luo'cheng'feng'xian'li
教堂内的祭台屏风,jiao'tang'nei'de'ji'tai'ping'feng
教堂屋顶,jiao'tang'wu'ding
教堂钟楼,jiao'tang'zhong'lou
教堂住持,jiao'tang'zhu'chi
教堂主管,jiao'tang'zhu'guan
教条,jiao'tiao
教条主义,jiao'tiao'zhu'yi
教廷,jiao'ting
教廷财务院,jiao'ting'cai'wu'yuan
教廷大臣,jiao'ting'da'chen
教廷大使,jiao'ting'da'shi
教廷大使馆,jiao'ting'da'shi'guan
教廷大使任期,jiao'ting'da'shi'ren'qi
教廷大使职,jiao'ting'da'shi'zhi
教廷代表,jiao'ting'dai'biao
教廷东方研究所,jiao'ting'dong'fang'yan'jiu'suo
教廷高等法院,jiao'ting'gao'deng'fa'yuan
教廷高级书记,jiao'ting'gao'ji'shu'ji
教廷公报,jiao'ting'gong'bao
教廷公使,jiao'ting'gong'shi
教廷公使馆,jiao'ting'gong'shi'guan
教廷国务院,jiao'ting'guo'wu'yuan
教廷爵士,jiao'ting'jue'shi
教廷科学院,jiao'ting'ke'xue'yuan
教廷年鉴,jiao'ting'nian'jian
教廷钦使,jiao'ting'qin'shi
教廷审计院,jiao'ting'shen'ji'yuan
教廷使节,jiao'ting'shi'jie
教廷侍卫,jiao'ting'shi'wei
教廷事务处,jiao'ting'shi'wu'chu
教廷枢机,jiao'ting'shu'ji
教廷文书院,jiao'ting'wen'shu'yuan
教廷仪队,jiao'ting'yi'dui
教廷中枢,jiao'ting'zhong'shu
教廷主义,jiao'ting'zhu'yi
教徒,jiao'tu
教外的,jiao'wai'de
教外人,jiao'wai'ren
教务部,jiao'wu'bu
教义,jiao'yi
教义神学,jiao'yi'shen'xue
教义学,jiao'yi'xue
教友,jiao'you
教友传教,jiao'you'chuan'jiao
教友传教法令,jiao'you'chuan'jiao'fa'ling
教友传教团体,jiao'you'chuan'jiao'tuan'ti
教友传教者,jiao'you'chuan'jiao'zhe
教友当权,jiao'you'dang'quan
教友派,jiao'you'pai
教友社团,jiao'you'she'tuan
