暧暧澄湖光,ai'ai'cheng'hu'guang
虚舟任所适,xu'zhou'ren'suo'shi
须著老莱衣,xu'zhu'lao'lai'yi
轩车人已散,xuan'che'ren'yi'san
轩车是日来,xuan'che'shi'ri'lai
轩车子拜郎,xuan'che'zi'bai'lang
轩窗避炎暑,xuan'chuang'bi'yan'shu
玄发他乡换,xuan'fa'ta'xiang'huan
玄风变太古,xuan'feng'bian'tai'gu
轩盖曜长逵,xuan'gai'yao'chang'kui
旋改豫章行,xuan'gai'yu'zhang'xing
煊赫大梁城,xuan'he'da'liang'cheng
悬河高论有谁持,xuan'he'gao'lun'you'shui'chi
玄鹤下澄空,xuan'he'xia'cheng'kong
烜赫耀英材,xuan'he'yao'ying'cai
轩后爪牙尝先太山稽,xuan'hou'zhao'ya'chang'xian'tai'shan'ji
喧呼救边急,xuan'hu'jiu'bian'ji
悬胡青天上,xuan'hu'qing'tian'shang
轩皇竟磨灭,xuan'huang'jing'mo'mie
玄黄一疲马,xuan'huang'yi'pi'ma
玄黄与丹青,xuan'huang'yu'dan'qing
玄晖翻佐理,xuan'hui'fan'zuo'li
旋惊万里分,xuan'jing'wan'li'fen
旋惊羽檄攒,xuan'jing'yu'xi'cuan
轩槛是新图,xuan'kan'shi'xin'tu
悬萝弱筱垂清浅,xuan'luo'ruo'xiao'chui'qing'qian
轩冕无枉顾,xuan'mian'wu'wang'gu
玄穹再造荣,xuan'qiong'zai'zao'rong
悬泉响相扣,xuan'quan'xiang'xiang'kou
悬丝一绝不可望,xuan'si'yi'jue'bu'ke'wang
选徒军有政,xuan'tu'jun'you'zheng
喧喧斗鸡道,xuan'xuan'dou'ji'dao
悬崖绝壁几千丈,xuan'ya'jue'bi'ji'qian'zhang
轩辕去时有弓剑,xuan'yuan'qu'shi'you'gong'jian
玄猿啼深茏,xuan'yuan'ti'shen'long
轩辕征战后,xuan'yuan'zheng'zhan'hou
悬知讶此心,xuan'zhi'ya'ci'xin
玄踪得三老,xuan'zong'de'san'lao
雪罢冰复开,xue'ba'bing'fu'kai
学彼长生道,xue'bi'chang'sheng'dao
削成元气中,xue'cheng'yuan'qi'zhong
学凤吹箫弄清越,xue'feng'chui'xiao'nong'qing'yue
雪覆淮南道,xue'fu'huai'nan'dao
雪花照芙蓉,xue'hua'zhao'fu'rong
雪尽青山树,xue'jin'qing'shan'shu
削去府县理,xue'qu'fu'xian'li
雪山灵鹫惭贞坚,xue'shan'ling'jiu'can'zhen'jian
雪深迷郢路,xue'shen'mi'ying'lu
血食报原隰,xue'shi'bao'yuan'xi
雪馀春未暖,xue'yu'chun'wei'nuan
雪照山边万井寒,xue'zhao'shan'bian'wan'jing'han
雪中凌天山,xue'zhong'ling'tian'shan
雪中人去二陵稀,xue'zhong'ren'qu'er'ling'xi
勋共山河列,xun'gong'shan'he'lie
寻古登阳台,xun'gu'deng'yang'tai
寻空静馀响,xun'kong'jing'yu'xiang
寻林采芝去,xun'lin'cai'zhi'qu
薰笼香气微,xun'long'xiang'qi'wei
熏笼玉枕无颜色,xun'long'yu'zhen'wu'yan'se
勋名传旧阁,xun'ming'chuan'jiu'ge
驯雀今可嗣,xun'que'jin'ke'si
寻胜日倾壶,xun'sheng'ri'qing'hu
旬时结阴霖,xun'shi'jie'yin'lin
浔阳郭外暗枫杉,xun'yang'guo'wai'an'feng'shan
浔阳何处边,xun'yang'he'chu'bian
浔阳数亩宅,xun'yang'shu'mu'zhai
寻幽或藉兰,xun'you'huo'ji'lan
寻幽石径回,xun'you'shi'jing'hui
寻源殊未还,xun'yuan'shu'wei'huan
寻钟野路遥,xun'zhong'ye'lu'yao
崖崿隐天起,ya'e'yin'tian'qi
亚夫咍尔为徒劳,ya'fu'hai'er'wei'tu'lao
崖谷喷疾流,ya'gu'pen'ji'liu
鸦归长郭暮,ya'gui'chang'guo'mu
鸦归万家树,ya'gui'wan'jia'shu
崖开当夕照,ya'kai'dang'xi'zhao
鸦鸣秋殿晓,ya'ming'qiu'dian'xiao
鸦鸣夕照中,ya'ming'xi'zhao'zhong
眼暗经难受,yan'an'jing'nan'shou
宴罢调筝奏离鹤,yan'ba'tiao'zheng'zou'li'he
言避一时暑,yan'bi'yi'shi'shu
眼病身亦病,yan'bing'shen'yi'bing
烟波愁我心,yan'bo'chou'wo'xin
烟波忽间之,yan'bo'hu'jian'zhi
烟波觉来阔,yan'bo'jue'lai'kuo
烟波连数州,yan'bo'lian'shu'zhou
烟波日已远,yan'bo'ri'yi'yuan
烟波万井通,yan'bo'wan'jing'tong
烟波限渺漫,yan'bo'xian'miao'man
烟波限吴楚,yan'bo'xian'wu'chu
盐车上峻坂,yan'che'shang'jun'ban
烟尘不曾识,yan'chen'bu'ceng'shi
燕臣昔恸哭,yan'chen'xi'tong'ku
烟尘犹满目,yan'chen'you'man'mu
言乘星汉明,yan'cheng'xing'han'ming
黤黕容霁色,yan'dan'rong'ji'se
燕丹事不立,yan'dan'shi'bu'li
焉得偶君子,yan'de'ou'jun'zi
炎方难远行,yan'fang'nan'yuan'xing
沿芳戏春洲,yan'fang'xi'chun'zhou
岩扉松径长寂寥,yan'fei'song'jing'chang'ji'liao
雁飞犹得到衡阳,yan'fei'you'de'dao'heng'yang
严风吹积雪,yan'feng'chui'ji'xue
严风吹霜海草凋,yan'feng'chui'shuang'hai'cao'diao
烟光奈夕何,yan'guang'nai'xi'he
言归旧竹林,yan'gui'jiu'zhu'lin
雁过湖上月,yan'guo'hu'shang'yue
雁过彭蠡暮,yan'guo'peng'li'mu
言过鄢郢城,yan'guo'yan'ying'cheng
雁还空渚在,yan'hai'kong'zhu'zai
烟虹落镜中,yan'hong'luo'jing'zhong
烟虹铺藻翰,yan'hong'pu'zao'han
燕鸿始入吴云飞,yan'hong'shi'ru'wu'yun'fei
眼花耳热后,yan'hua'er're'hou
沿洄非一趣,yan'hui'fei'yi'qu
沿洄千嶂间,yan'hui'qian'zhang'jian
沿洄洲渚趣,yan'hui'zhou'zhu'qu
沿洄自有趣,yan'hui'zi'you'qu
烟火临寒食,yan'huo'lin'han'shi
烟火乱千甍,yan'huo'luan'qian'meng
烟际指金陵,yan'ji'zhi'jin'ling
烟景淡相和,yan'jing'dan'xiang'he
烟开秦帝桥,yan'kai'qin'di'qiao
烟开曲水滨,yan'kai'qu'shui'bin
燕客水头空击筑,yan'ke'shui'tou'kong'ji'zhu
眼眶泪滴深两眸,yan'kuang'lei'di'shen'liang'mou
雁来秋色里,yan'lai'qiu'se'li
宴林闭氤氲,yan'lin'bi'yin'yun
严陵七里滩,yan'ling'qi'li'tan
延陵衰草遍,yan'ling'shuai'cao'bian
沿流附客船,yan'liu'fu'ke'chuan
淹留恨晨暮,yan'liu'hen'chen'mu
燕觅巢窠处,yan'mi'chao'ke'chu
烟迷杨叶洲,yan'mi'yang'ye'zhou
烟暝栖鸟迷,yan'ming'qi'niao'mi
燕南壮士吴门豪,yan'nan'zhuang'shi'wu'men'hao
焉能与群鸡,yan'neng'yu'qun'ji
烟鸟栖初定,yan'niao'qi'chu'ding
掩泣赴行舟,yan'qi'fu'xing'zhou
岩栖忆采薇,yan'qi'yi'cai'wei
眼前事,yan'qian'shi
掩妾泪听君歌,yan'qie'lei'ting'jun'ge
烟容开远树,yan'rong'kai'yuan'shu
言荣意未甘,yan'rong'yi'wei'gan
颜如赪玉盘,yan'ru'cheng'yu'pan
艳色本倾城,yan'se'ben'qing'cheng
颜色饥枯掩面羞,yan'se'ji'ku'yan'mian'xiu
颜色桃花红,yan'se'tao'hua'hong
严杀已先加,yan'sha'yi'xian'jia
燕山雪花大如席,yan'shan'xue'hua'da'ru'xi
岩深青霭残,yan'shen'qing'ai'can
燕石非贞真,yan'shi'fei'zhen'zhen
言是上留田,yan'shi'shang'liu'tian
延首仍裴回,yan'shou'reng'pei'hui
延首剡溪近,yan'shou'shan'xi'jin
严霜五月凋桂枝,yan'shuang'wu'yue'diao'gui'zhi
严霜子月初,yan'shuang'zi'yue'chu
烟水乘湖阔,yan'shui'cheng'hu'kuo
烟水洞庭深,yan'shui'dong'ting'shen
烟水宜春候,yan'shui'yi'chun'hou
沿溯非便习,yan'su'fei'bian'xi
岩潭多屈曲,yan'tan'duo'qu'qu
岩潭趣转深,yan'tan'qu'zhuan'shen
檐外含山翠,yan'wai'han'shan'cui
偃卧含贞坚,yan'wo'han'zhen'jian
偃卧滋阳村,yan'wo'zi'yang'cun
艳舞落金钿,yan'wu'luo'jin'dian
烟雾湿松柏,yan'wu'shi'song'bai
宴息花林下,yan'xi'hua'lin'xia
偃息西山下,yan'xi'xi'shan'xia
烟霞老此人,yan'xia'lao'ci'ren
烟霞吏共闲,yan'xia'li'gong'xian
烟霞拟不还,yan'xia'ni'bu'huan
厌向春江空浣沙,yan'xiang'chun'jiang'kong'huan'sha
檐香滴甘露,yan'xiang'di'gan'lu
掩笑频欹扇,yan'xiao'pin'qi'shan
炎炎暑退茅斋静,yan'yan'shu'tui'mao'zhai'jing
演漾弦歌音,yan'yang'xian'ge'yin
檐楹覆馀翠,yan'ying'fu'yu'cui
掩映沙村见酒旗,yan'ying'sha'cun'jian'jiu'qi
言语皆哑咬,yan'yu'jie'ya'yao
檐宇遂不葺,yan'yu'sui'bu'qi
炎月北窗下,yan'yue'bei'chuang'xia
沿月下湘流,yan'yue'xia'xiang'liu
沿月棹歌还,yan'yue'zhao'ge'hai
烟月自氛氲,yan'yue'zi'fen'yun
烟云动笔精,yan'yun'dong'bi'jing
炎云空赫曦,yan'yun'kong'he'xi
燕昭延郭隗,yan'zhao'yan'guo'wei
燕赵有秀色,yan'zhao'you'xiu'se
燕支长寒雪作花,yan'zhi'chang'han'xue'zuo'hua
艳质诚可重,yan'zhi'cheng'ke'zhong
焉知燮理才,yan'zhi'xie'li'cai
烟中采菱唱,yan'zhong'cai'ling'chang
炎洲百口住,yan'zhou'bai'kou'zhu
炎洲经瘴远,yan'zhou'jing'zhang'yuan
炎州日日人将老,yan'zhou'ri'ri'ren'jiang'lao
炎洲逐翠遭网罗,yan'zhou'zhu'cui'zao'wang'luo
严装远何适,yan'zhuang'yuan'he'shi
严子好真隐,yan'zi'hao'zhen'yin
燕子家家入,yan'zi'jia'jia'ru
严子千年后,yan'zi'qian'nian'hou
颜子有馀乐,yan'zi'you'yu'le
奄作岱宗游,yan'zuo'dai'zong'you
扬鞭不问家,yang'bian'bu'wen'jia
扬鞭玉关道,yang'bian'yu'guan'dao
扬兵习战张虎旗,yang'bing'xi'zhan'zhang'hu'qi
扬波喷云雷,yang'bo'pen'yun'lei
羊肠留覆辙,yang'chang'liu'fu'zhe
扬帆截海行,yang'fan'jie'hai'xing
扬帆向何处,yang'fan'xiang'he'chu
扬帆指白沙,yang'fan'zhi'bai'sha
羊公碑字在,yang'gong'bei'zi'zai
羊公岘山下,yang'gong'xian'shan'xia
羊公有令名,yang'gong'you'ling'ming
阳关望天尽,yang'guan'wang'tian'jin
阳和变杀气,yang'he'bian'sha'qi
杨花处处飞,yang'hua'chu'chu'fei
杨花更吹满,yang'hua'geng'chui'man
养疾衡檐下,yang'ji'heng'yan'xia
仰见山僧来,yang'jian'shan'seng'lai
杨柳风多水殿凉,yang'liu'feng'duo'shui'dian'liang
杨柳暮雨沾衣,yang'liu'mu'yu'zhan'yi
杨柳青青杏发花,yang'liu'qing'qing'xing'fa'hua
扬马激颓波,yang'ma'ji'tui'bo
泱漭成阴烟,yang'mang'cheng'yin'yan
扬眉转袖若雪飞,yang'mei'zhuan'xiu'ruo'xue'fei
仰喷三山雪,yang'pen'san'shan'xue
杨仆将楼船,yang'pu'jiang'lou'chuan
羊裘死荆棘,yang'qiu'si'jing'ji
阳色薰两崖,yang'se'xun'liang'ya
仰视飞鸟落,yang'shi'fei'niao'luo
仰望不可及,yang'wang'bu'ke'ji
阳乌未出谷,yang'wu'wei'chu'gu
阳雁南渡江,yang'yan'nan'du'jiang
怏怏步长道,yang'yang'bu'chang'dao
漾漾入鱼浦,yang'yang'ru'yu'pu
杨叶频推中,yang'ye'pin'tui'zhong
扬州春草新年绿,yang'zhou'chun'cao'xin'nian'lv
漾舟仍载酒,yang'zhou'reng'zai'jiu
漾舟水云里,yang'zhou'shui'yun'li
漾舟寻水便,yang'zhou'xun'shui'bian
养拙就闲居,yang'zhuo'jiu'xian'ju
扬子上潮宽,yang'zi'shang'chao'kuan
杳霭逢元君,yao'ai'feng'yuan'jun
杳蔼江天外,yao'ai'jiang'tian'wai
遥爱江中鹦鹉洲,yao'ai'jiang'zhong'ying'wu'zhou
摇笔飞霜如夺钩,yao'bi'fei'shuang'ru'duo'gou
轺车衔命奉恩辉,yao'che'xian'ming'feng'en'hui
药陈随远宦,yao'chen'sui'yuan'huan
遥驰北阙心,yao'chi'bei'que'xin
遥传此夜心,yao'chuan'ci'ye'xin
遥从飞鸟处,yao'cong'fei'niao'chu
遥从树杪回,yao'cong'shu'miao'hui
遥对黄金台,yao'dui'huang'jin'tai
摇风散锦茵,yao'feng'san'jin'yin
遥隔楚云端,yao'ge'chu'yun'duan
邀欢即主人,yao'huan'ji'zhu'ren
遥寄登楼作,yao'ji'deng'lou'zuo
遥寄海西头,yao'ji'hai'xi'tou
遥寄建安作,yao'ji'jian'an'zuo
遥寄千里忆,yao'ji'qian'li'yi
遥寄式微吟,yao'ji'shi'wei'yin
遥见飞尘入建章,yao'jian'fei'chen'ru'jian'zhang
遥见郭外山,yao'jian'guo'wai'shan
遥见明星是妾家,yao'jian'ming'xing'shi'qie'jia
遥见石梁横,yao'jian'shi'liang'heng
腰间悬辘轳,yao'jian'xuan'lu'lu
摇桨曙江流,yao'jiang'shu'jiang'liu
腰金向粉闱,yao'jin'xiang'fen'wei
遥看落日尽,yao'kan'luo'ri'jin
遥愧洛阳才,yao'kui'luo'yang'cai
遥礼青山恨不归,yao'li'qing'shan'hen'bu'gui
遥怜上林雁,yao'lian'shang'lin'yan
腰镰欲何之,yao'lian'yu'he'zhi
遥林梦亲友,yao'lin'meng'qin'you
摇落楚人稀,yao'luo'chu'ren'xi
摇落感衰容,yao'luo'gan'shuai'rong
摇落淮南叶,yao'luo'huai'nan'ye
摇落暮天迥,yao'luo'mu'tian'jiong
摇落秋江暮,yao'luo'qiu'jiang'mu
摇落行人去,yao'luo'xing'ren'qu
杳渺鸦路深,yao'miao'ya'lu'shen
杳冥云外去,yao'ming'yun'wai'qu
騕褭黄金羁,yao'niao'huang'jin'ji
瑶琴多远思,yao'qin'duo'yuan'si
遥情每东注,yao'qing'mei'dong'zhu
杳然如在诸天宿,yao'ran'ru'zai'zhu'tian'su
邀入赤松家,yao'ru'chi'song'jia
遥山复几哉,yao'shan'fu'ji'zai
瑶觞滋白露,yao'shang'zi'bai'lu
尧时恩泽如春雨,yao'shi'en'ze'ru'chun'yu
瑶水闻遗歌,yao'shui'wen'yi'ge
尧舜当之亦禅禹,yao'shun'dang'zhi'yi'chan'yu
遥思旧游处,yao'si'jiu'you'chu
遥送扁舟安陆郡,yao'song'pian'zhou'an'lu'jun
瑶台鸣素琴,yao'tai'ming'su'qin
杳窱丹洞里,yao'tiao'dan'dong'li
窈窕夕阳佳,yao'tiao'xi'yang'jia
摇艇候明发,yao'ting'hou'ming'fa
遥听清风颂,yao'ting'qing'feng'song
遥吐柴门端,yao'tu'chai'men'duan
遥闻横笛音,yao'wen'heng'di'yin
遥闻鼙鼓动地来,yao'wen'pi'gu'dong'di'lai
邀我登云台,yao'wo'deng'yun'tai
邀我至田家,yao'wo'zhi'tian'jia
药物秘海岳,yao'wu'mi'hai'yue
遥羡逐羊公,yao'xian'zhu'yang'gong
遥想故园今已尔,yao'xiang'gu'yuan'jin'yi'er
遥想庐陵郡,yao'xiang'lu'ling'jun
遥想文身国,yao'xiang'wen'shen'guo
遥向夕阳开,yao'xiang'xi'yang'kai
遥心伴鶺鴒,yao'xin'ban'ji'ling
尧心万国同,yao'xin'wan'guo'tong
遥悬夕阳外,yao'xuan'xi'yang'wai
遥仰鶺鴒飞,yao'yang'ji'ling'fei
杳杳从天远,yao'yao'cong'tian'yuan
窅窅含楚月,yao'yao'han'chu'yue
杳杳暮猿深,yao'yao'mu'yuan'shen
杳杳袅袅清且切,yao'yao'niao'niao'qing'qie'qie
杳杳去帆发,yao'yao'qu'fan'fa
夭夭桃李仙容姿,yao'yao'tao'li'xian'rong'zi
杳杳涯欲辨,yao'yao'ya'yu'bian
杳杳欲至天,yao'yao'yu'zhi'tian
杳杳钟陵暮,yao'yao'zhong'ling'mu
杳杳钟声晚,yao'yao'zhong'sheng'wan
摇曳巴陵洲渚分,yao'ye'ba'ling'zhou'zhu'fen
遥倚赤城上,yao'yi'chi'cheng'shang
遥忆青门春可怜,yao'yi'qing'men'chun'ke'lian
摇裔双白鸥,yao'yi'shuang'bai'ou
遥忆新安旧,yao'yi'xin'an'jiu
窅映飞天言,yao'ying'fei'tian'yan
窅映转奇绝,yao'ying'zhuan'qi'jue
遥与洛阳人,yao'yu'luo'yang'ren
药院滋苔纹,yao'yuan'zi'tai'wen
遥瞻阊阖门,yao'zhan'chang'he'men
腰章建隼皇恩赐,yao'zhang'jian'sun'huang'en'ci
遥知别后心,yao'zhi'bie'hou'xin
遥知骢马色,yao'zhi'cong'ma'se
遥指帝乡忆,yao'zhi'di'xiang'yi
遥指来从初日外,yao'zhi'lai'cong'chu'ri'wai
遥指落星湾,yao'zhi'luo'xing'wan
遥知太平代,yao'zhi'tai'ping'dai
遥指夕阳边,yao'zhi'xi'yang'bian
遥知倚门处,yao'zhi'yi'men'chu
遥知用兵处,yao'zhi'yong'bing'chu
遥逐孤云入翠微,yao'zhu'gu'yun'ru'cui'wei
要自狂夫不忆家,yao'zi'kuang'fu'bu'yi'jia
曳策背落日,ye'ce'bei'luo'ri
冶长空得罪,ye'chang'kong'de'zui
夜长应待月相随,ye'chang'ying'dai'yue'xiang'sui
谒帝罗公侯,ye'di'luo'gong'hou
夜帆归楚客,ye'fan'gui'chu'ke
野饭浦沙寒,ye'fan'pu'sha'han
夜寒宿芦苇,ye'han'su'lu'wei
夜寒知未寝,ye'han'zhi'wei'qin
野鹤由来不可亲,ye'he'you'lai'bu'ke'qin
野火出枯桑,ye'huo'chu'ku'sang
野火初烧楚泽空,ye'huo'chu'shao'chu'ze'kong
夜火金陵城,ye'huo'jin'ling'cheng
夜火连淮市,ye'huo'lian'huai'shi
夜尽梦初惊,ye'jin'meng'chu'jing
野径春草中,ye'jing'chun'cao'zhong
夜静魂梦归,ye'jing'hun'meng'gui
夜静掩寒城,ye'jing'yan'han'cheng
夜静犹不歇,ye'jing'you'bu'xie
夜久潮侵岸,ye'jiu'chao'qin'an
夜久灯花落,ye'jiu'deng'hua'luo
夜久众星没,ye'jiu'zhong'xing'mei
曳裾王门不称情,ye'ju'wang'men'bu'chen'qing
业峻灵祇保,ye'jun'ling'chi'bao
野旷天低树,ye'kuang'tian'di'shu
夜来风雨声,ye'lai'feng'yu'sheng
夜来前山雨,ye'lai'qian'shan'yu
夜来三渚风,ye'lai'san'zhu'feng
夜来双月满,ye'lai'shuang'yue'man
夜来猿鸟静,ye'lai'yuan'niao'jing
野老朝入田,ye'lao'chao'ru'tian
野老亦献嘲,ye'lao'yi'xian'chao
叶落猿啼傍客舟,ye'luo'yuan'ti'bang'ke'zhou
野桥经雨断,ye'qiao'jing'yu'duan
夜磬满山闻,ye'qing'man'shan'wen
夜蛩偏傍枕,ye'qiong'pian'bang'zhen
叶去辞风水自波,ye'qu'ci'feng'shui'zi'bo
叶去逐寒波,ye'qu'zhu'han'bo
夜泉发清响,ye'quan'fa'qing'xiang
野人得燕石,ye'ren'de'yan'shi
夜扫白云眠石床,ye'sao'bai'yun'mian'shi'chuang
夜色带春烟,ye'se'dai'chun'yan
夜色带江白,ye'se'dai'jiang'bai
夜色分盐田,ye'se'fen'yan'tian
夜上明月楼,ye'shang'ming'yue'lou
夜深宜共醉,ye'shen'yi'gong'zui
夜深月暂皎,ye'shen'yue'zan'jiao
夜失阴山道,ye'shi'yin'shan'dao
野树苍苍故蒋州,ye'shu'cang'cang'gu'jiang'zhou
野水闲流春自碧,ye'shui'xian'liu'chun'zi'bi
野寺长依止,ye'si'chang'yi'zhi
野寺人来少,ye'si'ren'lai'shao
夜宿洞庭月,ye'su'dong'ting'yue
夜宿凤凰城,ye'su'feng'huang'cheng
夜踏金梯上明月,ye'ta'jin'ti'shang'ming'yue
夜听胡笳折杨柳,ye'ting'hu'jia'zhe'yang'liu
野童扶醉舞,ye'tong'fu'zui'wu
夜闻汉使归,ye'wen'han'shi'gui
夜闻两岸羌戎讴,ye'wen'liang'an'qiang'rong'ou
夜卧松下风,ye'wo'song'xia'feng
野无人兮秋草绿,ye'wu'ren'xi'qiu'cao'lv
耶溪溯林湍,ye'xi'su'lin'tuan
野闲犬时吠,ye'xian'quan'shi'fei
夜闲砧杵发,ye'xian'zhen'chu'fa
野雪空斋掩,ye'xue'kong'zhai'yan
夜宴寂上人房,ye'yan'ji'shang'ren'fang
曳曳半空里,ye'ye'ban'kong'li
夜夜出胡天,ye'ye'chu'hu'tian
夜夜当秉烛,ye'ye'dang'bing'zhu
夜夜苦更长,ye'ye'ku'geng'chang
叶因春后长,ye'yin'chun'hou'chang
冶游方及时,ye'you'fang'ji'shi
夜月留同舍,ye'yue'liu'tong'she
野战格斗死,ye'zhan'ge'dou'si
邺中万事非昔时,ye'zhong'wan'shi'fei'xi'shi
一百四十年,yi'bai'si'shi'nian
已抱沈痼疾,yi'bao'shen'gu'ji
已报生擒吐谷浑,yi'bao'sheng'qin'tu'yu'hun
一杯弹一曲,yi'bei'tan'yi'qu
一别凡十年,yi'bie'fan'shi'nian
一别隔炎凉,yi'bie'ge'yan'liang
一别十馀春,yi'bie'shi'yu'chun
移步奇屡易,yi'bu'qi'lv'yi
一餐历万岁,yi'can'li'wan'sui
宜城多美酒,yi'cheng'duo'mei'jiu
一承微妙法,yi'cheng'wei'miao'fa
意出风尘外,yi'chu'feng'chen'wai
遗此虎纹金鞞靫,yi'ci'hu'wen'jin'bing'cha
遗此两孱翁,yi'ci'liang'chan'weng
一辞林壑间,yi'ci'lin'he'jian
一从恩谴度潇湘,yi'cong'en'qian'du'xiao'xiang
一从负能名,yi'cong'fu'neng'ming
一从换仙骨,yi'cong'huan'xian'gu
一从理京剧,yi'cong'li'jing'ju
一从文章事,yi'cong'wen'zhang'shi
一代繁华皆共绝,yi'dai'fan'hua'jie'gong'jue
一旦逢君感君意,yi'dan'feng'jun'gan'jun'yi
一旦杀齐君,yi'dan'sha'qi'jun
一道衔长云,yi'dao'xian'chang'yun
忆得山中问许询,yi'de'shan'zhong'wen'xu'xun
一灯长照恒河沙,yi'deng'chang'zhao'heng'he'sha
一灯今尚传,yi'deng'jin'shang'chuan
一灯如悟道,yi'deng'ru'wu'dao
夷狄远输诚,yi'di'yuan'shu'cheng
一点渔灯出苇丛,yi'dian'yu'deng'chu'wei'cong
一点云生时,yi'dian'yun'sheng'shi
倚对春光迟,yi'dui'chun'guang'chi
已多新岁感,yi'duo'xin'sui'gan
以额扣关阍者怒,yi'e'kou'guan'hun'zhe'nu
猗尔暴田畴,yi'er'bao'tian'chou
一饭胡麻度几春,yi'fan'hu'ma'du'ji'chun
异方之乐令人悲,yi'fang'zhi'le'ling'ren'bei
一逢盛明代,yi'feng'sheng'ming'dai
一封书寄数行啼,yi'feng'shu'ji'shu'xing'ti
倚伏聊自化,yi'fu'liao'zi'hua
夷甫岂言钱,yi'fu'qi'yan'qian
义公习禅处,yi'gong'xi'chan'chu
一公住世忘世纷,yi'gong'zhu'shi'wang'shi'fen
已孤苍生望,yi'gu'cang'sheng'wang
一官成白首,yi'guan'cheng'bai'shou
衣冠汉制新,yi'guan'han'zhi'xin
衣冠接永嘉,yi'guan'jie'yong'jia
衣冠列祖道,yi'guan'lie'zu'dao
一官如远客,yi'guan'ru'yuan'ke
衣冠照云日,yi'guan'zhao'yun'ri
一贵复一贱,yi'gui'fu'yi'jian
一国荒淫万国羞,yi'guo'huang'yin'wan'guo'xiu
遗骸集乌鸱,yi'hai'ji'wu'chi
逸翮思一骋,yi'he'si'yi'cheng
逸翮望绝霄,yi'he'wang'jue'xiao
已恨良时空此别,yi'hen'liang'shi'kong'ci'bie
一花一竹如有意,yi'hua'yi'zhu'ru'you'yi
一挥成斧斤,yi'hui'cheng'fu'jin
忆记来时魂悄悄,yi'ji'lai'shi'hun'qiao'qiao
移家五柳成,yi'jia'wu'liu'cheng
已见白虹横紫极,yi'jian'bai'hong'heng'zi'ji
倚剑白日暮,yi'jian'bai'ri'mu
倚剑登高台,yi'jian'deng'gao'tai
一荐甘泉赋,yi'jian'gan'quan'fu
倚剑看太白,yi'jian'kan'tai'bai
一见樵人下灵庙,yi'jian'qiao'ren'xia'ling'miao
已教青海外,yi'jiao'qing'hai'wai
亦解惧埋轮,yi'jie'ju'mai'lun
亿劫同不移,yi'jie'tong'bu'yi
一镜光不灭,yi'jing'guang'bu'mie
一径去不穷,yi'jing'qu'bu'qiong
已救田家旱,yi'jiu'tian'jia'han
一举钓六合,yi'ju'diao'lu'he
一举鹤冲天,yi'ju'he'chong'tian
移居近洞湖,yi'ju'jin'dong'hu
一举凌鸿鹄,yi'ju'ling'hong'hu
一举无两全,yi'ju'wu'liang'quan
忆君如眼前,yi'jun'ru'yan'qian
忆君遥在潇湘月,yi'jun'yao'zai'xiao'xiang'yue
移刻及三辰,yi'ke'ji'san'chen
一窥功德见,yi'kui'gong'de'jian
已料生涯事,yi'liao'sheng'ya'shi
移柳待山莺,yi'liu'dai'shan'ying
一路傍汾水,yi'lu'bang'fen'shui
裛露采灵芝,yi'lu'cai'ling'zhi
一路经行处,yi'lu'jing'xing'chu
刈芦旷野中,yi'lu'kuang'ye'zhong
驿路南随桂水流,yi'lu'nan'sui'gui'shui'liu
驿路青山万里心,yi'lu'qing'shan'wan'li'xin
驿路收残雨,yi'lu'shou'can'yu
驿路疏柳长,yi'lu'shu'liu'chang
夷落人烟迥,yi'luo'ren'yan'jiong
衣马日羸弊,yi'ma'ri'lei'bi
夷门难再期,yi'men'nan'zai'qi
驿门是高岸,yi'men'shi'gao'an
一门同逝水,yi'men'tong'shi'shui
倚门望行人,yi'men'wang'xing'ren
已梦傅岩边,yi'meng'fu'yan'bian
遗庙宿阴阴,yi'miao'su'yin'yin
一命安能亲,yi'ming'an'neng'qin
一命何阻修,yi'ming'he'zu'xiu
帟幕英僚敞,yi'mu'ying'liao'chang
一鸟飞长淮,yi'niao'fei'chang'huai
一鸟沙上白,yi'niao'sha'shang'bai
一鸟死百鸟鸣,yi'niao'si'bai'niao'ming
一鸟向灞陵,yi'niao'xiang'ba'ling
一鸟向空山,yi'niao'xiang'kong'shan
一片冰心在玉壶,yi'pian'bing'xin'zai'yu'hu
一片孤客帆,yi'pian'gu'ke'fan
一片孤云长不去,yi'pian'gu'yun'chang'bu'qu
一骑出黄尘,yi'qi'chu'huang'chen
意气还相倾,yi'qi'hai'xiang'qing
意气豪华何处在,yi'qi'hao'hua'he'chu'zai
一气嘉谷成,yi'qi'jia'gu'cheng
逸气假毫翰,yi'qi'jia'hao'han
意气今何在,yi'qi'jin'he'zai
逸气棱棱凌九区,yi'qi'leng'leng'ling'jiu'qu
意气人所仰,yi'qi'ren'suo'yang
意气素霓生,yi'qi'su'ni'sheng
逸气吟芳荃,yi'qi'yin'fang'quan
忆妾深闺里,yi'qie'shen'gui'li
一切是虚假,yi'qie'shi'xu'jia
忆亲拜孤冢,yi'qin'bai'gu'zhong
一磬白眉长,yi'qing'bai'mei'chang
意轻千金赠,yi'qing'qian'jin'zeng
一丘常欲卧,yi'qiu'chang'yu'wo
意求君门乐,yi'qiu'jun'men'le
以求鸾鹤踪,yi'qiu'luan'he'zong
