阿爸,a'ba
潮州二胡自己顧自己,chao'zhou'er'hu'zi'ji'gu'zi'ji
潮州二胡自己顾自己,chao'zhou'er'hu'zi'ji'gu'zi'ji
车大奅,che'da'pao
车大炮,che'da'pao
车呔,che'dai
扯貓尾,che'mao'wei
扯猫尾,che'mao'wei
车衫,che'shan
陳年中草藥發爛渣,chen'nian'zhong'cao'yao'bo'lan'zha
陈年中草药发烂渣,chen'nian'zhong'cao'yao'fa'lan'zha
趁墟,chen'xu
痴缠,chi'chan
癡纏,chi'chan
喫飯,chi'fan
黐孖筋,chi'ma'jin
叱頭,chi'tou
叱头,chi'tou
黐線,chi'xian
黐线,chi'xian
痴线,chi'xian
癡線,chi'xian
豉油,chi'you
重重遝遝,chong'chong'ta'ta
重重沓沓,chong'chong'ta'ta
冲凉,chong'liang
沖涼,chong'liang
舂瘟雞,chong'wen'ji
舂瘟鸡,chong'wen'ji
搊后脚,chou'hou'jiao
搊後腳,chou'hou'jiao
仇口,chou'kou
抽掅,chou'qian
廚房階磚鹹濕,chu'fang'jie'zhuan'jian'shi
厨房阶砖咸湿,chu'fang'jie'zhuan'xian'shi
除裤放屁多此一举,chu'ku'fang'pi'duo'ci'yi'ju
除褲放屁多此一舉,chu'ku'fang'pi'duo'ci'yi'ju
出粮,chu'liang
出糧,chu'liang
踹單車,chuai'chan'ju
踹单车,chuai'dan'che
传呼机,chuan'hu'ji
傳呼機,chuan'hu'ji
床底破柴撞晒大板,chuang'di'po'chai'zhuang'shai'da'ban
床底破柴撞曬大板,chuang'di'po'chai'zhuang'shai'da'ban
床下底踢毽大家咁高,chuang'xia'di'ti'jian'da'jia'gan'gao
吹水,chui'shui
吹胀,chui'zhang
吹脹,chui'zhang
唇膏,chun'gao
啜一啖,chuo'yi'dan
凑啱,cou'yan
湊啱,cou'yan
措措埋埋,cuo'cuo'mai'mai
大笨象,da'ben'xiang
大髀,da'bi
打赤脚,da'chi'jiao
打赤腳,da'chi'jiao
大出血,da'chu'xie
打大赤肋,da'da'chi'lei
打底,da'di
打掂,da'dian
大葛楼,da'ge'lou
大葛樓,da'ge'lou
打横,da'heng
打橫,da'heng
大嚿,da'huo
大蕉,da'jiao
打交,da'jiao
大佬,da'lao
大老倌出臺係威係勢,da'lao'guan'chu'tai'xi'wei'xi'shi
大老倌出台係威係势,da'lao'guan'chu'tai'xi'wei'xi'shi
打冷震,da'leng'zhen
大褛,da'lv
大褸,da'lv
大肶,da'pi
打乞嗤,da'qi'chi
打芡,da'qian
大石碛死蟹,da'shi'qi'si'xie
大石磧死蟹,da'shi'qi'si'xie
打死纈,da'si'xie
打死缬,da'si'xie
嗒糖,da'tang
大牙,da'ya
打噎,da'ye
大屿山,da'yu'shan
大嶼山,da'yu'shan
軚盘,dai'pan
軚盤,dai'pan
带子,dai'zi
帶子,dai'zi
单车,dan'che
单单打打,dan'dan'da'da
噉都得,dan'dou'dei
但凡,dan'fan
噉咪啱啰,dan'mi'yan'luo
噉咪啱囉,dan'mi'yan'luo
蛋饊,dan'san
蛋馓,dan'san
沊一聲,dan'yi'sheng
沊一声,dan'yi'sheng
抌咗,dan'zuo
凼凼,dang'dang
氹氹,dang'dang
氹你開心,dang'ni'kai'xin
氹你开心,dang'ni'kai'xin
倒挂腊鸭油嘴滑舌,dao'gua'la'ya'you'zui'hua'she
倒掛臘鴨油嘴滑舌,dao'gua'la'ya'you'zui'hua'she
到未呀,dao'wei'ya
刀仔,dao'zi
得个吉,de'ge'ji
得個吉,de'ge'ji
得閒,de'jian
得喇,de'la
德律風,de'lv'feng
德律风,de'lv'feng
得戚,de'qi
的確良,de'que'liang
得人驚,de'ren'jing
得人惊,de'ren'jing
的式,de'shi
得闲,de'xian
得滞,de'zhi
得滯,de'zhi
戥衬,deng'chen
戥襯,deng'chen
第次,di'ci
啲啲多,di'di'duo
睇電視,di'dian'shi
睇电视,di'dian'shi
底裤,di'ku
底褲,di'ku
籴米,di'mi
糴米,di'mi
扚起佢,di'qi'qu
籴佢走,di'qu'zou
糴佢走,di'qu'zou
的确良,di'que'liang
第日,di'ri
睇晒,di'shai
睇曬,di'shai
底衫,di'shan
的士,di'shi
睇书,di'shu
睇書,di'shu
睇衰,di'shuai
地拖,di'tuo
地下鐵路,di'xia'tie'lu
地下铁路,di'xia'tie'lu
睇醫生,di'yi'sheng
睇医生,di'yi'sheng
嗲嗲渧,dia'dia'di
嗲聲嗲氣,dia'sheng'dia'qi
嗲声嗲气,dia'sheng'dia'qi
電發,dian'bo
電單車,dian'chan'ju
電掣,dian'che
电掣,dian'che
电单车,dian'dan'che
电发,dian'fa
點解,dian'jie
点解,dian'jie
電腦,dian'nao
电脑,dian'nao
電心,dian'xin
电心,dian'xin
點行,dian'xing
点行,dian'xing
點樣,dian'yang
点样,dian'yang
釣魚臺,diao'yu'tai
钓鱼台,diao'yu'tai
爹哋,die'di
跌落地都要楋翻揸沙,die'luo'di'dou'yao'la'fan'zha'sha
跌落地都要楋翻摣沙,die'luo'di'dou'yao'la'fan'zha'sha
跌眼鏡,die'yan'jing
跌眼镜,die'yan'jing
掟煲,ding'bao
頂頸,ding'geng
定过抬油,ding'guo'tai'you
定過抬油,ding'guo'tai'you
鼎湖上素好齋,ding'hu'shang'su'hao'zhai
鼎湖上素好斋,ding'hu'shang'su'hao'zhai
顶颈,ding'jing
頂櫳,ding'long
顶栊,ding'long
頂你個肺,ding'ni'ge'fei
顶你个肺,ding'ni'ge'fei
冻亲,dong'qin
凍親,dong'qin
豆豉,dou'chi
豆粉,dou'fen
豆角,dou'jiao
唞涼,dou'liang
豆皮,dou'pi
唞气,dou'qi
唞氣,dou'qi
豆仔,dou'zi
笃背脊,du'bei'ji
篤背脊,du'bei'ji
厾穿个窿,du'chuan'ge'long
厾穿個窿,du'chuan'ge'long
肚屙,du'e
肚腩,du'nan
斷柄鋤頭無摣拿,duan'bing'chu'tou'mo'zha'na
断柄锄头无揸拿,duan'bing'chu'tou'wu'zha'na
多箩箩,duo'luo'luo
多籮籮,duo'luo'luo
多士,duo'shi
多謝曬,duo'xie'shai
多谢晒,duo'xie'shai
屙尿,e'niao
呃人,e'ren
呃神騙鬼,e'shen'pian'gui
呃神骗鬼,e'shen'pian'gui
屙屎,e'shi
扼手,e'shou
摁釘,en'ding
摁钉,en'ding
奀瘦,en'shou
奀細,en'xi
奀细,en'xi
而家,er'jia
耳屎,er'shi
耳仔,er'zi
廢柴,fa'chai
发吽哣,fa'hong'pou
发姣,fa'jiao
发嬲,fa'niao
发羊吊,fa'yang'diao
飯鏟頭,fan'chan'tou
饭铲头,fan'chan'tou
返潮話梅又鹹又濕,fan'chao'hua'mei'you'jian'you'shi
返潮话梅又咸又湿,fan'chao'hua'mei'you'xian'you'shi
反鬥,fan'dou
反斗,fan'dou
幡杆灯笼照远唔照近,fan'gan'deng'long'zhao'yuan'wu'zhao'jin
幡杆燈籠照遠唔照近,fan'gan'deng'long'zhao'yuan'wu'zhao'jin
返工,fan'gong
番瓜,fan'gua
番鬼佬月餅悶極,fan'gui'lao'yue'bing'men'ji
番鬼佬月饼闷极,fan'gui'lao'yue'bing'men'ji
飯盒,fan'he
饭盒,fan'he
番枧,fan'jian
番梘,fan'jian
翻嚟,fan'li
番婆大肚心怀鬼胎,fan'po'da'du'xin'huai'gui'tai
番婆大肚心懷鬼胎,fan'po'da'du'xin'huai'gui'tai
番茄,fan'qie
凡士林,fan'shi'lin
番薯,fan'shu
番薯跌落灶該煨,fan'shu'die'luo'zao'gai'wei
番薯跌落灶该煨,fan'shu'die'luo'zao'gai'wei
反轉豬肚就是屎,fan'zhuai'zhu'du'jiu'shi'shi
反转猪肚就是屎,fan'zhuan'zhu'du'jiu'shi'shi
放飛機,fang'fei'ji
放飞机,fang'fei'ji
飛發,fei'bo
废柴,fei'chai
非常之,fei'chang'zhi
飞发,fei'fa
飛機打交高鬥,fei'ji'da'jiao'gao'dou
飞机打交高斗,fei'ji'da'jiao'gao'dou
飛機火燭燒雲,fei'ji'huo'zhu'shao'yun
飞机火烛烧云,fei'ji'huo'zhu'shao'yun
飛機火足燒雲,fei'ji'huo'zu'shao'yun
飞机火足烧云,fei'ji'huo'zu'shao'yun
飛機上放屁響的開,fei'ji'shang'fang'pi'xiang'de'kai
飞机上放屁响的开,fei'ji'shang'fang'pi'xiang'de'kai
肥佬,fei'lao
菲林,fei'lin
肥婆坐屎塔滴水不漏,fei'po'zuo'shi'ta'di'shui'bu'lou
肥婆坐屎塔撼,fei'po'zuo'shi'ta'han
菲士,fei'shi
飛士,fei'shi
啡士機,fei'shi'ji
飛鼠,fei'shu
飞鼠,fei'shu
非洲和尚乞人憎,fei'zhou'he'shang'qi'ren'zeng
粉肠,fen'chang
粉腸,fen'chang
瞓覺,fen'jiao
瞓觉,fen'jue
坟前烧报纸呃鬼,fen'qian'shao'bao'zhi'e'gui
墳前燒報紙呃鬼,fen'qian'shao'bao'zhi'e'gui
風吹皇帝褲浪孤鳩寒,feng'chui'huang'di'ku'lang'gu'jiu'han
风吹皇帝裤浪孤鸠寒,feng'chui'huang'di'ku'lang'gu'jiu'han
逢喺,feng'xi
逢系,feng'xi
奉旨,feng'zhi
腐乳,fu'ru
甫士,fu'shi
甫士卡,fu'shi'ka
浮頭,fu'tou
浮头,fu'tou
呷醋,ga'cu
嘎啦,ga'la
夾手夾腳,ga'shou'ga'jiao
夾萬,ga'wan
鎅玻璃,gai'bo'li
蓋世太保,gai'shi'tai'bao
盖世太保,gai'shi'tai'bao
鎅紙刀,gai'zhi'dao
鎅纸刀,gai'zhi'dao
咁啊,gan'a
咁好,gan'hao
咁密都會哺出仔,gan'mi'dou'hui'bu'chu'zi
咁密都会哺出仔,gan'mi'du'hui'bu'chu'zi
咁撚死样,gan'nian'si'yang
咁撚死樣,gan'nian'si'yang
咁样,gan'yang
咁樣,gan'yang
戇叱鳩,gang'chi'jiu
戇勼勼,gang'jiu'jiu
戇居仔,gang'ju'zi
搞掂,gao'dian
高窦,gao'dou
高竇,gao'dou
搞弯,gao'wan
搞彎,gao'wan
高踭鞋,gao'zheng'xie
高争鞋,gao'zheng'xie
高爭鞋,gao'zheng'xie
嗰處,ge'chu
嗰处,ge'chu
嗰啲,ge'di
嗰度,ge'du
哥爾夫,ge'er'fu
佮份,ge'fen
嗰个人,ge'ge'ren
嗰個人,ge'ge'ren
各花入各眼,ge'hua'ru'ge'yan
胳肋底,ge'lei'di
隔篱,ge'li
隔籬,ge'li
隔年通胜唔值钱,ge'nian'tong'sheng'wu'zhi'qian
隔年通勝唔值錢,ge'nian'tong'sheng'wu'zhi'qian
嗰日,ge'ri
嗰条友,ge'tiao'you
嗰條友,ge'tiao'you
嗰位,ge'wei
隔夜油炸鬼冇厘火气,ge'ye'you'zha'gui'mao'li'huo'qi
隔夜油炸鬼冇厘火氣,ge'ye'you'zha'gui'mao'li'huo'qi
嗰阵,ge'zhen
嗰陣,ge'zhen
頸渴,geng'ke
哽係,geng'xi
紅當蕩,gong'dang'dang
紅當當,gong'dang'dang
紅粉緋緋,gong'fen'fei'fei
公仔面,gong'zai'mian
狗公,gou'gong
狗乸,gou'na
沟女,gou'nv
溝女,gou'nv
狗上瓦桁有条路,gou'shang'wa'heng'you'tiao'lu
狗上瓦桁有條路,gou'shang'wa'heng'you'tiao'lu
箍煲,gu'bao
孤寒,gu'han
蛊惑,gu'huo
蠱惑,gu'huo
古靈精怪,gu'ling'jing'guai
古灵精怪,gu'ling'jing'guai
谷气,gu'qi
穀氣,gu'qi
固然之,gu'ran'zhi
固之然,gu'zhi'ran
寡佬,gua'lao
刮佢出嚟,gua'qu'chu'li
挂住,gua'zhu
掛住,gua'zhu
掴佢一巴,guai'qu'yi'ba
摑佢一巴,guai'qu'yi'ba
棺材拐杖死頂,guan'cai'guai'zhang'si'ding
棺材拐杖死顶,guan'cai'guai'zhang'si'ding
棺材鋪拜神想人死,guan'cai'pu'bai'shen'xiang'ren'si
棺材铺拜神想人死,guan'cai'pu'bai'shen'xiang'ren'si
躀低,guan'di
關公細佬亦德,guan'gong'xi'lao'yi'de
关公细佬亦德,guan'gong'xi'lao'yi'de
光灿,guang'can
光燦,guang'can
光灿灿,guang'can'can
光燦燦,guang'can'can
光光滑滑,guang'guang'hua'hua
光光猛猛,guang'guang'meng'meng
光棍佬遇着冇皮柴,guang'gun'lao'yu'zhe'mao'pi'chai
光棍佬遇著冇皮柴,guang'gun'lao'yu'zhu'mao'pi'chai
光猛,guang'meng
光鮮,guang'xian
光鲜,guang'xian
鬼打鬼,gui'da'gui
跪地喂豬母睇錢份上,gui'di'wei'zhu'mu'di'qian'fen'shang
跪地喂猪母睇钱份上,gui'di'wei'zhu'mu'di'qian'fen'shang
鬼咁,gui'gan
鬼佬,gui'lao
鬼五馬六,gui'wu'ma'liu
鬼五马六,gui'wu'ma'liu
滚搅晒,gun'jiao'shai
滾攪曬,gun'jiao'shai
滚水,gun'shui
滾水,gun'shui
过嚟,guo'li
過嚟,guo'li
喐手,guo'shou
喐手喐脚,guo'shou'guo'jiao
喐手喐腳,guo'shou'guo'jiao
过头,guo'tou
過頭,guo'tou
过一排,guo'yi'pai
過一排,guo'yi'pai
果占,guo'zhan
蝦毛,ha'mao
蛤乸,ha'na
海底石斑好瘀,hai'di'shi'ban'hao'yu
喊苦喊忽,han'ku'han'hu
航空母舰食水深,hang'kong'mu'jian'shi'shui'shen
航空母艦食水深,hang'kong'mu'jian'shi'shui'shen
好餲,hao'ai
好吧斃咩,hao'ba'bi'mie
好吧毙咩,hao'ba'bi'mie
好腍,hao'dian
好翻,hao'fan
好夾,hao'ga
好攰,hao'gui
好夹,hao'jia
好叻,hao'le
好冧,hao'lin
好嚤,hao'mo
好耐冇見,hao'nai'mao'jian
好耐冇见,hao'nai'mao'jian
好耐冇嚟,hao'nai'mao'li
好人好姐,hao'ren'hao'jie
好心着雷劈,hao'xin'zhe'lei'pi
好心著雷劈,hao'xin'zhu'lei'pi
好瘀,hao'yu
好在,hao'zai
好譖,hao'zen
好谮,hao'zen
荷包,he'bao
河粉,he'fen
嚇嚇你,he'he'ni
何裏活,he'li'huo
何里活,he'li'huo
和尚擔遮無法無天,he'shang'dan'zhe'mo'fa'mo'tian
和尚担遮无法无天,he'shang'dan'zhe'wu'fa'wu'tian
嚇吓你,he'xia'ni
黑沉沉,hei'chen'chen
黑古勒特,hei'gu'le'te
黑麻麻,hei'ma'ma
黑黢黢,hei'qu'qu
横惦,heng'dian
橫惦,heng'dian
红当荡,hong'dang'dang
红当当,hong'dang'dang
红粉绯绯,hong'fen'fei'fei
吽哣,hong'pou
后底乸,hou'di'na
後底乸,hou'di'na
猴猴急急,hou'hou'ji'ji
猴擒,hou'qin
后生女,hou'sheng'nv
後生女,hou'sheng'nv
后生仔,hou'sheng'zai
後生仔,hou'sheng'zai
睺实佢,hou'shi'qu
睺實佢,hou'shi'qu
戽被,hu'bei
戽水,hu'shui
護照照片出洋相,hu'zhao'zhao'pian'chu'yang'xiang
护照照片出洋相,hu'zhao'zhao'pian'chu'yang'xiang
滑潺潺,hua'chan'chan
花臣,hua'chen
華爾滋,hua'er'zi
花假,hua'jia
花哩花碌,hua'li'hua'lu
花冧,hua'lin
花令,hua'ling
花洒,hua'sa
花灑,hua'sa
話頭醒尾,hua'tou'xing'wei
话头醒尾,hua'tou'xing'wei
化学,hua'xue
化學,hua'xue
花樽,hua'zun
怀奥莲,huai'ao'lian
懷奧蓮,huai'ao'lian
欢喜,huan'xi
歡喜,huan'xi
郇嘢,huan'ye
鯇魚,huan'yu
鲩鱼,huan'yu
慌慌忙忙,huang'huang'mang'mang
黃黚黚,huang'jian'jian
黃皮樹了哥唔熟唔食,huang'pi'shu'le'ge'wu'shu'wu'shi
黄皮树了哥唔熟唔食,huang'pi'shu'le'ge'wu'shu'wu'shi
黃禽禽,huang'qin'qin
黄禽禽,huang'qin'qin
慌失失,huang'shi'shi
悔气,hui'qi
悔氣,hui'qi
混混沌沌,hun'hun'dun'dun
混吉,hun'ji
火滚,huo'gun
火滾,huo'gun
火浸眼眉唔知死,huo'jin'yan'mei'wu'zhi'si
鑊黸,huo'lu
镬黸,huo'lu
火起,huo'qi
火麒麟周身引,huo'qi'lin'zhou'shen'yin
火麒麟周身瘾,huo'qi'lin'zhou'shen'yin
火麒麟周身癮,huo'qi'lin'zhou'shen'yin
火烧棺材大叹,huo'shao'guan'cai'da'tan
火燒棺材大歎,huo'shao'guan'cai'da'tan
火烧旗杆长叹,huo'shao'qi'gan'chang'tan
火燒旗杆長歎,huo'shao'qi'gan'chang'tan
火烧猪头熟口熟面,huo'shao'zhu'tou'shu'kou'shu'mian
火燒豬頭熟口熟面,huo'shao'zhu'tou'shu'kou'shu'mian
火水,huo'shui
雞髀,ji'bi
鸡髀,ji'bi
趌跛跛,ji'bo'bo
雞春,ji'chun
鸡春,ji'chun
急得滞,ji'de'zhi
急得滯,ji'de'zhi
几多,ji'duo
幾多,ji'duo
雞公,ji'gong
鸡公,ji'gong
即管,ji'guan
岌岌貢,ji'ji'gong
岌岌贡,ji'ji'gong
叽叽咕咕,ji'ji'gu'gu
嘰嘰咕咕,ji'ji'gu'gu
齊緝緝,ji'ji'ji
基老,ji'lao
基佬,ji'lao
忌廉,ji'lian
騎咧,ji'lie
趌路,ji'lu
雞乸,ji'na
鸡乸,ji'na
激气,ji'qi
激氣,ji'qi
雞腎,ji'shen
鸡肾,ji'shen
畸士,ji'shi
雞食放光草心知肚明,ji'shi'fang'guang'cao'xin'zhi'du'ming
鸡食放光草心知肚明,ji'shi'fang'guang'cao'xin'zhi'du'ming
雞食放光蟲心知肚明,ji'shi'fang'guang'chong'xin'zhi'du'ming
鸡食放光虫心知肚明,ji'shi'fang'guang'chong'xin'zhi'du'ming
岌頭,ji'tou
岌头,ji'tou
雞尾酒,ji'wei'jiu
鸡尾酒,ji'wei'jiu
雞翼,ji'yi
鸡翼,ji'yi
挤拥,ji'yong
擠擁,ji'yong
极之,ji'zhi
極之,ji'zhi
雞啄唔斷,ji'zhuo'wu'duan
鸡啄唔断,ji'zhuo'wu'duan
家姐,jia'jie
茄哩啡,jia'li'fei
嘉年華會,jia'nian'hua'hui
嘉年华会,jia'nian'hua'hui
架世,jia'shi
架势,jia'shi
架勢,jia'shi
夹手夹脚,jia'shou'jia'jiao
茄薯,jia'shu
傢俬,jia'si
夹万,jia'wan
家下,jia'xia
揵起,jian'qi
鹹濕,jian'shi
講笑,jiang'xiao
讲笑,jiang'xiao
交關,jiao'guan
交关,jiao'guan
交际舞,jiao'ji'wu
交際舞,jiao'ji'wu
鉸剪,jiao'jian
铰剪,jiao'jian
娇娇滴滴,jiao'jiao'di'di
嬌嬌滴滴,jiao'jiao'di'di
姣婆,jiao'po
交通燈點紅點綠,jiao'tong'deng'dian'gong'dian'lu
交通灯点红点绿,jiao'tong'deng'dian'hong'dian'lv
噍完松,jiao'wan'song
脚踭,jiao'zheng
腳踭,jiao'zheng
芥辣,jie'la
喼汁,jie'zhi
金鈪,jin'e
近嚟,jin'li
妗母,jin'mu
警察,jing'cha
静鸡鸡,jing'ji'ji
靜雞雞,jing'ji'ji
颈渴,jing'ke
靚女,jing'nv
净喺,jing'xi
净系,jing'xi
淨喺,jing'xi
淨系,jing'xi
經已,jing'yi
经已,jing'yi
静英英,jing'ying'ying
靜英英,jing'ying'ying
擏住擏住,jing'zhu'jing'zhu
靚仔,jing'zi
酒凹,jiu'ao
酒埕,jiu'cheng
九大簋,jiu'da'gui
舅父,jiu'fu
就嚟,jiu'li
九曲桥散步行弯路,jiu'qu'qiao'san'bu'xing'wan'lu
九曲橋散步行彎路,jiu'qu'qiao'san'bu'xing'wan'lu
就手,jiu'shou
就係,jiu'xi
就係啰,jiu'xi'luo
就係囉,jiu'xi'luo
車大奅,ju'da'pao
車大炮,ju'da'pao
車呔,ju'dai
焗飯,ju'fan
焗饭,ju'fan
焗焗縮縮,ju'ju'su'su
焗焗缩缩,ju'ju'suo'suo
車厘子,ju'li'zi
車轆,ju'lu
車辘,ju'lu
焗親,ju'qin
焗亲,ju'qin
車衫,ju'shan
咖啡,ka'fei
卡拉,ka'la
卡片,ka'pian
卡士,ka'shi
開片,kai'pian
开片,kai'pian
揩油,kai'you
揩油索油,kai'you'suo'you
冚棒唥,kan'bang'lang
冚被,kan'bei
看更,kan'geng
冚家,kan'jia
冚家鏟,kan'jia'chan
冚家铲,kan'jia'chan
坎頭埋牆,kan'tou'mai'qiang
坎头埋墙,kan'tou'mai'qiang
炕面包,kang'mian'bao
炕麵包,kang'mian'bao
拷貝,kao'bei
拷贝,kao'bei
柯打,ke'da
柯非时,ke'fei'shi
柯非時,ke'fei'shi
柯傅,ke'fu
可口可乐,ke'kou'ke'le
可口可樂,ke'kou'ke'le
柯路,ke'lu
科文,ke'wen
瞌一陣,ke'yi'zhen
空姐,kong'jie
口多多,kou'duo'duo
口花花,kou'hua'hua
抠乱,kou'luan
摳亂,kou'luan
口窒窒,kou'zhi'zhi
快啲,kuai'di
快活,kuai'huo
快快脆脆,kuai'kuai'cui'cui
快佬,kuai'lao
快趣,kuai'qu
闊落,kuo'luo
阔落,kuo'luo
拉臣,la'chen
攋低,la'di
垃圾篸,la'ji'sen
擸擸乱乱,la'la'luan'luan
擸擸亂亂,la'la'luan'luan
擸擸埋埋,la'la'mai'mai
楋手唔成势,la'shou'wu'cheng'shi
楋手唔成勢,la'shou'wu'cheng'shi
邋遢,la'ta
躝嚟躝去,lan'li'lan'qu
烂溶溶,lan'rong'rong
爛溶溶,lan'rong'rong
浪口,lang'kou
浪口洗面,lang'kou'xi'mian
朗拿度,lang'na'du
朗斯,lang'si
唥鐘,lang'zhong
唥钟,lang'zhong
捞边行,lao'bian'hang
撈邊行,lao'bian'xing
老豆,lao'dou
老窦,lao'dou
老竇,lao'dou
老公泼扇凄凉,lao'gong'po'shan'qi'liang
老公潑扇淒涼,lao'gong'po'shan'qi'liang
老姑婆,lao'gu'po
老虎乸,lao'hu'na
老坑,lao'keng
老妈子,lao'ma'zi
老媽子,lao'ma'zi
老婆,lao'po
老婆担遮阴功,lao'po'dan'zhe'yin'gong
老婆擔遮陰功,lao'po'dan'zhe'yin'gong
老千,lao'qian
老鼠拉龜冇訂埋手,lao'shu'la'gui'mao'ding'mai'shou
