阿爸,a'ba
烂师傅厚土浆,lan'shi'fu'hou'tu'jiang
烂土深掘,lan'tu'shen'jue
老猴臭尻川,lao'hou'chou'kao'chuan
老鼠趖竹竿,lao'shu'suo'zhu'gan
立秋水甲称鬼,li'qiu'shui'jia'cheng'gui
立夏洗犁耙,li'xia'xi'li'ba
敛敛踏着屎尖,lian'lian'ta'zhe'shi'jian
溜溜食目睭,liu'liu'shi'mu'zhou
落雨天,luo'yu'tian
嘜擱在這講廢話,mai'ge'zai'zhe'jiang'fa'hua
嘜來亂,mai'lai'luan
猫头老鼠尾,mao'tou'lao'shu'wei
袂按算,mei'an'suan
媒人喙胡累累,mei'ren'hui'hu'lei'lei
咪沙撒石缝,mi'sha'sa'shi'feng
面面相观,mian'mian'xiang'guan
無彩宮,mo'cai'gong
無代志,mo'dai'zhi
無法渡,mo'fa'du
呣正鸡放白屎,mou'zheng'ji'fang'bai'shi
目屎,mu'shi
腩马也有一步踢,nan'ma'ye'you'yi'bu'ti
捻鼻屎食咸咸,nian'bi'shi'shi'xian'xian
捏惊死放惊飞,nie'jing'si'fang'jing'fei
牛仔呣识虎,niu'zai'mou'shi'hu
牛仔十八跋,niu'zai'shi'ba'ba
破柴连柴砧,po'chai'lian'chai'zhen
婆姐母痛治呒昂,po'jie'mu'tong'zhi'fu'ang
七创八创,qi'chuang'ba'chuang
乞食过溪行李最,qi'shi'guo'xi'xing'li'zui
气死验无伤,qi'si'yan'wu'shang
七吐八吐,qi'tu'ba'tu
七煮八拉啥,qi'zhu'ba'la'sha
七坐八爬九站芽,qi'zuo'ba'pa'jiu'zhan'ya
钱呒两圆,qian'fu'liang'yuan
嗆聲,qiang'sheng
敲橄榄统侬拾,qiao'gan'lan'tong'nong'shi
親像,qin'xiang
亲兄弟明算账,qin'xiong'di'ming'suan'zhang
青瞑鸡啄着虫,qing'ming'ji'zhuo'zhe'chong
青瞑精一九灵,qing'ming'jing'yi'jiu'ling
人比人气死人,ren'bi'ren'qi'si'ren
人脚位肥,ren'jiao'wei'fei
人惊人虎惊虎,ren'jing'ren'hu'jing'hu
人嗑嗑心呒毒,ren'ke'ke'xin'fu'du
人心肝牛北肚,ren'xin'gan'niu'bei'du
人缘猪哥献,ren'yuan'zhu'ge'xian
日出着存雨来粮,ri'chu'zhe'cun'yu'lai'liang
日頭,ri'tou
日笑豆雨哪漏,ri'xiao'dou'yu'na'lou
入门无三日生,ru'men'wu'san'ri'sheng
阮無甘愿,ruan'mo'gan'yuan
阮唔栽耶,ruan'wu'zai'ye
阮真甲唔知影,ruan'zhen'jia'wu'zhi'ying
三千年一架海涨,san'qian'nian'yi'jia'hai'zhang
三人两面,san'ren'liang'mian
三双来六块去,san'shuang'lai'liu'kuai'qu
三丝得呒一厘,san'si'de'fu'yi'li
杀鸡教猴,sha'ji'jiao'hou
杀你木,sha'ni'mu
山高人横,shan'gao'ren'heng
烧烧咯补筋骨,shao'shao'ge'bu'jin'gu
圣佛不论大细仙,sheng'fo'bu'lun'da'xi'xian
生理倒头做,sheng'li'dao'tou'zuo
声说陈乳隆,sheng'shuo'chen'ru'long
食饱睏大,shi'bao'kun'da
事到便直,shi'dao'bian'zhi
屎到才开学,shi'dao'cai'kai'xue
是吼,shi'hou
十喙九尻川,shi'hui'jiu'kao'chuan
食紧弄破碗,shi'jin'nong'po'wan
食糜皇帝大,shi'mi'huang'di'da
食呣烂芋,shi'mou'lan'yu
十贴八贴,shi'tie'ba'tie
食无包馅,shi'wu'bao'xian
時陣,shi'zhen
疏遠,shu'yuan
双脚踏双船,shuang'jiao'ta'shuang'chuan
双手两片姜,shuang'shou'liang'pian'jiang
水當當,shui'dang'dang
水鸡知哭呣知捉,shui'ji'zhi'ku'mou'zhi'zhuo
水井水疼新妇,shui'jing'shui'teng'xin'fu
水流破布,shui'liu'po'bu
水真鱼现,shui'zhen'yu'xian
顺路咪菜咸,shun'lu'mi'cai'xian
说破呣达钱,shuo'po'mou'da'qian
饲狗识主人,si'gou'shi'zhu'ren
饲狗仔干狗母,si'gou'zai'gan'gou'mu
死蛇簸箕甲,si'she'bo'ji'jia
死蛇贵乌鳗,si'she'gui'wu'man
俗物呒好货,su'wu'fu'hao'huo
算盘挂嘞唅规,suan'pan'gua'lei'han'gui
贪俗食破家,tan'su'shi'po'jia
贪字贫字壳,tan'zi'pin'zi'ke
疼孙拳头母拿抡,teng'sun'quan'tou'mu'na'lun
天公对鸡屎,tian'gong'dui'ji'shi
天嘞落红雨,tian'lei'luo'hong'yu
田呢撸石柱,tian'ne'lu'shi'zhu
天云壁尾,tian'yun'bi'wei
偷吃换娶尿,tou'chi'huan'qu'niao
偷食卖晓擦喙,tou'shi'mai'xiao'ca'hui
脱北贴抢关刀,tuo'bei'tie'qiang'guan'dao
王禄仔喙,wang'lu'zi'hui
未輕松,wei'qing'song
乌篮血迹,wu'lan'xue'ji
唔免怨嘆,wu'mian'yuan'tan
无鱼虾也好,wu'yu'xia'ye'hao
遐路用,xia'lu'yong
闲人磨冇粟,xian'ren'mo'mao'su
先生人主人福,xian'sheng'ren'zhu'ren'fu
咸甜淡呒味,xian'tian'dan'fu'wei
咸田螺恶吸,xian'tian'luo'e'xi
相看屎死牛,xiang'kan'shi'si'niu
小暑有米煮,xiao'shu'you'mi'zhu
心內卡想也恁一人,xin'nei'ka'xiang'ye'nen'yi'ren
新屎圂好拉屎,xin'shi'hun'hao'la'shi
行到這,xing'dao'zhe
雄呣嗵常,xiong'mou'tong'chang
鸭母喙拢啰,ya'mu'hui'long'luo
鸭母装金正扁喙,ya'mu'zhuang'jin'zheng'bian'hui
鸭仔落水身就浮,ya'zai'luo'shui'shen'jiu'fu
言多必失,yan'duo'bi'shi
严官府出厚贼,yan'guan'fu'chu'hou'zei
野猫无惊鸡大只,ye'mao'wu'jing'ji'da'zhi
一趁早二趁饱,yi'chen'zao'er'chen'bao
一处生一处养,yi'chu'sheng'yi'chu'yang
一分钱一分货,yi'fen'qian'yi'fen'huo
一九打术,yi'jiu'da'shu
一面抹壁双面光,yi'mian'mo'bi'shuang'mian'guang
一人呣知一人载,yi'ren'mou'zhi'yi'ren'zai
一样米饲百样人,yi'yang'mi'si'bai'yang'ren
一圆钱打十八结,yi'yuan'qian'da'shi'ba'jie
一圆食几落圆用,yi'yuan'shi'ji'luo'yuan'yong
一丈差九尺,yi'zhang'cha'jiu'chi
一字呣写写万字,yi'zi'mou'xie'xie'wan'zi
用心计较,yong'xin'ji'jiao
有烧金有保仳,you'shao'jin'you'bao'pi
有影没,you'ying'mei
有云呒影,you'yun'fu'ying
雨蝇搭马蹄,yu'ying'da'ma'ti
灶脚娝细妹,zao'jiao'bi'xi'mei
灶头饿死灶鸡,zao'tou'e'si'zao'ji
贼食狗睏,zei'shi'gou'kun
罩鸡呣正孵,zhao'ji'mou'zheng'fu
着杈也着糜,zhe'cha'ye'zhe'mi
這改,zhe'gai
真歹勢,zhen'dai'shi
直甲直笔须,zhi'jia'zhi'bi'xu
众人扛山山会动,zhong'ren'kang'shan'shan'hui'dong
竹广倒黑豆,zhu'guang'dao'hei'dou
猪呣大大嘞狗,zhu'mou'da'da'lei'gou
猪仔认乳头,zhu'zai'ren'ru'tou
猪仔贪别侬槽,zhu'zai'tan'bie'nong'cao
捉风唆圆,zhuo'feng'suo'yuan
捉死人撞甲无愧,zhuo'si'ren'zhuang'jia'wu'kui
自杀赚北内,zi'sha'zhuan'bei'nei
字是随身宝,zi'shi'sui'shen'bao
最牛踏无粪,zui'niu'ta'wu'fen
做鬼抢呒金银,zuo'gui'qiang'fu'jin'yin
做蝦米,zuo'ha'mi
坐人船爱人船走,zuo'ren'chuan'ai'ren'chuan'zou
