阿坝,a'ba
卷云,juan'yun
卷肘,juan'zhou
绝壁,jue'bi
决不,jue'bu
绝不罢休,jue'bu'ba'xiu
决策部署,jue'ce'bu'shu
决策层,jue'ce'ceng
决策监督,jue'ce'jian'du
决策系统,jue'ce'xi'tong
决策咨询,jue'ce'zi'xun
决定的精度,jue'ding'de'jing'du
决定目标,jue'ding'mu'biao
决定权,jue'ding'quan
决定胜负,jue'ding'sheng'fu
决定性的,jue'ding'xing'de
绝定性的胜利,jue'ding'xing'de'sheng'li
决定性反攻,jue'ding'xing'fan'gong
决定性目标,jue'ding'xing'mu'biao
决定性胜利,jue'ding'xing'sheng'li
决定性行动,jue'ding'xing'xing'dong
决定性因素,jue'ding'xing'yin'su
决定性作用,jue'ding'xing'zuo'yong
决定性作战,jue'ding'xing'zuo'zhan
决定意义,jue'ding'yi'yi
决定组建,jue'ding'zu'jian
决斗,jue'dou
绝对,jue'dui
绝对的优势,jue'dui'de'you'shi
绝对防空,jue'dui'fang'kong
绝对高程,jue'dui'gao'cheng
绝对高度,jue'dui'gao'du
绝对劣势,jue'dui'lie'shi
绝对领导,jue'dui'ling'dao
绝对升限,jue'dui'sheng'xian
绝对优势,jue'dui'you'shi
绝对坐标,jue'dui'zuo'biao
掘进,jue'jin
掘开式,jue'kai'shi
掘开式工事,jue'kai'shi'gong'shi
绝密,jue'mi
绝密文件,jue'mi'wen'jian
决胜的把握,jue'sheng'de'ba'wo
决死队,jue'si'dui
决心,jue'xin
决心部署,jue'xin'bu'shu
决心建议,jue'xin'jian'yi
绝崖,jue'ya
决一雌雄,jue'yi'ci'xiong
决一胜负,jue'yi'sheng'fu
决一死战,jue'yi'si'zhan
绝缘导线,jue'yuan'dao'xian
决战,jue'zhan
决战防御,jue'zhan'fang'yu
决战前夕,jue'zhan'qian'xi
决战原则,jue'zhan'yuan'ze
绝招,jue'zhao
军败,jun'bai
军败国亡,jun'bai'guo'wang
军报,jun'bao
军报电子版,jun'bao'dian'zi'ban
军备,jun'bei
军备建设,jun'bei'jian'she
军备竞赛,jun'bei'jing'sai
军标,jun'biao
军兵种,jun'bing'zhong
军兵种符号,jun'bing'zhong'fu'hao
军博,jun'bo
军部,jun'bu
军部大院,jun'bu'da'yuan
军曹,jun'cao
军产,jun'chan
军车,jun'che
军车号牌,jun'che'hao'pai
军车牌照,jun'che'pai'zhao
军大,jun'da
军大衣,jun'da'yi
军代表,jun'dai'biao
军代处,jun'dai'chu
军代室,jun'dai'shi
军党委,jun'dang'wei
军刀,jun'dao
军的兵力,jun'de'bing'li
军地共管,jun'di'gong'guan
军地共享,jun'di'gong'xiang
军地合成,jun'di'he'cheng
军地两用,jun'di'liang'yong
军地通用,jun'di'tong'yong
军地消防,jun'di'xiao'fang
军地一体,jun'di'yi'ti
军地资源,jun'di'zi'yuan
军动处,jun'dong'chu
军队,jun'dui
军队标号,jun'dui'biao'hao
军队标号库,jun'dui'biao'hao'ku
军队财务,jun'dui'cai'wu
军队惩治,jun'dui'cheng'zhi
军队的核心,jun'dui'de'he'xin
军队定额,jun'dui'ding'e
军队防空,jun'dui'fang'kong
军队防御,jun'dui'fang'yu
军队干部,jun'dui'gan'bu
军队管理,jun'dui'guan'li
军队后方,jun'dui'hou'fang
军队后勤,jun'dui'hou'qin
军队级,jun'dui'ji
军队基层,jun'dui'ji'ceng
军队机动,jun'dui'ji'dong
军队建设,jun'dui'jian'she
军队教育,jun'dui'jiao'yu
军队科技,jun'dui'ke'ji
军队力量,jun'dui'li'liang
军队领导人,jun'dui'ling'dao'ren
军队流行病,jun'dui'liu'xing'bing
军队内部,jun'dui'nei'bu
军队内务,jun'dui'nei'wu
军队青年,jun'dui'qing'nian
军队人才,jun'dui'ren'cai
军队史,jun'dui'shi
军队体制,jun'dui'ti'zhi
军队通信,jun'dui'tong'xin
军队卫生,jun'dui'wei'sheng
军队文化,jun'dui'wen'hua
军队文艺,jun'dui'wen'yi
军队现代化,jun'dui'xian'dai'hua
军队信息,jun'dui'xin'xi
军队信息化,jun'dui'xin'xi'hua
军队药材,jun'dui'yao'cai
军队院士,jun'dui'yuan'shi
军队院校,jun'dui'yuan'xiao
军队政工,jun'dui'zheng'gong
军队政治,jun'dui'zheng'zhi
军队职工,jun'dui'zhi'gong
军队指挥,jun'dui'zhi'hui
军队职能,jun'dui'zhi'neng
军队主力,jun'dui'zhu'li
军队自身,jun'dui'zi'shen
军队组织,jun'dui'zu'zhi
军队作战,jun'dui'zuo'zhan
军法,jun'fa
军阀,jun'fa
军阀部队,jun'fa'bu'dui
军法处,jun'fa'chu
军法处置,jun'fa'chu'zhi
军法从事,jun'fa'cong'shi
军阀割据,jun'fa'ge'ju
军法工作,jun'fa'gong'zuo
军阀混战,jun'fa'hun'zhan
军法机关,jun'fa'ji'guan
军方,jun'fang
军方高层,jun'fang'gao'ceng
军方人士,jun'fang'ren'shi
军防御,jun'fang'yu
军费,jun'fei
军费开支,jun'fei'kai'zhi
军费预算,jun'fei'yu'suan
军分区,jun'fen'qu
军风纪,jun'feng'ji
军服,jun'fu
军服管理,jun'fu'guan'li
军干校,jun'gan'xiao
军港,jun'gang
军歌,jun'ge
军鸽,jun'ge
军歌嘹亮,jun'ge'liao'liang
军鸽通信,jun'ge'tong'xin
军鸽驯养,jun'ge'xun'yang
军工,jun'gong
军工部门,jun'gong'bu'men
军工产品,jun'gong'chan'pin
军工厂,jun'gong'chang
军功爵,jun'gong'jue
军工企业,jun'gong'qi'ye
军工生产,jun'gong'sheng'chan
竣工验收,jun'gong'yan'shou
军功章,jun'gong'zhang
军工专家,jun'gong'zhuan'jia
军购,jun'gou
军官,jun'guan
军管,jun'guan
军官服役,jun'guan'fu'yi
军管会,jun'guan'hui
军官教育团,jun'guan'jiao'yu'tuan
军官考评,jun'guan'kao'ping
军官食堂,jun'guan'shi'tang
军官学校,jun'guan'xue'xiao
军官训练,jun'guan'xun'lian
军官侦察,jun'guan'zhen'cha
军官证,jun'guan'zheng
军规,jun'gui
军国主义,jun'guo'zhu'yi
军航,jun'hang
军候,jun'hou
军户,jun'hu
军徽,jun'hui
军婚,jun'hun
军魂,jun'hun
军婚保护,jun'hun'bao'hu
军魂意识,jun'hun'yi'shi
军火,jun'huo
军火公司,jun'huo'gong'si
军火供应,jun'huo'gong'ying
军火购买,jun'huo'gou'mai
军火库,jun'huo'ku
军火商,jun'huo'shang
军火生产,jun'huo'sheng'chan
军妓,jun'ji
军机,jun'ji
军籍,jun'ji
军级,jun'ji
军纪,jun'ji
军机安全,jun'ji'an'quan
军机大臣,jun'ji'da'chen
军级单位,jun'ji'dan'wei
军纪如山,jun'ji'ru'shan
军监,jun'jian
军将,jun'jiang
军交,jun'jiao
军交保障,jun'jiao'bao'zhang
军教片,jun'jiao'pian
军教影片,jun'jiao'ying'pian
军交运输,jun'jiao'yun'shu
军阶,jun'jie
军警,jun'jing
军警兵民,jun'jing'bing'min
军井未达,jun'jing'wei'da
军科,jun'ke
军科院,jun'ke'yuan
军垦,jun'ken
军垦农场,jun'ken'nong'chang
军控,jun'kong
军控点,jun'kong'dian
军裤,jun'ku
军力,jun'li
军吏,jun'li
军礼,jun'li
军里,jun'li
军力部署,jun'li'bu'shu
军礼服,jun'li'fu
军粮,jun'liang
军列,jun'lie
军烈属,jun'lie'shu
军令,jun'ling
军龄,jun'ling
军令部长,jun'ling'bu'chang
军龄略章,jun'ling'lue'zhang
军令如山,jun'ling'ru'shan
军令如山倒,jun'ling'ru'shan'dao
军龄袖条,jun'ling'xiu'tiao
军令有所不受,jun'ling'you'suo'bu'shou
军令状,jun'ling'zhuang
军旅电子书,jun'lv'dian'zi'shu
军旅广播,jun'lv'guang'bo
军旅记者,jun'lv'ji'zhe
军旅摄影家,jun'lv'she'ying'jia
军旅生活,jun'lv'sheng'huo
军旅生涯,jun'lv'sheng'ya
军马,jun'ma
军马部,jun'ma'bu
军马场,jun'ma'chang
军马勤务,jun'ma'qin'wu
军马所,jun'ma'suo
军马调教,jun'ma'tiao'jiao
军帽,jun'mao
军贸,jun'mao
军迷,jun'mi
军民,jun'min
军民共管,jun'min'gong'guan
军民共建,jun'min'gong'jian
军民关系,jun'min'guan'xi
军民兼顾,jun'min'jian'gu
军民结合,jun'min'jie'he
军民联防,jun'min'lian'fang
军民两用,jun'min'liang'yong
军民融合,jun'min'rong'he
军民融合式,jun'min'rong'he'shi
军民融洽,jun'min'rong'qia
军民通用,jun'min'tong'yong
军民团结,jun'min'tuan'jie
军民一体,jun'min'yi'ti
军民一致,jun'min'yi'zhi
军内,jun'nei
军内外,jun'nei'wai
军炮兵,jun'pao'bing
军炮团,jun'pao'tuan
军旗,jun'qi
军棋,jun'qi
军旗的掌持,jun'qi'de'zhang'chi
军器监,jun'qi'jian
军器局,jun'qi'ju
军情,jun'qing
军情局,jun'qing'ju
军区,jun'qu
军区大院,jun'qu'da'yuan
军区范围,jun'qu'fan'wei
军区级,jun'qu'ji
军区空军,jun'qu'kong'jun
军区炮兵,jun'qu'pao'bing
军区司令部,jun'qu'si'ling'bu
军权,jun'quan
军犬,jun'quan
军人,jun'ren
军人保险,jun'ren'bao'xian
军人保障卡,jun'ren'bao'zhang'ka
军人病员,jun'ren'bing'yuan
军人窗口,jun'ren'chuang'kou
军人大会,jun'ren'da'hui
军人的风采,jun'ren'de'feng'cai
军人的风度,jun'ren'de'feng'du
军人的气节,jun'ren'de'qi'jie
军人的眼光,jun'ren'de'yan'guang
军人的直觉,jun'ren'de'zhi'jue
军人服务社,jun'ren'fu'wu'she
军人抚恤法,jun'ren'fu'xu'fa
军人公墓,jun'ren'gong'mu
军人骨干,jun'ren'gu'gan
军人家属,jun'ren'jia'shu
军人俱乐部,jun'ren'ju'le'bu
军人举止,jun'ren'ju'zhi
军人论坛,jun'ren'lun'tan
军人气节,jun'ren'qi'jie
军人誓词,jun'ren'shi'ci
军人素质,jun'ren'su'zhi
军人体质,jun'ren'ti'zhi
军人通行证,jun'ren'tong'xing'zheng
军人卫生,jun'ren'wei'sheng
军人委员会,jun'ren'wei'yuan'hui
军人心理,jun'ren'xin'li
军人宣誓,jun'ren'xuan'shi
军人仪表,jun'ren'yi'biao
军人招待所,jun'ren'zhao'dai'suo
军人诊区,jun'ren'zhen'qu
军人职称,jun'ren'zhi'cheng
军人职责,jun'ren'zhi'ze
军人着装,jun'ren'zhuo'zhuang
军人姿态,jun'ren'zi'tai
军容,jun'rong
军容风纪,jun'rong'feng'ji
军嫂,jun'sao
军上衣,jun'shang'yi
浚深锚地,jun'shen'mao'di
军事,jun'shi
军史,jun'shi
军士,jun'shi
军师,jun'shi
军事百科,jun'shi'bai'ke
军事保健,jun'shi'bao'jian
军事比武,jun'shi'bi'wu
军事变革,jun'shi'bian'ge
军事辩证法,jun'shi'bian'zheng'fa
军事拨款法,jun'shi'bo'kuan'fa
军事博物馆,jun'shi'bo'wu'guan
军事部,jun'shi'bu
军事布局,jun'shi'bu'ju
军事策划,jun'shi'ce'hua
军事测绘,jun'shi'ce'hui
军事长,jun'shi'chang
军事潮流,jun'shi'chao'liu
军事冲突,jun'shi'chong'tu
军事存在,jun'shi'cun'zai
军事大比武,jun'shi'da'bi'wu
军事大国,jun'shi'da'guo
军事打击,jun'shi'da'ji
军事代表,jun'shi'dai'biao
军事地理,jun'shi'di'li
军事地位,jun'shi'di'wei
军事地形,jun'shi'di'xing
军事动员,jun'shi'dong'yuan
军事动作,jun'shi'dong'zuo
军事斗争,jun'shi'dou'zheng
军事独裁,jun'shi'du'cai
军事对抗,jun'shi'dui'kang
军事对峙,jun'shi'dui'zhi
军事法规,jun'shi'fa'gui
军事法令,jun'shi'fa'ling
军事发烧友,jun'shi'fa'shao'you
军事法庭,jun'shi'fa'ting
军事法院,jun'shi'fa'yuan
军事范畴,jun'shi'fan'chou
军事反应措施,jun'shi'fan'ying'cuo'shi
军事防务,jun'shi'fang'wu
军事防御,jun'shi'fang'yu
军事分界线,jun'shi'fen'jie'xian
军事风险,jun'shi'feng'xian
军事改革,jun'shi'gai'ge
军事干预,jun'shi'gan'yu
军事岗位,jun'shi'gang'wei
军事革命,jun'shi'ge'ming
军事工程,jun'shi'gong'cheng
军事工作,jun'shi'gong'zuo
军事顾问,jun'shi'gu'wen
军事顾问团,jun'shi'gu'wen'tuan
军史馆,jun'shi'guan
军事观察,jun'shi'guan'cha
军事观察者,jun'shi'guan'cha'zhe
军事观点,jun'shi'guan'dian
军事管理,jun'shi'guan'li
军事关系,jun'shi'guan'xi
军事管制,jun'shi'guan'zhi
军事过硬,jun'shi'guo'ying
军事海运,jun'shi'hai'yun
军事航海,jun'shi'hang'hai
军事航空,jun'shi'hang'kong
军事合作,jun'shi'he'zuo
军事后援,jun'shi'hou'yuan
军事化,jun'shi'hua
军事画廊,jun'shi'hua'lang
军事滑雪,jun'shi'hua'xue
军事化训练,jun'shi'hua'xun'lian
军事活动,jun'shi'huo'dong
军事基础,jun'shi'ji'chu
军事基地,jun'shi'ji'di
军事机构,jun'shi'ji'gou
军事机关,jun'shi'ji'guan
军事计划,jun'shi'ji'hua
军事机密,jun'shi'ji'mi
军事纪实,jun'shi'ji'shi
军事技术,jun'shi'ji'shu
军事集团,jun'shi'ji'tuan
军事记者,jun'shi'ji'zhe
军事家,jun'shi'jia
军事价值,jun'shi'jia'zhi
军事检察院,jun'shi'jian'cha'yuan
军事建模,jun'shi'jian'mo
军事建设,jun'shi'jian'she
军事僵局,jun'shi'jiang'ju
军事角度,jun'shi'jiao'du
军事交流,jun'shi'jiao'liu
军事交通,jun'shi'jiao'tong
军事教学,jun'shi'jiao'xue
军事教育学,jun'shi'jiao'yu'xue
军事接触,jun'shi'jie'chu
军事节目,jun'shi'jie'mu
军事戒严,jun'shi'jie'yan
军事进攻,jun'shi'jin'gong
军事禁区,jun'shi'jin'qu
军事警报,jun'shi'jing'bao
军事经济,jun'shi'jing'ji
军事经济学,jun'shi'jing'ji'xue
军事经济学院,jun'shi'jing'ji'xue'yuan
军事举措,jun'shi'ju'cuo
军事角色,jun'shi'jue'se
军事开支,jun'shi'kai'zhi
军事课,jun'shi'ke
军事科技,jun'shi'ke'ji
军事科目,jun'shi'ke'mu
军事科学,jun'shi'ke'xue
军事空运,jun'shi'kong'yun
军事控制,jun'shi'kong'zhi
军事扩张,jun'shi'kuo'zhang
军事劳动,jun'shi'lao'dong
军事力量,jun'shi'li'liang
军事理论,jun'shi'li'lun
军事理论界,jun'shi'li'lun'jie
军事理念,jun'shi'li'nian
军事历史学,jun'shi'li'shi'xue
军事领导,jun'shi'ling'dao
军事路线,jun'shi'lu'xian
军事论坛,jun'shi'lun'tan
军事落实,jun'shi'luo'shi
军事冒险,jun'shi'mao'xian
军事盟约,jun'shi'meng'yue
军事民主,jun'shi'min'zhu
军事模拟,jun'shi'mo'ni
军事谋略,jun'shi'mou'lue
军事目标,jun'shi'mu'biao
军事目的,jun'shi'mu'di
军事内幕,jun'shi'nei'mu
军事能力,jun'shi'neng'li
军事频道,jun'shi'pin'dao
军事平衡,jun'shi'ping'heng
军事评论,jun'shi'ping'lun
军事气候,jun'shi'qi'hou
军事气象,jun'shi'qi'xiang
军事潜力,jun'shi'qian'li
军事潜水,jun'shi'qian'shui
军事前沿,jun'shi'qian'yan
军事强国,jun'shi'qiang'guo
军事强项,jun'shi'qiang'xiang
军事情报,jun'shi'qing'bao
军事情报局,jun'shi'qing'bao'ju
军事清乡,jun'shi'qing'xiang
军事热点,jun'shi're'dian
军事人才,jun'shi'ren'cai
军事任务,jun'shi'ren'wu
军事三项,jun'shi'san'xiang
军事色彩,jun'shi'se'cai
军事上的,jun'shi'shang'de
军事社会学,jun'shi'she'hui'xue
军事设施,jun'shi'she'shi
军事审判,jun'shi'shen'pan
军事生活,jun'shi'sheng'huo
军事生涯,jun'shi'sheng'ya
军事史,jun'shi'shi
军事实践,jun'shi'shi'jian
军事实力,jun'shi'shi'li
军事使命,jun'shi'shi'ming
军事施压,jun'shi'shi'ya
军事手段,jun'shi'shou'duan
军事数据,jun'shi'shu'ju
军事术语,jun'shi'shu'yu
军事水文,jun'shi'shui'wen
军事司法,jun'shi'si'fa
军事思维,jun'shi'si'wei
军事思想,jun'shi'si'xiang
军事素养,jun'shi'su'yang
君士坦丁堡,jun'shi'tan'ding'bao
军事体育,jun'shi'ti'yu
军事跳伞,jun'shi'tiao'san
军事挑衅,jun'shi'tiao'xin
军事条约,jun'shi'tiao'yue
军事贴图,jun'shi'tie'tu
军事统筹,jun'shi'tong'chou
军事同盟,jun'shi'tong'meng
军事通信,jun'shi'tong'xin
军事图片,jun'shi'tu'pian
军事网,jun'shi'wang
军事网络,jun'shi'wang'luo
军事网站,jun'shi'wang'zhan
军事威慑,jun'shi'wei'she
军事威胁,jun'shi'wei'xie
军事威胁论,jun'shi'wei'xie'lun
军事委员会,jun'shi'wei'yuan'hui
军事文化,jun'shi'wen'hua
军事文献,jun'shi'wen'xian
军事文选,jun'shi'wen'xuan
军事物流,jun'shi'wu'liu
军事武器,jun'shi'wu'qi
军事舞台,jun'shi'wu'tai
军事五项,jun'shi'wu'xiang
军事系统,jun'shi'xi'tong
军事夏令营,jun'shi'xia'ling'ying
军事现代化,jun'shi'xian'dai'hua
军事项目,jun'shi'xiang'mu
军事小说,jun'shi'xiao'shuo
军事新科学,jun'shi'xin'ke'xue
军事心理学,jun'shi'xin'li'xue
军事新闻,jun'shi'xin'wen
军事信息,jun'shi'xin'xi
军事行动,jun'shi'xing'dong
军事行政,jun'shi'xing'zheng
军事需求,jun'shi'xu'qiu
军事宣传,jun'shi'xuan'chuan
军事学,jun'shi'xue
军事学术,jun'shi'xue'shu
军事学术史,jun'shi'xue'shu'shi
军事学院,jun'shi'xue'yuan
军事训练,jun'shi'xun'lian
军事训练会议,jun'shi'xun'lian'hui'yi
军事压力,jun'shi'ya'li
军事演习,jun'shi'yan'xi
军事要地,jun'shi'yao'di
军事要图,jun'shi'yao'tu
军事医学,jun'shi'yi'xue
军事意义,jun'shi'yi'yi
军事意志,jun'shi'yi'zhi
军事因素,jun'shi'yin'su
军事邮件,jun'shi'you'jian
军事优势,jun'shi'you'shi
军事预测,jun'shi'yu'ce
军事预算,jun'shi'yu'suan
军事原则,jun'shi'yuan'ze
军事运筹,jun'shi'yun'chou
军事运输,jun'shi'yun'shu
军事占领,jun'shi'zhan'ling
军事战略,jun'shi'zhan'lue
军史战史,jun'shi'zhan'shi
军事战争,jun'shi'zhan'zheng
军士长,jun'shi'zhang
军事长官,jun'shi'zhang'guan
军事哲学,jun'shi'zhe'xue
军事侦察,jun'shi'zhen'cha
军事真空,jun'shi'zhen'kong
军事政变,jun'shi'zheng'bian
军事政策,jun'shi'zheng'ce
军事政权,jun'shi'zheng'quan
军师职,jun'shi'zhi
军事制度,jun'shi'zhi'du
军事重地,jun'shi'zhong'di
军事重镇,jun'shi'zhong'zhen
军事主官,jun'shi'zhu'guan
军事主义,jun'shi'zhu'yi
军事著作,jun'shi'zhu'zuo
军事专家,jun'shi'zhuan'jia
军史专家,jun'shi'zhuan'jia
军事专利,jun'shi'zhuan'li
军事专业,jun'shi'zhuan'ye
军事装备,jun'shi'zhuang'bei
军事准备,jun'shi'zhun'bei
军事自信,jun'shi'zi'xin
军事组织,jun'shi'zu'zhi
军售,jun'shou
军售合同,jun'shou'he'tong
军首长,jun'shou'zhang
军属,jun'shu
军帅,jun'shuai
军税,jun'shui
军体,jun'ti
军体拳,jun'ti'quan
军体拳训练,jun'ti'quan'xun'lian
军统,jun'tong
军统局,jun'tong'ju
军团,jun'tuan
军团主力,jun'tuan'zhu'li
军娃,jun'wa
军外,jun'wai
军外训练,jun'wai'xun'lian
军网,jun'wang
军味,jun'wei
军委,jun'wei
军威,jun'wei
郡尉,jun'wei
军委副主席,jun'wei'fu'zhu'xi
军委工程兵,jun'wei'gong'cheng'bing
军委炮兵,jun'wei'pao'bing
军委委员,jun'wei'wei'yuan
军委主席,jun'wei'zhu'xi
军委装甲兵,jun'wei'zhuang'jia'bing
军务,jun'wu
军务部,jun'wu'bu
军务部门,jun'wu'bu'men
军务股长,jun'wu'gu'zhang
军无辎重则亡,jun'wu'zi'zhong'ze'wang
军衔,jun'xian
军衔标志,jun'xian'biao'zhi
军衔肩章,jun'xian'jian'zhang
军衔晋升,jun'xian'jin'sheng
军衔领章,jun'xian'ling'zhang
军衔制,jun'xian'zhi
军饷,jun'xiang
军校,jun'xiao
军校教授,jun'xiao'jiao'shou
军械,jun'xie
军鞋,jun'xie
军械保养,jun'xie'bao'yang
军械仓库,jun'xie'cang'ku
军械工程,jun'xie'gong'cheng
军械技术,jun'xie'ji'shu
军械局,jun'xie'ju
军械库,jun'xie'ku
军械勤务,jun'xie'qin'wu
军械所,jun'xie'suo
军械通,jun'xie'tong
军械物资,jun'xie'wu'zi
军械员,jun'xie'yuan
军械装备,jun'xie'zhuang'bei
军心,jun'xin
军心不稳,jun'xin'bu'wen
军心动摇,jun'xin'dong'yao
军心涣散,jun'xin'huan'san
军休,jun'xiu
军休办,jun'xiu'ban
军休党委,jun'xiu'dang'wei
军休干部,jun'xiu'gan'bu
军休所,jun'xiu'suo
军需,jun'xu
军需部,jun'xu'bu
军需仓库,jun'xu'cang'ku
军需处,jun'xu'chu
军需股长,jun'xu'gu'zhang
军需官,jun'xu'guan
军需科,jun'xu'ke
军需品,jun'xu'pin
军需勤务,jun'xu'qin'wu
军需物品,jun'xu'wu'pin
军需物油部,jun'xu'wu'you'bu
军需物资,jun'xu'wu'zi
军选民用,jun'xuan'min'yong
军训,jun'xun
军训部,jun'xun'bu
军训参谋,jun'xun'can'mou
军演,jun'yan
军爷,jun'ye
军医,jun'yi
军艺,jun'yi
军医大学,jun'yi'da'xue
军医局,jun'yi'ju
军艺师生,jun'yi'shi'sheng
军营,jun'ying
军营管理,jun'ying'guan'li
军营生活,jun'ying'sheng'huo
军营网吧,jun'ying'wang'ba
军营文化,jun'ying'wen'hua
军用,jun'yong
军用仓库,jun'yong'cang'ku
军用车辆,jun'yong'che'liang
军用大地,jun'yong'da'di
军用道路,jun'yong'dao'lu
军用地图,jun'yong'di'tu
军用电视,jun'yong'dian'shi
军用电台,jun'yong'dian'tai
军用发电机,jun'yong'fa'dian'ji
军用飞机,jun'yong'fei'ji
军用斧头,jun'yong'fu'tou
军用工程,jun'yong'gong'cheng
军用观察,jun'yong'guan'cha
军用光学,jun'yong'guang'xue
军用机场,jun'yong'ji'chang
军用吉普车,jun'yong'ji'pu'che
军用机器人,jun'yong'ji'qi'ren
军用技术,jun'yong'ji'shu
军用控制点,jun'yong'kong'zhi'dian
军用雷达,jun'yong'lei'da
军用列车,jun'yong'lie'che
军用码头,jun'yong'ma'tou
军用品,jun'yong'pin
军用器材,jun'yong'qi'cai
军用桥梁,jun'yong'qiao'liang
军用犬,jun'yong'quan
军用燃油,jun'yong'ran'you
军用设施,jun'yong'she'shi
军用手机,jun'yong'shou'ji
军用铁路,jun'yong'tie'lu
军用望远镜,jun'yong'wang'yuan'jing
军用文书,jun'yong'wen'shu
军用物资,jun'yong'wu'zi
军用饮食,jun'yong'yin'shi
军用运输,jun'yong'yun'shu
军用站台,jun'yong'zhan'tai
军用帐篷,jun'yong'zhang'peng
军用侦察,jun'yong'zhen'cha
军游,jun'you
军邮,jun'you
军邮分局,jun'you'fen'ju
军邮机构,jun'you'ji'gou
军邮局,jun'you'ju
军邮站,jun'you'zhan
军语,jun'yu
军援,jun'yuan
军院,jun'yuan
军乐,jun'yue
军乐队,jun'yue'dui
军乐团,jun'yue'tuan
军运,jun'yun
军运备品,jun'yun'bei'pin
军运参谋,jun'yun'can'mou
军运号码,jun'yun'hao'ma
军运梯队,jun'yun'ti'dui
军运员,jun'yun'yuan
军政,jun'zheng
军政部,jun'zheng'bu
军政大学,jun'zheng'da'xue
军政大员,jun'zheng'da'yuan
军政当局,jun'zheng'dang'ju
军政府,jun'zheng'fu
军政干部,jun'zheng'gan'bu
军政关系,jun'zheng'guan'xi
军政基础,jun'zheng'ji'chu
军政素质,jun'zheng'su'zhi
军政委员会,jun'zheng'wei'yuan'hui
军政训练,jun'zheng'xun'lian
军政要员,jun'zheng'yao'yuan
军政杂志,jun'zheng'za'zhi
军政主管,jun'zheng'zhu'guan
军制,jun'zhi
军职,jun'zhi
均质钢,jun'zhi'gang
军职生涯,jun'zhi'sheng'ya
军制学,jun'zhi'xue
均质装甲,jun'zhi'zhuang'jia
军中,jun'zhong
军种,jun'zhong
军中败类,jun'zhong'bai'lei
军中斗争,jun'zhong'dou'zheng
军种符号,jun'zhong'fu'hao
军中岗位,jun'zhong'gang'wei
军种战术,jun'zhong'zhan'shu
军主,jun'zhu
军转民用,jun'zhuan'min'yong
军装,jun'zhuang
军姿,jun'zi
君子一言,jun'zi'yi'yan
军综网,jun'zong'wang
军佐,jun'zuo
军座,jun'zuo
卡宾枪,ka'bin'qiang
卡车,ka'che
卡叠什之战,ka'die'shen'zhi'zhan
卡尔大公,ka'er'da'gong
卡尔萨基,ka'er'sa'ji
卡吉尔战斗,ka'ji'er'zhan'dou
喀喇昆仑精神,ka'la'kun'lun'jing'shen
喀喇昆仑山,ka'la'kun'lun'shan
卡拉什尼科夫,ka'la'shi'ni'ke'fu
喀龙,ka'long
卡路,ka'lu
卡伦,ka'lun
喀伦,ka'lun
卡片,ka'pian
卡塞格伦,ka'sai'ge'lun
喀斯特地貌,ka'si'te'di'mao
卡锁,ka'suo
卡锁位置,ka'suo'wei'zhi
卡塔隆尼之战,ka'ta'long'ni'zhi'zhan
开拔,kai'ba
开仓,kai'cang
开城出击,kai'cheng'chu'ji
开除公职,kai'chu'gong'zhi
开除军籍,kai'chu'jun'ji
开打,kai'da
开动脑筋,kai'dong'nao'jin
开发利用,kai'fa'li'yong
开饭,kai'fan
开放式,kai'fang'shi
开飞,kai'fei
开赴,kai'fu
开赴敌后,kai'fu'di'hou
开赴抗日,kai'fu'kang'ri
凯芙拉,kai'fu'la
开赴前线,kai'fu'qian'xian
开赴战场,kai'fu'zhan'chang
开焊,kai'han
开花轻钢炮,kai'hua'qing'gang'pao
开花轻铜炮,kai'hua'qing'tong'pao
开火,kai'huo
开火后,kai'huo'hou
开火距离,kai'huo'ju'li
开火前,kai'huo'qian
开火时机,kai'huo'shi'ji
开机,kai'ji
开济,kai'ji
开机佯动,kai'ji'yang'dong
开机值班,kai'ji'zhi'ban
铠甲,kai'jia
开进,kai'jin
开进过程,kai'jin'guo'cheng
开进命令,kai'jin'ming'ling
开阔地,kai'kuo'di
开阔眼界,kai'kuo'yan'jie
开溜,kai'liu
开路,kai'lu
开路机,kai'lu'ji
开路控制,kai'lu'kong'zhi
开路先锋,kai'lu'xian'feng
开炮,kai'pao
开辟航道,kai'pi'hang'dao
开辟航线,kai'pi'hang'xian
开辟雷区,kai'pi'lei'qu
开辟通道,kai'pi'tong'dao
开辟通路,kai'pi'tong'lu
开辟战场,kai'pi'zhan'chang
开枪,kai'qiang
开枪射击,kai'qiang'she'ji
开伞,kai'san
开伞袋,kai'san'dai
开伞拉绳,kai'san'la'sheng
开伞器,kai'san'qi
开伞绳,kai'san'sheng
开伞速度,kai'san'su'du
开伞索,kai'san'suo
开伞索环,kai'san'suo'huan
开山,kai'shan
开设,kai'she
开设的地点,kai'she'de'di'dian
开设渡场,kai'she'du'chang
开设位置,kai'she'wei'zhi
开设指挥所,kai'she'zhi'hui'suo
开始冲击,kai'shi'chong'ji
开始攻击,kai'shi'gong'ji
开始航渡,kai'shi'hang'du
开始口令,kai'shi'kou'ling
开始爬高点,kai'shi'pa'gao'dian
开始射击,kai'shi'she'ji
开始时间,kai'shi'shi'jian
开始行动,kai'shi'xing'dong
开始诸元,kai'shi'zhu'yuan
开天线,kai'tian'xian
开往,kai'wang
