阿坝当归,a'ba'dang'gui
鄂西鼠尾草,e'xi'shu'wei'cao
鄂西苔草,e'xi'tai'cao
鄂西天胡荽,e'xi'tian'hu'sui
鄂西香草,e'xi'xiang'cao
鄂西香茶菜,e'xi'xiang'cha'cai
鄂西小檗,e'xi'xiao'bo
鄂西绣线菊,e'xi'xiu'xian'ju
鄂西玄参,e'xi'xuan'shen
鄂西玉山竹,e'xi'yu'shan'zhu
鄂西獐牙菜,e'xi'zhang'ya'cai
鄂羊蹄甲,e'yang'ti'jia
垩叶猕猴桃,e'ye'mi'hou'tao
鹅掌草,e'zhang'cao
鹅掌柴,e'zhang'chai
鹅掌柴属,e'zhang'chai'shu
鹅掌揪,e'zhang'jiu
鹅掌簕,e'zhang'le
鹅掌楸,e'zhang'qiu
鹅掌楸属,e'zhang'qiu'shu
鹅掌藤,e'zhang'teng
莪术,e'zhu
鳄嘴花,e'zui'hua
恩施栒子,en'shi'xun'zi
恩施淫羊藿,en'shi'yin'yang'huo
二白杨,er'bai'yang
耳瓣棘豆,er'ban'ji'dou
二苞花,er'bao'hua
二苞黄精,er'bao'huang'jing
耳苞鸭跖草,er'bao'ya'zhi'cao
耳柄过路黄,er'bing'guo'lu'huang
耳柄合耳菊,er'bing'he'er'ju
耳柄蒲儿根,er'bing'pu'er'gen
耳柄紫堇,er'bing'zi'jin
耳草,er'cao
耳草属,er'cao'shu
儿茶,er'cha
二叉破布木,er'cha'po'bu'mu
二齿黄蓉花,er'chi'huang'rong'hua
二翅六道木,er'chi'liu'dao'mu
二齿马先蒿,er'chi'ma'xian'hao
二齿香科,er'chi'xiang'ke
二齿香科科,er'chi'xiang'ke'ke
耳齿蝇子草,er'chi'ying'zi'cao
耳唇对叶兰,er'chun'dui'ye'lan
耳唇兰,er'chun'lan
耳唇兰属,er'chun'lan'shu
耳唇鸟巢兰,er'chun'niao'chao'lan
二刺叶兔唇花,er'ci'ye'tu'chun'hua
二萼丰花草,er'e'feng'hua'cao
二萼喉毛花,er'e'hou'mao'hua
二峨苔草,er'e'tai'cao
二耳沼兰,er'er'zhao'lan
耳稃草,er'fu'cao
二管独活,er'guan'du'huo
洱海南星,er'hai'nan'xing
二行芥,er'hang'jie
二行芥属,er'hang'jie'shu
二花,er'hua
二花对叶兰,er'hua'dui'ye'lan
二花蝴蝶草,er'hua'hu'die'cao
二花棘豆,er'hua'ji'dou
二花假糙苏,er'hua'jia'cao'su
二花六道木,er'hua'liu'dao'mu
二花米努草,er'hua'mi'nu'cao
二花珍珠茅,er'hua'zhen'zhu'mao
二黄,er'huang
二回原始莲座蕨,er'hui'yuan'shi'lian'zuo'jue
耳基柏拉木,er'ji'bai'la'mu
耳基冷水花,er'ji'leng'shui'hua
耳基水苋,er'ji'shui'xian
耳基叶杨桐,er'ji'ye'yang'tong
二脊沼兰,er'ji'zhao'lan
二尖齿黄耆,er'jian'chi'huang'qi
二角大柄菱,er'jiao'da'bing'ling
二节豆属,er'jie'dou'shu
耳菊,er'ju
二郎山报春,er'lang'shan'bao'chun
二郎山翠雀花,er'lang'shan'cui'que'hua
二郎山杜鹃,er'lang'shan'du'juan
二郎山蒿,er'lang'shan'hao
二棱秋海棠,er'leng'qiu'hai'tang
二连锦鸡儿,er'lian'jin'ji'er
二裂棘豆,er'lie'ji'dou
二裂母草叶龙胆,er'lie'mu'cao'ye'long'dan
二裂深红龙胆,er'lie'shen'hong'long'dan
二裂苔草,er'lie'tai'cao
二列藤山柳,er'lie'teng'shan'liu
二列瓦理棕,er'lie'wa'li'zong
二裂委陵菜,er'lie'wei'ling'cai
二列虾脊兰,er'lie'xia'ji'lan
二裂虾脊兰,er'lie'xia'ji'lan
二列叶柃,er'lie'ye'ling
二裂叶委陵菜,er'lie'ye'wei'ling'cai
二芒金发草,er'mang'jin'fa'cao
二芒莠竹,er'mang'you'zhu
耳片角盘兰,er'pian'jiao'pan'lan
二歧蓼,er'qi'liao
二歧马先蒿,er'qi'ma'xian'hao
二岐山蚂蝗,er'qi'shan'ma'huang
二歧银莲花,er'qi'yin'lian'hua
二乔木兰,er'qiao'mu'lan
二乔玉兰,er'qiao'yu'lan
二色桉,er'se'an
二色波罗蜜,er'se'bo'luo'mi
二色补血草,er'se'bu'xue'cao
二色唇柱苣苔,er'se'chun'zhu'ju'tai
二色大苞兰,er'se'da'bao'lan
二色党参,er'se'dang'shen
二色凤仙花,er'se'feng'xian'hua
二色棘豆,er'se'ji'dou
二色锦鸡儿,er'se'jin'ji'er
二色金石斛,er'se'jin'shi'hu
二色卷瓣兰,er'se'juan'ban'lan
二色老鹳草,er'se'lao'guan'cao
二色棱子芹,er'se'leng'zi'qin
二色马先蒿,er'se'ma'xian'hao
二色南星,er'se'nan'xing
二色山牵牛,er'se'shan'qian'niu
二色五味子,er'se'wu'wei'zi
二色香青,er'se'xiang'qing
二色小檗,er'se'xiao'bo
二色野豌豆,er'se'ye'wan'dou
二色胀萼紫草,er'se'zhang'e'zi'cao
二穗短柄草,er'sui'duan'bing'cao
二台枸骨球,er'tai'gou'gu'qiu
耳挖草,er'wa'cao
二尾兰,er'wei'lan
二尾兰属,er'wei'lan'shu
二狭叶兜被兰,er'xia'ye'dou'bei'lan
二腺异色柳,er'xian'yi'se'liu
二形鳞苔草,er'xing'lin'tai'cao
二型柳叶箬,er'xing'liu'ye'ruo
耳形瘤足蕨,er'xing'liu'zu'jue
二型马唐,er'xing'ma'tang
二型叶棘豆,er'xing'ye'ji'dou
二型叶景天,er'xing'ye'jing'tian
二型莠竹,er'xing'you'zhu
二雄蕊拟漆姑,er'xiong'rui'ni'qi'gu
耳药花,er'yao'hua
耳药花属,er'yao'hua'shu
二药藻,er'yao'zao
二药藻属,er'yao'zao'shu
耳叶补血草,er'ye'bu'xue'cao
二叶兜被兰,er'ye'dou'bei'lan
耳叶杜鹃,er'ye'du'juan
二叶独蒜兰,er'ye'du'suan'lan
耳叶风车子,er'ye'feng'che'zi
耳叶风毛菊,er'ye'feng'mao'ju
耳叶凤仙花,er'ye'feng'xian'hua
耳叶合耳菊,er'ye'he'er'ju
耳叶黑柴胡,er'ye'hei'chai'hu
二叶红门兰,er'ye'hong'men'lan
二叶红薯,er'ye'hong'shu
耳叶鸡矢藤,er'ye'ji'shi'teng
耳叶爵床属,er'ye'jue'chuang'shu
耳叶决明,er'ye'jue'ming
耳叶柯,er'ye'ke
耳叶柃,er'ye'ling
耳叶龙船花,er'ye'long'chuan'hua
耳叶马兜铃,er'ye'ma'dou'ling
耳叶马蓝,er'ye'ma'lan
耳叶猕猴桃,er'ye'mi'hou'tao
耳叶南芥,er'ye'nan'jie
耳叶拳参,er'ye'quan'can
耳叶散爵床,er'ye'san'jue'chuang
二叶舌唇兰,er'ye'she'chun'lan
二叶石豆兰,er'ye'shi'dou'lan
耳叶水苋,er'ye'shui'xian
耳叶兔儿伞,er'ye'tu'er'san
二叶无柱兰,er'ye'wu'zhu'lan
耳叶象牙参,er'ye'xiang'ya'can
耳叶蟹甲草,er'ye'xie'jia'cao
耳叶悬钩子,er'ye'xuan'gou'zi
二叶玉凤花,er'ye'yu'feng'hua
耳叶越桔,er'ye'yue'ju
二叶獐牙菜,er'ye'zhang'ya'cai
耳叶珍珠菜,er'ye'zhen'zhu'cai
耳叶紫菀,er'ye'zi'wan
耳翼蟹甲草,er'yi'xie'jia'cao
耳翼蟹甲革,er'yi'xie'jia'ge
耳羽岩蕨,er'yu'yan'jue
耳源虎耳草,er'yuan'hu'er'cao
洱源囊瓣芹,er'yuan'nang'ban'qin
洱源鼠尾草,er'yuan'shu'wei'cao
洱源碎米荠,er'yuan'sui'mi'ji
洱源橐吾,er'yuan'tuo'wu
洱源紫堇,er'yuan'zi'jin
二月兰,er'yue'lan
二藏报春,er'zang'bao'chun
耳褶龙胆,er'zhe'long'dan
二褶羊耳蒜,er'zhe'yang'er'suan
二柱繁缕,er'zhu'fan'lv
二柱苔草,er'zhu'tai'cao
耳状虎耳草,er'zhuang'hu'er'cao
耳状楼梯草,er'zhuang'lou'ti'cao
耳状人字果,er'zhuang'ren'zi'guo
耳坠苔,er'zhui'tai
二籽扁蒴藤,er'zi'bian'shuo'teng
二籽苔草,er'zi'tai'cao
发财树,fa'cai'shu
发草,fa'cao
发草属,fa'cao'shu
法斗青冈,fa'dou'qing'gang
法斗蛇根草,fa'dou'she'gen'cao
发杆蒿草,fa'gan'hao'cao
发秆苔草,fa'gan'tai'cao
法国菠菜,fa'guo'bo'cai
法国枇杷,fa'guo'pi'pa
法国梧桐,fa'guo'wu'tong
发黄白头翁,fa'huang'bai'tou'weng
发冷草,fa'leng'cao
法利龙常草,fa'li'long'chang'cao
法利莠竹,fa'li'you'zhu
法罗海,fa'luo'hai
法且利亚叶马先蒿,fa'qie'li'ya'ye'ma'xian'hao
法氏半脊荠,fa'shi'ban'ji'ji
法氏马先蒿,fa'shi'ma'xian'hao
法氏碎米荠,fa'shi'sui'mi'ji
法氏早熟禾,fa'shi'zao'shu'he
法桐,fa'tong
发枝稷,fa'zhi'ji
翻白草,fan'bai'cao
翻白繁缕,fan'bai'fan'lv
翻白蚊子草,fan'bai'wen'zi'cao
翻白叶,fan'bai'ye
翻白叶树,fan'bai'ye'shu
反瓣老鹳草,fan'ban'lao'guan'cao
反瓣石斛,fan'ban'shi'hu
反瓣虾脊兰,fan'ban'xia'ji'lan
饭包草,fan'bao'cao
反苞毛兰,fan'bao'mao'lan
反苞蒲公英,fan'bao'pu'gong'ying
反边杜鹃,fan'bian'du'juan
饭杓藤,fan'biao'teng
反唇兰,fan'chun'lan
反唇兰属,fan'chun'lan'shu
翻唇兰属,fan'chun'lan'shu
反唇舌唇兰,fan'chun'she'chun'lan
翻底白,fan'di'bai
饭豆,fan'dou
反萼银莲花,fan'e'yin'lian'hua
番弓长麻,fan'gong'chang'ma
返顾马先蒿,fan'gu'ma'xian'hao
番瓜,fan'gua
烦果小檗,fan'guo'xiao'bo
番红报春,fan'hong'bao'chun
番红花,fan'hong'hua
番红花属,fan'hong'hua'shu
繁花杜鹃,fan'hua'du'juan
繁花藤山柳,fan'hua'teng'shan'liu
梵净报春,fan'jing'bao'chun
梵净火绒草,fan'jing'huo'rong'cao
梵净蓟,fan'jing'ji
梵净冷杉,fan'jing'leng'shan
梵净蒲儿根,fan'jing'pu'er'gen
梵净山菝葜,fan'jing'shan'ba'qia
梵净山点地梅,fan'jing'shan'dian'di'mei
梵净山凤仙花,fan'jing'shan'feng'xian'hua
梵净山冠唇花,fan'jing'shan'guan'chun'hua
梵净山类芦,fan'jing'shan'lei'lu
梵净山柿,fan'jing'shan'shi
梵净山乌头,fan'jing'shan'wu'tou
梵净山悬钩子,fan'jing'shan'xuan'gou'zi
梵净山玉山竹,fan'jing'shan'yu'shan'zhu
梵净小檗,fan'jing'xiao'bo
梵净玉山竹,fan'jing'yu'shan'zhu
饭蕨,fan'jue
番荔枝,fan'li'zhi
番荔枝科,fan'li'zhi'ke
番荔枝属,fan'li'zhi'shu
番龙眼,fan'long'yan
番龙眼属,fan'long'yan'shu
繁缕,fan'lv
繁缕薄蒴草,fan'lv'bo'shuo'cao
繁缕虎耳草,fan'lv'hu'er'cao
繁缕属,fan'lv'shu
繁缕状龙胆,fan'lv'zhuang'long'dan
反毛老鹳草,fan'mao'lao'guan'cao
番木瓜,fan'mu'gua
番木瓜科,fan'mu'gua'ke
番木瓜属,fan'mu'gua'shu
反扭藓,fan'niu'xian
梵茜草,fan'qian'cao
番茄,fan'qie
蕃茄,fan'qie
反曲马先蒿,fan'qu'ma'xian'hao
番柿,fan'shi
番石榴,fan'shi'liu
番石榴属,fan'shi'liu'shu
番薯,fan'shu
番薯花,fan'shu'hua
番薯属,fan'shu'shu
繁穗苋,fan'sui'xian
梵天花,fan'tian'hua
梵天花属,fan'tian'hua'shu
番杏,fan'xing
繁星花,fan'xing'hua
番杏科,fan'xing'ke
番杏属,fan'xing'shu
番樱桃属,fan'ying'tao'shu
饭甑青冈,fan'zeng'qing'gang
饭甑树,fan'zeng'shu
饭甑椆,fan'zeng'zhou
反折果苔草,fan'zhe'guo'tai'cao
反折花龙胆,fan'zhe'hua'long'dan
繁枝补血草,fan'zhi'bu'xue'cao
反枝苋,fan'zhi'xian
蕃姿,fan'zi
防城茶,fang'cheng'cha
防城杜鹃,fang'cheng'du'juan
纺锤毛茛,fang'chui'mao'gen
纺锤唐松草,fang'chui'tang'song'cao
纺锤蝇子草,fang'chui'ying'zi'cao
方唇羊耳蒜,fang'chun'yang'er'suan
方鼎木属,fang'ding'mu'shu
方鼎蛇根草,fang'ding'she'gen'cao
防风,fang'feng
防风草,fang'feng'cao
防风属,fang'feng'shu
方竿毛竹,fang'gan'mao'zhu
芳槁润楠,fang'gao'run'nan
芳槁树,fang'gao'shu
防己,fang'ji
防己马兜铃,fang'ji'ma'dou'ling
防己藤,fang'ji'teng
防己叶菝葜,fang'ji'ye'ba'qia
方茎草,fang'jing'cao
方茎耳草,fang'jing'er'cao
方茎金丝桃,fang'jing'jin'si'tao
方榄,fang'lan
仿栗,fang'li
方麻,fang'ma
方脉箬竹,fang'mai'ruo'zhu
方片砂仁,fang'pian'sha'ren
房山翠雀,fang'shan'cui'que
房山紫堇,fang'shan'zi'jin
方氏唇柱苣苔,fang'shi'chun'zhu'ju'tai
方氏淫羊藿,fang'shi'yin'yang'huo
房县黄耆,fang'xian'huang'qi
方腺景天,fang'xian'jing'tian
房县柳,fang'xian'liu
房县槭,fang'xian'qi
房县野青茅,fang'xian'ye'qing'mao
芳线柱兰,fang'xian'zhu'lan
芳香白珠,fang'xiang'bai'zhu
芳香独蒜兰,fang'xiang'du'suan'lan
方香桧,fang'xiang'gui
芳香棱子芹,fang'xiang'leng'zi'qin
芳香石豆兰,fang'xiang'shi'dou'lan
芳香月季,fang'xiang'yue'ji
方叶垂头菊,fang'ye'chui'tou'ju
方叶五月茶,fang'ye'wu'yue'cha
防已科,fang'yi'ke
芳樟,fang'zhang
方枝菝葜,fang'zhi'ba'qia
方枝柏,fang'zhi'bai
方枝桧,fang'zhi'gui
方枝黄芩,fang'zhi'huang'qin
方枝假卫矛,fang'zhi'jia'wei'mao
方枝木犀榄,fang'zhi'mu'xi'lan
方枝蒲桃,fang'zhi'pu'tao
方枝守宫木,fang'zhi'shou'gong'mu
方竹,fang'zhu
方竹属,fang'zhu'shu
方籽栝楼,fang'zi'gua'lou
费菜,fei'cai
肺草属,fei'cao'shu
费葱,fei'cong
翡翠景天,fei'cui'jing'tian
菲岛福木,fei'dao'fu'mu
菲岛山林投,fei'dao'shan'lin'tou
飞蛾槭,fei'e'qi
飞蛾藤,fei'e'teng
飞蛾藤属,fei'e'teng'shu
费尔干鹤虱,fei'er'gan'he'shi
费尔干绢蒿,fei'er'gan'juan'hao
费尔干岩黄耆,fei'er'gan'yan'huang'qi
费尔干猪毛菜,fei'er'gan'zhu'mao'cai
费尔氏马先蒿,fei'er'shi'ma'xian'hao
肥根兰,fei'gen'lan
肥根兰属,fei'gen'lan'shu
绯红蒲公英,fei'hong'pu'gong'ying
飞机草,fei'ji'cao
肥荚红茎,fei'jia'hong'jing
肺角草,fei'jiao'cao
肺筋草,fei'jin'cao
飞来鹤,fei'lai'he
飞廉,fei'lian
飞廉属,fei'lian'shu
飞龙掌血,fei'long'zhang'xue
飞龙掌血属,fei'long'zhang'xue'shu
菲律宾耳草,fei'lv'bin'er'cao
菲律宾谷精草,fei'lv'bin'gu'jing'cao
菲律宾火筒树,fei'lv'bin'huo'tong'shu
菲律宾榕,fei'lv'bin'rong
菲律宾肉豆蔻,fei'lv'bin'rou'dou'kou
菲律宾唐松草,fei'lv'bin'tang'song'cao
菲律宾樟树,fei'lv'bin'zhang'shu
肥满报春,fei'man'bao'chun
绯牡丹,fei'mu'dan
肥牛草,fei'niu'cao
肥牛木属,fei'niu'mu'shu
肥牛树,fei'niu'shu
飞蓬,fei'peng
飞蓬属,fei'peng'shu
肥披碱草,fei'pi'jian'cao
飞瀑草,fei'pu'cao
肥肉草,fei'rou'cao
费氏马先蒿,fei'shi'ma'xian'hao
榧树,fei'shu
榧树属,fei'shu'shu
飞松,fei'song
斐梭浦砧草,fei'suo'pu'zhen'cao
肥田草,fei'tian'cao
飞天蜈蚣,fei'tian'wu'gong
飞锡草,fei'xi'cao
飞仙藤,fei'xian'teng
肺形草,fei'xing'cao
飞燕草,fei'yan'cao
飞燕草属,fei'yan'cao'shu
飞燕黄堇,fei'yan'huang'jin
飞扬草,fei'yang'cao
飞扬藤,fei'yang'teng
飞杨藤,fei'yang'teng
肥叶碱蓬,fei'ye'jian'peng
菲叶猕猴桃,fei'ye'mi'hou'tao
飞鸢果属,fei'yuan'guo'shu
肥皂草,fei'zao'cao
肥皂草属,fei'zao'cao'shu
肥皂荚,fei'zao'jia
肥皂树,fei'zao'shu
非洲戴星草,fei'zhou'dai'xing'cao
非洲凤仙花,fei'zhou'feng'xian'hua
非洲菊,fei'zhou'ju
非洲楝,fei'zhou'lian
非洲楝属,fei'zhou'lian'shu
非洲凌霄属,fei'zhou'ling'xiao'shu
非洲马铃果,fei'zhou'ma'ling'guo
非洲天门冬,fei'zhou'tian'men'dong
非洲紫罗兰,fei'zhou'zi'luo'lan
痱子草,fei'zi'cao
菲柞,fei'zuo
菲柞属,fei'zuo'shu
粉菝葜,fen'ba'qia
粉白杜鹃,fen'bai'du'juan
粉白越桔,fen'bai'yue'ju
粉报春,fen'bao'chun
粉苞苣,fen'bao'ju
粉苞菊,fen'bao'ju
粉苞苣属,fen'bao'ju'shu
粉背菝葜,fen'bei'ba'qia
粉被灯台报春,fen'bei'deng'tai'bao'chun
粉背多变杜鹃,fen'bei'duo'bian'du'juan
粉背鹅掌柴,fen'bei'e'zhang'chai
粉背黄栌,fen'bei'huang'lu
粉被金合欢,fen'bei'jin'he'huan
粉背蕨,fen'bei'jue
粉背瘤足蕨,fen'bei'liu'zu'jue
粉背南蛇藤,fen'bei'nan'she'teng
粉背琼楠,fen'bei'qiong'nan
粉背人字果,fen'bei'ren'zi'guo
粉背薯蓣,fen'bei'shu'yu
粉背溲疏,fen'bei'sou'shu
粉背碎米花,fen'bei'sui'mi'hua
粉被苔草,fen'bei'tai'cao
粉背野丁香,fen'bei'ye'ding'xiang
粉背羽叶参,fen'bei'yu'ye'can
粉萆薢,fen'bi'xie
分叉露兜,fen'cha'lu'dou
粉刺锦鸡儿,fen'ci'jin'ji'er
粉单竹,fen'dan'zhu
粉椴,fen'duan
粉萼垂花报春,fen'e'chui'hua'bao'chun
芬芳安息香,fen'fang'an'xi'xiang
粉防己,fen'fang'ji
粉葛,fen'ge
粉果杜鹃,fen'guo'du'juan
粉果藤,fen'guo'teng
粉果小檗,fen'guo'xiao'bo
粉果越桔,fen'guo'yue'ju
汾河莎草,fen'he'suo'cao
粉红爆仗花,fen'hong'bao'zhang'hua
粉红叉柱兰,fen'hong'cha'zhu'lan
粉红滇藏杜鹃,fen'hong'dian'zang'du'juan
粉红动蕊花,fen'hong'dong'rui'hua
粉红杜鹃,fen'hong'du'juan
粉红短柱茶,fen'hong'duan'zhu'cha
粉红方秆蕨,fen'hong'fang'gan'jue
粉红树形杜鹃,fen'hong'shu'xing'du'juan
粉红溲疏,fen'hong'sou'shu
粉红香水月季,fen'hong'xiang'shui'yue'ji
粉红珍珠菜,fen'hong'zhen'zhu'cai
粉花安息香,fen'hua'an'xi'xiang
粉花唇柱苣苔,fen'hua'chun'zhu'ju'tai
粉花地榆,fen'hua'di'yu
粉花栝楼,fen'hua'gua'lou
粉花光叶蔷薇,fen'hua'guang'ye'qiang'wei
粉花凌霄属,fen'hua'ling'xiao'shu
粉花麦李,fen'hua'mai'li
粉花软骨边越桔,fen'hua'ruan'gu'bian'yue'ju
粉花石斛,fen'hua'shi'hu
粉花无心菜,fen'hua'wu'xin'cai
粉花绣线菊,fen'hua'xiu'xian'ju
粉花绣线梅,fen'hua'xiu'xian'mei
粉花雪灵芝,fen'hua'xue'ling'zhi
粉花野茉莉,fen'hua'ye'mo'li
粉花蝇子草,fen'hua'ying'zi'cao
粉花月见草,fen'hua'yue'jian'cao
粪箕笃,fen'ji'du
糞箕笃,fen'ji'du
粉口兰,fen'kou'lan
粉口兰属,fen'kou'lan'shu
粉蕾木香,fen'lei'mu'xiang
粉绿蒿草,fen'lv'hao'cao
粉绿蒲公英,fen'lv'pu'gong'ying
粉绿藤,fen'lv'teng
粉绿藤属,fen'lv'teng'shu
粉绿铁线莲,fen'lv'tie'xian'lian
粉绿野丁香,fen'lv'ye'ding'xiang
粉绿野桐,fen'lv'ye'tong
粉绿早熟禾,fen'lv'zao'shu'he
粉绿竹,fen'lv'zhu
粉绿钻地风,fen'lv'zuan'di'feng
粉毛耳草,fen'mao'er'cao
粉毛猕猴桃,fen'mao'mi'hou'tao
分蘖堇菜,fen'nie'jin'cai
粉苹婆,fen'ping'po
奋起湖冷水花,fen'qi'hu'leng'shui'hua
粉酸竹,fen'suan'zhu
粉藤,fen'teng
粉条儿菜,fen'tiao'er'cai
粉条儿菜属,fen'tiao'er'cai'shu
粉葶报春,fen'ting'bao'chun
粉团,fen'tuan
粉团蔷薇,fen'tuan'qiang'wei
分药花,fen'yao'hua
分药花属,fen'yao'hua'shu
粉叶黄毛草莓,fen'ye'huang'mao'cao'mei
粉叶金花,fen'ye'jin'hua
粉叶锦鸡儿,fen'ye'jin'ji'er
粉叶蕨,fen'ye'jue
粉叶决明,fen'ye'jue'ming
粉叶柯,fen'ye'ke
粉叶轮环藤,fen'ye'lun'huan'teng
粉叶猕猴桃,fen'ye'mi'hou'tao
粉叶楠,fen'ye'nan
粉叶爬山虎,fen'ye'pa'shan'hu
分叶芹,fen'ye'qin
粉叶山矾,fen'ye'shan'fan
粉叶蛇葡萄,fen'ye'she'pu'tao
粉叶苏木,fen'ye'su'mu
粉叶五层龙,fen'ye'wu'ceng'long
粉叶小檗,fen'ye'xiao'bo
粉叶楔叶绣线菊,fen'ye'xie'ye'xiu'xian'ju
粉叶新木姜子,fen'ye'xin'mu'jiang'zi
粉叶绣线菊,fen'ye'xiu'xian'ju
粉叶栒子,fen'ye'xun'zi
粉叶羊蹄甲,fen'ye'yang'ti'jia
粉叶野木瓜,fen'ye'ye'mu'gua
粉叶玉凤花,fen'ye'yu'feng'hua
粉叶玉凤兰,fen'ye'yu'feng'lan
粉叶鱼藤,fen'ye'yu'teng
粉叶肿荚豆,fen'ye'zhong'jia'dou
粉叶紫堇,fen'ye'zi'jin
粉缘白前,fen'yuan'bai'qian
分枝粗糙黄堇,fen'zhi'cu'cao'huang'jin
分枝大油芒,fen'zhi'da'you'mang
分枝灯心草,fen'zhi'deng'xin'cao
分枝感应草,fen'zhi'gan'ying'cao
粉质花马兜铃,fen'zhi'hua'ma'dou'ling
分枝列当,fen'zhi'lie'dang
粉枝柳,fen'zhi'liu
分枝麻花头,fen'zhi'ma'hua'tou
粉枝莓,fen'zhi'mei
分枝锐裂乌头,fen'zhi'rui'lie'wu'tou
分枝杉叶藻,fen'zhi'shan'ye'zao
分枝双药芒,fen'zhi'shuang'yao'mang
分枝星芒鼠麴草,fen'zhi'xing'mang'shu'qu'cao
分枝亚菊,fen'zhi'ya'ju
粉钟杜鹃,fen'zhong'du'juan
粉竹,fen'zhu
分株紫萁,fen'zhu'zi'qi
粉紫杜鹃,fen'zi'du'juan
粉紫重瓣木槿,fen'zi'zhong'ban'mu'jin
蜂巢草,feng'chao'cao
风车,feng'che
风车草,feng'che'cao
风车果,feng'che'guo
风车藤,feng'che'teng
风车藤属,feng'che'teng'shu
风车子,feng'che'zi
凤城卫矛,feng'cheng'wei'mao
丰城崖豆藤,feng'cheng'ya'dou'teng
蜂出巢,feng'chu'chao
蜂出巢属,feng'chu'chao'shu
风吹楠,feng'chui'nan
风吹楠属,feng'chui'nan'shu
风吹萧属,feng'chui'xiao'shu
逢春假卫矛,feng'chun'jia'wei'mao
风打草,feng'da'cao
凤丹,feng'dan
凤蝶兰,feng'die'lan
蜂斗菜,feng'dou'cai
蜂斗菜属,feng'dou'cai'shu
蜂斗草,feng'dou'cao
蜂斗草属,feng'dou'cao'shu
风兜地钱,feng'dou'di'qian
风兜柯,feng'dou'ke
蜂房叶山胡椒,feng'fang'ye'shan'hu'jiao
凤瓜,feng'gua
丰管马先蒿,feng'guan'ma'xian'hao
风葫芦草,feng'hu'lu'cao
风桦,feng'hua
风花菜,feng'hua'cai
丰花草,feng'hua'cao
丰花草属,feng'hua'cao'shu
丰花月季,feng'hua'yue'ji
封怀凤仙花,feng'huai'feng'xian'hua
凤凰草,feng'huang'cao
凤凰木,feng'huang'mu
凤凰木属,feng'huang'mu'shu
凤凰润楠,feng'huang'run'nan
风凰山石豆兰,feng'huang'shan'shi'dou'lan
凤凰山苔草,feng'huang'shan'tai'cao
凤凰蜘蛛抱蛋,feng'huang'zhi'zhu'bao'dan
凤凰竹,feng'huang'zhu
枫寄生,feng'ji'sheng
风颈草,feng'jing'cao
封开地黄连,feng'kai'di'huang'lian
封开酒饼簕,feng'kai'jiu'bing'le
蜂窠马兜铃,feng'ke'ma'dou'ling
风兰,feng'lan
风兰属,feng'lan'shu
凤梨,feng'li
凤梨科,feng'li'ke
凤梨科植物,feng'li'ke'zhi'wu
凤梨属,feng'li'shu
风铃草,feng'ling'cao
风铃草属,feng'ling'cao'shu
凤铃木,feng'ling'mu
风龙,feng'long
风龙属,feng'long'shu
风露草,feng'lu'cao
风轮菜,feng'lun'cai
风轮菜属,feng'lun'cai'shu
风轮桐,feng'lun'tong
风轮桐属,feng'lun'tong'shu
丰满凤仙花,feng'man'feng'xian'hua
锋芒草,feng'mang'cao
风毛菊,feng'mao'ju
风毛菊属,feng'mao'ju'shu
风毛菊状千里光,feng'mao'ju'zhuang'qian'li'guang
凤茄花,feng'qie'hua
冯钦三宝木,feng'qin'san'bao'mu
凤庆长蒴苣苔,feng'qing'chang'shuo'ju'tai
凤庆冬青,feng'qing'dong'qing
凤庆豆腐柴,feng'qing'dou'fu'chai
凤庆南五味子,feng'qing'nan'wu'wei'zi
凤庆葡萄,feng'qing'pu'tao
风庆小檗,feng'qing'xiao'bo
凤山秋海棠,feng'shan'qiu'hai'tang
丰实箭竹,feng'shi'jian'zhu
风湿木,feng'shi'mu
冯氏藏芥,feng'shi'zang'jie
枫树,feng'shu
丰岁兰,feng'sui'lan
风藤,feng'teng
风藤草,feng'teng'cao
蜂头菜状蟹甲草,feng'tou'cai'zhuang'xie'jia'cao
凤头黍,feng'tou'shu
凤头黍属,feng'tou'shu'shu
凤尾参,feng'wei'can
凤尾草,feng'wei'cao
凤尾蕨,feng'wei'jue
凤尾丝兰,feng'wei'si'lan
凤尾竹,feng'wei'zhu
蜂窝草,feng'wo'cao
蜂窝木姜子,feng'wo'mu'jiang'zi
缝线海桐,feng'xian'hai'tong
凤仙花,feng'xian'hua
凤仙花科,feng'xian'hua'ke
凤仙花属,feng'xian'hua'shu
凤县柳,feng'xian'liu
枫香,feng'xiang
风箱果,feng'xiang'guo
风箱果属,feng'xiang'guo'shu
枫香属,feng'xiang'shu
枫香树,feng'xiang'shu
风箱树,feng'xiang'shu
风箱树属,feng'xiang'shu'shu
风信子,feng'xin'zi
风信子属,feng'xin'zi'shu
凤丫蕨,feng'ya'jue
凤眼蓝,feng'yan'lan
凤眼蓝属,feng'yan'lan'shu
凤眼莲,feng'yan'lian
枫杨,feng'yang
枫杨属,feng'yang'shu
蜂腰兰,feng'yao'lan
蜂腰兰属,feng'yao'lan'shu
蜂腰榕,feng'yao'rong
枫叶槭,feng'ye'qi
枫叶秋海棠,feng'ye'qiu'hai'tang
风雨花,feng'yu'hua
风筝果,feng'zheng'guo
凤竹,feng'zhu
