阿贝比长仪,a'bei'bi'chang'yi
史密斯圆图,shi'mi'si'yuan'tu
施密特触发器,shi'mi'te'chu'fa'qi
石墨承热器,shi'mo'cheng're'qi
室内照明,shi'nei'zhao'ming
失配,shi'pei
失配终端,shi'pei'zhong'duan
视频插头,shi'pin'cha'tou
视频插座,shi'pin'cha'zuo
视频处理器,shi'pin'chu'li'qi
视频放大器,shi'pin'fang'da'qi
视频放大器频宽,shi'pin'fang'da'qi'pin'kuan
视频连接器,shi'pin'lian'jie'qi
视频线,shi'pin'xian
视频信号处理电路,shi'pin'xin'hao'chu'li'dian'lu
失去同步,shi'qu'tong'bu
失锁,shi'suo
失调电流,shi'tiao'dian'liu
失调电压,shi'tiao'dian'ya
实物校准,shi'wu'jiao'zhun
失效,shi'xiao
失谐,shi'xie
时序,shi'xu
时序波瓣控制,shi'xu'bo'ban'kong'zhi
时序逻辑电路,shi'xu'luo'ji'dian'lu
时序模拟,shi'xu'mo'ni
时序图,shi'xu'tu
时延常数,shi'yan'chang'shu
实验电炉,shi'yan'dian'lu
试验电压,shi'yan'dian'ya
试验机附件,shi'yan'ji'fu'jian
试验位置,shi'yan'wei'zhi
湿氧氧化,shi'yang'yang'hua
适应层,shi'ying'ceng
石英反应室,shi'ying'fan'ying'shi
石英晶体谐振器,shi'ying'jing'ti'xie'zhen'qi
适应控制,shi'ying'kong'zhi
适应控制器,shi'ying'kong'zhi'qi
适应控制系统,shi'ying'kong'zhi'xi'tong
石英谐振器,shi'ying'xie'zhen'qi
适应遥测系统,shi'ying'yao'ce'xi'tong
适应预报,shi'ying'yu'bao
实用电路,shi'yong'dian'lu
势越二极管,shi'yue'er'ji'guan
视在功率,shi'zai'gong'lv
失真,shi'zhen
示值,shi'zhi
示值误差,shi'zhi'wu'cha
时钟发生器,shi'zhong'fa'sheng'qi
时钟脉冲,shi'zhong'mai'chong
视轴,shi'zhou
视轴安平补偿器,shi'zhou'an'ping'bu'chang'qi
十字槽,shi'zi'cao
十字螺钉,shi'zi'luo'ding
十字起子,shi'zi'qi'zi
手柄,shou'bing
手动,shou'dong
手动电器,shou'dong'dian'qi
手动开关,shou'dong'kai'guan
受端,shou'duan
手机充电器,shou'ji'chong'dian'qi
手机电池,shou'ji'dian'chi
手机连接器,shou'ji'lian'jie'qi
手机天线,shou'ji'tian'xian
受控电源,shou'kong'dian'yuan
受控源,shou'kong'yuan
寿命,shou'ming
手摇,shou'yao
收音机,shou'yin'ji
收音机天线,shou'yin'ji'tian'xian
受油器,shou'you'qi
束斑直径,shu'ban'zhi'jing
梳齿滤波器,shu'chi'lv'bo'qi
输出,shu'chu
输出电流,shu'chu'dian'liu
输出电平,shu'chu'dian'ping
输出电压,shu'chu'dian'ya
输出电阻,shu'chu'dian'zu
输出端,shu'chu'duan
输出级,shu'chu'ji
输出信号,shu'chu'xin'hao
输出阻抗,shu'chu'zu'kang
输电,shu'dian
输电距离,shu'dian'ju'li
输电系统,shu'dian'xi'tong
输电线,shu'dian'xian
输电线路故障,shu'dian'xian'lu'gu'zhang
疏化阵天线,shu'hua'zhen'tian'xian
数据采集系统,shu'ju'cai'ji'xi'tong
数据分配器,shu'ju'fen'pei'qi
数据选择器,shu'ju'xuan'ze'qi
疏扩,shu'kuo
数模转换器,shu'mo'zhuan'huan'qi
输入,shu'ru
输入电流,shu'ru'dian'liu
输入电压,shu'ru'dian'ya
输入电阻,shu'ru'dian'zu
输入端,shu'ru'duan
输入级,shu'ru'ji
输入输出,shu'ru'shu'chu
输入信号,shu'ru'xin'hao
输入阻抗,shu'ru'zu'kang
疏水扩容器,shu'shui'kuo'rong'qi
树脂,shu'zhi
数值比较器,shu'zhi'bi'jiao'qi
竖直度盘指标补偿器,shu'zhi'du'pan'zhi'biao'bu'chang'qi
数字电路,shu'zi'dian'lu
数字电桥,shu'zi'dian'qiao
数字集成电路,shu'zi'ji'cheng'dian'lu
数字滤波器,shu'zi'lv'bo'qi
数字式,shu'zi'shi
数字式万用表,shu'zi'shi'wan'yong'biao
数字信号,shu'zi'xin'hao
数字用户线滤波器,shu'zi'yong'hu'xian'lv'bo'qi
刷洗,shua'xi
刷新周期,shua'xin'zhou'qi
甩负荷,shuai'fu'he
衰减,shuai'jian
衰减长度,shuai'jian'chang'du
衰减常数,shuai'jian'chang'shu
衰减器,shuai'jian'qi
衰减系数,shuai'jian'xi'shu
甩胶,shuai'jiao
闩锁效应,shuan'suo'xiao'ying
双边带调制,shuang'bian'dai'tiao'zhi
双电源,shuang'dian'yuan
双端,shuang'duan
双方控制,shuang'fang'kong'zhi
双风信标,shuang'feng'xin'biao
双工器,shuang'gong'qi
双回同杆并架,shuang'hui'tong'gan'bing'jia
双极,shuang'ji
双极存储器,shuang'ji'cun'chu'qi
双极晶体管,shuang'ji'jing'ti'guan
双极型集成电路,shuang'ji'xing'ji'cheng'dian'lu
双极型晶体管,shuang'ji'xing'jing'ti'guan
双绞线电缆相连速率,shuang'jiao'xian'dian'lan'xiang'lian'su'lv
双金属式仪表,shuang'jin'shu'shi'yi'biao
双金属温度传感器,shuang'jin'shu'wen'du'chuan'gan'qi
双金属温度计,shuang'jin'shu'wen'du'ji
双金属元件,shuang'jin'shu'yuan'jian
双进双出磨,shuang'jin'shuang'chu'mo
双聚焦质谱仪,shuang'ju'jiao'zhi'pu'yi
双扩散,shuang'kuo'san
双联开关,shuang'lian'kai'guan
双列直插式封装,shuang'lie'zhi'cha'shi'feng'zhuang
双满意,shuang'man'yi
双面研磨,shuang'mian'yan'mo
双母线接线,shuang'mu'xian'jie'xian
双绕组变压器,shuang'rao'zu'bian'ya'qi
双栅场效晶体管,shuang'shan'chang'xiao'jing'ti'guan
双水内冷,shuang'shui'nei'leng
双弹性散射峰,shuang'tan'xing'san'she'feng
双弹性散射过程,shuang'tan'xing'san'she'guo'cheng
双投,shuang'tou
双稳触发电路,shuang'wen'chu'fa'dian'lu
双稳态触发器,shuang'wen'tai'chu'fa'qi
双向二极管,shuang'xiang'er'ji'guan
双向风向标,shuang'xiang'feng'xiang'biao
双向风向标双风信标,shuang'xiang'feng'xiang'biao'shuang'feng'xin'biao
双向晶闸管,shuang'xiang'jing'zha'guan
双向稳流器,shuang'xiang'wen'liu'qi
双向性,shuang'xiang'xing
双向移位寄存器,shuang'xiang'yi'wei'ji'cun'qi
双折射,shuang'zhe'she
双锥天线,shuang'zhui'tian'xian
水泵,shui'beng
水导,shui'dao
水电配电,shui'dian'pei'dian
水电设备,shui'dian'she'bei
水负载,shui'fu'zai
水晶头,shui'jing'tou
水冷,shui'leng
水力发电机组,shui'li'fa'dian'ji'zu
水量秤,shui'liang'cheng
水轮机,shui'lun'ji
水能利用,shui'neng'li'yong
水平极化,shui'ping'ji'hua
水平式热天平,shui'ping'shi're'tian'ping
水汽,shui'qi
水汽氧化,shui'qi'yang'hua
水氢氢,shui'qing'qing
水声信标,shui'sheng'xin'biao
水位,shui'wei
水位变送器,shui'wei'bian'song'qi
水位差,shui'wei'cha
水位计,shui'wei'ji
水准点,shui'zhun'dian
水准泡,shui'zhun'pao
瞬时功率,shun'shi'gong'lv
瞬时值,shun'shi'zhi
瞬态,shun'tai
瞬态抑制二极管,shun'tai'yi'zhi'er'ji'guan
顺向串联,shun'xiang'chuan'lian
四到户,si'dao'hu
四端网络,si'duan'wang'luo
四分线损,si'fen'xian'sun
四分之一波长变换器,si'fen'zhi'yi'bo'chang'bian'huan'qi
伺服电机,si'fu'dian'ji
伺服定位系统,si'fu'ding'wei'xi'tong
伺服放大器,si'fu'fang'da'qi
四极质谱仪,si'ji'zhi'pu'yi
死亡率,si'wang'lv
速度,su'du
速断保护,su'duan'bao'hu
塑封,su'feng
塑封晶体管,su'feng'jing'ti'guan
塑料柄,su'liao'bing
算法,suan'fa
算法语言,suan'fa'yu'yan
算术加权平均值,suan'shu'jia'quan'ping'jun'zhi
算术逻辑部件,suan'shu'luo'ji'bu'jian
算术逻辑运算单元,suan'shu'luo'ji'yun'suan'dan'yuan
算术平均值,suan'shu'ping'jun'zhi
隧道二极管,sui'dao'er'ji'guan
隧洞进口,sui'dong'jin'kou
随机存取存储器,sui'ji'cun'qu'cun'chu'qi
损耗,sun'hao
损伤感生缺陷,sun'shang'gan'sheng'que'xian
损伤吸杂工艺,sun'shang'xi'za'gong'yi
锁定,suo'ding
锁气装置,suo'qi'zhuang'zhi
锁相,suo'xiang
锁相环,suo'xiang'huan
锁相环路,suo'xiang'huan'lu
锁相环相位监测器,suo'xiang'huan'xiang'wei'jian'ce'qi
锁相鉴频器,suo'xiang'jian'pin'qi
锁相振荡器,suo'xiang'zhen'dang'qi
他激振荡器,ta'ji'zhen'dang'qi
他励式,ta'li'shi
台灯,tai'deng
抬机,tai'ji
台阶覆盖,tai'jie'fu'gai
台接线,tai'jie'xian
台面晶体管,tai'mian'jing'ti'guan
太阳能电池,tai'yang'neng'dian'chi
太阳能发电机组,tai'yang'neng'fa'dian'ji'zu
台帐,tai'zhang
台钻,tai'zuan
钽电解电容器,tan'dian'jie'dian'rong'qi
弹簧管,tan'huang'guan
弹簧管压力表,tan'huang'guan'ya'li'biao
碳膜电阻器,tan'mo'dian'zu'qi
碳刷,tan'shua
探照灯,tan'zhao'deng
膛内,tang'nei
陶瓷封装,tao'ci'feng'zhuang
套管式流互感器,tao'guan'shi'liu'hu'gan'qi
套筒,tao'tong
套筒扳手,tao'tong'ban'shou
套筒导向,tao'tong'dao'xiang
套筒短柱天线,tao'tong'duan'zhu'tian'xian
套筒偶极子天线,tao'tong'ou'ji'zi'tian'xian
套装电动工具,tao'zhuang'dian'dong'gong'ju
特殊电机,te'shu'dian'ji
特性,te'xing
特性阻抗,te'xing'zu'kang
特征参数,te'zheng'can'shu
特征方程,te'zheng'fang'cheng
特征频率,te'zheng'pin'lv
提高相位,ti'gao'xiang'wei
替位扩散,ti'wei'kuo'san
体温传感器,ti'wen'chuan'gan'qi
梯形波,ti'xing'bo
梯形图,ti'xing'tu
梯型网络,ti'xing'wang'luo
天波,tian'bo
天电,tian'dian
天电强度计,tian'dian'qiang'du'ji
天平,tian'ping
天线,tian'xian
天线方向图,tian'xian'fang'xiang'tu
天线基准轴,tian'xian'ji'zhun'zhou
天线罩,tian'xian'zhao
天线阵,tian'xian'zhen
调差,tiao'cha
调峰,tiao'feng
调峰填空,tiao'feng'tian'kong
调幅,tiao'fu
调幅发射机,tiao'fu'fa'she'ji
调幅器,tiao'fu'qi
调间隙,tiao'jian'xi
调节,tiao'jie
调节波纹管,tiao'jie'bo'wen'guan
调节器,tiao'jie'qi
调节仪,tiao'jie'yi
调配器,tiao'pei'qi
调频,tiao'pin
调频发射机,tiao'pin'fa'she'ji
调速,tiao'su
调速电机,tiao'su'dian'ji
调速开关,tiao'su'kai'guan
调速马达,tiao'su'ma'da
调速器,tiao'su'qi
调相,tiao'xiang
调相发射机,tiao'xiang'fa'she'ji
调谐,tiao'xie
调谐放大器,tiao'xie'fang'da'qi
调谐振荡器,tiao'xie'zhen'dang'qi
条形连接器,tiao'xing'lian'jie'qi
调压井,tiao'ya'jing
调压器,tiao'ya'qi
调压室,tiao'ya'shi
调压装置,tiao'ya'zhuang'zhi
跳闸,tiao'zha
调整,tiao'zheng
调整保留时间,tiao'zheng'bao'liu'shi'jian
调整保留体积,tiao'zheng'bao'liu'ti'ji
调整机构,tiao'zheng'ji'gou
调整装置,tiao'zheng'zhuang'zhi
调制,tiao'zhi
调制掺杂场效晶体管,tiao'zhi'chan'za'chang'xiao'jing'ti'guan
调制器,tiao'zhi'qi
调制指数,tiao'zhi'zhi'shu
调中心,tiao'zhong'xin
跳周,tiao'zhou
铁厂河,tie'chang'he
铁厂河电站,tie'chang'he'dian'zhan
铁厂河水电站,tie'chang'he'shui'dian'zhan
铁磁,tie'ci
铁电场效晶体管,tie'dian'chang'xiao'jing'ti'guan
贴膜,tie'mo
贴片,tie'pian
贴片电阻器,tie'pian'dian'zu'qi
铁损,tie'sun
铁芯,tie'xin
铁心,tie'xin
停机,ting'ji
停机备用,ting'ji'bei'yong
停送电,ting'song'dian
听音棒,ting'yin'bang
庭院灯,ting'yuan'deng
同步,tong'bu
同步带,tong'bu'dai
同步电动机,tong'bu'dian'dong'ji
同步电机,tong'bu'dian'ji
同步发电机,tong'bu'fa'dian'ji
同步计数器,tong'bu'ji'shu'qi
同步检波器,tong'bu'jian'bo'qi
同步器,tong'bu'qi
同步运行,tong'bu'yun'xing
同步转速,tong'bu'zhuan'su
通带,tong'dai
筒灯,tong'deng
铜电偶,tong'dian'ou
通断键控,tong'duan'jian'kong
通风机,tong'feng'ji
同名端,tong'ming'duan
铜排,tong'pai
通频带,tong'pin'dai
同频率,tong'pin'lv
同期,tong'qi
同期检测,tong'qi'jian'ce
铜损,tong'sun
同网同价,tong'wang'tong'jia
同相,tong'xiang
同相输入端,tong'xiang'shu'ru'duan
通信天线,tong'xin'tian'xian
通信系统,tong'xin'xi'tong
通信用变压器,tong'xin'yong'bian'ya'qi
桶形畸变,tong'xing'ji'bian
通讯电缆,tong'xun'dian'lan
通讯接口,tong'xun'jie'kou
通用型,tong'yong'xing
同轴电缆,tong'zhou'dian'lan
同轴天线,tong'zhou'tian'xian
同轴线,tong'zhou'xian
头灯,tou'deng
透过紫外线的滤光片,tou'guo'zi'wai'xian'de'lv'guang'pian
透镜天线,tou'jing'tian'xian
头烙铁,tou'lao'tie
透明版,tou'ming'ban
透平油,tou'ping'you
投射灯,tou'she'deng
透射高能电子衍射,tou'she'gao'neng'dian'zi'yan'she
透声压力容器,tou'sheng'ya'li'rong'qi
投影光刻机,tou'ying'guang'ke'ji
投影射程,tou'ying'she'cheng
投运,tou'yun
突发传输,tu'fa'chuan'shu
涂胶,tu'jiao
图象抑制混频器,tu'xiang'yi'zhi'hun'pin'qi
图形发生器,tu'xing'fa'sheng'qi
图形畸变,tu'xing'ji'bian
退火,tui'huo
退极化,tui'ji'hua
推力瓦,tui'li'wa
推力轴承,tui'li'zhou'cheng
推挽功率放大器,tui'wan'gong'lv'fang'da'qi
脱硫,tuo'liu
椭偏仪法,tuo'pian'yi'fa
椭圆波导,tuo'yuan'bo'dao
椭圆极化,tuo'yuan'ji'hua
瓦斯保护,wa'si'bao'hu
瓦特,wa'te
瓦特表,wa'te'biao
瓦温,wa'wen
外差接收机,wai'cha'jie'shou'ji
外差振荡器,wai'cha'zhen'dang'qi
外电场,wai'dian'chang
外电路,wai'dian'lu
外反射谱学,wai'fan'she'pu'xue
外加电场,wai'jia'dian'chang
外接线,wai'jie'xian
外扩散,wai'kuo'san
外量子效率,wai'liang'zi'xiao'lv
外热式电烙铁,wai're'shi'dian'lao'tie
外特性,wai'te'xing
外线电工,wai'xian'dian'gong
外延隔离,wai'yan'ge'li
外引线焊接,wai'yin'xian'han'jie
完好率,wan'hao'lv
弯曲强度,wan'qu'qiang'du
弯曲振动,wan'qu'zhen'dong
万用表,wan'yong'biao
万用电桥,wan'yong'dian'qiao
网孔,wang'kong
网孔电流,wang'kong'dian'liu
网孔电流法,wang'kong'dian'liu'fa
网络,wang'luo
网络函数,wang'luo'han'shu
网络用变压器,wang'luo'yong'bian'ya'qi
网络综合,wang'luo'zong'he
望远镜视场角,wang'yuan'jing'shi'chang'jiao
微安,wei'an
微安表,wei'an'biao
韦伯,wei'bo
微波,wei'bo
微波单片集成电路,wei'bo'dan'pian'ji'cheng'dian'lu
微波混合集成电路,wei'bo'hun'he'ji'cheng'dian'lu
微波集成电路,wei'bo'ji'cheng'dian'lu
微波网络,wei'bo'wang'luo
微处理器,wei'chu'li'qi
位串行,wei'chuan'xing
位串行信息公路,wei'chuan'xing'xin'xi'gong'lu
微带,wei'dai
微带偶极子,wei'dai'ou'ji'zi
微带天线,wei'dai'tian'xian
微带阵,wei'dai'zhen
微动开关,wei'dong'kai'guan
微法,wei'fa
微分电路,wei'fen'dian'lu
微分运算电路,wei'fen'yun'suan'dian'lu
微封装,wei'feng'zhuang
微伏,wei'fu
微功耗集成电路,wei'gong'hao'ji'cheng'dian'lu
微亨,wei'heng
维护,wei'hu
尾水,wei'shui
微特电机,wei'te'dian'ji
位线,wei'xian
微型电动机,wei'xing'dian'dong'ji
卫星天线,wei'xing'tian'xian
维修,wei'xiu
位移,wei'yi
位移电流,wei'yi'dian'liu
位置,wei'zhi
位置开关,wei'zhi'kai'guan
未知框,wei'zhi'kuang
温包,wen'bao
温差电致冷器,wen'cha'dian'zhi'leng'qi
稳定,wen'ding
稳定电流,wen'ding'dian'liu
稳定电压,wen'ding'dian'ya
稳定放大倍数,wen'ding'fang'da'bei'shu
稳定性,wen'ding'xing
温度,wen'du
温度表,wen'du'biao
温度可调范围,wen'du'ke'tiao'fan'wei
温度控制,wen'du'kong'zhi
温度控制晶体振荡器,wen'du'kong'zhi'jing'ti'zhen'dang'qi
温度控制调节器,wen'du'kong'zhi'tiao'jie'qi
温度系数,wen'du'xi'shu
温控开关,wen'kong'kai'guan
温控式电烙铁,wen'kong'shi'dian'lao'tie
温控仪,wen'kong'yi
温升裕度,wen'sheng'yu'du
稳态,wen'tai
稳压电路,wen'ya'dian'lu
稳压电源,wen'ya'dian'yuan
稳压二极管,wen'ya'er'ji'guan
稳压管,wen'ya'guan
稳压器,wen'ya'qi
涡流,wo'liu
涡流损耗,wo'liu'sun'hao
误操作,wu'cao'zuo
误动,wu'dong
误动作,wu'dong'zuo
无功,wu'gong
无功补偿,wu'gong'bu'chang
无功电流,wu'gong'dian'liu
无功负载,wu'gong'fu'zai
无功功率,wu'gong'gong'lv
无功损耗,wu'gong'sun'hao
无惯性扫描,wu'guan'xing'sao'miao
无耗网络,wu'hao'wang'luo
无机光刻胶,wu'ji'guang'ke'jiao
无机介质,wu'ji'jie'zhi
乌兰韦伯天线,wu'lan'wei'bo'tian'xian
戊类放大器,wu'lei'fang'da'qi
误码率,wu'ma'lv
无刷励磁机,wu'shua'li'ci'ji
五统一,wu'tong'yi
无稳态振荡器,wu'wen'tai'zhen'dang'qi
无险触发器,wu'xian'chu'fa'qi
无线电自动风向风速仪,wu'xian'dian'zi'dong'feng'xiang'feng'su'yi
无源单元,wu'yuan'dan'yuan
无源二端网络,wu'yuan'er'duan'wang'luo
无源滤波器,wu'yuan'lv'bo'qi
无源网络,wu'yuan'wang'luo
无源元件,wu'yuan'yuan'jian
吸顶灯,xi'ding'deng
吸附剂,xi'fu'ji
吸附色谱法,xi'fu'se'pu'fa
吸光度,xi'guang'du
吸合,xi'he
西门子,xi'men'zi
吸收比,xi'shou'bi
吸收边,xi'shou'bian
吸收池,xi'shou'chi
吸收电流象,xi'shou'dian'liu'xiang
吸收光度计,xi'shou'guang'du'ji
吸收光谱,xi'shou'guang'pu
吸收率,xi'shou'lv
吸收温度表,xi'shou'wen'du'biao
吸收系数,xi'shou'xi'shu
吸收修正,xi'shou'xiu'zheng
系统,xi'tong
系统接口,xi'tong'jie'kou
系统运行,xi'tong'yun'xing
西屋,xi'wu
吸锡器,xi'xi'qi
吸引材料的吸收率,xi'yin'cai'liao'de'xi'shou'lv
吸杂,xi'za
下边带,xia'bian'dai
下变频,xia'bian'pin
匣钵,xia'bo
下冲,xia'chong
下阀盖,xia'fa'gai
下机架,xia'ji'jia
下降率,xia'jiang'lv
下降时间,xia'jiang'shi'jian
下降特性,xia'jiang'te'xing
下降沿,xia'jiang'yan
下皿式热天平,xia'min'shi're'tian'ping
下限,xia'xian
下限截止频率,xia'xian'jie'zhi'pin'lv
下限频率,xia'xian'pin'lv
线鼻子,xian'bi'zi
线槽,xian'cao
线电流,xian'dian'liu
线电压,xian'dian'ya
限幅,xian'fu
限幅放大器,xian'fu'fang'da'qi
限幅器,xian'fu'qi
县浮微料,xian'fu'wei'liao
线感器,xian'gan'qi
线极化,xian'ji'hua
线夹,xian'jia
线宽,xian'kuan
限累模式,xian'lei'mo'shi
限流电阻,xian'liu'dian'zu
线路,xian'lu
线路补偿器,xian'lu'bu'chang'qi
线路快速接地刀闸,xian'lu'kuai'su'jie'di'dao'zha
线路损耗,xian'lu'sun'hao
线路型,xian'lu'xing
氙气灯,xian'qi'deng
线圈,xian'quan
线圈电流,xian'quan'dian'liu
线绕电阻器,xian'rao'dian'zu'qi
线栅透镜天线,xian'shan'tou'jing'tian'xian
显示译码器,xian'shi'yi'ma'qi
线束,xian'shu
线损,xian'sun
线天线,xian'tian'xian
衔铁,xian'tie
限位开关,xian'wei'kai'guan
限位控制,xian'wei'kong'zhi
线性,xian'xing
线性电路,xian'xing'dian'lu
线性电阻,xian'xing'dian'zu
线性集成电路,xian'xing'ji'cheng'dian'lu
线性检波,xian'xing'jian'bo
线性失真,xian'xing'shi'zhen
线性泰勒分布,xian'xing'tai'le'fen'bu
线性调制,xian'xing'tiao'zhi
线性网络,xian'xing'wang'luo
线性稳压电路,xian'xing'wen'ya'dian'lu
线性系统的绝对稳定性,xian'xing'xi'tong'de'jue'dui'wen'ding'xing
线性相位滤波器,xian'xing'xiang'wei'lv'bo'qi
显影,xian'ying
线源,xian'yuan
象差,xiang'cha
箱灯,xiang'deng
相电流,xiang'dian'liu
相电压,xiang'dian'ya
相对湿度,xiang'dui'shi'du
相对湿度可调范围,xiang'dui'shi'du'ke'tiao'fan'wei
相对误差,xiang'dui'wu'cha
箱法扩散,xiang'fa'kuo'san
相干检波器,xiang'gan'jian'bo'qi
相关检测器,xiang'guan'jian'ce'qi
相间短路,xiang'jian'duan'lu
相减运算,xiang'jian'yun'suan
相控阵,xiang'kong'zhen
相量,xiang'liang
相量图,xiang'liang'tu
相敏放大器,xiang'min'fang'da'qi
相频特性,xiang'pin'te'xing
箱式变电站,xiang'shi'bian'dian'zhan
箱式变压器,xiang'shi'bian'ya'qi
相时延,xiang'shi'yan
箱式验潮仪,xiang'shi'yan'chao'yi
相速,xiang'su
相位,xiang'wei
相位比较器,xiang'wei'bi'jiao'qi
相位表,xiang'wei'biao
相位补偿,xiang'wei'bu'chang
相位不同,xiang'wei'bu'tong
相位差,xiang'wei'cha
相位超前,xiang'wei'chao'qian
相位抖动,xiang'wei'dou'dong
相位阶跃,xiang'wei'jie'yue
相位领先,xiang'wei'ling'xian
相位落后,xiang'wei'luo'hou
相位失真,xiang'wei'shi'zhen
相位移,xiang'wei'yi
相位噪声,xiang'wei'zao'sheng
相序,xiang'xu
相移,xiang'yi
相移常数,xiang'yi'chang'shu
相移键控,xiang'yi'jian'kong
相移鉴频器,xiang'yi'jian'pin'qi
相移网络,xiang'yi'wang'luo
相应电流,xiang'ying'dian'liu
响应函数,xiang'ying'han'shu
校表仪,xiao'biao'yi
小波变换,xiao'bo'bian'huan
消磁电压敏电阻器,xiao'ci'dian'ya'min'dian'zu'qi
小电流,xiao'dian'liu
小功率,xiao'gong'lv
小功率三极管,xiao'gong'lv'san'ji'guan
小规模集成电路,xiao'gui'mo'ji'cheng'dian'lu
消弧,xiao'hu
消弧电压敏电阻器,xiao'hu'dian'ya'min'dian'zu'qi
消弧线圈,xiao'hu'xian'quan
效率,xiao'lv
消声室电波暗室,xiao'sheng'shi'dian'bo'an'shi
消声水池,xiao'sheng'shui'chi
销售,xiao'shou
小水电,xiao'shui'dian
肖特基二极管,xiao'te'ji'er'ji'guan
肖特基集成注入逻辑,xiao'te'ji'ji'cheng'zhu'ru'luo'ji
肖特基势垒二极管,xiao'te'ji'shi'lei'er'ji'guan
小型断路器,xiao'xing'duan'lu'qi
消旋天线,xiao'xuan'tian'xian
小夜灯,xiao'ye'deng
谐波,xie'bo
谐波电流,xie'bo'dian'liu
谐波电压,xie'bo'dian'ya
谐波分析,xie'bo'fen'xi
楔焊,xie'han
泄洪,xie'hong
泻洪,xie'hong
泄洪闸,xie'hong'zha
斜角法,xie'jiao'fa
斜井,xie'jing
斜口钳,xie'kou'qian
协联,xie'lian
斜率,xie'lv
斜率鉴频器,xie'lv'jian'pin'qi
斜视,xie'shi
斜探头,xie'tan'tou
泻载,xie'zai
谐振,xie'zhen
谐振过电压,xie'zhen'guo'dian'ya
谐振频率,xie'zhen'pin'lv
谐振腔,xie'zhen'qiang
信号,xin'hao
信号按钮,xin'hao'an'niu
信号处理,xin'hao'chu'li
信号处理电路,xin'hao'chu'li'dian'lu
信号灯,xin'hao'deng
信号发生器,xin'hao'fa'sheng'qi
信号流图,xin'hao'liu'tu
信号源,xin'hao'yuan
芯片尺寸,xin'pian'chi'cun
芯线,xin'xian
行波,xing'bo
行波保护,xing'bo'bao'hu
行波继电器,xing'bo'ji'dian'qi
行波信号,xing'bo'xin'hao
型材切割机,xing'cai'qie'ge'ji
行程,xing'cheng
行程开关,xing'cheng'kai'guan
行程控制,xing'cheng'kong'zhi
型号,xing'hao
型显示,xing'xian'shi
行星电机,xing'xing'dian'ji
行星减速电机,xing'xing'jian'su'dian'ji
星形接线,xing'xing'jie'xian
星形连接,xing'xing'lian'jie
修改的,xiu'gai'de
修口钳,xiu'kou'qian
修整,xiu'zheng
虚地,xu'di
蓄电池,xu'dian'chi
虚断,xu'duan
虚短,xu'duan
虚设单元,xu'she'dan'yuan
许用不平衡量,xu'yong'bu'ping'heng'liang
旋磁媒质,xuan'ci'mei'zhi
旋磁器件,xuan'ci'qi'jian
旋电媒质,xuan'dian'mei'zhi
选粒,xuan'li
选频放大器,xuan'pin'fang'da'qi
选频网络,xuan'pin'wang'luo
选线化,xuan'xian'hua
选择掺杂,xuan'ze'chan'za
选择开关,xuan'ze'kai'guan
选择扩散,xuan'ze'kuo'san
选择器,xuan'ze'qi
选择性,xuan'ze'xing
选择氧化,xuan'ze'yang'hua
旋转磁场,xuan'zhuan'ci'chang
旋转电机,xuan'zhuan'dian'ji
旋转关节,xuan'zhuan'guan'jie
旋转开关,xuan'zhuan'kai'guan
旋转轴,xuan'zhuan'zhou
学报,xue'bao
削波,xue'bo
削波器,xue'bo'qi
血钙传感器,xue'gai'chuan'gan'qi
血钾传感器,xue'jia'chuan'gan'qi
血流传感器,xue'liu'chuan'gan'qi
血氯传感器,xue'lv'chuan'gan'qi
血钠传感器,xue'na'chuan'gan'qi
血气传感器,xue'qi'chuan'gan'qi
血容量传感器,xue'rong'liang'chuan'gan'qi
血压传感器,xue'ya'chuan'gan'qi
血氧传感器,xue'yang'chuan'gan'qi
血液传感器,xue'ye'chuan'gan'qi
血液电解质传感器,xue'ye'dian'jie'zhi'chuan'gan'qi
血液二氧化碳传感器,xue'ye'er'yang'hua'tan'chuan'gan'qi
巡检,xun'jian
压差光阑,ya'cha'guang'lan
亚毫米波,ya'hao'mi'bo
压降,ya'jiang
压控振荡器,ya'kong'zhen'dang'qi
压力,ya'li
压力表,ya'li'biao
压力传感器,ya'li'chuan'gan'qi
压力开关,ya'li'kai'guan
压力油,ya'li'you
压力油罐,ya'li'you'guan
氩离子化检测器,ya'li'zi'hua'jian'ce'qi
氩离子枪,ya'li'zi'qiang
压滤,ya'lv
压敏电阻器,ya'min'dian'zu'qi
轧膜,ya'mo
压缩空气,ya'suo'kong'qi
掩蔽扩散,yan'bi'kuo'san
延迟变换,yan'chi'bian'huan
延迟时间,yan'chi'shi'jian
延迟线,yan'chi'xian
验电笔,yan'dian'bi
验电器,yan'dian'qi
眼睛扳手,yan'jing'ban'shou
研究方向,yan'jiu'fang'xiang
掩模,yan'mo
掩模对准,yan'mo'dui'zhun
延伸线,yan'shen'xian
盐水溶液自动补给器,yan'shui'rong'ye'zi'dong'bu'gei'qi
样本集合,yang'ben'ji'he
样本空间,yang'ben'kong'jian
氧化层陷阱电荷,yang'hua'ceng'xian'jing'dian'he
氧化感生堆垛层错,yang'hua'gan'sheng'dui'duo'ceng'cuo
氧化感生缺陷,yang'hua'gan'sheng'que'xian
氧化去胶,yang'hua'qu'jiao
氧化掩模,yang'hua'yan'mo
