阿贝比长原理,a'bei'bi'chang'yuan'li
枪术的,qiang'shu'de
枪术在,qiang'shu'zai
抢滩冲击,qiang'tan'chong'ji
枪膛,qiang'tang
枪托,qiang'tuo
枪托展开,qiang'tuo'zhan'kai
枪托折叠,qiang'tuo'zhe'die
抢险救灾,qiang'xian'jiu'zai
枪械的,qiang'xie'de
强行爆破,qiang'xing'bao'po
强行补给,qiang'xing'bu'ji
强行军,qiang'xing'jun
抢修,qiang'xiu
抢修所,qiang'xiu'suo
抢修组,qiang'xiu'zu
枪缨,qiang'ying
枪扎一线,qiang'zha'yi'xian
强战,qiang'zhan
抢占,qiang'zhan
枪之来,qiang'zhi'lai
枪中王,qiang'zhong'wang
桥板,qiao'ban
桥车,qiao'che
桥础,qiao'chu
桥础材,qiao'chu'cai
桥渡场,qiao'du'chang
桥墩定位,qiao'dun'ding'wei
桥桁,qiao'heng
桥间,qiao'jian
桥间连接,qiao'jian'lian'jie
桥脚,qiao'jiao
桥脚舟,qiao'jiao'zhou
桥节,qiao'jie
桥节车,qiao'jie'che
桥节门桥,qiao'jie'men'qiao
桥接门桥,qiao'jie'men'qiao
桥梁,qiao'liang
桥梁测量,qiao'liang'ce'liang
桥梁渡河,qiao'liang'du'he
桥梁渡河器材,qiao'liang'du'he'qi'cai
桥梁控制测量,qiao'liang'kong'zhi'ce'liang
桥梁跨径,qiao'liang'kua'jing
桥梁维护,qiao'liang'wei'hu
桥梁轴线测设,qiao'liang'zhou'xian'ce'she
桥楼,qiao'lou
乔木,qiao'mu
桥头,qiao'tou
桥头堡,qiao'tou'bao
桥头阵地,qiao'tou'zhen'di
桥轴线,qiao'zhou'xian
且穿甲,qie'chuan'jia
窃密,qie'mi
切线支距法,qie'xian'zhi'ju'fa
切向畸变,qie'xiang'ji'bian
侵彻,qin'che
侵彻力,qin'che'li
亲而离之,qin'er'li'zhi
侵略,qin'lue
侵略战争,qin'lue'zhan'zheng
侵扰中国沿海,qin'rao'zhong'guo'yan'hai
侵入,qin'ru
侵入人体,qin'ru'ren'ti
勤务,qin'wu
勤务舰船,qin'wu'jian'chuan
勤务舰船部队,qin'wu'jian'chuan'bu'dui
情报报知通信,qing'bao'bao'zhi'tong'xin
情报分析,qing'bao'fen'xi
情报分站,qing'bao'fen'zhan
情报侦察,qing'bao'zhen'cha
情报总分站,qing'bao'zong'fen'zhan
情报总站,qing'bao'zong'zhan
轻便,qing'bian
轻便炮兵,qing'bian'pao'bing
轻便器材渡场,qing'bian'qi'cai'du'chang
轻便器材渡河,qing'bian'qi'cai'du'he
轻便桥,qing'bian'qiao
氢弹,qing'dan
氢弹空投,qing'dan'kong'tou
请功,qing'gong
清绘,qing'hui
轻机枪,qing'ji'qiang
清剿,qing'jiao
情况处置,qing'kuang'chu'zhi
情况判断,qing'kuang'pan'duan
情况显示,qing'kuang'xian'shi
青萍剑,qing'ping'jian
轻潜水,qing'qian'shui
氢氰酸,qing'qing'suan
轻三类,qing'san'lei
请示,qing'shi
轻弹,qing'tan
青铜矛头,qing'tong'mao'tou
轻微毁伤,qing'wei'hui'shang
轻微沾染区,qing'wei'zhan'ran'qu
轻武器,qing'wu'qi
轻陷,qing'xian
倾斜发射装置,qing'xie'fa'she'zhuang'zhi
倾斜观测,qing'xie'guan'ce
倾斜航空摄影,qing'xie'hang'kong'she'ying
倾斜航空照相,qing'xie'hang'kong'zhao'xiang
倾斜摄影,qing'xie'she'ying
倾斜位移,qing'xie'wei'yi
倾斜行驶速度,qing'xie'xing'shi'su'du
倾斜仪,qing'xie'yi
倾斜遮障,qing'xie'zhe'zhang
轻型,qing'xing
轻型渡河器材,qing'xing'du'he'qi'cai
轻型轰炸机,qing'xing'hong'zha'ji
轻型火炮,qing'xing'huo'pao
轻型机械化桥,qing'xing'ji'xie'hua'qiao
轻型坦克,qing'xing'tan'ke
轻型战斗舰艇部队,qing'xing'zhan'dou'jian'ting'bu'dui
轻型直升机,qing'xing'zhi'sheng'ji
轻型舟桥,qing'xing'zhou'qiao
轻型装甲目标,qing'xing'zhuang'jia'mu'biao
清腰刀,qing'yao'dao
氢铀弹,qing'you'tan
晴雨通车公路,qing'yu'tong'che'gong'lu
轻战,qing'zhan
轻重两用机枪,qing'zhong'liang'yong'ji'qiang
轻装,qing'zhuang
穷战,qiong'zhan
球孢子菌,qiu'bao'zi'jun
泅渡,qiu'du
泅渡场,qiu'du'chang
求积仪,qiu'ji'yi
丘陵地,qiu'ling'di
球面投影,qiu'mian'tou'ying
丘牛大车,qiu'niu'da'che
邱少云,qiu'shao'yun
求生,qiu'sheng
秋收起义,qiu'shou'qi'yi
球心投影,qiu'xin'tou'ying
求心退却,qiu'xin'tui'que
球形,qiu'xing
球形工事,qiu'xing'gong'shi
屈刀,qu'dao
取敌之利者,qu'di'zhi'li'zhe
驱动轮,qu'dong'lun
区队,qu'dui
区分方向,qu'fen'fang'xiang
区分高度,qu'fen'gao'du
区分火力,qu'fen'huo'li
区分空域,qu'fen'kong'yu
区分目标,qu'fen'mu'biao
区分炮兵火力,qu'fen'pao'bing'huo'li
区分区域,qu'fen'qu'yu
区分时间,qu'fen'shi'jian
区划地图,qu'hua'di'tu
屈力殚货,qu'li'dan'huo
屈人之兵而非战也,qu'ren'zhi'bing'er'fei'zhan'ye
屈身前进,qu'shen'qian'jin
躯体失能剂,qu'ti'shi'neng'ji
曲线光滑,qu'xian'guang'hua
取用于国,qu'yong'yu'guo
区域地图集,qu'yu'di'tu'ji
区域地质调查,qu'yu'di'zhi'diao'cha
区域地质图,qu'yu'di'zhi'tu
区域防空,qu'yu'fang'kong
区域防空兵,qu'yu'fang'kong'bing
区域天气预报,qu'yu'tian'qi'yu'bao
区域网平差,qu'yu'wang'ping'cha
区域游猎,qu'yu'you'lie
曲折运动,qu'zhe'yun'dong
去之,qu'zhi
曲制,qu'zhi
取之于敌,qu'zhi'yu'di
驱逐,qu'zhu
驱逐舰,qu'zhu'jian
驱逐舰支队,qu'zhu'jian'zhi'dui
全备弹,quan'bei'tan
全部洗消,quan'bu'xi'xiao
全程,quan'cheng
全程护航,quan'cheng'hu'hang
全程作战,quan'cheng'zuo'zhan
全大马版快开,quan'da'ma'ban'kuai'kai
全导式,quan'dao'shi
全导式多弹头,quan'dao'shi'duo'dan'tou
全额战勤班,quan'e'zhan'qin'ban
全方向信号,quan'fang'xiang'xin'hao
全浮式,quan'fu'shi
全浮式气垫船,quan'fu'shi'qi'dian'chuan
全高度,quan'gao'du
全高度全向攻击空空导弹,quan'gao'du'quan'xiang'gong'ji'kong'kong'dao'dan
全功能野战刀,quan'gong'neng'ye'zhan'dao
全国为上,quan'guo'wei'shang
权函数,quan'han'shu
全歼,quan'jian
全景,quan'jing
全景航空摄影,quan'jing'hang'kong'she'ying
全景航空照相,quan'jing'hang'kong'zhao'xiang
全景畸变,quan'jing'ji'bian
全景摄影,quan'jing'she'ying
全景摄影机,quan'jing'she'ying'ji
权矩阵,quan'ju'zhen
全军,quan'jun
全军覆没,quan'jun'fu'mo
全军军事训练会议,quan'jun'jun'shi'xun'lian'hui'yi
全军体育运动大会,quan'jun'ti'yu'yun'dong'da'hui
全军为上,quan'jun'wei'shang
全军文艺汇演,quan'jun'wen'yi'hui'yan
全军政治工作会议,quan'jun'zheng'zhi'gong'zuo'hui'yi
全旅为上破旅次之,quan'lv'wei'shang'po'lv'ci'zhi
全面动员,quan'mian'dong'yuan
全面攻击,quan'mian'gong'ji
全面战略,quan'mian'zhan'lue
全面战争,quan'mian'zhan'zheng
全能法测图,quan'neng'fa'ce'tu
权逆阵,quan'ni'zhen
全妻杨氏,quan'qi'yang'shi
全枪长,quan'qiang'chang
全球,quan'qiu
全球导航卫星系统,quan'qiu'dao'hang'wei'xing'xi'tong
全球定位系统,quan'qiu'ding'wei'xi'tong
全球军事指挥控制系统,quan'qiu'jun'shi'zhi'hui'kong'zhi'xi'tong
全球性通信,quan'qiu'xing'tong'xin
全球战略,quan'qiu'zhan'lue
全色红外片,quan'se'hong'wai'pian
全色片,quan'se'pian
全身,quan'shen
全身皮肤防护器材,quan'shen'pi'fu'fang'hu'qi'cai
全身缺氧,quan'shen'que'yang
全身照射,quan'shen'zhao'she
全身中毒,quan'shen'zhong'du
全身中毒性毒剂,quan'shen'zhong'du'xing'du'ji
全时,quan'shi
全时开放,quan'shi'kai'fang
全时守候,quan'shi'shou'hou
全速,quan'su
全体指战员,quan'ti'zhi'zhan'yuan
全天候,quan'tian'hou
全天候飞行,quan'tian'hou'fei'xing
全天候飞行员,quan'tian'hou'fei'xing'yuan
全团,quan'tuan
全伍为上,quan'wu'wei'shang
全息摄影,quan'xi'she'ying
全息摄影测量,quan'xi'she'ying'ce'liang
权系数,quan'xi'shu
全向,quan'xiang
全向攻击,quan'xiang'gong'ji
全向攻击空空导弹,quan'xiang'gong'ji'kong'kong'dao'dan
全向天线,quan'xiang'tian'xian
全形舟,quan'xing'zhou
全训,quan'xun
全训安排,quan'xun'an'pai
全营,quan'ying
全站仪,quan'zhan'yi
全组合测角法,quan'zu'he'ce'jiao'fa
全卒为上,quan'zu'wei'shang
缺编,que'bian
确定站立点,que'ding'zhan'li'dian
却邪,que'xie
群众纪律,qun'zhong'ji'lv
群众慴服,qun'zhong'she'fu
群众性练兵,qun'zhong'xing'lian'bing
群众性洗消,qun'zhong'xing'xi'xiao
染毒,ran'du
染毒程度,ran'du'cheng'du
染毒道路,ran'du'dao'lu
染毒范围,ran'du'fan'wei
染毒空气,ran'du'kong'qi
染毒区,ran'du'qu
染毒通路,ran'du'tong'lu
染毒物体,ran'du'wu'ti
染毒样品,ran'du'yang'pin
染毒种类,ran'du'zhong'lei
然后十万之师举矣,ran'hou'shi'wan'zhi'shi'ju'yi
燃料产物,ran'liao'chan'wu
燃料空气弹,ran'liao'kong'qi'tan
燃料空气炸药,ran'liao'kong'qi'zha'yao
燃料油,ran'liao'you
燃气蒸汽混合物,ran'qi'zheng'qi'hun'he'wu
燃烧弹,ran'shao'dan
燃烧地雷,ran'shao'di'lei
燃烧剂,ran'shao'ji
燃烧子母弹,ran'shao'zi'mu'dan
燃速,ran'su
燃着的,ran'zhe'de
冉庄,ran'zhuang
冉庄地道战,ran'zhuang'di'dao'zhan
扰动位,rao'dong'wei
扰乱性化学袭击,rao'luan'xing'hua'xue'xi'ji
饶勇有力,rao'yong'you'li
绕重心运动,rao'zhong'xin'yun'dong
热成像器材,re'cheng'xiang'qi'cai
热带丛林地,re'dai'cong'lin'di
热带山林地,re'dai'shan'lin'di
热带雨林,re'dai'yu'lin
热当量,re'dang'liang
热电池,re'dian'chi
热动力鱼雷,re'dong'li'yu'lei
热发射,re'fa'she
热发射装置,re'fa'she'zhuang'zhi
热辐射,re'fu'she
热光探测仪,re'guang'tan'ce'yi
热核武器,re'he'wu'qi
热核装料,re'he'zhuang'liao
热红外图像,re'hong'wai'tu'xiang
热红外侦察,re'hong'wai'zhen'cha
热红外侦察器材,re'hong'wai'zhen'cha'qi'cai
热立克次体,re'li'ke'ci'ti
热能当量,re'neng'dang'liang
热烧蚀效应,re'shao'shi'xiao'ying
热食保障,re'shi'bao'zhang
热释光剂量仪,re'shi'guang'ji'liang'yi
热线,re'xian
热效应,re'xiao'ying
人防,ren'fang
人防工程,ren'fang'gong'cheng
人防工事,ren'fang'gong'shi
人防建设,ren'fang'jian'she
人防设施,ren'fang'she'shi
人防专业队伍,ren'fang'zhuan'ye'dui'wu
人份,ren'fen
人工标志,ren'gong'biao'zhi
人工电话,ren'gong'dian'hua
人工慢速电报,ren'gong'man'su'dian'bao
人工伪装,ren'gong'wei'zhuang
人工影响局部天气,ren'gong'ying'xiang'ju'bu'tian'qi
人工障碍物,ren'gong'zhang'ai'wu
人工遮障,ren'gong'zhe'zhang
人工遮障器材,ren'gong'zhe'zhang'qi'cai
人工转信,ren'gong'zhuan'xin
人机交互处理,ren'ji'jiao'hu'chu'li
人口地图,ren'kou'di'tu
人口疏散,ren'kou'shu'san
人们习惯上,ren'men'xi'guan'shang
人们已经得知,ren'men'yi'jing'de'zhi
人民防空,ren'min'fang'kong
人民解放军,ren'min'jie'fang'jun
人民军队,ren'min'jun'dui
人民军队宗旨,ren'min'jun'dui'zong'zhi
人民武装,ren'min'wu'zhuang
人民武装部,ren'min'wu'zhuang'bu
人民英雄纪念碑,ren'min'ying'xiong'ji'nian'bei
人民战争,ren'min'zhan'zheng
人桥,ren'qiao
人体目标,ren'ti'mu'biao
人体直立,ren'ti'zhi'li
人文地图,ren'wen'di'tu
人武部,ren'wu'bu
任务纵深,ren'wu'zong'shen
人形系数,ren'xing'xi'shu
任意比例尺,ren'yi'bi'li'chi
人仪差,ren'yi'cha
任意投影,ren'yi'tou'ying
任意轴子午线,ren'yi'zhou'zi'wu'xian
人用伞,ren'yong'san
人员防护,ren'yuan'fang'hu
人员防护工事,ren'yuan'fang'hu'gong'shi
人员染毒,ren'yuan'ran'du
人在阵地在,ren'zai'zhen'di'zai
人造地球卫星,ren'zao'di'qiu'wei'xing
人战,ren'zhan
认知制图,ren'zhi'zhi'tu
人装具,ren'zhuang'ju
人自为战,ren'zi'wei'zhan
日本的,ri'ben'de
日本的火绳枪,ri'ben'de'huo'sheng'qiang
日本关东军,ri'ben'guan'dong'jun
日本海,ri'ben'hai
日本海上自卫队,ri'ben'hai'shang'zi'wei'dui
日本海上自卫队主力战舰,ri'ben'hai'shang'zi'wei'dui'zhu'li'zhan'jian
日本舰船,ri'ben'jian'chuan
日本人在,ri'ben'ren'zai
日本偷袭珍珠港,ri'ben'tou'xi'zhen'zhu'gang
日本自卫队,ri'ben'zi'wei'dui
日本最早,ri'ben'zui'zao
日潮港,ri'chao'gang
日出,ri'chu
日的,ri'de
日俄战争,ri'e'zhan'zheng
日费千金,ri'fei'qian'jin
日份,ri'fen
日格林尼治平子午,ri'ge'lin'ni'zhi'ping'zi'wu
日晷投影,ri'gui'tou'ying
日海上自卫队,ri'hai'shang'zi'wei'dui
日军,ri'jun
日寇,ri'kou
日没,ri'mei
日内瓦尺,ri'nei'wa'chi
日平均海面,ri'ping'jun'hai'mian
日式隐形刀,ri'shi'yin'xing'dao
日月引力摄动,ri'yue'yin'li'she'dong
日终,ri'zhong
溶洞,rong'dong
溶斗,rong'dou
溶剂,rong'ji
溶剂擦洗,rong'ji'ca'xi
荣立,rong'li
荣誉称号,rong'yu'cheng'hao
冗余码,rong'yu'ma
荣誉室,rong'yu'shi
冗余信息,rong'yu'xin'xi
入城守则,ru'cheng'shou'ze
如果再,ru'guo'zai
儒略日,ru'lue'ri
入侵挑衅,ru'qin'tiao'xin
入缩收,ru'suo'shou
入伍,ru'wu
入伍通知书,ru'wu'tong'zhi'shu
入伍训练,ru'wu'xun'lian
如在,ru'zai
软兵器类,ruan'bing'qi'lei
软海,ruan'hai
软指标,ruan'zhi'biao
软着陆,ruan'zhuo'lu
锐长,rui'chang
瑞士刺刀,rui'shi'ci'dao
瑞士军刀,rui'shi'jun'dao
瑞士卡,rui'shi'ka
弱冲击波,ruo'chong'ji'bo
弱冲击波强辐射弹,ruo'chong'ji'bo'qiang'fu'she'tan
弱点,ruo'dian
弱风,ruo'feng
弱干扰,ruo'gan'rao
弱战,ruo'zhan
萨布素,sa'bu'su
撒丁王国,sa'ding'wang'guo
萨尔胡之战,sa'er'hu'zhi'zhan
三边测量,san'bian'ce'liang
三边网,san'bian'wang
伞兵,san'bing
散兵,san'bing
伞兵刀,san'bing'dao
散兵坑,san'bing'keng
伞兵突击车,san'bing'tu'ji'che
散兵线,san'bing'xian
伞兵战车,san'bing'zhan'che
散布密集界,san'bu'mi'ji'jie
散布面,san'bu'mian
散布中心,san'bu'zhong'xin
散布轴线,san'bu'zhou'xian
三查,san'cha
三叉戟,san'cha'ji
三差相位观测,san'cha'xiang'wei'guan'ce
三大纪律八项注意,san'da'ji'lv'ba'xiang'zhu'yi
三大民主,san'da'min'zhu
三大任务,san'da'ren'wu
三打三防,san'da'san'fang
三大战役,san'da'zhan'yi
三打祝家庄,san'da'zhu'jia'zhuang
三等,san'deng
三等功,san'deng'gong
三等战斗准备,san'deng'zhan'dou'zhun'bei
三防,san'fang
三防装置,san'fang'zhuang'zhi
三杆分度仪,san'gan'fen'du'yi
三级,san'ji
三级机场,san'ji'ji'chang
三级驾驶员,san'ji'jia'shi'yuan
三级射手,san'ji'she'shou
三尖两刃刀,san'jian'liang'ren'dao
伞降,san'jiang
伞降兵,san'jiang'bing
伞降方式,san'jiang'fang'shi
伞降高度,san'jiang'gao'du
伞降散布面积,san'jiang'san'bu'mian'ji
三角测量,san'jiao'ce'liang
三角点,san'jiao'dian
三角钉,san'jiao'ding
三角队形,san'jiao'dui'xing
三角高程测量,san'jiao'gao'cheng'ce'liang
三角高程导线,san'jiao'gao'cheng'dao'xian
三角高程网,san'jiao'gao'cheng'wang
三角基座,san'jiao'ji'zuo
三脚架,san'jiao'jia
三角码头,san'jiao'ma'tou
三角锁,san'jiao'suo
三角网,san'jiao'wang
三角洲,san'jiao'zhou
三角锥,san'jiao'zhui
三结合武装力量体制,san'jie'he'wu'zhuang'li'liang'ti'zhi
伞具,san'ju
三军,san'jun
三军既惑且疑,san'jun'ji'huo'qie'yi
三军仪仗队,san'jun'yi'zhang'dui
散开,san'kai
三略,san'lue
三落实,san'luo'shi
三美,san'mei
三美武士刀,san'mei'wu'shi'dao
三面包围,san'mian'bao'wei
三桥驱动,san'qiao'qu'dong
三沙,san'sha
伞上供氧设备,san'shang'gong'yang'she'bei
散射,san'she
散射通信,san'she'tong'xin
散射通信站,san'she'tong'xin'zhan
伞绳,san'sheng
三视教育,san'shi'jiao'yu
三十六计,san'shi'liu'ji
三十年战争,san'shi'nian'zhan'zheng
三十七年,san'shi'qi'nian
三手活动,san'shou'huo'dong
三团,san'tuan
三湾改编,san'wan'gai'bian
三维地景仿真,san'wei'di'jing'fang'zhen
三维声纳,san'wei'sheng'na
三维网,san'wei'wang
三线,san'xian
三相弹,san'xiang'tan
三野,san'ye
三营,san'ying
三曰地,san'yue'di
三月而后成,san'yue'er'hou'cheng
散装,san'zhuang
散装油料,san'zhuang'you'liao
三纵,san'zong
三总部,san'zong'bu
三坐标,san'zuo'biao
三坐标雷达,san'zuo'biao'lei'da
扫测,sao'ce
扫荡,sao'dang
扫海,sao'hai
扫海测量,sao'hai'ce'liang
扫海测深仪,sao'hai'ce'shen'yi
扫海具,sao'hai'ju
扫海区,sao'hai'qu
扫海深度,sao'hai'shen'du
扫海趟,sao'hai'tang
扫雷,sao'lei
扫雷爆破带,sao'lei'bao'po'dai
扫雷车,sao'lei'che
扫雷辊,sao'lei'gun
扫雷舰,sao'lei'jian
扫雷舰艇队,sao'lei'jian'ting'dui
扫雷具,sao'lei'ju
扫雷犁,sao'lei'li
扫雷锚,sao'lei'mao
扫雷器,sao'lei'qi
扫雷器材,sao'lei'qi'cai
扫雷区,sao'lei'qu
扫雷坦克,sao'lei'tan'ke
扫雷艇,sao'lei'ting
扫雷装置,sao'lei'zhuang'zhi
扫描数字化,sao'miao'shu'zi'hua
扫描仪,sao'miao'yi
扫清射界,sao'qing'she'jie
扫清外围,sao'qing'wai'wei
色彩管理系统,se'cai'guan'li'xi'tong
色调,se'diao
色环,se'huan
色盲片,se'mang'pian
色相,se'xiang
森林,sen'lin
森林分布图,sen'lin'fen'bu'tu
森林警察,sen'lin'jing'cha
沙本,sha'ben
沙本沙茅钩,sha'ben'sha'mao'gou
沙雕花版,sha'diao'hua'ban
沙尔定律,sha'er'ding'lv
沙林,sha'lin
杀灭病原体,sha'mie'bing'yuan'ti
沙漠,sha'mo
砂漠,sha'mo
沙漠斑点,sha'mo'ban'dian
沙漠地战斗,sha'mo'di'zhan'dou
沙漠数码,sha'mo'shu'ma
沙漠王,sha'mo'wang
沙盘,sha'pan
沙盘溯源,sha'pan'su'yuan
沙盘作业,sha'pan'zuo'ye
沙丘,sha'qiu
杀伤,sha'shang
杀伤爆破弹,sha'shang'bao'po'tan
杀伤剂,sha'shang'ji
杀伤力,sha'shang'li
杀伤破坏半径,sha'shang'po'huai'ban'jing
杀伤破坏作用,sha'shang'po'huai'zuo'yong
杀伤区,sha'shang'qu
杀伤弹,sha'shang'tan
杀伤性化学袭击,sha'shang'xing'hua'xue'xi'ji
杀伤有生力量,sha'shang'you'sheng'li'liang
杀伤子母弹,sha'shang'zi'mu'dan
杀士卒三分之一,sha'shi'zu'san'fen'zhi'yi
沙洲,sha'zhou
晒版,shai'ban
山隘,shan'ai
山背,shan'bei
陕北红军,shan'bei'hong'jun
闪闭法立体观察,shan'bi'fa'li'ti'guan'cha
山地,shan'di
山地射击,shan'di'she'ji
闪电攻击,shan'dian'gong'ji
闪电快开,shan'dian'kuai'kai
山顶,shan'ding
山东纵队,shan'dong'zong'dui
山腹,shan'fu
栅格绘图,shan'ge'hui'tu
栅格数据,shan'ge'shu'ju
山沟,shan'gou
山谷,shan'gu
闪光盲,shan'guang'mang
闪光目标,shan'guang'mu'biao
山脊,shan'ji
闪击战,shan'ji'zhan
山脚,shan'jiao
山口,shan'kou
山林地,shan'lin'di
山林地战斗,shan'lin'di'zhan'dou
山麓,shan'lu
山炮,shan'pao
善枪者甚多,shan'qiang'zhe'shen'duo
扇谐系数,shan'xie'xi'shu
山垭口,shan'ya'kou
山腰,shan'yao
善用兵者,shan'yong'bing'zhe
山岳丛林地,shan'yue'cong'lin'di
山岳丛林作战,shan'yue'cong'lin'zuo'zhan
山战,shan'zhan
善之善者也,shan'zhi'shan'zhe'ye
上报通信,shang'bao'tong'xin
上报线,shang'bao'xian
熵编码,shang'bian'ma
上部结构,shang'bu'jie'gou
伤齿龙直跳限,shang'chi'long'zhi'tiao'xian
上船,shang'chuan
上船地域,shang'chuan'di'yu
上船地域指挥所,shang'chuan'di'yu'zhi'hui'suo
上船顺序,shang'chuan'shun'xu
上的,shang'de
上等兵,shang'deng'bing
赏罚孰明,shang'fa'shu'ming
上甘岭,shang'gan'ling
上甘岭战役,shang'gan'ling'zhan'yi
上岗,shang'gang
伤害剂量,shang'hai'ji'liang
伤害浓度,shang'hai'nong'du
上级,shang'ji
上级指挥员,shang'ji'zhi'hui'yuan
上架,shang'jia
上甲板,shang'jia'ban
上将,shang'jiang
上空,shang'kong
上陆,shang'lu
上陆支援,shang'lu'zhi'yuan
上陆支援炮兵,shang'lu'zhi'yuan'pao'bing
上平,shang'ping
赏其先得者而更其旌旗,shang'qi'xian'de'zhe'er'geng'qi'jing'qi
伤情等级,shang'qing'deng'ji
上三旗,shang'san'qi
上升率,shang'sheng'lv
上士,shang'shi
上尉,shang'wei
上下视差,shang'xia'shi'cha
上下同欲者胜,shang'xia'tong'yu'zhe'sheng
上校,shang'xiao
上仰,shang'yang
上仰轰炸,shang'yang'hong'zha
商业密码机,shang'ye'mi'ma'ji
上游,shang'you
赏战,shang'zhan
少将,shao'jiang
少林风魔棍,shao'lin'feng'mo'gun
少林九宫剑,shao'lin'jiu'gong'jian
哨位,shao'wei
少尉,shao'wei
稍息,shao'xi
少校,shao'xiao
少则能逃之,shao'ze'neng'tao'zhi
梢子棍,shao'zi'gun
射表,she'biao
射程,she'cheng
射程大的,she'cheng'da'de
射程分析,she'cheng'fen'xi
射程控制,she'cheng'kong'zhi
射程控制系统,she'cheng'kong'zhi'xi'tong
射弹,she'dan
射弹方向,she'dan'fang'xiang
射弹观察,she'dan'guan'cha
射弹距离,she'dan'ju'li
射弹偏差,she'dan'pian'cha
射弹散布,she'dan'san'bu
摄动函数,she'dong'han'shu
摄动力,she'dong'li
设防,she'fang
设防工程,she'fang'gong'cheng
设伏,she'fu
设伏火炮,she'fu'huo'pao
设伏歼敌,she'fu'jian'di
设伏坦克,she'fu'tan'ke
蛇腹性铁丝网,she'fu'xing'tie'si'wang
射高,she'gao
射击,she'ji
射击半径,she'ji'ban'jing
射击出发地线,she'ji'chu'fa'di'xian
射击单元,she'ji'dan'yuan
射击地带,she'ji'di'dai
射击地段,she'ji'di'duan
射击地境,she'ji'di'jing
射击地区,she'ji'di'qu
射击地线,she'ji'di'xian
设计定型,she'ji'ding'xing
射击范围,she'ji'fan'wei
射击方法,she'ji'fang'fa
射击方位,she'ji'fang'wei
射击工事,she'ji'gong'shi
射击规则,she'ji'gui'ze
射击基础训练,she'ji'ji'chu'xun'lian
射击纪律,she'ji'ji'lv
射击技术,she'ji'ji'shu
射击教范,she'ji'jiao'fan
射击精度,she'ji'jing'du
射击距离,she'ji'ju'li
射击可达,she'ji'ke'da
射击空域,she'ji'kong'yu
射击口令,she'ji'kou'ling
射击密集度,she'ji'mi'ji'du
射击目标,she'ji'mu'biao
射击能达到,she'ji'neng'da'dao
射击能力,she'ji'neng'li
射击频率,she'ji'pin'lv
射击任务,she'ji'ren'wu
射击扇面,she'ji'shan'mian
射击时,she'ji'shi
射击时间,she'ji'shi'jian
射击手段,she'ji'shou'duan
设计水位,she'ji'shui'wei
射击死界,she'ji'si'jie
射击武器,she'ji'wu'qi
射击效果,she'ji'xiao'guo
射击效能,she'ji'xiao'neng
射击修正,she'ji'xiu'zheng
射击学,she'ji'xue
射击学理,she'ji'xue'li
射击训练,she'ji'xun'lian
射击预案,she'ji'yu'an
射击预习,she'ji'yu'xi
射击员,she'ji'yuan
射击指挥,she'ji'zhi'hui
射击指挥练习,she'ji'zhi'hui'lian'xi
射击指示,she'ji'zhi'shi
射击周转,she'ji'zhou'zhuan
射击周转时间,she'ji'zhou'zhuan'shi'jian
射击诸元,she'ji'zhu'yuan
射击准备,she'ji'zhun'bei
射击姿势,she'ji'zi'shi
射角,she'jiao
射面,she'mian
摄谱仪,she'pu'yi
射伞枪开伞,she'san'qiang'kai'san
射手,she'shou
射手也,she'shou'ye
涉水,she'shui
涉水深,she'shui'shen
射速,she'su
射速每分钟,she'su'mei'fen'zhong
射线,she'xian
射线报警器,she'xian'bao'jing'qi
射线辐射,she'xian'fu'she
射线警报器,she'xian'jing'bao'qi
射线摄影测量,she'xian'she'ying'ce'liang
射线指示仪,she'xian'zhi'shi'yi
射向,she'xiang
射效矫正,she'xiao'jiao'zheng
舍营,she'ying
摄影,she'ying
摄影比例尺,she'ying'bi'li'chi
摄影测量畸变差,she'ying'ce'liang'ji'bian'cha
摄影测量内插,she'ying'ce'liang'nei'cha
摄影测量学,she'ying'ce'liang'xue
摄影测量仪器,she'ying'ce'liang'yi'qi
摄影测量与遥感学,she'ying'ce'liang'yu'yao'gan'xue
摄影测量坐标系,she'ying'ce'liang'zuo'biao'xi
摄影处理,she'ying'chu'li
设营队,she'ying'dui
摄影分区,she'ying'fen'qu
摄影航线,she'ying'hang'xian
摄影机,she'ying'ji
摄影机检校,she'ying'ji'jian'jiao
摄影基线,she'ying'ji'xian
摄影机主距,she'ying'ji'zhu'ju
摄影经纬仪,she'ying'jing'wei'yi
摄影学,she'ying'xue
摄站,she'zhan
甚长基线干涉测量,shen'chang'ji'xian'gan'she'ce'liang
深地下,shen'di'xia
深地下核爆炸,shen'di'xia'he'bao'zha
神雕侠侣,shen'diao'xia'lv
深度感,shen'du'gan
深度基准,shen'du'ji'zhun
深度基准面,shen'du'ji'zhun'mian
