阿波罗,a'bo'luo
陈行,chen'hang
陈集,chen'ji
陈家,chen'jia
陈家桥,chen'jia'qiao
陈俊学校北大门,chen'jun'xue'xiao'bei'da'men
陈四房,chen'si'fang
陈巷,chen'xiang
陈院村,chen'yuan'cun
陈庄,chen'zhuang
城北客运总站,cheng'bei'ke'yun'zong'zhan
城南医院,cheng'nan'yi'yuan
程营邵冲,cheng'ying'shao'chong
崇文苑,chong'wen'yuan
仇庄,chou'zhuang
出租汽车公司,chu'zu'qi'che'gong'si
船厂,chuan'chang
川奇光电,chuan'qi'guang'dian
创利皮革公司,chuang'li'pi'ge'gong'si
创业园,chuang'ye'yuan
创业中心,chuang'ye'zhong'xin
春江花园,chun'jiang'hua'yuan
春江路,chun'jiang'lu
春兰大酒店,chun'lan'da'jiu'dian
翠岗小区,cui'gang'xiao'qu
翠岗中学,cui'gang'zhong'xue
翠月嘉苑,cui'yue'jia'yuan
大陈巷,da'chen'xiang
大豆原种厂,da'dou'yuan'zhong'chang
大官人家,da'guan'ren'jia
大会堂,da'hui'tang
大李桥,da'li'qiao
大里桥,da'li'qiao
大刘庄,da'liu'zhuang
大梅庄,da'mei'zhuang
大明寺,da'ming'si
大桥东,da'qiao'dong
大桥南,da'qiao'nan
大庆桥,da'qing'qiao
大润发广陵店,da'run'fa'guang'ling'dian
大润发邗江店,da'run'fa'han'jiang'dian
大市口,da'shi'kou
大同村,da'tong'cun
大王庙,da'wang'miao
大王庄,da'wang'zhuang
大五酒家,da'wu'jiu'jia
大学北路,da'xue'bei'lu
大学城,da'xue'cheng
大学南路,da'xue'nan'lu
大洋造船,da'yang'zao'chuan
大杨庄,da'yang'zhuang
大仪,da'yi
大众港路,da'zhong'gang'lu
大众闸,da'zhong'zha
戴庄,dai'zhuang
第一人民医院,di'yi'ren'min'yi'yuan
电灌站,dian'guan'zhan
电缆厂,dian'lan'chang
电信局,dian'xin'ju
丁锦小区,ding'jin'xiao'qu
丁庄,ding'zhuang
东方百合园,dong'fang'bai'he'yuan
东方超市,dong'fang'chao'shi
东方国际食品城,dong'fang'guo'ji'shi'pin'cheng
东方丽景,dong'fang'li'jing
东方名城,dong'fang'ming'cheng
东方医院,dong'fang'yi'yuan
东关古渡,dong'guan'gu'du
东花园,dong'hua'yuan
东花园泵站,dong'hua'yuan'beng'zhan
东花园医院,dong'hua'yuan'yi'yuan
东林寺,dong'lin'si
董桥,dong'qiao
冻青村,dong'qing'cun
冻青铺,dong'qing'pu
东日广告,dong'ri'guang'gao
东盛路,dong'sheng'lu
东升桥,dong'sheng'qiao
动物之窗公交首末站,dong'wu'zhi'chuang'gong'jiao'shou'mo'zhan
东徐庄,dong'xu'zhuang
东园饭店,dong'yuan'fan'dian
东站,dong'zhan
董庄,dong'zhuang
董庄路,dong'zhuang'lu
渡江桥,du'jiang'qiao
二桥村,er'qiao'cun
二十四桥,er'shi'si'qiao
法院,fa'yuan
樊庄,fan'zhuang
范庄,fan'zhuang
方巷工业区,fang'xiang'gong'ye'qu
方巷工业园,fang'xiang'gong'ye'yuan
方巷镇,fang'xiang'zhen
方正苑,fang'zheng'yuan
房庄,fang'zhuang
飞亚毛绒公司,fei'ya'mao'rong'gong'si
凤凰岛,feng'huang'dao
凤凰桥街,feng'huang'qiao'jie
风机厂,feng'ji'chang
凤来村,feng'lai'cun
丰乐,feng'le
冯庄,feng'zhuang
富川瑞丽,fu'chuan'rui'li
富川瑞园,fu'chuan'rui'yuan
富春酒楼,fu'chun'jiu'lou
富豪花园,fu'hao'hua'yuan
福客都酒店,fu'ke'dou'jiu'dian
副食品城,fu'shi'pin'cheng
阜杨家具,fu'yang'jia'ju
富扬路,fu'yang'lu
伏业村,fu'ye'cun
妇幼保健院,fu'you'bao'jian'yuan
福运门,fu'yun'men
富字食品厂,fu'zi'shi'pin'chang
甘泉医院,gan'quan'yi'yuan
甘泉镇政府,gan'quan'zhen'zheng'fu
甘泉中队,gan'quan'zhong'dui
甘泉中学,gan'quan'zhong'xue
干休所,gan'xiu'suo
钢材市场,gang'cai'shi'chang
港口工业园,gang'kou'gong'ye'yuan
港口机械厂,gang'kou'ji'xie'chang
港南村部,gang'nan'cun'bu
高海化工,gao'hai'hua'gong
高集,gao'ji
高力汽配城,gao'li'qi'pei'cheng
高旻寺,gao'min'si
高桥,gao'qiao
高桥路,gao'qiao'lu
高速二大队,gao'su'er'da'dui
高新橡塑,gao'xin'xiang'su
高庄,gao'zhuang
个园,ge'yuan
耿管营,geng'guan'ying
公道桥西,gong'dao'qiao'xi
公道镇,gong'dao'zhen
公道中学,gong'dao'zhong'xue
供电局,gong'dian'ju
公交车站,gong'jiao'che'zhan
公交公司,gong'jiao'gong'si
公交南门,gong'jiao'nan'men
公交总公司,gong'jiao'zong'gong'si
工具三厂,gong'ju'san'chang
公路处,gong'lu'chu
公路集,gong'lu'ji
工人新村,gong'ren'xin'cun
工校,gong'xiao
共新,gong'xin
工业技术学院,gong'ye'ji'shu'xue'yuan
工业品市场,gong'ye'pin'shi'chang
工业品市场东,gong'ye'pin'shi'chang'dong
工业学校,gong'ye'xue'xiao
工业职业技术学院,gong'ye'zhi'ye'ji'shu'xue'yuan
工艺公司,gong'yi'gong'si
龚庄,gong'zhuang
古井叉口,gu'jing'cha'kou
鼓楼,gu'lou
固业集团,gu'ye'ji'tuan
古运河大桥,gu'yun'he'da'qiao
古运河大桥西,gu'yun'he'da'qiao'xi
顾庄新村,gu'zhuang'xin'cun
瓜洲古渡,gua'zhou'gu'du
瓜洲化纤,gua'zhou'hua'xian
瓜洲桥,gua'zhou'qiao
官塘,guan'tang
观音山,guan'yin'shan
广陵产业园,guang'ling'chan'ye'yuan
广陵骨伤科医院,guang'ling'gu'shang'ke'yi'yuan
广陵学院,guang'ling'xue'yuan
广陵学院南,guang'ling'xue'yuan'nan
广陵医院,guang'ling'yi'yuan
光明,guang'ming
广润发超市,guang'run'fa'chao'shi
国防训练地,guo'fang'xun'lian'di
国际珠宝城,guo'ji'zhu'bao'cheng
国联制衣,guo'lian'zhi'yi
国庆,guo'qing
国税局,guo'shui'ju
果园,guo'yuan
国展中心,guo'zhan'zhong'xin
海德公园,hai'de'gong'yuan
海阁公园,hai'ge'gong'yuan
海克赛尔,hai'ke'sai'er
海沃机械,hai'wo'ji'xie
邗沟路,han'gou'lu
汉广陵王墓,han'guang'ling'wang'mu
邗江,han'jiang
邗江殡仪馆,han'jiang'bin'yi'guan
邗江公安局,han'jiang'gong'an'ju
邗江公路站,han'jiang'gong'lu'zhan
邗江工业园,han'jiang'gong'ye'yuan
邗江河桥,han'jiang'he'qiao
邗江开发区北门,han'jiang'kai'fa'qu'bei'men
邗江开发区停车场,han'jiang'kai'fa'qu'ting'che'chang
邗江民政局,han'jiang'min'zheng'ju
邗江区政府,han'jiang'qu'zheng'fu
邗江人才市场,han'jiang'ren'cai'shi'chang
邗江行政中心,han'jiang'xing'zheng'zhong'xin
邗江中路南,han'jiang'zhong'lu'nan
邗江中学,han'jiang'zhong'xue
邗江中专,han'jiang'zhong'zhuan
寒鸟服饰,han'niao'fu'shi
邗培中心,han'pei'zhong'xin
杭集车站,hang'ji'che'zhan
杭集苏果,hang'ji'su'guo
杭集医院,hang'ji'yi'yuan
河大桥,he'da'qiao
和二新村,he'er'xin'cun
荷花池公园,he'hua'chi'gong'yuan
河南七队,he'nan'qi'dui
何桥,he'qiao
和泰毛绒公司,he'tai'mao'rong'gong'si
和泰毛绒毯业,he'tai'mao'rong'tan'ye
荷叶西路,he'ye'xi'lu
何园,he'yuan
和园,he'yuan
和月社区,he'yue'she'qu
横勾,heng'gou
横沟,heng'gou
横沟桥,heng'gou'qiao
恒华,heng'hua
鸿大路,hong'da'lu
鸿福二村,hong'fu'er'cun
宏福服务中心,hong'fu'fu'wu'zhong'xin
宏福集团,hong'fu'ji'tuan
红接村,hong'jie'cun
红旗桥,hong'qi'qiao
鸿桥,hong'qiao
红桥驾校,hong'qiao'jia'xiao
红桥邮电局,hong'qiao'you'dian'ju
红桥镇,hong'qiao'zhen
洪泉医院,hong'quan'yi'yuan
鸿泰家园,hong'tai'jia'yuan
红星美凯龙,hong'xing'mei'kai'long
红星针织厂,hong'xing'zhen'zhi'chang
鸿扬路,hong'yang'lu
弘扬中学,hong'yang'zhong'xue
红叶,hong'ye
洪庄,hong'zhuang
后谈庄,hou'tan'zhuang
湖滨公园,hu'bin'gong'yuan
胡场村,hu'chang'cun
胡庄村,hu'zhuang'cun
华鼎电器,hua'ding'dian'qi
华鼎星城,hua'ding'xing'cheng
化肥厂,hua'fei'chang
华利集团,hua'li'ji'tuan
花瓶村,hua'ping'cun
花瓶桥,hua'ping'qiao
花桥,hua'qiao
华侨新村,hua'qiao'xin'cun
化市太平,hua'shi'tai'ping
花亭,hua'ting
华通橡塑,hua'tong'xiang'su
化纤医院,hua'xian'yi'yuan
华信织带,hua'xin'zhi'dai
花样年华,hua'yang'nian'hua
华扬热水器,hua'yang're'shui'qi
华银新村,hua'yin'xin'cun
花园酒楼,hua'yuan'jiu'lou
花园路,hua'yuan'lu
花园小区,hua'yuan'xiao'qu
花园庄,hua'yuan'zhuang
花庄,hua'zhuang
淮河,huai'he
槐泗,huai'si
槐泗医院,huai'si'yi'yuan
槐泗镇,huai'si'zhen
槐泗中学,huai'si'zhong'xue
环境资源学院,huan'jing'zi'yuan'xue'yuan
环资学院,huan'zi'xue'yuan
黄金坝路,huang'jin'ba'lu
黄珏,huang'jue
黄珏岔路口,huang'jue'cha'lu'kou
黄珏码头,huang'jue'ma'tou
黄珏镇,huang'jue'zhen
黄桥,huang'qiao
汇银家电,hui'yin'jia'dian
火车站,huo'che'zhan
火车站南,huo'che'zhan'nan
霍桥,huo'qiao
霍桥水厂,huo'qiao'shui'chang
火营,huo'ying
机床总厂,ji'chuang'zong'chang
计划生育指导所,ji'hua'sheng'yu'zhi'dao'suo
季家,ji'jia
集贸市场,ji'mao'shi'chang
技师学院,ji'shi'xue'yuan
吉祥苑,ji'xiang'yuan
机械厂,ji'xie'chang
家得福,jia'de'fu
嘉迪集团,jia'di'ji'tuan
嘉丰苑,jia'feng'yuan
贾桥,jia'qiao
家禽研究所,jia'qin'yan'jiu'suo
加油站,jia'you'zhan
加州庄园,jia'zhou'zhuang'yuan
佳竹苑,jia'zhu'yuan
建安公司,jian'an'gong'si
建工大厦,jian'gong'da'sha
建工学校,jian'gong'xue'xiao
建华村客运站,jian'hua'cun'ke'yun'zhan
建邺组,jian'ye'zu
鉴真路,jian'zhen'lu
江城机械厂,jiang'cheng'ji'xie'chang
江都,jiang'du
江都公交站,jiang'du'gong'jiao'zhan
江都南路,jiang'du'nan'lu
江都桥,jiang'du'qiao
江都商场,jiang'du'shang'chang
江都水泥厂,jiang'du'shui'ni'chang
江海学院,jiang'hai'xue'yuan
江海学院公交首末站,jiang'hai'xue'yuan'gong'jiao'shou'mo'zhan
江淮宏运,jiang'huai'hong'yun
江淮客运,jiang'huai'ke'yun
江平东路,jiang'ping'dong'lu
江苏博际,jiang'su'bo'ji
江苏邗建集团,jiang'su'han'jian'ji'tuan
江苏汽车技师学院,jiang'su'qi'che'ji'shi'xue'yuan
江苏顺大,jiang'su'shun'da
江苏银行,jiang'su'yin'hang
江苏中显,jiang'su'zhong'xian
江天帽业,jiang'tian'mao'ye
蒋王菜场,jiang'wang'cai'chang
蒋王公交首末站,jiang'wang'gong'jiao'shou'mo'zhan
蒋王公交站,jiang'wang'gong'jiao'zhan
蒋王加油站,jiang'wang'jia'you'zhan
蒋王小学,jiang'wang'xiao'xue
蒋王镇,jiang'wang'zhen
蒋王中学,jiang'wang'zhong'xue
蒋西庄,jiang'xi'zhuang
江阳大桥东,jiang'yang'da'qiao'dong
江阳大桥西,jiang'yang'da'qiao'xi
江扬电缆公司,jiang'yang'dian'lan'gong'si
江阳东路,jiang'yang'dong'lu
江阳工业园,jiang'yang'gong'ye'yuan
江阳商贸城,jiang'yang'shang'mao'cheng
江阳西路,jiang'yang'xi'lu
江阳学院,jiang'yang'xue'yuan
江阳中路店,jiang'yang'zhong'lu'dian
江中,jiang'zhong
江中北门,jiang'zhong'bei'men
江庄,jiang'zhuang
蒋庄,jiang'zhuang
交管所,jiao'guan'suo
交警大队,jiao'jing'da'dui
教师楼,jiao'shi'lou
交巡警支队,jiao'xun'jing'zhi'dui
焦庄村,jiao'zhuang'cun
解放北路,jie'fang'bei'lu
解放东路,jie'fang'dong'lu
解放路,jie'fang'lu
解放南路,jie'fang'nan'lu
解放桥,jie'fang'qiao
解放西路,jie'fang'xi'lu
解困房,jie'kun'fang
锦都,jin'du
金尔机械厂,jin'er'ji'xie'chang
金丰公司,jin'feng'gong'si
金丰公司东,jin'feng'gong'si'dong
金华大酒店,jin'hua'da'jiu'dian
金槐村,jin'huai'cun
金槐路,jin'huai'lu
锦江之星,jin'jiang'zhi'xing
金牛湾,jin'niu'wan
金桥,jin'qiao
金泉公司,jin'quan'gong'si
金山花园小区,jin'shan'hua'yuan'xiao'qu
金山路,jin'shan'lu
金盛国际家居,jin'sheng'guo'ji'jia'ju
金田庄,jin'tian'zhuang
金鑫电器,jin'xin'dian'qi
金鑫东南,jin'xin'dong'nan
金鑫花园,jin'xin'hua'yuan
锦绣花园,jin'xiu'hua'yuan
锦绣时代,jin'xiu'shi'dai
锦绣苑,jin'xiu'yuan
金正传媒公司,jin'zheng'chuan'mei'gong'si
晶澳公司,jing'ao'gong'si
晶澳公司宿舍,jing'ao'gong'si'su'she
京沪高速管理处,jing'hu'gao'su'guan'li'chu
京华城,jing'hua'cheng
京华城北门,jing'hua'cheng'bei'men
京华城路,jing'hua'cheng'lu
京华城南门,jing'hua'cheng'nan'men
京华城全生活广场,jing'hua'cheng'quan'sheng'huo'guang'chang
京华城西,jing'hua'cheng'xi
京华城怡景苑,jing'hua'cheng'yi'jing'yuan
京华大酒店,jing'hua'da'jiu'dian
晶来集团,jing'lai'ji'tuan
敬老院,jing'lao'yuan
景文印刷厂,jing'wen'yin'shua'chang
晶新微电子,jing'xin'wei'dian'zi
酒厂,jiu'chang
酒店,jiu'dian
酒甸,jiu'dian
酒甸菜场,jiu'dian'cai'chang
酒甸集镇,jiu'dian'ji'zhen
九华浴室,jiu'hua'yu'shi
久茂五金机械,jiu'mao'wu'jin'ji'xie
九溪玫瑰园,jiu'xi'mei'gui'yuan
开发大厦,kai'fa'da'sha
开发东路,kai'fa'dong'lu
开发路,kai'fa'lu
开发区马庄,kai'fa'qu'ma'zhuang
开发西路,kai'fa'xi'lu
凯莱花园,kai'lai'hua'yuan
阚庄,kan'zhuang
康桥花园,kang'qiao'hua'yuan
科创园,ke'chuang'yuan
可锻厂,ke'duan'chang
客运站,ke'yun'zhan
客运中心,ke'yun'zhong'xin
口岸委,kou'an'wei
来鹤台广场,lai'he'tai'guang'chang
莱茵苑小区,lai'yin'yuan'xiao'qu
蓝山庄园,lan'shan'zhuang'yuan
蓝天大厦,lan'tian'da'sha
郎森家具厂,lang'sen'jia'ju'chang
劳保局,lao'bao'ju
老北门,lao'bei'men
老干部局,lao'gan'bu'ju
乐星路,le'xing'lu
力创机床公司,li'chuang'ji'chuang'gong'si
李典加油站,li'dian'jia'you'zhan
李典桥,li'dian'qiao
李典镇,li'dian'zhen
丽江花园,li'jiang'hua'yuan
利民桥,li'min'qiao
利民桥北,li'min'qiao'bei
立新桥,li'xin'qiao
李庄,li'zhuang
黎庄,li'zhuang
联澳公司,lian'ao'gong'si
联博药业,lian'bo'yao'ye
联谊路,lian'yi'lu
联谊路加气站,lian'yi'lu'jia'qi'zhan
联谊批发市场,lian'yi'pi'fa'shi'chang
连运村,lian'yun'cun
连运小区,lian'yun'xiao'qu
廉政广场,lian'zheng'guang'chang
烈士陵园,lie'shi'ling'yuan
林果,lin'guo
林河,lin'he
林河村,lin'he'cun
临江路,lin'jiang'lu
林桥,lin'qiao
林桥村部,lin'qiao'cun'bu
临时,lin'shi
临时停靠站,lin'shi'ting'kao'zhan
刘东庄,liu'dong'zhuang
六公里,liu'gong'li
刘集,liu'ji
刘集工商所,liu'ji'gong'shang'suo
刘集加油站,liu'ji'jia'you'zhan
刘集玩具厂,liu'ji'wan'ju'chang
刘集镇,liu'ji'zhen
刘集镇政府,liu'ji'zhen'zheng'fu
六里庄,liu'li'zhuang
六桥村,liu'qiao'cun
柳馨花园,liu'xin'hua'yuan
六圩乡,liu'xu'xiang
刘庄,liu'zhuang
刘庄组,liu'zhuang'zu
龙川广场,long'chuan'guang'chang
龙川桥北,long'chuan'qiao'bei
龙河,long'he
路路通农资市场,lu'lu'tong'nong'zi'shi'chang
陆庄,lu'zhuang
罗家,luo'jia
绿扬旅社,lv'yang'lv'she
绿扬新苑,lv'yang'xin'yuan
绿杨新苑,lv'yang'xin'yuan
旅游用品厂,lv'you'yong'pin'chang
马集,ma'ji
马家,ma'jia
码头,ma'tou
马庄,ma'zhuang
马庄西,ma'zhuang'xi
迈安德,mai'an'de
毛纺厂,mao'fang'chang
毛湾,mao'wan
美迪集团,mei'di'ji'tuan
玫瑰花园,mei'gui'hua'yuan
梅花山庄,mei'hua'shan'zhuang
梅岭东路,mei'ling'dong'lu
梅岭东苑,mei'ling'dong'yuan
梅岭西路,mei'ling'xi'lu
美琪学校,mei'qi'xue'xiao
美食街,mei'shi'jie
梅庄,mei'zhuang
梅庄新村,mei'zhuang'xin'cun
孟庄,meng'zhuang
闵火,min'huo
明发路,ming'fa'lu
明仁坊,ming'ren'fang
名兴花园,ming'xing'hua'yuan
茉莉花园,mo'li'hua'yuan
牧羊集团,mu'yang'ji'tuan
南宝带小区,nan'bao'dai'xiao'qu
南东庄,nan'dong'zhuang
南华村,nan'hua'cun
南门,nan'men
南浦花园,nan'pu'hua'yuan
南邮通达学院,nan'you'tong'da'xue'yuan
南苑二村,nan'yuan'er'cun
南苑医院,nan'yuan'yi'yuan
南庄,nan'zhuang
念二村,nian'er'cun
念二红星,nian'er'hong'xing
埝桥,nian'qiao
念四新村,nian'si'xin'cun
念泗新村,nian'si'xin'cun
念香苑,nian'xiang'yuan
聂庄,nie'zhuang
农工商,nong'gong'shang
农贸市场,nong'mao'shi'chang
牌坊,pai'fang
潘火,pan'huo
潘庄,pan'zhuang
潘庄桥,pan'zhuang'qiao
平山路,ping'shan'lu
平山堂停车场,ping'shan'tang'ting'che'chang
平山乡政府,ping'shan'xiang'zheng'fu
浦东,pu'dong
朴席,pu'xi
汽车厂,qi'che'chang
汽车东站,qi'che'dong'zhan
汽车技师学院,qi'che'ji'shi'xue'yuan
汽车西站,qi'che'xi'zhan
汽车西站南,qi'che'xi'zhan'nan
七二三所,qi'er'san'suo
七里沟桥,qi'li'gou'qiao
汽配城,qi'pei'cheng
戚桥村部,qi'qiao'cun'bu
气象站,qi'xiang'zhan
戚圩,qi'xu
前店,qian'dian
前进路,qian'jin'lu
乾西七队,qian'xi'qi'dui
强民村,qiang'min'cun
强盛机械,qiang'sheng'ji'xie
琴曼集团,qin'man'ji'tuan
庆峰集团,qing'feng'ji'tuan
庆丰路,qing'feng'lu
清合,qing'he
青山乡,qing'shan'xiang
青山镇,qing'shan'zhen
清水,qing'shui
琼花观,qiong'hua'guan
琼花集团,qiong'hua'ji'tuan
秋雨路,qiu'yu'lu
邱庄,qiu'zhuang
曲江商品城,qu'jiang'shang'pin'cheng
曲江新苑,qu'jiang'xin'yuan
曲江装饰城,qu'jiang'zhuang'shi'cheng
曲江装饰城西,qu'jiang'zhuang'shi'cheng'xi
群发化工,qun'fa'hua'gong
燃气总公司,ran'qi'zong'gong'si
人才市场,ren'cai'shi'chang
人民大厦,ren'min'da'sha
人民公园,ren'min'gong'yuan
人民商场,ren'min'shang'chang
人民医院,ren'min'yi'yuan
润扬南路,run'yang'nan'lu
润扬气业,run'yang'qi'ye
润扬森林公园,run'yang'sen'lin'gong'yuan
润扬中路,run'yang'zhong'lu
塞纳春天,sai'na'chun'tian
三布厂,san'bu'chang
三叉汪,san'cha'wang
三公里,san'gong'li
三里庵,san'li'an
三里桥,san'li'qiao
三莲,san'lian
三茅,san'mao
三十里墩,san'shi'li'dun
三笑集团,san'xiao'ji'tuan
三星,san'xing
三阳木业,san'yang'mu'ye
三友村,san'you'cun
三院,san'yuan
沙北三村,sha'bei'san'cun
沙联,sha'lian
沙头村,sha'tou'cun
沙头敬老院,sha'tou'jing'lao'yuan
沙头粮管所,sha'tou'liang'guan'suo
沙头中心桥,sha'tou'zhong'xin'qiao
沙头中心小学,sha'tou'zhong'xin'xiao'xue
山河林场,shan'he'lin'chang
山河巷,shan'he'xiang
杉湾大桥东,shan'wan'da'qiao'dong
杉湾大桥西,shan'wan'da'qiao'xi
杉湾花园,shan'wan'hua'yuan
商城,shang'cheng
尚城,shang'cheng
尚福乐公司,shang'fu'le'gong'si
商贸城,shang'mao'cheng
商务职业学校,shang'wu'zhi'ye'xue'xiao
商务职业学校北,shang'wu'zhi'ye'xue'xiao'bei
上庄,shang'zhuang
沈营讯德机械,shen'ying'xun'de'ji'xie
沈院,shen'yuan
生态园,sheng'tai'yuan
省一职中,sheng'yi'zhi'zhong
圣庄,sheng'zhuang
时代超市,shi'dai'chao'shi
十二圩,shi'er'xu
市二院,shi'er'yuan
市二中,shi'er'zhong
市公安局,shi'gong'an'ju
史公祠,shi'gong'ci
时化超市,shi'hua'chao'shi
世纪豪园,shi'ji'hao'yuan
世纪家园,shi'ji'jia'yuan
世纪联华,shi'ji'lian'hua
世纪联华北门,shi'ji'lian'hua'bei'men
世界动物之窗,shi'jie'dong'wu'zhi'chuang
施井路,shi'jing'lu
施井小区,shi'jing'xiao'qu
市救助站,shi'jiu'zhu'zhan
食品工业园,shi'pin'gong'ye'yuan
施桥,shi'qiao
石桥,shi'qiao
施桥船闸,shi'qiao'chuan'zha
石桥河,shi'qiao'he
施桥汇春园,shi'qiao'hui'chun'yuan
施桥镇,shi'qiao'zhen
施桥中学,shi'qiao'zhong'xue
市人防,shi'ren'fang
市人力资源和社会保障局,shi'ren'li'zi'yuan'he'she'hui'bao'zhang'ju
市人医,shi'ren'yi
施沙路,shi'sha'lu
石塔寺,shi'ta'si
市体校,shi'ti'xiao
市委党校,shi'wei'dang'xiao
市文化馆,shi'wen'hua'guan
十五里墩,shi'wu'li'dun
时新汽贸公司,shi'xin'qi'mao'gong'si
时新修理厂,shi'xin'xiu'li'chang
石油城,shi'you'cheng
石油山庄,shi'you'shan'zhuang
石油指挥部,shi'you'zhi'hui'bu
市政府,shi'zheng'fu
市政府宿舍,shi'zheng'fu'su'she
施庄,shi'zhuang
时庄,shi'zhuang
时庄新村,shi'zhuang'xin'cun
市总工会,shi'zong'gong'hui
收费站,shou'fei'zhan
瘦西湖,shou'xi'hu
瘦西湖景苑,shou'xi'hu'jing'yuan
瘦西湖新苑,shou'xi'hu'xin'yuan
蜀冈东路,shu'gang'dong'lu
蜀冈西峰,shu'gang'xi'feng
蜀岗西峰,shu'gang'xi'feng
曙光新苑,shu'guang'xin'yuan
蜀景花园,shu'jing'hua'yuan
束庄,shu'zhuang
双博馆,shuang'bo'guan
双高机械公司,shuang'gao'ji'xie'gong'si
双沟慧科电子,shuang'gou'hui'ke'dian'zi
双虹桥,shuang'hong'qiao
双环公司,shuang'huan'gong'si
双庙,shuang'miao
双桥,shuang'qiao
双塘路,shuang'tang'lu
水厂,shui'chang
水利加油站,shui'li'jia'you'zhan
水利学院,shui'li'xue'yuan
水泥厂,shui'ni'chang
水箱公司,shui'xiang'gong'si
顺达路,shun'da'lu
舜天,shun'tian
四季园,si'ji'yuan
四联村,si'lian'cun
四十八间,si'shi'ba'jian
四水厂,si'shui'chang
四望亭路,si'wang'ting'lu
四庄,si'zhuang
四庄村,si'zhuang'cun
宋夹城遗址公园,song'jia'cheng'yi'zhi'gong'yuan
宋庄,song'zhuang
苏北医院,su'bei'yi'yuan
苏北医院分院,su'bei'yi'yuan'fen'yuan
苏北医院西,su'bei'yi'yuan'xi
苏北医院西区分院,su'bei'yi'yuan'xi'qu'fen'yuan
苏果超市,su'guo'chao'shi
苏家,su'jia
塑料厂,su'liao'chang
隋炀帝陵,sui'yang'di'ling
孙庄,sun'zhuang
泰安工业园,tai'an'gong'ye'yuan
泰安镇,tai'an'zhen
唐沟,tang'gou
塘湖,tang'hu
汤汪派出所,tang'wang'pai'chu'suo
汤汪乡政府,tang'wang'xiang'zheng'fu
唐庄,tang'zhuang
汤庄,tang'zhuang
陶唐,tao'tang
陶塘,tao'tang
特钢厂,te'gang'chang
特种车辆厂,te'zhong'che'liang'chang
体育场,ti'yu'chang
体育公园,ti'yu'gong'yuan
天德制衣,tian'de'zhi'yi
天地公司,tian'di'gong'si
天和国际花园,tian'he'guo'ji'hua'yuan
天乐港,tian'le'gang
天勤,tian'qin
天韵琴筝,tian'yun'qin'zheng
田庄,tian'zhuang
通承公司,tong'cheng'gong'si
通达毛绒公司,tong'da'mao'rong'gong'si
同和,tong'he
同人生物,tong'ren'sheng'wu
通运集团,tong'yun'ji'tuan
头道桥,tou'dao'qiao
头桥邮电局,tou'qiao'you'dian'ju
头桥镇,tou'qiao'zhen
团结村,tuan'jie'cun
团结管庄,tuan'jie'guan'zhuang
瓦房,wa'fang
瓦匠,wa'jiang
瓦窑村,wa'yao'cun
外商公共服务中心,wai'shang'gong'gong'fu'wu'zhong'xin
外滩,wai'tan
