矮胖型,ai'pang'xing
筛板,shai'ban
筛窦,shai'dou
筛沟,shai'gou
筛骨,shai'gu
筛骨垂直板,shai'gu'chui'zhi'ban
筛骨嵴,shai'gu'ji
筛骨迷路,shai'gu'mi'lu
筛后动脉,shai'hou'dong'mai
筛后孔,shai'hou'kong
筛后神经,shai'hou'shen'jing
筛嵴,shai'ji
筛筋膜,shai'jin'mo
筛静脉,shai'jing'mai
筛孔,shai'kong
筛泪缝,shai'lei'feng
筛漏斗,shai'lou'dou
筛泡,shai'pao
筛前动脉,shai'qian'dong'mai
筛前孔,shai'qian'kong
筛前神经,shai'qian'shen'jing
筛切迹,shai'qie'ji
筛区,shai'qu
筛上颌缝,shai'shang'he'feng
筛突,shai'tu
筛小房,shai'xiao'fang
山顶,shan'ding
山坡,shan'po
上凹,shang'ao
上半规管,shang'ban'gui'guan
上半月小叶,shang'ban'yue'xiao'ye
上壁,shang'bi
上鼻道,shang'bi'dao
上鼻甲,shang'bi'jia
上部,shang'bu
上唇,shang'chun
上唇动脉,shang'chun'dong'mai
上唇结节,shang'chun'jie'jie
上唇静脉,shang'chun'jing'mai
上唇系带,shang'chun'xi'dai
上唇支,shang'chun'zhi
上段,shang'duan
上端,shang'duan
上段动脉,shang'duan'dong'mai
上段支气管,shang'duan'zhi'qi'guan
上腹,shang'fu
上腹下丛,shang'fu'xia'cong
上干,shang'gan
上橄榄核,shang'gan'lan'he
上根,shang'gen
上固定,shang'gu'ding
上关节面,shang'guan'jie'mian
上关节突,shang'guan'jie'tu
上颌动脉,shang'he'dong'mai
上颌窦,shang'he'dou
上颌窦裂孔,shang'he'dou'lie'kong
上颌窦支,shang'he'dou'zhi
上颌骨,shang'he'gu
上颌间缝,shang'he'jian'feng
上颌结节,shang'he'jie'jie
上颌静脉,shang'he'jing'mai
上颌面,shang'he'mian
上颌神经,shang'he'shen'jing
上颌体,shang'he'ti
上颌突,shang'he'tu
上颌牙槽突,shang'he'ya'cao'tu
上后锯肌,shang'hou'ju'ji
上滑膜,shang'hua'mo
上回旋,shang'hui'xuan
上甲状旁腺,shang'jia'zhuang'pang'xian
上睑,shang'jian
上睑板,shang'jian'ban
上睑板肌,shang'jian'ban'ji
上睑弓,shang'jian'gong
上睑静脉,shang'jian'jing'mai
上睑提肌,shang'jian'ti'ji
上角,shang'jiao
上结节,shang'jie'jie
上胫腓关节,shang'jing'fei'guan'jie
上髁,shang'ke
上肋凹,shang'lei'ao
上孖肌,shang'ma'ji
上泌涎核,shang'mi'xian'he
上迷小管,shang'mi'xiao'guan
上泌延核,shang'mi'yan'he
上面,shang'mian
上颞线,shang'nie'xian
上皮组织,shang'pi'zu'zhi
上前段,shang'qian'duan
上前段动脉,shang'qian'duan'dong'mai
上腔静脉,shang'qiang'jing'mai
上腔静脉口,shang'qiang'jing'mai'kou
上切迹,shang'qie'ji
上丘,shang'qiu
上丘白质层,shang'qiu'bai'zhi'ceng
上丘臂,shang'qiu'bi
上丘灰质层,shang'qiu'hui'zhi'ceng
上丘连合,shang'qiu'lian'he
上丘脑,shang'qiu'nao
上筛斑,shang'shai'ban
上舌段,shang'she'duan
上舌段支气管,shang'she'duan'zhi'qi'guan
上舌支,shang'she'zhi
上神经节,shang'shen'jing'jie
上矢状窦,shang'shi'zhuang'dou
上矢状窦沟,shang'shi'zhuang'dou'gou
上髓帆,shang'sui'fan
上体,shang'ti
上外侧面,shang'wai'ce'mian
上吻合静脉,shang'wen'he'jing'mai
上项线,shang'xiang'xian
上斜肌,shang'xie'ji
上斜肌腱鞘,shang'xie'ji'jian'qiao
上牙槽后动脉,shang'ya'cao'hou'dong'mai
上牙槽后支,shang'ya'cao'hou'zhi
上牙槽前动脉,shang'ya'cao'qian'dong'mai
上牙槽前支,shang'ya'cao'qian'zhi
上牙槽神经,shang'ya'cao'shen'jing
上牙槽中支,shang'ya'cao'zhong'zhi
上牙丛,shang'ya'cong
上牙弓,shang'ya'gong
上牙龈支,shang'ya'yin'zhi
上牙支,shang'ya'zhi
上叶支,shang'ye'zhi
上缘,shang'yuan
上支,shang'zhi
上肢,shang'zhi
上支持筋膜,shang'zhi'chi'jin'mo
上肢带,shang'zhi'dai
上肢带骨,shang'zhi'dai'gu
上肢带连结,shang'zhi'dai'lian'jie
上肢骨,shang'zhi'gu
上直肌,shang'zhi'ji
上肢肌,shang'zhi'ji
上肢浅静脉,shang'zhi'qian'jing'mai
上肢深静脉,shang'zhi'shen'jing'mai
上纵隔,shang'zong'ge
上纵肌,shang'zong'ji
上纵束,shang'zong'shu
少突胶质细胞,shao'tu'jiao'zhi'xi'bao
舌背,she'bei
舌背静脉,she'bei'jing'mai
舌背支,she'bei'zhi
舌扁桃体,she'bian'tao'ti
舌垂直肌,she'chui'zhi'ji
舌底神经,she'di'shen'jing
舌底神经节,she'di'shen'jing'jie
舌动脉,she'dong'mai
舌根,she'gen
舌骨,she'gu
舌骨大小角,she'gu'da'xiao'jiao
舌骨后囊,she'gu'hou'nang
舌骨会厌韧带,she'gu'hui'yan'ren'dai
舌骨上肌,she'gu'shang'ji
舌骨上支,she'gu'shang'zhi
舌骨舌肌,she'gu'she'ji
舌骨体,she'gu'ti
舌骨下肌,she'gu'xia'ji
舌骨下淋巴结,she'gu'xia'lin'ba'jie
舌骨下囊,she'gu'xia'nang
舌骨下支,she'gu'xia'zhi
舌横肌,she'heng'ji
舌回,she'hui
舌会厌外侧襞,she'hui'yan'wai'ce'bi
舌会厌正中襞,she'hui'yan'zheng'zhong'bi
舌肌,she'ji
舌尖,she'jian
舌腱膜,she'jian'mo
射精管,she'jing'guan
舌静脉,she'jing'mai
舌淋巴结,she'lin'ba'jie
舌滤泡,she'lv'pao
舌盲孔,she'mang'kong
舌面,she'mian
舌面干,she'mian'gan
舌黏膜,she'nian'mo
舌前腺,she'qian'xian
舌乳头,she'ru'tou
舌深动脉,she'shen'dong'mai
舌神经,she'shen'jing
舌深静脉,she'shen'jing'mai
舌体,she'ti
舌系带,she'xi'dai
舌下襞,she'xia'bi
舌下动脉,she'xia'dong'mai
舌下阜,she'xia'fu
舌下静脉,she'xia'jing'mai
舌下面,she'xia'mian
舌下前置核,she'xia'qian'zhi'he
舌下神经,she'xia'shen'jing
舌下神经伴行静脉,she'xia'shen'jing'ban'xing'jing'mai
舌下神经管,she'xia'shen'jing'guan
舌下神经管静脉丛,she'xia'shen'jing'guan'jing'mai'cong
舌下神经管内口,she'xia'shen'jing'guan'nei'kou
舌下神经管外口,she'xia'shen'jing'guan'wai'kou
舌下神经核,she'xia'shen'jing'he
舌下神经交通支,she'xia'shen'jing'jiao'tong'zhi
舌下神经三角,she'xia'shen'jing'san'jiao
舌下腺,she'xia'xian
舌下腺凹,she'xia'xian'ao
舌下腺大管,she'xia'xian'da'guan
舌下腺小管,she'xia'xian'xiao'guan
舌下周核,she'xia'zhou'he
舌腺,she'xian
舌咽部,she'yan'bu
舌咽神经,she'yan'shen'jing
舌咽神经交通支,she'yan'shen'jing'jiao'tong'zhi
舌缘,she'yuan
舌正中沟,she'zheng'zhong'gou
舌支,she'zhi
舌中隔,she'zhong'ge
深部,shen'bu
深层,shen'ceng
伸长细胞,shen'chang'xi'bao
肾丛,shen'cong
肾大小盏,shen'da'xiao'zhan
肾大盏,shen'da'zhan
肾动脉,shen'dong'mai
肾窦,shen'dou
肾段,shen'duan
肾副动脉,shen'fu'dong'mai
肾后筋膜,shen'hou'jin'mo
伸肌,shen'ji
伸肌上下支持带,shen'ji'shang'xia'zhi'chi'dai
伸肌上支持带,shen'ji'shang'zhi'chi'dai
伸肌下支持带,shen'ji'xia'zhi'chi'dai
伸肌支持带,shen'ji'zhi'chi'dai
深筋膜,shen'jin'mo
肾筋膜,shen'jin'mo
神经,shen'jing
神经部,shen'jing'bu
神经垂体,shen'jing'chui'ti
神经丛,shen'jing'cong
神经递质,shen'jing'di'zhi
神经根,shen'jing'gen
神经核,shen'jing'he
神经回路,shen'jing'hui'lu
神经胶质,shen'jing'jiao'zhi
神经胶质细胞,shen'jing'jiao'zhi'xi'bao
神经节,shen'jing'jie
神经节支,shen'jing'jie'zhi
深静脉,shen'jing'mai
肾静脉,shen'jing'mai
神经膜,shen'jing'mo
神经末梢,shen'jing'mo'shao
神经内膜,shen'jing'nei'mo
神经盘,shen'jing'pan
神经束,shen'jing'shu
神经束膜,shen'jing'shu'mo
神经通路,shen'jing'tong'lu
神经外膜,shen'jing'wai'mo
神经系,shen'jing'xi
神经系统,shen'jing'xi'tong
神经纤维,shen'jing'xian'wei
神经移植,shen'jing'yi'zhi
神经元,shen'jing'yuan
神经元变性,shen'jing'yuan'bian'xing
神经元染质溶解,shen'jing'yuan'ran'zhi'rong'jie
神经原纤维,shen'jing'yuan'xian'wei
神经再生,shen'jing'zai'sheng
神经毡,shen'jing'zhan
神经追踪法,shen'jing'zhui'zong'fa
神经滋养血管,shen'jing'zi'yang'xue'guan
深淋巴管,shen'lin'ba'guan
肾门,shen'men
肾面,shen'mian
肾囊动脉,shen'nang'dong'mai
肾囊静脉,shen'nang'jing'mai
肾旁脂体,shen'pang'zhi'ti
肾皮质,shen'pi'zhi
肾前筋膜,shen'qian'jin'mo
肾乳头,shen'ru'tou
肾上腺,shen'shang'xian
肾上腺丛,shen'shang'xian'cong
肾上腺静脉,shen'shang'xian'jing'mai
肾上腺上动脉,shen'shang'xian'shang'dong'mai
肾上腺素能神经元,shen'shang'xian'su'neng'shen'jing'yuan
肾上腺下动脉,shen'shang'xian'xia'dong'mai
肾上腺压迹,shen'shang'xian'ya'ji
肾上腺中动脉,shen'shang'xian'zhong'dong'mai
肾神经节,shen'shen'jing'jie
肾实质,shen'shi'zhi
肾髓,shen'sui
肾髓质,shen'sui'zhi
深头,shen'tou
肾小管,shen'xiao'guan
肾小囊,shen'xiao'nang
肾小球,shen'xiao'qiu
肾小体,shen'xiao'ti
肾小盏,shen'xiao'zhan
肾压迹,shen'ya'ji
肾叶,shen'ye
肾盂,shen'yu
肾盏,shen'zhan
伸展性,shen'zhan'xing
深支,shen'zhi
肾支,shen'zhi
肾柱,shen'zhu
肾锥体,shen'zhui'ti
声襞,sheng'bi
升部,sheng'bu
声带,sheng'dai
声带肌,sheng'dai'ji
声带突,sheng'dai'tu
升动脉,sheng'dong'mai
升结肠,sheng'jie'chang
升结肠系膜,sheng'jie'chang'xi'mo
生理性弯曲,sheng'li'xing'wan'qu
声门,sheng'men
声门裂,sheng'men'lie
声门下腔,sheng'men'xia'qiang
声韧带,sheng'ren'dai
生物膜,sheng'wu'mo
升支,sheng'zhi
生殖股神经,sheng'zhi'gu'shen'jing
生殖股神经生殖支,sheng'zhi'gu'shen'jing'sheng'zhi'zhi
生殖系统,sheng'zhi'xi'tong
生殖支,sheng'zhi'zhi
升主动脉,sheng'zhu'dong'mai
十二指肠,shi'er'zhi'chang
十二指肠大乳头,shi'er'zhi'chang'da'ru'tou
十二指肠后动脉,shi'er'zhi'chang'hou'dong'mai
十二指肠后隐窝,shi'er'zhi'chang'hou'yin'wo
十二指肠降部,shi'er'zhi'chang'jiang'bu
十二指肠空肠曲,shi'er'zhi'chang'kong'chang'qu
十二指肠旁襞,shi'er'zhi'chang'pang'bi
十二指肠旁隐窝,shi'er'zhi'chang'pang'yin'wo
十二指肠上襞,shi'er'zhi'chang'shang'bi
十二指肠上部,shi'er'zhi'chang'shang'bu
十二指肠上动脉,shi'er'zhi'chang'shang'dong'mai
十二指肠上曲,shi'er'zhi'chang'shang'qu
十二指肠上隐窝,shi'er'zhi'chang'shang'yin'wo
十二指肠水平部,shi'er'zhi'chang'shui'ping'bu
十二指肠下襞,shi'er'zhi'chang'xia'bi
十二指肠下曲,shi'er'zhi'chang'xia'qu
十二指肠下隐窝,shi'er'zhi'chang'xia'yin'wo
十二指肠小乳头,shi'er'zhi'chang'xiao'ru'tou
十二指肠悬肌,shi'er'zhi'chang'xuan'ji
十二指肠压迹,shi'er'zhi'chang'ya'ji
十二指肠支,shi'er'zhi'chang'zhi
十二指肠纵襞,shi'er'zhi'chang'zong'bi
视辐射,shi'fu'she
食管,shi'guan
食管丛,shi'guan'cong
食管腹段,shi'guan'fu'duan
食管颈段,shi'guan'jing'duan
食管静脉,shi'guan'jing'mai
食管裂孔,shi'guan'lie'kong
室管膜,shi'guan'mo
室管膜细胞,shi'guan'mo'xi'bao
食管胸段,shi'guan'xiong'duan
食管压迹,shi'guan'ya'ji
食管支,shi'guan'zhi
室间隔,shi'jian'ge
室间隔肌部,shi'jian'ge'ji'bu
室间隔膜部,shi'jian'ge'mo'bu
室间隔支,shi'jian'ge'zhi
室间沟,shi'jian'gou
室间孔,shi'jian'kong
视交叉,shi'jiao'cha
视交叉支,shi'jiao'cha'zhi
视盘陷凹,shi'pan'xian'ao
室旁垂体束,shi'pang'chui'ti'shu
室旁核,shi'pang'he
视器,shi'qi
视前内侧核,shi'qian'nei'ce'he
视前区,shi'qian'qu
视前外侧核,shi'qian'wai'ce'he
视区,shi'qu
视上垂体束,shi'shang'chui'ti'shu
视上核,shi'shang'he
室上嵴,shi'shang'ji
视上连合,shi'shang'lian'he
视上区,shi'shang'qu
视神经,shi'shen'jing
视神经管,shi'shen'jing'guan
视神经管口,shi'shen'jing'guan'kou
视神经内鞘,shi'shen'jing'nei'qiao
视神经盘,shi'shen'jing'pan
视神经外鞘,shi'shen'jing'wai'qiao
视神经血管环,shi'shen'jing'xue'guan'huan
视束,shi'shu
视束支,shi'shu'zhi
视网膜,shi'wang'mo
视网膜鼻侧上小动脉,shi'wang'mo'bi'ce'shang'xiao'dong'mai
视网膜鼻侧上小静脉,shi'wang'mo'bi'ce'shang'xiao'jing'mai
视网膜鼻侧下小动脉,shi'wang'mo'bi'ce'xia'xiao'dong'mai
视网膜鼻侧下小静脉,shi'wang'mo'bi'ce'xia'xiao'jing'mai
视网膜虹膜部,shi'wang'mo'hong'mo'bu
视网膜睫状体部,shi'wang'mo'jie'zhuang'ti'bu
视网膜内侧小动脉,shi'wang'mo'nei'ce'xiao'dong'mai
视网膜内侧小静脉,shi'wang'mo'nei'ce'xiao'jing'mai
视网膜颞侧上小动脉,shi'wang'mo'nie'ce'shang'xiao'dong'mai
视网膜颞侧上小静脉,shi'wang'mo'nie'ce'shang'xiao'jing'mai
视网膜颞侧下小动脉,shi'wang'mo'nie'ce'xia'xiao'dong'mai
视网膜颞侧下小静脉,shi'wang'mo'nie'ce'xia'xiao'jing'mai
视网膜视部,shi'wang'mo'shi'bu
视网膜下丘脑纤维,shi'wang'mo'xia'qiu'nao'xian'wei
视网膜中央动脉,shi'wang'mo'zhong'yang'dong'mai
视网膜中央静脉,shi'wang'mo'zhong'yang'jing'mai
视隐窝,shi'yin'wo
示指,shi'zhi
示指桡侧动脉,shi'zhi'rao'ce'dong'mai
示指伸肌,shi'zhi'shen'ji
适中型,shi'zhong'xing
视轴,shi'zhou
室周器,shi'zhou'qi
室周纤维,shi'zhou'xian'wei
矢状,shi'zhuang
矢状缝,shi'zhuang'feng
矢状面,shi'zhuang'mian
矢状位,shi'zhuang'wei
矢状缘,shi'zhuang'yuan
矢状轴,shi'zhuang'zhou
十字隆起,shi'zi'long'qi
手背,shou'bei
手背筋膜,shou'bei'jin'mo
手背静脉网,shou'bei'jing'mai'wang
瘦长型,shou'chang'xing
手骨,shou'gu
手关节,shou'guan'jie
收肌,shou'ji
收肌管,shou'ji'guan
收肌腱裂孔,shou'ji'jian'lie'kong
收肌结节,shou'ji'jie'jie
受体,shou'ti
收展,shou'zhan
手掌,shou'zhang
手指,shou'zhi
手指背面,shou'zhi'bei'mian
手指骨,shou'zhi'gu
手指骨间关节,shou'zhi'gu'jian'guan'jie
手指间关节,shou'zhi'jian'guan'jie
手指掌面,shou'zhi'zhang'mian
手舟骨,shou'zhou'gu
竖脊肌,shu'ji'ji
束间束,shu'jian'shu
输精管,shu'jing'guan
输精管丛,shu'jing'guan'cong
输精管动脉,shu'jing'guan'dong'mai
输精管壶腹,shu'jing'guan'hu'fu
输卵管,shu'luan'guan
输卵管襞,shu'luan'guan'bi
输卵管端,shu'luan'guan'duan
输卵管腹腔口,shu'luan'guan'fu'qiang'kou
输卵管壶腹,shu'luan'guan'hu'fu
输卵管漏斗,shu'luan'guan'lou'dou
输卵管伞,shu'luan'guan'san
输卵管系膜,shu'luan'guan'xi'mo
输卵管峡,shu'luan'guan'xia
输卵管支,shu'luan'guan'zhi
输卵管子宫口,shu'luan'guan'zi'gong'kou
输尿管,shu'niao'guan
输尿管丛,shu'niao'guan'cong
输尿管间襞,shu'niao'guan'jian'bi
输尿管口,shu'niao'guan'kou
输尿管支,shu'niao'guan'zhi
束旁核,shu'pang'he
输乳管,shu'ru'guan
输乳管窦,shu'ru'guan'dou
树突,shu'tu
树突棘,shu'tu'ji
束状回,shu'zhuang'hui
梳状肌,shu'zhuang'ji
枢椎,shu'zhui
枢椎齿突,shu'zhui'chi'tu
栓状核,shuan'zhuang'he
双极神经元,shuang'ji'shen'jing'yuan
双髁状关节,shuang'ke'zhuang'guan'jie
双羽状肌,shuang'yu'zhuang'ji
双轴关节,shuang'zhou'guan'jie
双轴性椭圆关节,shuang'zhou'xing'tuo'yuan'guan'jie
水平,shui'ping
水平板,shui'ping'ban
水平部,shui'ping'bu
水平裂,shui'ping'lie
水平面,shui'ping'mian
顺向变性,shun'xiang'bian'xing
顺向轴突输送,shun'xiang'zhou'tu'shu'song
四分法,si'fen'fa
四肢,si'zhi
四肢骨,si'zhi'gu
丝状乳头,si'zhuang'ru'tou
松弛部,song'chi'bu
松果体,song'guo'ti
松果体上隐窝,song'guo'ti'shang'yin'wo
松果体隐窝,song'guo'ti'yin'wo
松质,song'zhi
髓核,sui'he
髓腔,sui'qiang
髓鞘,sui'qiao
髓鞘染色,sui'qiao'ran'se
髓纹,sui'wen
髓质,sui'zhi
损毁法,sun'hui'fa
锁骨,suo'gu
锁骨部,suo'gu'bu
锁骨的胸骨端,suo'gu'de'xiong'gu'duan
锁骨上部,suo'gu'shang'bu
锁骨上大窝,suo'gu'shang'da'wo
锁骨上淋巴结,suo'gu'shang'lin'ba'jie
锁骨上内侧神经,suo'gu'shang'nei'ce'shen'jing
锁骨上神经,suo'gu'shang'shen'jing
锁骨上外侧神经,suo'gu'shang'wai'ce'shen'jing
锁骨上窝,suo'gu'shang'wo
锁骨上小窝,suo'gu'shang'xiao'wo
锁骨上中间神经,suo'gu'shang'zhong'jian'shen'jing
锁骨体,suo'gu'ti
锁骨下部,suo'gu'xia'bu
锁骨下动静脉,suo'gu'xia'dong'jing'mai
锁骨下动静脉沟,suo'gu'xia'dong'jing'mai'gou
锁骨下动脉,suo'gu'xia'dong'mai
锁骨下动脉丛,suo'gu'xia'dong'mai'cong
锁骨下动脉沟,suo'gu'xia'dong'mai'gou
锁骨下肌,suo'gu'xia'ji
锁骨下肌沟,suo'gu'xia'ji'gou
锁骨下肌神经,suo'gu'xia'ji'shen'jing
锁骨下静脉,suo'gu'xia'jing'mai
锁骨下静脉沟,suo'gu'xia'jing'mai'gou
锁骨下襻,suo'gu'xia'pan
锁骨下窝,suo'gu'xia'wo
锁骨胸肌三角,suo'gu'xiong'ji'san'jiao
锁骨支,suo'gu'zhi
锁骨中线,suo'gu'zhong'xian
锁间韧带,suo'jian'ren'dai
锁切迹,suo'qie'ji
梭形,suo'xing
梭形肌,suo'xing'ji
锁胸筋膜,suo'xiong'jin'mo
梭状肌,suo'zhuang'ji
胎毛,tai'mao
肽能神经元,tai'neng'shen'jing'yuan
苔藓纤维,tai'xian'xian'wei
弹簧韧带,tan'huang'ren'dai
弹性,tan'xing
弹性纤维,tan'xing'xian'wei
弹性圆锥,tan'xing'yuan'zhui
体被,ti'bei
提肛肌,ti'gang'ji
提睾肌,ti'gao'ji
提睾肌动脉,ti'gao'ji'dong'mai
提睾肌筋膜,ti'gao'ji'jin'mo
提肌圆枕,ti'ji'yuan'zhen
提口角肌,ti'kou'jue'ji
体毛,ti'mao
提上唇鼻翼肌,ti'shang'chun'bi'yi'ji
提上唇肌,ti'shang'chun'ji
提上睑肌,ti'shang'jian'ji
提携角,ti'xie'jiao
体循环,ti'xun'huan
跳跃韧带,tiao'yue'ren'dai
听辐射,ting'fu'she
听结节,ting'jie'jie
听区,ting'qu
听小骨,ting'xiao'gu
听小骨关节,ting'xiao'gu'guan'jie
听小骨肌,ting'xiao'gu'ji
听小骨韧带,ting'xiao'gu'ren'dai
听诊三角,ting'zhen'san'jiao
瞳孔,tong'kong
瞳孔开大肌,tong'kong'kai'da'ji
瞳孔括约肌,tong'kong'kuo'yue'ji
瞳孔缘,tong'kong'yuan
桶状胸,tong'zhuang'xiong
头半棘肌,tou'ban'ji'ji
头臂干,tou'bi'gan
头臂静脉,tou'bi'jing'mai
头部,tou'bu
头侧,tou'ce
头长肌,tou'chang'ji
头发,tou'fa
骰骨,tou'gu
骰骨粗隆,tou'gu'cu'long
骰关节面,tou'guan'jie'mian
头后大直肌,tou'hou'da'zhi'ji
头后小直肌,tou'hou'xiao'zhi'ji
头肌,tou'ji
头棘肌,tou'ji'ji
头夹肌,tou'jia'ji
头肩肘手胯膝足,tou'jian'zhou'shou'kua'xi'zu
头静脉,tou'jing'mai
透明隔,tou'ming'ge
透明隔板,tou'ming'ge'ban
透明隔后静脉,tou'ming'ge'hou'jing'mai
透明隔前静脉,tou'ming'ge'qian'jing'mai
透明隔腔,tou'ming'ge'qiang
透明软骨结合,tou'ming'ruan'gu'jie'he
头皮,tou'pi
头前直肌,tou'qian'zhi'ji
头上下斜肌,tou'shang'xia'xie'ji
头上斜肌,tou'shang'xie'ji
透射电镜术,tou'she'dian'jing'shu
投射纤维,tou'she'xian'wei
头外侧直肌,tou'wai'ce'zhi'ji
头下斜肌,tou'xia'xie'ji
头正中静脉,tou'zheng'zhong'jing'mai
骰舟背侧韧带,tou'zhou'bei'ce'ren'dai
骰舟足底韧带,tou'zhou'zu'di'ren'dai
头状骨,tou'zhuang'gu
头最长肌,tou'zui'chang'ji
突触,tu'chu
突触后部,tu'chu'hou'bu
突触间隙,tu'chu'jian'xi
突触囊泡,tu'chu'nang'pao
突触前部,tu'chu'qian'bu
突触小泡,tu'chu'xiao'pao
突触小球,tu'chu'xiao'qiu
突触小体,tu'chu'xiao'ti
突角触前膜,tu'jiao'chu'qian'mo
臀大肌,tun'da'ji
臀大肌转子囊,tun'da'ji'zhuan'zi'nang
臀大肌坐骨囊,tun'da'ji'zuo'gu'nang
臀沟,tun'gou
臀后线,tun'hou'xian
臀肌粗隆,tun'ji'cu'long
臀肌腱膜,tun'ji'jian'mo
臀肌间囊,tun'ji'jian'nang
臀裂,tun'lie
臀淋巴结,tun'lin'ba'jie
臀面,tun'mian
臀内侧皮神经,tun'nei'ce'pi'shen'jing
臀前线,tun'qian'xian
臀区,tun'qu
臀上动脉,tun'shang'dong'mai
臀上静脉,tun'shang'jing'mai
臀上淋巴结,tun'shang'lin'ba'jie
臀上皮神经,tun'shang'pi'shen'jing
臀上神经,tun'shang'shen'jing
臀上下动脉,tun'shang'xia'dong'mai
臀上下神经,tun'shang'xia'shen'jing
臀下动脉,tun'xia'dong'mai
臀下静脉,tun'xia'jing'mai
臀下淋巴结,tun'xia'lin'ba'jie
臀下皮神经,tun'xia'pi'shen'jing
臀下神经,tun'xia'shen'jing
臀下线,tun'xia'xian
臀小肌,tun'xiao'ji
臀小肌转子囊,tun'xiao'ji'zhuan'zi'nang
臀中肌,tun'zhong'ji
臀中肌转子囊,tun'zhong'ji'zhuan'zi'nang
臀中皮神经,tun'zhong'pi'shen'jing
脱氧葡萄糖法,tuo'yang'pu'tao'tang'fa
唾液腺,tuo'ye'xian
椭圆凹,tuo'yuan'ao
椭圆关节,tuo'yuan'guan'jie
椭圆囊,tuo'yuan'nang
椭圆囊斑,tuo'yuan'nang'ban
椭圆囊壶腹神经,tuo'yuan'nang'hu'fu'shen'jing
椭圆囊隐窝,tuo'yuan'nang'yin'wo
椭圆球囊管,tuo'yuan'qiu'nang'guan
外板,wai'ban
外半规管,wai'ban'gui'guan
外半规管凸,wai'ban'gui'guan'tu
外鼻,wai'bi
外侧,wai'ce
外侧板,wai'ce'ban
外侧半月板,wai'ce'ban'yue'ban
外侧背核,wai'ce'bei'he
外侧壁,wai'ce'bi
外侧部,wai'ce'bu
外侧苍白球,wai'ce'cang'bai'qiu
外侧唇,wai'ce'chun
外侧底段,wai'ce'di'duan
外侧底段支气管,wai'ce'di'duan'zhi'qi'guan
外侧底支,wai'ce'di'zhi
外侧段,wai'ce'duan
外侧段动脉,wai'ce'duan'dong'mai
外侧段支气管,wai'ce'duan'zhi'qi'guan
外侧根,wai'ce'gen
外侧弓状韧带,wai'ce'gong'zhuang'ren'dai
外侧沟,wai'ce'gou
外侧固有束,wai'ce'gu'you'shu
外侧核群,wai'ce'he'qun
外侧后核,wai'ce'hou'he
外侧脚,wai'ce'jiao
外侧角,wai'ce'jiao
外侧结节,wai'ce'jie'jie
外侧髁,wai'ce'ke
外侧髁上嵴,wai'ce'ke'shang'ji
外侧髁上线,wai'ce'ke'shang'xian
外侧面,wai'ce'mian
外侧皮支,wai'ce'pi'zhi
外侧丘系,wai'ce'qiu'xi
外侧丘系核,wai'ce'qiu'xi'he
外侧韧带,wai'ce'ren'dai
外侧软骨板,wai'ce'ruan'gu'ban
外侧束,wai'ce'shu
外侧髓板,wai'ce'sui'ban
外侧索,wai'ce'suo
外侧头,wai'ce'tou
外侧突,wai'ce'tu
外侧网状核,wai'ce'wang'zhuang'he
外侧膝状体,wai'ce'xi'zhuang'ti
外侧膝状体核,wai'ce'xi'zhuang'ti'he
外侧膝状体支,wai'ce'xi'zhuang'ti'zhi
外侧陷窝,wai'ce'xian'wo
外侧腺支,wai'ce'xian'zhi
外侧楔骨,wai'ce'xie'gu
外侧嗅回,wai'ce'xiu'hui
外侧嗅纹,wai'ce'xiu'wen
外侧隐窝,wai'ce'yin'wo
外侧缘,wai'ce'yuan
外侧缘静脉,wai'ce'yuan'jing'mai
外侧支,wai'ce'zhi
外侧直静脉,wai'ce'zhi'jing'mai
外侧纵弓,wai'ce'zong'gong
外侧纵纹,wai'ce'zong'wen
外唇,wai'chun
外耳,wai'er
外耳道,wai'er'dao
外耳道软骨,wai'er'dao'ruan'gu
外耳道软骨切迹,wai'er'dao'ruan'gu'qie'ji
外耳道神经,wai'er'dao'shen'jing
外耳门,wai'er'men
外翻,wai'fan
外骨半规管,wai'gu'ban'gui'guan
外骨壶腹,wai'gu'hu'fu
外壶腹神经,wai'hu'fu'shen'jing
外踝,wai'huai
外踝关节面,wai'huai'guan'jie'mian
外踝面,wai'huai'mian
外踝皮下囊,wai'huai'pi'xia'nang
外踝前动脉,wai'huai'qian'dong'mai
外踝前韧带,wai'huai'qian'ren'dai
外踝网,wai'huai'wang
外踝窝,wai'huai'wo
外踝支,wai'huai'zhi
外环骨板,wai'huan'gu'ban
外科解剖学,wai'ke'jie'pou'xue
外科颈,wai'ke'jing
外颗粒层,wai'ke'li'ceng
外颗粒层纹,wai'ke'li'ceng'wen
外淋巴,wai'lin'ba
外淋巴隙,wai'lin'ba'xi
外面,wai'mian
外膜,wai'mo
外膜半规管,wai'mo'ban'gui'guan
外膜壶腹,wai'mo'hu'fu
外囊,wai'nang
外上髁,wai'shang'ke
外髓板,wai'sui'ban
外展,wai'zhan
外支,wai'zhi
外直肌,wai'zhi'ji
外直肌腱膜,wai'zhi'ji'jian'mo
外锥体细胞层,wai'zhui'ti'xi'bao'ceng
外眦,wai'zi
腕背网,wan'bei'wang
腕背支,wan'bei'zhi
腕尺侧副韧带,wan'chi'ce'fu'ren'dai
豌豆骨,wan'dou'gu
豌豆骨关节,wan'dou'gu'guan'jie
