阿魏,a'wei
麻杏苡甘汤,ma'xing'yi'gan'tang
马牙硝,ma'ya'xiao
马尾黄连,ma'yi'huang'lian
马缨花,ma'ying'hua
麻油,ma'you
麻疹,ma'zhen
麻子仁丸,ma'zi'ren'wan
脉痹,mai'bi
麦冬,mai'dong
麦饭石,mai'fan'shi
脉经,mai'jing
麦门冬,mai'men'dong
麦门冬汤,mai'men'dong'tang
脉通,mai'tong
麦味地黄丸,mai'wei'di'huang'wan
麦芽,mai'ya
脉证顺逆,mai'zheng'shun'ni
慢喉痹病,man'hou'bi'bing
慢喉病,man'hou'bing
慢惊风,man'jing'feng
慢惊风病,man'jing'feng'bing
蔓荆子,man'jing'zi
慢乳蛾病,man'ru'e'bing
慢性肾衰,man'xing'shen'shuai
莽草,mang'cao
芒硝,mang'xiao
毛悴色夭,mao'cui'se'yao
毛冬青,mao'dong'qing
茅根,mao'gen
毛茛,mao'gen
毛诃子,mao'he'zi
毛鸡,mao'ji
毛姜,mao'jiang
茅莓,mao'mei
冒暑病,mao'shu'bing
猫眼草,mao'yan'cao
猫眼疮病,mao'yan'chuang'bing
猫爪草,mao'zhao'cao
玫瑰花,mei'gui'hua
梅核气,mei'he'qi
梅核气病,mei'he'qi'bing
梅花,mei'hua
眉棱骨痛,mei'leng'gu'tong
眉棱骨痛病,mei'leng'gu'tong'bing
梅片,mei'pian
梅仁,mei'ren
没石,mei'shi
虻虫,meng'chong
礞石,meng'shi
梦遗,meng'yi
梦遗病,meng'yi'bing
蜜百部,mi'bai'bu
蜜白前,mi'bai'qian
泌别清浊,mi'bie'qing'zhuo
猕猴桃,mi'hou'tao
糜烂,mi'lan
糜烂型,mi'lan'xing
密蒙花,mi'meng'hua
蜜枇杷叶,mi'pi'pa'ye
蜜前胡,mi'qian'hu
米仁,mi'ren
蜜桑白皮,mi'sang'bai'pi
密陀僧,mi'tuo'seng
蜜紫菀,mi'zi'wan
绵萆薢,mian'bi'xie
面风痛,mian'feng'tong
棉花根,mian'hua'gen
绵马贯众,mian'ma'guan'zhong
面瘫病,mian'tan'bing
面痛病,mian'tong'bing
绵茵陈,mian'yin'chen
面游风病,mian'you'feng'bing
明党参,ming'dang'shen
命门,ming'men
命门火衰,ming'men'huo'shuai
命门火衰脾阳不足证,ming'men'huo'shuai'pi'yang'bu'zu'zheng
命门火衰证,ming'men'huo'shuai'zheng
明天麻,ming'tian'ma
蘑菇,mo'gu
墨旱莲,mo'han'lian
茉莉花,mo'li'hua
没药,mo'yao
墨元参,mo'yuan'can
目胞浮肿,mu'bao'fu'zhong
木笔,mu'bi
木笔花,mu'bi'hua
木鳖子,mu'bie'zi
目病,mu'bing
木菠萝,mu'bo'luo
牡丹皮,mu'dan'pi
母丁香,mu'ding'xiang
木豆,mu'dou
木耳,mu'er
木防己,mu'fang'ji
木芙蓉,mu'fu'rong
木瓜,mu'gua
木蝴蝶,mu'hu'die
木蝴喋,mu'hu'die
木患子,mu'huan'zi
目昏,mu'hun
木姜子,mu'jiang'zi
木槿花,mu'jin'hua
木槿子,mu'jin'zi
牡荆叶,mu'jing'ye
木蓝,mu'lan
牡蛎,mu'li
牡蛎散,mu'li'san
木莲,mu'lian
木灵芝,mu'ling'zhi
木棉花,mu'mian'hua
目偏视病,mu'pian'shi'bing
木藤蓼,mu'teng'liao
木通,mu'tong
木香,mu'xiang
木香槟榔丸,mu'xiang'bing'lang'wan
目痒病,mu'yang'bing
木腰子,mu'yao'zi
木贼,mu'zei
木贼花,mu'zei'hua
目中赤脉,mu'zhong'chi'mai
纳气,na'qi
南沙参,na'sha'shen
奶麻病,nai'ma'bing
奶癣病,nai'xuan'bing
南北沙参,nan'bei'sha'shen
难产病,nan'chan'bing
南瓜子,nan'gua'zi
南蛇藤果,nan'she'teng'guo
南藤,nan'teng
南星,nan'xing
囊虫侵脑证,nang'chong'qin'nao'zheng
囊缩,nang'suo
囊痈病,nang'yong'bing
脑呆,nao'dai
脑疽病,nao'ju'bing
脑痨,nao'lao
脑瘤,nao'liu
脑络痹,nao'luo'bi
脑鸣,nao'ming
脑窍被蒙证,nao'qiao'bei'meng'zheng
硇砂,nao'sha
脑髓失养证,nao'sui'shi'yang'zheng
脑萎,nao'wei
闹羊花,nao'yang'hua
内闭外脱,nei'bi'wai'tuo
内闭外脱证,nei'bi'wai'tuo'zheng
内风,nei'feng
内格,nei'ge
内寒,nei'han
内火,nei'huo
内科癌病,nei'ke'ai'bing
内科瘤病,nei'ke'liu'bing
内科其他病脚气病,nei'ke'qi'ta'bing'jiao'qi'bing
内热,nei're
内伤发热病,nei'shang'fa're'bing
内伤咳嗽病,nei'shang'ke'sou'bing
内实,nei'shi
内湿,nei'shi
内托,nei'tuo
内陷病,nei'xian'bing
内陷厥阴证,nei'xian'jue'yin'zheng
内陷外脱证,nei'xian'wai'tuo'zheng
内消,nei'xiao
内痈,nei'yong
内燥,nei'zao
嫩舌,nen'she
逆传,ni'chuan
逆传心包,ni'chuan'xin'bao
逆传心包证,ni'chuan'xin'bao'zheng
腻苔,ni'tai
溺血,ni'xue
酿脓期,niang'nong'qi
尿崩,niao'beng
鸟不宿,niao'bu'su
尿道痿,niao'dao'wei
尿频病,niao'pin'bing
尿血,niao'xie
尿血病,niao'xie'bing
尿浊,niao'zhuo
尿浊病,niao'zhuo'bing
凝脂翳病,ning'zhi'yi'bing
牛蒡,niu'bang
牛蒡子,niu'bang'zi
牛大力,niu'da'li
牛黄,niu'huang
牛黄清心丸,niu'huang'qing'xin'wan
牛膝,niu'xi
牛西西,niu'xi'xi
牛至,niu'zhi
脓毒犯脏证,nong'du'fan'zang'zheng
脓毒侵袭证,nong'du'qin'xi'zheng
脓毒蚀骨证,nong'du'shi'gu'zheng
脓耳病,nong'er'bing
脓耳口眼斜病,nong'er'kou'yan'xie'bing
农吉利,nong'ji'li
农吉利总碱,nong'ji'li'zong'jian
胬肉攀睛病,nu'rou'pan'jing'bing
暖肝煎,nuan'gan'jian
糯稻根,nuo'dao'gen
糯米藤根,nuo'mi'teng'gen
糯米须,nuo'mi'xu
女儿香,nv'er'xiang
衄血,nv'xue
女贞子,nv'zhen'zi
女子胞,nv'zi'bao
藕节,ou'jie
藕节炭,ou'jie'tan
呕逆,ou'ni
呕吐,ou'tu
呕吐病,ou'tu'bing
呕血,ou'xue
排风藤,pai'feng'teng
胖大海,pang'da'hai
胖大舌,pang'da'she
膀胱癌,pang'guang'ai
膀胱气闭,pang'guang'qi'bi
膀胱实热,pang'guang'shi're
膀胱湿热证,pang'guang'shi're'zheng
膀胱损伤证,pang'guang'sun'shang'zheng
膀胱虚寒,pang'guang'xu'han
膀胱虚寒证,pang'guang'xu'han'zheng
膀胱虚冷证,pang'guang'xu'leng'zheng
泡参,pao'can
炮姜,pao'jiang
炮山甲,pao'shan'jia
胚宝胶囊,pei'bao'jiao'nang
佩兰,pei'lan
配伍,pei'wu
蟛蜞菊,peng'qi'ju
硼砂,peng'sha
膨胀期,peng'zhang'qi
疲惫,pi'bei
皮痹,pi'bi
皮痹病,pi'bi'bing
脾不统血,pi'bu'tong'xue
脾不统血证,pi'bu'tong'xue'zheng
脾肺气虚膀胱失约证,pi'fei'qi'xu'pang'guang'shi'yue'zheng
脾肺气虚证,pi'fei'qi'xu'zheng
皮肤病鸡眼病,pi'fu'bing'ji'yan'bing
皮肤病疥疮病,pi'fu'bing'jie'chuang'bing
皮肤病淋病,pi'fu'bing'lin'bing
皮肤病麻风病,pi'fu'bing'ma'feng'bing
皮肤病梅毒病,pi'fu'bing'mei'du'bing
皮肤病胼胝病,pi'fu'bing'pian'zhi'bing
皮肤风热证,pi'fu'feng're'zheng
皮肤湿热证,pi'fu'shi're'zheng
皮肤血虚风燥证,pi'fu'xue'xu'feng'zao'zheng
脾寒,pi'han
脾化血,pi'hua'xue
脾经风热证,pi'jing'feng're'zheng
脾经湿热证,pi'jing'shi're'zheng
脾经血燥证,pi'jing'xue'zao'zheng
啤酒花浸膏,pi'jiu'hua'jin'gao
脾开窍于口,pi'kai'qiao'yu'kou
痞块,pi'kuai
癖块,pi'kuai
痞满,pi'man
枇杷,pi'pa
枇杷叶,pi'pa'ye
脾气,pi'qi
脾气不升证,pi'qi'bu'sheng'zheng
脾气不足胃阴损伤证,pi'qi'bu'zu'wei'yin'sun'shang'zheng
脾气不足证,pi'qi'bu'zu'zheng
脾气亏虚证,pi'qi'kui'xu'zheng
脾气下陷证,pi'qi'xia'xian'zheng
脾气虚,pi'qi'xu
脾气虚证,pi'qi'xu'zheng
脾热,pi're
皮肉破损证,pi'rou'po'sun'zheng
脾肾不固证,pi'shen'bu'gu'zheng
脾肾不足证,pi'shen'bu'zu'zheng
脾肾亏虚证,pi'shen'kui'xu'zheng
脾肾亏虚浊阴上逆证,pi'shen'kui'xu'zhuo'yin'shang'ni'zheng
脾肾两虚,pi'shen'liang'xu
脾肾两虚证,pi'shen'liang'xu'zheng
脾肾气虚证,pi'shen'qi'xu'zheng
脾肾虚弱证,pi'shen'xu'ruo'zheng
脾肾虚衰证,pi'shen'xu'shuai'zheng
脾肾阳衰证,pi'shen'yang'shuai'zheng
脾肾阳虚,pi'shen'yang'xu
脾肾阳虚证,pi'shen'yang'xu'zheng
脾肾阴虚证,pi'shen'yin'xu'zheng
砒石,pi'shi
脾失健运湿浊流注证,pi'shi'jian'yun'shi'zhuo'liu'zhu'zheng
脾失健运证,pi'shi'jian'yun'zheng
砒霜,pi'shuang
脾水,pi'shui
皮水,pi'shui
脾统血,pi'tong'xue
脾痿,pi'wei
脾胃不和,pi'wei'bu'he
脾胃不和证,pi'wei'bu'he'zheng
脾胃伏热证,pi'wei'fu're'zheng
脾胃寒湿,pi'wei'han'shi
脾为后天之本,pi'wei'hou'tian'zhi'ben
脾胃火毒证,pi'wei'huo'du'zheng
脾胃积热血热伤络证,pi'wei'ji're'xue're'shang'luo'zheng
脾胃积热证,pi'wei'ji're'zheng
脾胃亏虚肝阴不足证,pi'wei'kui'xu'gan'yin'bu'zu'zheng
脾胃亏虚证,pi'wei'kui'xu'zheng
脾胃气虚证,pi'wei'qi'xu'zheng
脾胃热盛证,pi'wei're'sheng'zheng
脾为生痰之源,pi'wei'sheng'tan'zhi'yuan
脾胃湿热,pi'wei'shi're
脾胃实热证,pi'wei'shi're'zheng
脾胃湿热证,pi'wei'shi're'zheng
脾胃失调湿热郁蒸证,pi'wei'shi'tiao'shi're'yu'zheng'zheng
脾胃失调证,pi'wei'shi'tiao'zheng
脾胃相表里,pi'wei'xiang'biao'li
脾胃虚寒,pi'wei'xu'han
脾胃虚寒证,pi'wei'xu'han'zheng
脾胃虚弱,pi'wei'xu'ruo
脾胃虚弱证,pi'wei'xu'ruo'zheng
脾胃阳虚证,pi'wei'yang'xu'zheng
脾胃阴虚证,pi'wei'yin'xu'zheng
脾胃专虚精微不运证,pi'wei'zhuan'xu'jing'wei'bu'yun'zheng
脾胃专职虚余湿未尽证,pi'wei'zhuan'zhi'xu'yu'shi'wei'jin'zheng
脾系病便秘病,pi'xi'bing'bian'mi'bing
脾系病类,pi'xi'bing'lei
脾喜燥恶湿,pi'xi'zao'e'shi
脾泄,pi'xie
皮屑,pi'xie
脾虚,pi'xu
脾虚不固证,pi'xu'bu'gu'zheng
脾虚不摄证,pi'xu'bu'she'zheng
脾虚肝热证,pi'xu'gan're'zheng
脾虚肝旺证,pi'xu'gan'wang'zheng
脾虚寒湿证,pi'xu'han'shi'zheng
脾虚火旺证,pi'xu'huo'wang'zheng
脾虚气弱证,pi'xu'qi'ruo'zheng
脾虚气陷证,pi'xu'qi'xian'zheng
脾虚湿泛证,pi'xu'shi'fan'zheng
脾虚湿困,pi'xu'shi'kun
脾虚湿困上犯耳窍证,pi'xu'shi'kun'shang'fan'er'qiao'zheng
脾虚湿困虚火上浮证,pi'xu'shi'kun'xu'huo'shang'fu'zheng
脾虚湿困证,pi'xu'shi'kun'zheng
脾虚湿热证,pi'xu'shi're'zheng
脾虚湿盛风痰阻络证,pi'xu'shi'sheng'feng'tan'zu'luo'zheng
脾虚湿盛证,pi'xu'shi'sheng'zheng
脾虚失运证,pi'xu'shi'yun'zheng
脾虚湿蕴证,pi'xu'shi'yun'zheng
脾虚失运中气不足证,pi'xu'shi'yun'zhong'qi'bu'zu'zheng
脾虚湿滞证,pi'xu'shi'zhi'zheng
脾虚湿阻证,pi'xu'shi'zu'zheng
脾虚水泛证,pi'xu'shui'fan'zheng
脾虚水困证,pi'xu'shui'kun'zheng
脾虚水肿,pi'xu'shui'zhong
脾虚痰盛证,pi'xu'tan'sheng'zheng
脾虚痰湿风邪犯耳证,pi'xu'tan'shi'feng'xie'fan'er'zheng
脾虚痰湿证,pi'xu'tan'shi'zheng
脾虚痰浊证,pi'xu'tan'zhuo'zheng
脾虚痰阻证,pi'xu'tan'zu'zheng
脾虚血亏证,pi'xu'xue'kui'zheng
脾虚血燥证,pi'xu'xue'zao'zheng
脾虚证,pi'xu'zheng
脾虚中衰清阳不升证,pi'xu'zhong'shuai'qing'yang'bu'sheng'zheng
脾虚中衰证,pi'xu'zhong'shuai'zheng
脾阳不振证,pi'yang'bu'zhen'zheng
脾阳不足证,pi'yang'bu'zu'zheng
脾阳亏虚证,pi'yang'kui'xu'zheng
脾阳虚,pi'yang'xu
脾阳虚衰证,pi'yang'xu'shuai'zheng
脾阳虚证,pi'yang'xu'zheng
脾阴虚,pi'yin'xu
脾阴虚证,pi'yin'xu'zheng
脾约,pi'yue
脾蕴湿热,pi'yun'shi're
脾燥证,pi'zao'zheng
脾主肌肉,pi'zhu'ji'rou
脾主四肢,pi'zhu'si'zhi
脾主益气,pi'zhu'yi'qi
脾主运化,pi'zhu'yun'hua
偏痹,pian'bi
偏风,pian'feng
片姜黄,pian'jiang'huang
偏沮,pian'ju
片苓,pian'ling
偏头风,pian'tou'feng
平贝母,ping'bei'mu
平地木,ping'di'mu
平肝,ping'gan
平脉,ping'mai
平胃散,ping'wei'san
魄门,po'men
朴硝,po'xiao
破血,po'xue
扑粉,pu'fen
葡伏堇,pu'fu'jin
蒲公英,pu'gong'ying
蒲黄,pu'huang
蒲黄炭,pu'huang'tan
普济消毒饮,pu'ji'xiao'du'yin
蒲芹,pu'qin
七宝美髯丹,qi'bao'mei'ran'dan
气闭证,qi'bi'zheng
奇病,qi'bing
气不摄精证,qi'bu'she'jing'zheng
气不摄血,qi'bu'she'xue
气不摄血证,qi'bu'she'xue'zheng
蛴螬,qi'cao
七冲门,qi'chong'men
气喘,qi'chuan
脐疮病,qi'chuang'bing
气分大热,qi'fen'da're
气分湿热证,qi'fen'shi're'zheng
气分证,qi'fen'zheng
脐风,qi'feng
脐风病,qi'feng'bing
气腹痛,qi'fu'tong
气功疗法,qi'gong'liao'fa
气鼓,qi'gu
气臌病,qi'gu'bing
奇恒之府,qi'heng'zhi'fu
气胡痰阻证,qi'hu'tan'zu'zheng
气化,qi'hua
气化不及膀胱空虚证,qi'hua'bu'ji'pang'guang'kong'xu'zheng
气化不及证,qi'hua'bu'ji'zheng
气化不利,qi'hua'bu'li
其华在唇,qi'hua'zai'chun
其华在发,qi'hua'zai'fa
其华在毛,qi'hua'zai'mao
其华在面,qi'hua'zai'mian
气火郁结证,qi'huo'yu'jie'zheng
气机,qi'ji
气机不利证,qi'ji'bu'li'zheng
气机逆乱证,qi'ji'ni'luan'zheng
气机逆乱阻塞清窍证,qi'ji'ni'luan'zu'se'qing'qiao'zheng
气机失调节证,qi'ji'shi'tiao'jie'zheng
气机郁滞证,qi'ji'yu'zhi'zheng
气机阻滞证,qi'ji'zu'zhi'zheng
气结血瘀证,qi'jie'xue'yu'zheng
气结咽喉证,qi'jie'yan'hou'zheng
气结证,qi'jie'zheng
奇经八脉,qi'jing'ba'mai
杞菊地黄丸,qi'ju'di'huang'wan
气厥,qi'jue
气厥病,qi'jue'bing
七厘散,qi'li'san
气淋病,qi'lin'bing
气瘤病,qi'liu'bing
气轮风热证,qi'lun'feng're'zheng
气轮热阻血瘀证,qi'lun're'zu'xue'yu'zheng
气轮湿热证,qi'lun'shi're'zheng
气逆,qi'ni
气逆证,qi'ni'zheng
气痞,qi'pi
七窍,qi'qiao
七情,qi'qing
气热烁津证,qi're'shuo'jin'zheng
气热灼津,qi're'zhuo'jin
七伤,qi'shang
气上冲,qi'shang'chong
蕲蛇,qi'she
气衰血脱证,qi'shuai'xue'tuo'zheng
气随血脱,qi'sui'xue'tuo
气随血脱证,qi'sui'xue'tuo'zheng
其他证,qi'ta'zheng
脐突病,qi'tu'bing
气脱证,qi'tuo'zheng
气味,qi'wei
气陷,qi'xian
气陷证,qi'xian'zheng
奇邪,qi'xie
七星草,qi'xing'cao
气行水行,qi'xing'shui'xing
气虚,qi'xu
气虚便秘,qi'xu'bian'mi
气虚不摄证,qi'xu'bu'she'zheng
气虚不运证,qi'xu'bu'yun'zheng
气虚毒滞证,qi'xu'du'zhi'zheng
气虚络损证,qi'xu'luo'sun'zheng
气虚湿阻证,qi'xu'shi'zu'zheng
气虚水停证,qi'xu'shui'ting'zheng
气虚痰结证,qi'xu'tan'jie'zheng
气虚痰滞证,qi'xu'tan'zhi'zheng
气虚下陷证,qi'xu'xia'xian'zheng
气虚血亏证,qi'xu'xue'kui'zheng
气虚血凝证,qi'xu'xue'ning'zheng
气虚血脱证,qi'xu'xue'tuo'zheng
气虚血溢证,qi'xu'xue'yi'zheng
气虚血瘀证,qi'xu'xue'yu'zheng
气虚血滞络脉搏瘀阻证,qi'xu'xue'zhi'luo'mai'bo'yu'zu'zheng
气虚血滞络脉痰阻证,qi'xu'xue'zhi'luo'mai'tan'zu'zheng
气虚血滞证,qi'xu'xue'zhi'zheng
气虚阳微证,qi'xu'yang'wei'zheng
气虚欲脱证,qi'xu'yu'tuo'zheng
气虚瘀滞证,qi'xu'yu'zhi'zheng
气虚证,qi'xu'zheng
气血痹阻证,qi'xue'bi'zu'zheng
脐血病,qi'xue'bing
气血不足收摄失司证,qi'xue'bu'zu'shou'she'shi'si'zheng
气血不足证,qi'xue'bu'zu'zheng
气血津液,qi'xue'jin'ye
气血亏虚毒滞难化证,qi'xue'kui'xu'du'zhi'nan'hua'zheng
气血亏虚邪毒久困证,qi'xue'kui'xu'xie'du'jiu'kun'zheng
气血亏虚证,qi'xue'kui'xu'zheng
气血两燔,qi'xue'liang'fan
气血两燔证,qi'xue'liang'fan'zheng
气血两亏证,qi'xue'liang'kui'zheng
气血两伤证,qi'xue'liang'shang'zheng
气血两脱证,qi'xue'liang'tuo'zheng
气血两虚证,qi'xue'liang'xu'zheng
气血凝结证,qi'xue'ning'jie'zheng
气血凝滞证,qi'xue'ning'zhi'zheng
气血生化之源,qi'xue'sheng'hua'zhi'yuan
气血失调,qi'xue'shi'tiao
气血失调证,qi'xue'shi'tiao'zheng
气血衰竭证,qi'xue'shuai'jie'zheng
气血瘀积证,qi'xue'yu'ji'zheng
气血瘀滞证,qi'xue'yu'zhi'zheng
气血瘀阻证,qi'xue'yu'zu'zheng
气杨壅闭证,qi'yang'yong'bi'zheng
气液耗伤证,qi'ye'hao'shang'zheng
七叶莲,qi'ye'lian
七叶一枝花,qi'ye'yi'zhi'hua
气阴不足证,qi'yin'bu'zu'zheng
气阴耗竭证,qi'yin'hao'jie'zheng
气阴耗伤证,qi'yin'hao'shang'zheng
气阴亏虚湿热内蕴证,qi'yin'kui'xu'shi're'nei'yun'zheng
气阴亏虚证,qi'yin'kui'xu'zheng
气阴两伤余热不尽证,qi'yin'liang'shang'yu're'bu'jin'zheng
气阴两伤证,qi'yin'liang'shang'zheng
气阴两虚证,qi'yin'liang'xu'zheng
气瘿,qi'ying
气瘿病,qi'ying'bing
气营两燔证,qi'ying'liang'fan'zheng
脐痈病,qi'yong'bing
气郁,qi'yu
气郁化火证,qi'yu'hua'huo'zheng
气郁化热证,qi'yu'hua're'zheng
气郁痰结证,qi'yu'tan'jie'zheng
气郁痰凝证,qi'yu'tan'ning'zheng
气郁证,qi'yu'zheng
气胀,qi'zhang
气滞,qi'zhi
气滞热壅证,qi'zhi're'yong'zheng
气滞湿阻证,qi'zhi'shi'zu'zheng
气滞水停证,qi'zhi'shui'ting'zheng
气滞痰凝证,qi'zhi'tan'ning'zheng
气滞痰郁证,qi'zhi'tan'yu'zheng
气滞痰瘀证,qi'zhi'tan'yu'zheng
气滞痰阻证,qi'zhi'tan'zu'zheng
气滞胸膈证,qi'zhi'xiong'ge'zheng
气滞血瘀,qi'zhi'xue'yu
气滞血郁证,qi'zhi'xue'yu'zheng
气滞血瘀证,qi'zhi'xue'yu'zheng
气滞血阻证,qi'zhi'xue'zu'zheng
气滞瘀阻证,qi'zhi'yu'zu'zheng
气滞证,qi'zhi'zheng
杞子,qi'zi
茜草,qian'cao
茜草炭,qian'cao'tan
千层塔,qian'ceng'ta
铅丹,qian'dan
前胡,qian'hu
千斤拨,qian'jin'bo
千金正,qian'jin'zheng
千里光,qian'li'guang
千里花,qian'li'hua
千里及,qian'li'ji
千里明,qian'li'ming
千年健,qian'nian'jian
牵牛子,qian'niu'zi
扦扦活,qian'qian'huo
千屈荣,qian'qu'rong
千日红,qian'ri'hong
芡实,qian'shi
潜阳,qian'yang
前阴,qian'yin
千张纸,qian'zhang'zhi
牵正散,qian'zheng'san
羌活,qiang'huo
羌活胜湿汤,qiang'huo'sheng'shi'tang
蜣螂,qiang'lang
强中,qiang'zhong
窍络被蒙证,qiao'luo'bei'meng'zheng
雀盲,qiao'mang
雀目,qiao'mu
切诊,qie'zhen
芹菜,qin'cai
秦艽,qin'jiao
秦艽鳖甲散,qin'jiao'bie'jia'san
秦皮,qin'pi
清半夏,qing'ban'xia
清便自调,qing'bian'zi'tiao
清肠,qing'chang
青黛,qing'dai
清带散,qing'dai'san
清胆,qing'dan
清肺,qing'fei
轻粉,qing'fen
青风内障病,qing'feng'nei'zhang'bing
青风藤,qing'feng'teng
清肝,qing'gan
清骨散,qing'gu'san
青果,qing'guo
青蒿,qing'hao
青蒿鳖甲汤,qing'hao'bie'jia'tang
清解,qing'jie
清金降火汤,qing'jin'jiang'huo'tang
青连翘,qing'lian'qiao
青盲病,qing'mang'bing
青礞石,qing'meng'shi
青皮,qing'pi
清气,qing'qi
清气不升证,qing'qi'bu'sheng'zheng
清气分热,qing'qi'fen're
清气化痰丸,qing'qi'hua'tan'wan
清窍,qing'qiao
清热,qing're
清热化痰,qing're'hua'tan
清热解毒,qing're'jie'du
清热开窍,qing're'kai'qiao
清热利湿,qing're'li'shi
青舌,qing'she
青蛇毒病,qing'she'du'bing
清暑益气汤,qing'shu'yi'qi'tang
青天葵,qing'tian'kui
青腿牙疳,qing'tui'ya'gan
清胃,qing'wei
清胃散,qing'wei'san
清瘟败毒饮,qing'wen'bai'du'yin
青葙子,qing'xiang'zi
青箱子,qing'xiang'zi
清心,qing'xin
清心莲子饮,qing'xin'lian'zi'yin
清醒期,qing'xing'qi
清虚热,qing'xu're
清阳不升证,qing'yang'bu'sheng'zheng
青叶胆,qing'ye'dan
清营,qing'ying
清营凉血,qing'ying'liang'xue
清营汤,qing'ying'tang
清燥救肺汤,qing'zao'jiu'fei'tang
情志内伤证,qing'zhi'nei'shang'zheng
情志失调证,qing'zhi'shi'tiao'zheng
情志抑郁证,qing'zhi'yi'yu'zheng
情志郁结证,qing'zhi'yu'jie'zheng
琼玉膏,qiong'yu'gao
蚯蚓,qiu'yin
秋燥病,qiu'zao'bing
丘疹,qiu'zhen
丘疹型,qiu'zhen'xing
祛风,qu'feng
曲莲,qu'lian
瞿麦,qu'mai
苣荬菜,qu'mai'cai
祛湿,qu'shi
祛痰,qu'tan
躯体瘿瘤痹痿等类,qu'ti'ying'liu'bi'wei'deng'lei
祛邪,qu'xie
祛瘀,qu'yu
去瘀生新,qu'yu'sheng'xin
全不产,quan'bu'chan
全参,quan'can
全草,quan'cao
全虫,quan'chong
全当归,quan'dang'gui
全瓜蒌,quan'gua'lou
拳参,quan'shen
全蝎,quan'xie
缺血中风,que'xie'zhong'feng
染苔,ran'tai
热痹,re'bi
热闭心包血络瘀滞证,re'bi'xin'bao'xue'luo'yu'zhi'zheng
热闭心包证,re'bi'xin'bao'zheng
热闭证,re'bi'zheng
热病,re'bing
热炽腑实证,re'chi'fu'shi'zheng
热疮病,re'chuang'bing
热毒,re'du
热毒闭肺证,re'du'bi'fei'zheng
热毒炽盛热传心包证,re'du'chi'sheng're'chuan'xin'bao'zheng
热毒炽盛邪入营血证,re'du'chi'sheng'xie'ru'ying'xue'zheng
热毒炽盛证,re'du'chi'sheng'zheng
热毒冲心证,re'du'chong'xin'zheng
热毒传肺证,re'du'chuan'fei'zheng
热毒传肝证,re'du'chuan'gan'zheng
热毒传脾证,re'du'chuan'pi'zheng
热毒传肾证,re'du'chuan'shen'zheng
热毒传心证,re'du'chuan'xin'zheng
热毒攻喉证,re'du'gong'hou'zheng
热毒火盛证,re'du'huo'sheng'zheng
热毒内攻证,re'du'nei'gong'zheng
热毒内陷证,re'du'nei'xian'zheng
热毒内蕴证,re'du'nei'yun'zheng
热毒酿脓证,re'du'niang'nong'zheng
热毒凝结证,re'du'ning'jie'zheng
热毒入络证,re'du'ru'luo'zheng
热毒入营证,re'du'ru'ying'zheng
热毒上攻证,re'du'shang'gong'zheng
热毒伤津证,re'du'shang'jin'zheng
热毒伤阴证,re'du'shang'yin'zheng
热毒陷营证,re'du'xian'ying'zheng
热毒壅结证,re'du'yong'jie'zheng
热毒壅盛证,re'du'yong'sheng'zheng
热毒壅滞证,re'du'yong'zhi'zheng
热毒蕴肤证,re'du'yun'fu'zheng
热毒蕴结证,re'du'yun'jie'zheng
热毒证,re'du'zheng
热犯肺胃证,re'fan'fei'wei'zheng
热伏少阳证,re'fu'shao'yang'zheng
热耗真阴证,re'hao'zhen'yin'zheng
热积便秘,re'ji'bian'mi
热极生风,re'ji'sheng'feng
热极生风证,re'ji'sheng'feng'zheng
热结肠胃,re'jie'chang'wei
热结肠燥证,re'jie'chang'zao'zheng
热结胃肠证,re'jie'wei'chang'zheng
热结血室证,re'jie'xue'shi'zheng
热结血瘀证,re'jie'xue'yu'zheng
热结在里,re'jie'zai'li
热厥,re'jue
热厥病,re'jue'bing
热厥证,re'jue'zheng
热客肺经证,re'ke'fei'jing'zheng
热泪证,re'lei'zheng
热淋,re'lin
热淋病,re'lin'bing
热留阴他证,re'liu'yin'ta'zheng
热痞兼表阳虚证,re'pi'jian'biao'yang'xu'zheng
热痞证,re'pi'zheng
热迫膀胱证,re'po'pang'guang'zheng
热扰胸膈证,re'rao'xiong'ge'zheng
热入胞宫气血两燔证,re'ru'bao'gong'qi'xue'liang'fan'zheng
热入胞宫证,re'ru'bao'gong'zheng
热入肺卫证,re'ru'fei'wei'zheng
热入气分证,re'ru'qi'fen'zheng
热入心包,re'ru'xin'bao
热入心包阳明腑实证,re'ru'xin'bao'yang'ming'fu'shi'zheng
热入心包证,re'ru'xin'bao'zheng
热入血分证,re'ru'xue'fen'zheng
热入血结证,re'ru'xue'jie'zheng
热入血室,re'ru'xue'shi
热入血室病,re'ru'xue'shi'bing
热入血室证,re'ru'xue'shi'zheng
热入营分证,re'ru'ying'fen'zheng
热入营血证,re'ru'ying'xue'zheng
热伤肺津证,re'shang'fei'jin'zheng
热伤肺络证,re'shang'fei'luo'zheng
热伤气阴证,re'shang'qi'yin'zheng
热伤神明,re'shang'shen'ming
热伤肾阴证,re'shang'shen'yin'zheng
热深厥深,re'shen'jue'shen
热盛动风证,re'sheng'dong'feng'zheng
热盛动血证,re'sheng'dong'xue'zheng
热盛津枯证,re'sheng'jin'ku'zheng
热盛酿脓证,re'sheng'niang'nong'zheng
热盛迫血证,re'sheng'po'xue'zheng
热盛肉腐证,re'sheng'rou'fu'zheng
