阿谁扶上马,a'shui'fu'shang'ma
应到阮郎家,ying'dao'ruan'lang'jia
应到渚宫城,ying'dao'zhu'gong'cheng
应得池塘生春草,ying'de'chi'tang'sheng'chun'cao
映殿松偏好,ying'dian'song'pian'hao
萤飞白露洲,ying'fei'bai'lu'zhou
莺飞绮阁曙,ying'fei'qi'ge'shu
萤飞秋窗满,ying'fei'qiu'chuang'man
应逢白发生,ying'feng'bai'fa'sheng
英风豪气今何在,ying'feng'hao'qi'jin'he'zai
迎风嘉树侧,ying'feng'jia'shu'ce
英风凌四豪,ying'feng'ling'si'hao
萦风绿带轻,ying'feng'lv'dai'qing
英风缅犹存,ying'feng'mian'you'cun
英风邈难尚,ying'feng'miao'nan'shang
莺歌闻太液,ying'ge'wen'tai'ye
应过戏马台,ying'guo'xi'ma'tai
瀛海入几案,ying'hai'ru'ji'an
鹰豪鲁草白,ying'hao'lu'cao'bai
英豪若云集,ying'hao'ruo'yun'ji
英豪未豹变,ying'hao'wei'bao'bian
英豪燕赵风,ying'hao'yan'zhao'feng
莺和蝶到,ying'he'die'dao
应化辽天鹤,ying'hua'liao'tian'he
映花莺上下,ying'hua'ying'shang'xia
应驾小车骑白羊,ying'jia'xiao'che'qi'bai'yang
应家之祯,ying'jia'zhi'zhen
应见别离情,ying'jian'bie'li'qing
应见梅花发,ying'jian'mei'hua'fa
应见魏夫人,ying'jian'wei'fu'ren
应见玉人车,ying'jian'yu'ren'che
应将放鱼化,ying'jiang'fang'yu'hua
应将肆夏比,ying'jiang'si'xia'bi
应降紫泥书,ying'jiang'zi'ni'shu
英俊得荐延,ying'jun'de'jian'yan
英俊方未闲,ying'jun'fang'wei'xian
英俊亦罕伦,ying'jun'yi'han'lun
应看江总碑,ying'kan'jiang'zong'bei
营空海雾消,ying'kong'hai'wu'xiao
萦空细渐销,ying'kong'xi'jian'xiao
应愧背船飞,ying'kui'bei'chuan'fei
盈亏节暗移,ying'kui'jie'an'yi
应怜白发生,ying'lian'bai'fa'sheng
应怜鲁儒贱,ying'lian'lu'ru'jian
应怜折腰吏,ying'lian'zhe'yao'li
英僚满四座,ying'liao'man'si'zuo
英僚惜分离,ying'liao'xi'fen'li
英烈遗厥孙,ying'lie'yi'jue'sun
映林同落雪,ying'lin'tong'luo'xue
英灵信未衰,ying'ling'xin'wei'shuai
萦流涨清深,ying'liu'zhang'qing'shen
郢路方丘墟,ying'lu'fang'qiu'xu
郢路歌白雪,ying'lu'ge'bai'xue
影落明湖青黛光,ying'luo'ming'hu'qing'dai'guang
迎猫达岁丰,ying'mao'da'sui'feng
应门常吏在,ying'men'chang'li'zai
郢门秋怀,ying'men'qiu'huai
郢门一为客,ying'men'yi'wei'ke
影密金茎近,ying'mi'jin'jing'jin
影灭彩云断,ying'mie'cai'yun'duan
英明庐江守,ying'ming'lu'jiang'shou
英谋合鬼神,ying'mou'he'gui'shen
英谋信奇绝,ying'mou'xin'qi'jue
应难更有花,ying'nan'geng'you'hua
应念长沙谪,ying'nian'chang'sha'zhe
应念覆盆下,ying'nian'fu'pen'xia
应念怀铅客,ying'nian'huai'qian'ke
应念金门客,ying'nian'jin'men'ke
应念投沙客,ying'nian'tou'sha'ke
嬴女吹玉箫,ying'nv'chui'yu'xiao
应攀玉树长相待,ying'pan'yu'shu'chang'xiang'dai
应欺李杜久为尘,ying'qi'li'du'jiu'wei'chen
英气凌紫霞,ying'qi'ling'zi'xia
郢曲回阳春,ying'qu'hui'yang'chun
郢曲怜公子,ying'qu'lian'gong'zi
郢人唱白雪,ying'ren'chang'bai'xue
影入平羌江水流,ying'ru'ping'qiang'jiang'shui'liu
迎扇暑先除,ying'shan'shu'xian'chu
莺声百啭歌,ying'sheng'bai'zhuan'ge
英声何喧喧,ying'sheng'he'xuan'xuan
英声久籍籍,ying'sheng'jiu'ji'ji
英声颇籍甚,ying'sheng'po'ji'shen
莺声引独游,ying'sheng'yin'du'you
莺声怨故林,ying'sheng'yuan'gu'lin
英声振名都,ying'sheng'zhen'ming'du
应是田,ying'shi'tian
应是仙人向郭稀,ying'shi'xian'ren'xiang'guo'xi
盈手入怀皆不见,ying'shou'ru'huai'jie'bu'jian
映水金波动,ying'shui'jin'bo'dong
颍水有清源,ying'shui'you'qing'yuan
应思下客同,ying'si'xia'ke'tong
鹰随月兔飞,ying'sui'yue'tu'fei
影堂谁为扫,ying'tang'shui'wei'sao
莺啼处处同,ying'ti'chu'chu'tong
莺啼咽不流,ying'ti'yan'bu'liu
应同兹夕念,ying'tong'zi'xi'nian
影透水文清,ying'tou'shui'wen'qing
英图俄夭伤,ying'tu'e'yao'shang
影徒随我身,ying'tu'sui'wo'shen
英王受庙略,ying'wang'shou'miao'lue
应为尚书不顾身,ying'wei'shang'shu'bu'gu'shen
英威天下闻,ying'wei'tian'xia'wen
映我青蛾眉,ying'wo'qing'e'mei
鹦鹉杯,ying'wu'bei
鹦鹉来过吴江水,ying'wu'lai'guo'wu'jiang'shui
鹦鹉西飞陇山去,ying'wu'xi'fei'long'shan'qu
应悟下流难,ying'wu'xia'liu'nan
鹦鹉洲,ying'wu'zhou
鹦鹉洲横汉阳渡,ying'wu'zhou'heng'han'yang'du
应喜得诗人,ying'xi'de'shi'ren
莺衔蝶弄红芳尽,ying'xian'die'nong'hong'fang'jin
英贤降上宾,ying'xian'jiang'shang'bin
英贤虽出守,ying'xian'sui'chu'shou
应向横门度,ying'xiang'heng'men'du
应祥知道泰,ying'xiang'zhi'dao'tai
应笑此生非,ying'xiao'ci'sheng'fei
应笑王戎成俗物,ying'xiao'wang'rong'cheng'su'wu
应写黄庭换白鹅,ying'xie'huang'ting'huan'bai'e
应泻山瓢里,ying'xie'shan'piao'li
应须救赵策,ying'xu'jiu'zhao'ce
应须走马归,ying'xu'zou'ma'gui
萦烟袅娜拂绮城,ying'yan'niao'nuo'fu'qi'cheng
应以冯唐老,ying'yi'feng'tang'lao
影宜宫雪曙,ying'yi'gong'xue'shu
应贻谢步兵,ying'yi'xie'bu'bing
莺吟绿树低,ying'yin'lv'shu'di
盈盈汉水若可越,ying'ying'han'shui'ruo'ke'yue
盈盈焉可穷,ying'ying'yan'ke'qiong
盈盈在紫微,ying'ying'zai'zi'wei
应有四愁诗,ying'you'si'chou'shi
营欲无终已,ying'yu'wu'zhong'yi
应运生夔龙,ying'yun'sheng'kui'long
应在武陵多,ying'zai'wu'ling'duo
应在竹林间,ying'zai'zhu'lin'jian
鹰鹯雕鹗,ying'zhan'diao'e
应照寒灰,ying'zhao'han'hui
应知不取金,ying'zhi'bu'qu'jin
影滞楚关月,ying'zhi'chu'guan'yue
应知近家喜,ying'zhi'jin'jia'xi
影滞两乡隔,ying'zhi'liang'xiang'ge
影中金鹊飞不灭,ying'zhong'jin'que'fei'bu'mie
应重宰臣家,ying'zhong'zai'chen'jia
瀛洲当伴赤松归,ying'zhou'dang'ban'chi'song'gui
英主赐五马,ying'zhu'ci'wu'ma
映竹仍临水,ying'zhu'reng'lin'shui
映竹羽衣新,ying'zhu'yu'yi'xin
萦转带新晴,ying'zhuan'dai'xin'qing
咏壁上鹦鹉,yong'bi'shang'ying'wu
拥兵五陵下,yong'bing'wu'ling'xia
永辞霜台客,yong'ci'shuang'tai'ke
咏德先臣没,yong'de'xian'chen'mei
咏歌虽有和,yong'ge'sui'you'he
拥褐安居南岳头,yong'he'an'ju'nan'yue'tou
拥褐看山岁月长,yong'he'kan'shan'sui'yue'chang
拥褐依西壁,yong'he'yi'xi'bi
永恨平原赋,yong'hen'ping'yuan'fu
灉湖坐可窥,yong'hu'zuo'ke'kui
永怀临湍游,yong'huai'lin'tuan'you
永嘉遂南奔,yong'jia'sui'nan'ben
永嘉游石门,yong'jia'you'shi'men
永结无情游,yong'jie'wu'qing'you
永路当日勖,yong'lu'dang'ri'xu
永路苦不达,yong'lu'ku'bu'da
拥旄秉金钺,yong'mao'bing'jin'yue
永日方戚戚,yong'ri'fang'qi'qi
永日无馀事,yong'ri'wu'yu'shi
永日应闲居,yong'ri'ying'xian'ju
永日坐霜台,yong'ri'zuo'shuang'tai
咏诗怀洛下,yong'shi'huai'luo'xia
慵疏百函愧,yong'shu'bai'han'kui
颙望临碧空,yong'wang'lin'bi'kong
永王正月东出师,yong'wang'zheng'yue'dong'chu'shi
永悟客情毕,yong'wu'ke'qing'bi
永无人迹到,yong'wu'ren'ji'dao
永言铭佩绅,yong'yan'ming'pei'shen
永言题禅房,yong'yan'ti'chan'fang
永夜达五更,yong'ye'da'wu'geng
永夜坐时多,yong'ye'zuo'shi'duo
永与海鸥群,yong'yu'hai'ou'qun
永愿辞人间,yong'yuan'ci'ren'jian
永愿亲瓶屦,yong'yuan'qin'ping'ju
永愿恣游眺,yong'yuan'zi'you'tiao
永愿坐此石,yong'yuan'zuo'ci'shi
拥杖缘驰道,yong'zhang'yuan'chi'dao
拥棹江天旷,yong'zhao'jiang'tian'kuang
拥肿寒山木,yong'zhong'han'shan'mu
幽哀从此分,you'ai'cong'ci'fen
有便凭将金剪刀,you'bian'ping'jiang'jin'jian'dao
有彬伊父,you'bin'yi'fu
游步清都宫,you'bu'qing'dou'gong
犹不如槿花,you'bu'ru'jin'hua
又不为我栖,you'bu'wei'wo'qi
有才知卷舒,you'cai'zhi'juan'shu
犹残腊月酒,you'can'la'yue'jiu
有策不敢犯龙鳞,you'ce'bu'gan'fan'long'lin
游车动行尘,you'che'dong'xing'chen
輶车花拥路,you'che'hua'yong'lu
犹乘飞凫舄,you'cheng'fei'fu'xi
犹持副节留军府,you'chi'fu'jie'liu'jun'fu
有莼有鱼,you'chun'you'yu
游此每相逢,you'ci'mei'xiang'feng
忧从中催,you'cong'zhong'cui
犹存袖里字,you'cun'xiu'li'zi
犹待萧郎寄内书,you'dai'xiao'lang'ji'nei'shu
犹当依远树,you'dang'yi'yuan'shu
又到采兰时,you'dao'cai'lan'shi
友道孰云丧,you'dao'shu'yun'sang
犹得伴君行,you'de'ban'jun'xing
有德必报之,you'de'bi'bao'zhi
犹得见情人,you'de'jian'qing'ren
幽都逐游魂,you'dou'zhu'you'hun
幽独访神仙,you'du'fang'shen'xian
幽独岁逾赊,you'du'sui'yu'she
犹烦使君问,you'fan'shi'jun'wen
游方化公卿,you'fang'hua'gong'qing
有斐君子,you'fei'jun'zi
游蜂高更下,you'feng'gao'geng'xia
有斧且无柯,you'fu'qie'wu'ke
游扶桑兮挂石袂,you'fu'sang'xi'gua'shi'mei
有竿斯竹,you'gan'si'zhu
幽关岂来蹊,you'guan'qi'lai'qi
幽闺多怨思,you'gui'duo'yuan'si
游龟上水苔,you'gui'shang'shui'tai
幽桂有芳根,you'gui'you'fang'gen
有恨同湘女,you'hen'tong'xiang'nv
犹恨萦尘网,you'hen'ying'chen'wang
忧恨坐相煎,you'hen'zuo'xiang'jian
忧怀方沈沈,you'huai'fang'chen'chen
犹怀明主恩,you'huai'ming'zhu'en
游宦今空返,you'huan'jin'kong'fan
忧欢容发变,you'huan'rong'fa'bian
幽篁延本丛,you'huang'yan'ben'cong
犹会众宾客,you'hui'zhong'bin'ke
幽魂共销铄,you'hun'gong'xiao'shuo
幽涧泉,you'jian'quan
幽涧人夜汲,you'jian'ren'ye'ji
幽缄倘相传,you'jian'tang'xiang'chuan
又结汗漫期,you'jie'han'man'qi
幽襟自兹旷,you'jin'zi'zi'kuang
幽径还独寻,you'jing'hai'du'xun
幽径行迹稀,you'jing'xing'ji'xi
有酒今满盈,you'jiu'jin'man'ying
幽居情思绵,you'ju'qing'si'mian
幽居时序永,you'ju'shi'xu'yong
右军本清真,you'jun'ben'qing'zhen
有开者閤,you'kai'zhe'ge
犹可骋中衢,you'ke'cheng'zhong'qu
犹可帝王师,you'ke'di'wang'shi
游客尽伤春色老,you'ke'jin'shang'chun'se'lao
幽客时憩泊,you'ke'shi'qi'bo
有客天一方,you'ke'tian'yi'fang
有客自梁苑,you'ke'zi'liang'yuan
有愧叨承国士恩,you'kui'dao'cheng'guo'shi'en
由来得地早,you'lai'de'di'zao
由来多感激,you'lai'duo'gan'ji
由来非所叹,you'lai'fei'suo'tan
由来互哀荣,you'lai'hu'ai'rong
忧来结几重,you'lai'jie'ji'zhong
由来牧守重,you'lai'mu'shou'zhong
忧来上北楼,you'lai'shang'bei'lou
由来远客易伤心,you'lai'yuan'ke'yi'shang'xin
由来志气疏,you'lai'zhi'qi'shu
由来濯缨处,you'lai'zhuo'ying'chu
幽懒百无成,you'lan'bai'wu'cheng
幽兰亦靡靡,you'lan'yi'mi'mi
犹恋汉皇恩,you'lian'han'huang'en
犹恋鶺鴒单,you'lian'ji'ling'dan
幽帘清寂在仙居,you'lian'qing'ji'zai'xian'ju
游梁复滞秦,you'liang'fu'zhi'qin
游梁客独愁,you'liang'ke'du'chou
游梁同在陈,you'liang'tong'zai'chen
友僚萃止,you'liao'cui'zhi
幽林徒自违,you'lin'tu'zi'wei
幽梦谁与适,you'meng'shei'yu'shi
有命懒谋身,you'ming'lan'mou'shen
有谋皆轗轲,you'mou'jie'kan'ke
游目送飞鸿,you'mu'song'fei'hong
油幕晓开飞鸟绝,you'mu'xiao'kai'fei'niao'jue
游南阳清泠泉,you'nan'yang'qing'ling'quan
犹能报远雠,you'neng'bao'yuan'chou
犹能簸却沧溟水,you'neng'bo'que'cang'ming'shui
有鸟有鸟,you'niao'you'niao
有女如花日歌舞,you'nv'ru'hua'ri'ge'wu
有女斯夭,you'nv'si'yao
游女著罗衣,you'nv'zhu'luo'yi
有朋有书,you'peng'you'shu
幽期默玄悟,you'qi'mo'xuan'wu
又期攀桂后,you'qi'pan'gui'hou
犹期圣主解衣看,you'qi'sheng'zhu'jie'yi'kan
犹期一战安西道,you'qi'yi'zhan'an'xi'dao
游骑萦林远,you'qi'ying'lin'yuan
幽禽响未转,you'qin'xiang'wei'zhuan
有穷尽年愁,you'qiong'jin'nian'chou
悠然对惠远,you'ran'dui'hui'yuan
悠然万感生,you'ran'wan'gan'sheng
幽人爱芳草,you'ren'ai'fang'cao
幽人步林后,you'ren'bu'lin'hou
有人传道游江东,you'ren'chuan'dao'you'jiang'dong
幽人弹素琴,you'ren'dan'su'qin
游人到御园,you'ren'dao'yu'yuan
幽人独汲时,you'ren'du'ji'shi
幽人好昼眠,you'ren'hao'zhou'mian
友人会宿,you'ren'hui'su
幽人寂不寐,you'ren'ji'bu'mei
幽人迹复存,you'ren'ji'fu'cun
游人尽还北,you'ren'jin'hai'bei
幽人老深境,you'ren'lao'shen'jing
友人令余代为之,you'ren'ling'yu'dai'wei'zhi
游人梦寐过,you'ren'meng'mei'guo
游人曲落间,you'ren'qu'luo'jian
幽人停宵征,you'ren'ting'xiao'zheng
游人易白头,you'ren'yi'bai'tou
幽人应未眠,you'ren'ying'wei'mian
有如东风射马耳,you'ru'dong'feng'she'ma'er
有如飞蓬人,you'ru'fei'peng'ren
又如合欢交乱枝,you'ru'he'huan'jiao'luan'zhi
有如桃花源,you'ru'tao'hua'yuan
又如雪点青山云,you'ru'xue'dian'qing'shan'yun
犹如仰昭回,you'ru'yang'zhao'hui
有如张公子,you'ru'zhang'gong'zi
犹若待夫归,you'ruo'dai'fu'gui
又弱其干,you'ruo'qi'gan
幽僧劳凭几,you'seng'lao'ping'ji
幽僧闻讵足,you'seng'wen'ju'zu
游山谁可游,you'shan'shui'ke'you
幽赏独违情,you'shang'du'wei'qing
幽赏颇自得,you'shang'po'zi'de
幽赏滞芳丛,you'shang'zhi'fang'cong
有身莫犯飞龙鳞,you'shen'mo'fan'fei'long'lin
犹胜萍逐水,you'sheng'ping'zhu'shui
有时白云起,you'shi'bai'yun'qi
游士多俊贤,you'shi'duo'jun'xian
犹使故林荣,you'shi'gu'lin'rong
有时忽惆怅,you'shi'hu'chou'chang
有使寄我来,you'shi'ji'wo'lai
又是菊黄时,you'shi'ju'huang'shi
有时看禾黍,you'shi'kan'he'shu
犹是可怜人,you'shi'ke'lian'ren
有时六博快壮心,you'shi'liu'bo'kuai'zhuang'xin
又是陆机故宅,you'shi'lu'ji'gu'zhai
有时与我论三车,you'shi'yu'wo'lun'san'che
有手莫辫猛虎须,you'shou'mo'bian'meng'hu'xu
游说万乘苦不早,you'shui'wan'sheng'ku'bu'zao
游水西简郑明府,you'shui'xi'jian'zheng'ming'fu
有似山开万里云,you'si'shan'kai'wan'li'yun
幽松出高岑,you'song'chu'gao'cen
又送上人归,you'song'shang'ren'gui
有田有庭,you'tian'you'ting
游眺景物新,you'tiao'jing'wu'xin
游童苏合弹,you'tong'su'he'dan
幼为长所育,you'wei'zhang'suo'yu
诱我远学,you'wo'yuan'xue
游戏清川浔,you'xi'qing'chuan'xun
犹希心异迹,you'xi'xin'yi'ji
有弦既鸣,you'xian'ji'ming
犹羡鸳鸯偶,you'xian'yuan'yang'ou
犹向白云看,you'xiang'bai'yun'kan
犹向旄头夜夜看,you'xiang'mao'tou'ye'ye'kan
游谢氏山亭,you'xie'shi'shan'ting
有心竟无成,you'xin'jing'wu'cheng
忧心醉江上,you'xin'zui'jiang'shang
幽行迥野通,you'xing'jiong'ye'tong
有言不可道,you'yan'bu'ke'dao
犹言浅恩慈,you'yan'qian'en'ci
幽燕沙雪地,you'yan'sha'xue'di
悠扬生别意,you'yang'sheng'bie'yi
又引王子乔,you'yin'wang'zi'qiao
有英者菊,you'ying'zhe'ju
游泳属芳时,you'yong'shu'fang'shi
悠悠次楚乡,you'you'ci'chu'xiang
优游丹禁通,you'you'dan'jin'tong
悠悠多悲辛,you'you'duo'bei'xin
悠悠多路岐,you'you'duo'lu'qi
悠悠非我心,you'you'fei'wo'xin
悠悠共出秦,you'you'gong'chu'qin
悠悠行子远,you'you'hang'zi'yuan
犹有旧歌管,you'you'jiu'ge'guan
悠悠陇水分,you'you'long'shui'fen
悠悠清陂望,you'you'qing'bei'wang
悠悠市朝间,you'you'shi'chao'jian
犹有谢安墩,you'you'xie'an'dun
犹有幽人兴,you'you'you'ren'xing
悠悠远离别,you'you'yuan'li'bie
游鱼不过梁,you'yu'bu'guo'liang
又欲与君离,you'yu'yu'jun'li
有月多同赏,you'yue'duo'tong'shang
游云不知归,you'yun'bu'zhi'gui
游云落何山,you'yun'luo'he'shan
有赠黄金千,you'zeng'huang'jin'qian
犹絷夏台,you'zhi'xia'tai
犹滞蛰藏馀,you'zhi'zhe'cang'yu
有旨者酒,you'zhi'zhe'jiu
有竹斯竿,you'zhu'si'gan
游子悲行役,you'zi'bei'xing'yi
游子东南来,you'zi'dong'nan'lai
游子睹嘉政,you'zi'du'jia'zheng
游子惊秋风,you'zi'jing'qiu'feng
游子冒风尘,you'zi'mao'feng'chen
游子思故乡,you'zi'si'gu'xiang
游子托主人,you'zi'tuo'zhu'ren
游子欲言去,you'zi'yu'yan'qu
游子在百粤,you'zi'zai'bai'yue
游子滞安邑,you'zi'zhi'an'yi
玉案赤文字,yu'an'chi'wen'zi
语罢暮天钟,yu'ba'mu'tian'zhong
于邦之府,yu'bang'zhi'fu
欲报东山客,yu'bao'dong'shan'ke
欲报琼瑶恨不如,yu'bao'qiong'yao'hen'bu'ru
馀悲散秋景,yu'bei'san'qiu'jing
玉鞭骑马出长楸,yu'bian'qi'ma'chu'chang'qiu
欲别芳菲恋岁华,yu'bie'fang'fei'lian'sui'hua
欲别笑无言,yu'bie'xiao'wu'yan
欲别心不忍,yu'bie'xin'bu'ren
于宾之馆,yu'bin'zhi'guan
玉柄解谈空,yu'bing'jie'tan'kong
玉柄摇风满夏衣,yu'bing'yao'feng'man'xia'yi
玉蟾离海上,yu'chan'li'hai'shang
余尝学道穷冥筌,yu'chang'xue'dao'qiong'ming'quan
欲朝青琐去,yu'chao'qing'suo'qu
羽车潜下玉龟山,yu'che'qian'xia'yu'gui'shan
欲陈汉帝登封草,yu'chen'han'di'deng'feng'cao
狱成收夜烛,yu'cheng'shou'ye'zhu
玉尺不可尽,yu'chi'bu'ke'jin
欲持一瓢酒,yu'chi'yi'piao'jiu
欲出不出脂粉香,yu'chu'bu'chu'zhi'fen'xiang
欲出山门寻暮钟,yu'chu'shan'men'xun'mu'zhong
玉床金井水峥嵘,yu'chuang'jin'jing'shui'zheng'rong
馀春归灞陵,yu'chun'gui'ba'ling
于此肠断续,yu'ci'chang'duan'xu
余辞郡符去,yu'ci'jun'fu'qu
于此炼玉液,yu'ci'lian'yu'ye
于此泣无穷,yu'ci'qi'wu'qiong
于此树名园,yu'ci'shu'ming'yuan
于此卧云松,yu'ci'wo'yun'song
于此学飞术,yu'ci'xue'fei'shu
于此照迷方,yu'ci'zhao'mi'fang
与村老对饮,yu'cun'lao'dui'yin
玉带明珠袍,yu'dai'ming'zhu'pao
与道本无隔,yu'dao'ben'wu'ge
予叨翰墨林,yu'dao'han'mo'lin
欲道心下事,yu'dao'xin'xia'shi
欲得周郎顾,yu'de'zhou'lang'gu
喻帝竟莫悟,yu'di'jing'mo'wu
雨涤莓苔绿,yu'di'mei'tai'lv
玉笛吟何得,yu'di'yin'he'de
欲钓吞舟鱼,yu'diao'tun'zhou'yu
欲动孝廉船,yu'dong'xiao'lian'chuan
玉斗横网户,yu'dou'heng'wang'hu
欲渡谁相待,yu'du'shui'xiang'dai
与尔共飘飖,yu'er'gong'piao'yao
与尔期此亭,yu'er'qi'ci'ting
与尔情不浅,yu'er'qing'bu'qian
与尔倾金罍,yu'er'qing'jin'lei
与尔腾寥廓,yu'er'teng'liao'kuo
与尔相招寻,yu'er'xiang'zhao'xun
馀发散垂腰,yu'fa'san'chui'yao
纡繁德简通,yu'fan'de'jian'tong
余方窥石镜,yu'fang'kui'shi'jing
馀芳若可佩,yu'fang'ruo'ke'pei
予非怀沙客,yu'fei'huai'sha'ke
馀风激兮万世,yu'feng'ji'xi'wan'shi
渔父爱沧浪,yu'fu'ai'cang'lang
欲赋苦饥行,yu'fu'ku'ji'xing
预拂青山一片石,yu'fu'qing'shan'yi'pian'shi
愚夫同瓦石,yu'fu'tong'wa'shi
渔父致词相借问,yu'fu'zhi'ci'xiang'jie'wen
渔父自无家,yu'fu'zi'wu'jia
渔歌游海滨,yu'ge'you'hai'bin
渔歌月里闻,yu'ge'yue'li'wen
于阁之侧,yu'ge'zhi'ce
于阁之前,yu'ge'zhi'qian
庾公爱秋月,yu'gong'ai'qiu'yue
于公白首大梁野,yu'gong'bai'shou'da'liang'ye
玉关边上幸无他,yu'guan'bian'shang'xing'wu'ta
玉关去此三千里,yu'guan'qu'ci'san'qian'li
玉关殊未入,yu'guan'shu'wei'ru
馀光照贫女,yu'guang'zhao'pin'nv
欲归江海寻山去,yu'gui'jiang'hai'xun'shan'qu
欲归如路穷,yu'gui'ru'lu'qiong
欲还幽林栖,yu'hai'you'lin'qi
馀酣漱晚汀,yu'han'shu'wan'ting
玉毫如可见,yu'hao'ru'ke'jian
逾恨阻音形,yu'hen'zu'yin'xing
雨后绿苔生石井,yu'hou'lv'tai'sheng'shi'jing
雨后望月,yu'hou'wang'yue
雨后烟景绿,yu'hou'yan'jing'lv
雨后园林好,yu'hou'yuan'lin'hao
狱户春而不草,yu'hu'chun'er'bu'cao
玉壶挈美酒,yu'hu'qie'mei'jiu
玉壶系青丝,yu'hu'xi'qing'si
玉壶吟,yu'hu'yin
于岵于屺,yu'hu'yu'qi
羽化竟何在,yu'hua'jing'he'zai
羽化留馀踪,yu'hua'liu'yu'zong
羽化骑日月,yu'hua'qi'ri'yue
羽化如可作,yu'hua'ru'ke'zuo
馀辉傍照人,yu'hui'bang'zhao'ren
馀辉照江湖,yu'hui'zhao'jiang'hu
雨霁残阳薄,yu'ji'can'yang'bao
欲济苍生未应晚,yu'ji'cang'sheng'wei'ying'wan
愈疾功莫尚,yu'ji'gong'mo'shang
余既还山寻故巢,yu'ji'hai'shan'xun'gu'chao
欲济无轻舠,yu'ji'wu'qing'dao
欲寄一枝荣,yu'ji'yi'zhi'rong
欲寄音书那可闻,yu'ji'yin'shu'na'ke'wen
渔家寄宿多,yu'jia'ji'su'duo
榆荚钱生树,yu'jia'qian'sheng'shu
欲见终无因,yu'jian'zhong'wu'yin
欲将家事托门生,yu'jiang'jia'shi'tuo'men'sheng
欲将琼树比,yu'jiang'qiong'shu'bi
玉浆倘惠故人饮,yu'jiang'tang'hui'gu'ren'yin
玉阶生白露,yu'jie'sheng'bai'lu
玉节随东阁,yu'jie'sui'dong'ge
玉阶唯有薜萝风,yu'jie'wei'you'bi'luo'feng
玉阶怨,yu'jie'yuan
于今独擅名,yu'jin'du'shan'ming
于今满青苔,yu'jin'man'qing'tai
予今颜已老,yu'jin'yan'yi'lao
于今亦奔亡,yu'jin'yi'ben'wang
于今知有谁,yu'jin'zhi'you'shui
玉京迢迢几千里,yu'jing'tiao'tiao'ji'qian'li
欲就东林寄一身,yu'jiu'dong'lin'ji'yi'shen
寓居沣上精舍,yu'ju'feng'shang'jing'she
馀橘期相及,yu'ju'qi'xiang'ji
与君此时初别离,yu'jun'ci'shi'chu'bie'li
与君对此欢未歇,yu'jun'dui'ci'huan'wei'xie
与君拂衣去,yu'jun'fu'yi'qu
与君各未遇,yu'jun'ge'wei'yu
与君桂阳别,yu'jun'gui'yang'bie
与君烂漫寻春晖,yu'jun'lan'man'xun'chun'hui
与君连日醉壶觞,yu'jun'lian'ri'zui'hu'shang
与君聊散襟,yu'jun'liao'san'jin
与君论素心,yu'jun'lun'su'xin
与君论心握君手,yu'jun'lun'xin'wo'jun'shou
与君弄倒景,yu'jun'nong'dao'jing
遇君蓬池隐,yu'jun'peng'chi'yin
与君十五侍皇闱,yu'jun'shi'wu'shi'huang'wei
与君数杯酒,yu'jun'shu'bei'jiu
与君同急难,yu'jun'tong'ji'nan
与君相背飞,yu'jun'xiang'bei'fei
与君相见渐难期,yu'jun'xiang'jian'jian'nan'qi
与君亦乘骢,yu'jun'yi'cheng'cong
与君用无方,yu'jun'yong'wu'fang
与君自谓长如此,yu'jun'zi'wei'chang'ru'ci
与君醉百场,yu'jun'zui'bai'chang
羽客何双双,yu'ke'he'shuang'shuang
玉珂经礼寺,yu'ke'jing'li'si
语来江色暮,yu'lai'jiang'se'mu
聿来自东山,yu'lai'zi'dong'shan
欲览碑上文,yu'lan'bei'shang'wen
浴兰莫振衣,yu'lan'mo'zhen'yi
玉郎沈醉也摩挲,yu'lang'chen'zui'ye'ma'sa
玉勒金鞍既已远,yu'le'jin'an'ji'yi'yuan
玉勒近迟回,yu'le'jin'chi'hui
鱼乐稍离船,yu'le'shao'li'chuan
娱乐易淹暮,yu'le'yi'yan'mu
玉垒城边争走马,yu'lei'cheng'bian'zheng'zou'ma
馀泪可沾襟,yu'lei'ke'zhan'jin
雨泪下孤舟,yu'lei'xia'gu'zhou
庾亮楼中对月明,yu'liang'lou'zhong'dui'yue'ming
羽林十二将,yu'lin'shi'er'jiang
榆柳向江斜,yu'liu'xiang'jiang'xie
御柳已先荣,yu'liu'yi'xian'rong
鱼龙奔走安得宁,yu'long'ben'zou'an'de'ning
鱼龙动陂水,yu'long'dong'bei'shui
鱼龙陷人,yu'long'xian'ren
玉楼巢翡翠,yu'lou'chao'fei'cui
雨露恩偏近,yu'lu'en'pian'jin
雨露降丹霄,yu'lu'jiang'dan'xiao
御路韶光发,yu'lu'shao'guang'fa
玉露生秋衣,yu'lu'sheng'qiu'yi
玉露沾华缨,yu'lu'zhan'hua'ying
榆落雕飞关塞秋,yu'luo'diao'fei'guan'sai'qiu
欲落妾西家,yu'luo'qie'xi'jia
馀绿飘霜露,yu'lv'piao'shuang'lu
玉貌对应惭,yu'mao'dui'ying'can
玉貌一生啼,yu'mao'yi'sheng'ti
玉面耶溪女,yu'mian'ye'xi'nv
于庙于寺,yu'miao'yu'si
鱼目高泰山,yu'mu'gao'tai'shan
鱼目混珍,yu'mu'hun'zhen
