阿党,a'dang
义务性规范,yi'wu'xing'gui'fan
议贤,yi'xian
胰腺损伤,yi'xian'sun'shang
壹刑,yi'xing
以刑去刑,yi'xing'qu'xing
义刑义杀,yi'xing'yi'sha
异烟肼中毒,yi'yan'jing'zhong'du
一氧化碳中毒,yi'yang'hua'tan'zhong'du
易以训诫,yi'yi'xun'jie
疑狱集,yi'yu'ji
抑郁症,yi'yu'zheng
意欲主义,yi'yu'zhu'yi
一元主义,yi'yuan'zhu'yi
疑则不罚,yi'ze'bu'fa
意志刑法,yi'zhi'xing'fa
意志障碍,yi'zhi'zhang'ai
异种类的想象数罪,yi'zhong'lei'de'xiang'xiang'shu'zui
异种累犯,yi'zhong'lei'fan
异种类数罪,yi'zhong'lei'shu'zui
一罪,yi'zui
隐蔽物,yin'bi'wu
隐藏物,yin'cang'wu
引渡,yin'du
引渡请求优先权,yin'du'qing'qiu'you'xian'quan
因果关系错误,yin'guo'guan'xi'cuo'wu
因果关系的复杂性,yin'guo'guan'xi'de'fu'za'xing
因果关系的客观性,yin'guo'guan'xi'de'ke'guan'xing
因果关系的顺序性,yin'guo'guan'xi'de'shun'xu'xing
因果关系的相对性,yin'guo'guan'xi'de'xiang'dui'xing
因果关系中断说,yin'guo'guan'xi'zhong'duan'shuo
因果突变,yin'guo'tu'bian
因果行为论,yin'guo'xing'wei'lun
阴谋,yin'mou
阴谋颠覆政府罪,yin'mou'dian'fu'zheng'fu'zui
阴谋犯,yin'mou'fan
阴谋分裂国家罪,yin'mou'fen'lie'guo'jia'zui
阴囊和睾丸损伤,yin'nang'he'gao'wan'sun'shang
隐匿说,yin'ni'shuo
隐匿物,yin'ni'wu
隐匿罪证罪,yin'ni'zui'zheng'zui
荫亲属,yin'qin'shu
因使受送馈,yin'shi'shou'song'kui
淫书淫画,yin'shu'yin'hua
阴私案件,yin'si'an'jian
阴刑,yin'xing
引诱妇女卖淫罪,yin'you'fu'nv'mai'yin'zui
印章印文检验,yin'zhang'yin'wen'jian'yan
引证罪状,yin'zheng'zui'zhuang
应逮捕罪,ying'dai'bu'zui
英国法院组织,ying'guo'fa'yuan'zu'zhi
英国高等法院,ying'guo'gao'deng'fa'yuan
英国近代刑法,ying'guo'jin'dai'xing'fa
英国近代刑事诉讼法,ying'guo'jin'dai'xing'shi'su'song'fa
英国青少年法,ying'guo'qing'shao'nian'fa
英国少年法院,ying'guo'shao'nian'fa'yuan
英国现代刑法,ying'guo'xian'dai'xing'fa
英国现代刑事诉讼法,ying'guo'xian'dai'xing'shi'su'song'fa
英国最高法院,ying'guo'zui'gao'fa'yuan
英吉利王国刑法,ying'ji'li'wang'guo'xing'fa
英吉利王国刑事诉讼法,ying'ji'li'wang'guo'xing'shi'su'song'fa
应检控罪,ying'jian'kong'zui
营利犯,ying'li'fan
英美法系刑法,ying'mei'fa'xi'xing'fa
英美法系刑法渊源,ying'mei'fa'xi'xing'fa'yuan'yuan
英美刑法犯罪分类,ying'mei'xing'fa'fan'zui'fen'lei
英美证据法,ying'mei'zheng'ju'fa
硬脑膜外血肿,ying'nao'mo'wai'xue'zhong
硬脑膜下血肿,ying'nao'mo'xia'xue'zhong
应受刑罚惩罚性,ying'shou'xing'fa'cheng'fa'xing
营业犯,ying'ye'fan
嬴政,ying'zheng
用本民族语言进行诉讼,yong'ben'min'zu'yu'yan'jin'xing'su'song
拥有犯罪,yong'you'fan'zui
诱捕,you'bu
邮电工作人员,you'dian'gong'zuo'ren'yuan
诱供,you'gong
诱拐罪,you'guai'zui
有机汞农药中毒,you'ji'gong'nong'yao'zhong'du
有机磷农药中毒,you'ji'lin'nong'yao'zhong'du
有机氯农药中毒,you'ji'lv'nong'yao'zhong'du
诱奸,you'jian
羑里,you'li
有利被告,you'li'bei'gao
游民罪,you'min'zui
幼女,you'nv
有期徒刑,you'qi'tu'xing
有权解释,you'quan'jie'shi
有认识过失,you'ren'shi'guo'shi
优势条件说,you'shi'tiao'jian'shuo
有事以财行求,you'shi'yi'cai'xing'qiu
犹太教公会,you'tai'jiao'gong'hui
有体物,you'ti'wu
有体性说,you'ti'xing'shuo
有条件释放,you'tiao'jian'shi'fang
有效解释,you'xiao'jie'shi
有形从犯,you'xing'cong'fan
有形的结果,you'xing'de'jie'guo
有形共犯,you'xing'gong'fan
有形接近说,you'xing'jie'jin'shuo
有因回避,you'yin'hui'bi
有责性,you'ze'xing
有证逮捕,you'zheng'dai'bu
有主物,you'zhu'wu
有罪判决,you'zui'pan'jue
有罪推定,you'zui'tui'ding
有罪证据,you'zui'zheng'ju
预备的教唆,yu'bei'de'jiao'suo
预备犯,yu'bei'fan
预备中止,yu'bei'zhong'zhi
鱼胆中毒,yu'dan'zhong'du
预防监禁,yu'fang'jian'jin
预防拘禁,yu'fang'ju'jin
预防判决,yu'fang'pan'jue
预防说,yu'fang'shuo
预防刑法论,yu'fang'xing'fa'lun
预防主义,yu'fang'zhu'yi
预见主义,yu'jian'zhu'yi
愚鲁,yu'lu
狱门,yu'men
预谋故意,yu'mou'gu'yi
狱内电子监控,yu'nei'dian'zi'jian'kong
狱内违禁品,yu'nei'wei'jin'pin
狱内侦察,yu'nei'zhen'cha
预审,yu'shen
御史,yu'shi
御史大夫,yu'shi'da'fu
御史台,yu'shi'tai
御史中丞,yu'shi'zhong'cheng
豫赎,yu'shu
禹刑,yu'xing
狱政,yu'zheng
狱政管理,yu'zheng'guan'li
狱政文书,yu'zheng'wen'shu
余罪,yu'zui
御座法庭,yu'zuo'fa'ting
元恶,yuan'e
原件,yuan'jian
元老院,yuan'lao'yuan
原审,yuan'shen
原始动机,yuan'shi'dong'ji
原始现场,yuan'shi'xian'chang
原始证据,yuan'shi'zheng'ju
爰书,yuan'shu
原物,yuan'wu
援引法定刑,yuan'yin'fa'ding'xing
原因条件区别说,yuan'yin'tiao'jian'qu'bie'shuo
援引刑,yuan'yin'xing
原因因果关系说,yuan'yin'yin'guo'guan'xi'shuo
缘坐,yuan'zuo
约法三章,yue'fa'san'zhang
阅卷笔录,yue'juan'bi'lu
运输毒品罪,yun'shu'du'pin'zui
运送他人偷越国边境罪,yun'song'ta'ren'tou'yue'guo'bian'jing'zui
允许的危险行为,yun'xu'de'wei'xian'xing'wei
杂律,za'lv
再犯,zai'fan
再犯预测,zai'fan'yu'ce
再犯罪率,zai'fan'zui'lv
再间接教唆犯,zai'jian'jie'jiao'suo'fan
在监人处遇最低标准规则,zai'jian'ren'chu'yu'zui'di'biao'zhun'gui'ze
再审,zai'shen
再审裁定,zai'shen'cai'ding
再审法院,zai'shen'fa'yuan
再审理由,zai'shen'li'you
再审申请,zai'shen'shen'qing
栽赃,zai'zang
暂缓行刑,zan'huan'xing'xing
桚指,zan'zhi
赃款,zang'kuan
赃赂罪,zang'lu'zui
赃物,zang'wu
赃物罪,zang'wu'zui
造畜蛊毒,zao'chu'gu'du
凿颠,zao'dian
躁狂症,zao'kuang'zheng
早期尸体现象,zao'qi'shi'ti'xian'xiang
早期预测,zao'qi'yu'ce
造意,zao'yi
责付,ze'fu
责令赔偿损失,ze'ling'pei'chang'sun'shi
责令赔礼道歉,ze'ling'pei'li'dao'qian
责任更新说,ze'ren'geng'xin'shuo
责任论,ze'ren'lun
责任年龄分段法,ze'ren'nian'ling'fen'duan'fa
责任形式,ze'ren'xing'shi
责任要素,ze'ren'yao'su
择一的故意,ze'yi'de'gu'yi
择一主义,ze'yi'zhu'yi
贼盗,zei'dao
贼杀,zei'sha
诈骗出国罪,zha'pian'chu'guo'zui
诈骗罪,zha'pian'zui
诈欺罪,zha'qi'zui
诈术奸淫罪,zha'shu'jian'yin'zui
诈伪,zha'wei
斩监候,zhan'jian'hou
斩立决,zhan'li'jue
战时,zhan'shi
战时从严原则,zhan'shi'cong'yan'yuan'ze
战时缓刑制度,zhan'shi'huan'xing'zhi'du
战时刑事特别法,zhan'shi'xing'shi'te'bie'fa
占田过限,zhan'tian'guo'xian
谵妄状态,zhan'wang'zhuang'tai
占有说,zhan'you'shuo
战争犯罪,zhan'zheng'fan'zui
战争罪,zhan'zheng'zui
斩左右趾,zhan'zuo'you'zhi
障碍未遂,zhang'ai'wei'sui
张斐,zhang'fei
张居亚,zhang'ju'ya
长老会议,zhang'lao'hui'yi
张释之,zhang'shi'zhi
长孙无忌,zhang'sun'wu'ji
章太炎,zhang'tai'yan
张汤,zhang'tang
照片辨认,zhao'pian'bian'ren
招摇撞骗罪,zhao'yao'zhuang'pian'zui
诏狱,zhao'yu
折磨刑,zhe'mo'xing
磔刑,zhe'xing
赭衣,zhe'yi
折狱龟鉴,zhe'yu'gui'jian
折杖,zhe'zhang
折衷不作为犯因果关系说,zhe'zhong'bu'zuo'wei'fan'yin'guo'guan'xi'shuo
折衷式诉讼,zhe'zhong'shi'su'song
折衷相当因果关系说,zhe'zhong'xiang'dang'yin'guo'guan'xi'shuo
侦查策略,zhen'cha'ce'lue
侦查程序,zhen'cha'cheng'xu
侦查措施,zhen'cha'cuo'shi
侦查机关,zhen'cha'ji'guan
侦查监督,zhen'cha'jian'du
侦查实验,zhen'cha'shi'yan
侦查信息,zhen'cha'xin'xi
侦查终结,zhen'cha'zhong'jie
贞观政要,zhen'guan'zheng'yao
珍贵文物,zhen'gui'wen'wu
震慑主义,zhen'she'zhu'yi
阵痛说,zhen'tong'shuo
真正不作为犯,zhen'zheng'bu'zuo'wei'fan
真正的身份犯,zhen'zheng'de'shen'fen'fan
真正亲手犯,zhen'zheng'qin'shou'fan
政安责任制,zheng'an'ze'ren'zhi
征表主义,zheng'biao'zhu'yi
正当法律程序,zheng'dang'fa'lv'cheng'xu
正当防卫,zheng'dang'fang'wei
正当化事由,zheng'dang'hua'shi'you
正当业务行为,zheng'dang'ye'wu'xing'wei
正犯,zheng'fan
证据,zheng'ju
证据充分,zheng'ju'chong'fen
证据的保全,zheng'ju'de'bao'quan
证据的关联性,zheng'ju'de'guan'lian'xing
证据的可采性,zheng'ju'de'ke'cai'xing
证据的审查判断,zheng'ju'de'shen'cha'pan'duan
证据的收集,zheng'ju'de'shou'ji
证据分类,zheng'ju'fen'lei
证据概述,zheng'ju'gai'shu
证据类别,zheng'ju'lei'bie
证据确实,zheng'ju'que'shi
证据效力,zheng'ju'xiao'li
证据学,zheng'ju'xue
证据制度和理论,zheng'ju'zhi'du'he'li'lun
证据种类,zheng'ju'zhong'lei
证明,zheng'ming
证明对象,zheng'ming'dui'xiang
证明范围,zheng'ming'fan'wei
证明力,zheng'ming'li
证明义务,zheng'ming'yi'wu
证明责任,zheng'ming'ze'ren
证人,zheng'ren
证人豁免权,zheng'ren'huo'mian'quan
证人权利,zheng'ren'quan'li
证人宣誓,zheng'ren'xuan'shi
证人义务,zheng'ren'yi'wu
证人证言,zheng'ren'zheng'yan
正式承认,zheng'shi'cheng'ren
正式解释,zheng'shi'jie'shi
正刑,zheng'xing
郑玄,zheng'xuan
正义论,zheng'yi'lun
正在进行的不法侵害,zheng'zai'jin'xing'de'bu'fa'qin'hai
政治犯,zheng'zhi'fan
政治犯不引渡原则,zheng'zhi'fan'bu'yin'du'yuan'ze
症状性精神病,zheng'zhuang'xing'jing'shen'bing
治安保卫委员会,zhi'an'bao'wei'wei'yuan'hui
治安法官,zhi'an'fa'guan
治安法院,zhi'an'fa'yuan
治安警察法,zhi'an'jing'cha'fa
治安联防,zhi'an'lian'fang
治安维持法,zhi'an'wei'chi'fa
治标与治本相结合,zhi'biao'yu'zhi'ben'xiang'jie'he
致残,zhi'can
支持公诉,zhi'chi'gong'su
指定辩护,zhi'ding'bian'hu
指定辩护人,zhi'ding'bian'hu'ren
指定代理人,zhi'ding'dai'li'ren
制定法,zhi'ding'fa
制定法犯罪,zhi'ding'fa'fan'zui
制定法强奸罪,zhi'ding'fa'qiang'jian'zui
制定法窃取罪,zhi'ding'fa'qie'qu'zui
指定管辖,zhi'ding'guan'xia
指定住所,zhi'ding'zhu'suo
知而不纠,zhi'er'bu'jiu
知而不举劾,zhi'er'bu'ju'he
执法官,zhi'fa'guan
指供,zhi'gong
桎梏,zhi'gu
直接故意,zhi'jie'gu'yi
直接管理,zhi'jie'guan'li
直接教唆犯,zhi'jie'jiao'suo'fan
直接解释,zhi'jie'jie'shi
直接客体,zhi'jie'ke'ti
直接审理,zhi'jie'shen'li
直接询问,zhi'jie'xun'wen
直接因果关系,zhi'jie'yin'guo'guan'xi
直接原因说,zhi'jie'yuan'yin'shuo
直接原则,zhi'jie'yuan'ze
直接正犯,zhi'jie'zheng'fan
直接证据,zhi'jie'zheng'ju
直接执行模式,zhi'jie'zhi'xing'mo'shi
知觉障碍,zhi'jue'zhang'ai
治疗处分,zhi'liao'chu'fen
知密犯,zhi'mi'fan
致命的武力,zhi'ming'de'wu'li
致命伤,zhi'ming'shang
致命武器论,zhi'ming'wu'qi'lun
智能犯罪,zhi'neng'fan'zui
职能管辖,zhi'neng'guan'xia
智能障碍,zhi'neng'zhang'ai
指派鉴定,zhi'pai'jian'ding
致其无能说,zhi'qi'wu'neng'shuo
知情不举,zhi'qing'bu'ju
知情不举罪,zhi'qing'bu'ju'zui
知情藏匿罪人,zhi'qing'cang'ni'zui'ren
职权原则,zhi'quan'yuan'ze
致伤物推断,zhi'shang'wu'tui'duan
指赎,zhi'shu
肢体离断,zhi'ti'li'duan
治外法权,zhi'wai'fa'quan
指纹,zhi'wen
指纹登记,zhi'wen'deng'ji
指纹鉴定,zhi'wen'jian'ding
指纹纹型,zhi'wen'wen'xing
职务犯罪,zhi'wu'fan'zui
职务关系,zhi'wu'guan'xi
职务连坐,zhi'wu'lian'zuo
职务行为,zhi'wu'xing'wei
支薪法官,zhi'xin'fa'guan
执行,zhi'xing
执行笔录,zhi'xing'bi'lu
执行变更,zhi'xing'bian'geng
执行程序,zhi'xing'cheng'xu
执行公务,zhi'xing'gong'wu
执行机关,zhi'xing'ji'guan
执行监督,zhi'xing'jian'du
执行拘传,zhi'xing'ju'chuan
执行命令行为,zhi'xing'ming'ling'xing'wei
执行上的代替主义,zhi'xing'shang'de'dai'ti'zhu'yi
执行死刑命令,zhi'xing'si'xing'ming'ling
执行停止,zhi'xing'ting'zhi
执行通知书,zhi'xing'tong'zhi'shu
执行刑,zhi'xing'xing
执行刑期,zhi'xing'xing'qi
职业犯,zhi'ye'fan
制造毒品罪,zhi'zao'du'pin'zui
制造犯罪条件,zhi'zao'fan'zui'tiao'jian
制造假药罪,zhi'zao'jia'yao'zui
质证,zhi'zheng
执政官,zhi'zheng'guan
职制,zhi'zhi
治罪法,zhi'zui'fa
制作淫书淫画罪,zhi'zuo'yin'shu'yin'hua'zui
仲长统,zhong'chang'tong
重大过失轻微过失,zhong'da'guo'shi'qing'wei'guo'shi
重大嫌疑人,zhong'da'xian'yi'ren
重大责任事故罪,zhong'da'ze'ren'shi'gu'zui
重点比较,zhong'dian'bi'jiao
中毒,zhong'du
中毒的法医鉴定,zhong'du'de'fa'yi'jian'ding
中毒性精神病,zhong'du'xing'jing'shen'bing
中毒症状,zhong'du'zheng'zhuang
中毒致死量,zhong'du'zhi'si'liang
重法地,zhong'fa'di
中国刑法,zhong'guo'xing'fa
中国刑事法史,zhong'guo'xing'shi'fa'shi
中国刑事诉讼法,zhong'guo'xing'shi'su'song'fa
中华人民共和国惩治反革命条例,zhong'hua'ren'min'gong'he'guo'cheng'zhi'fan'ge'ming'tiao'li
中华人民共和国惩治贪污条例,zhong'hua'ren'min'gong'he'guo'cheng'zhi'tan'wu'tiao'li
中华人民共和国逮捕拘留条例,zhong'hua'ren'min'gong'he'guo'dai'bu'ju'liu'tiao'li
中华人民共和国劳动改造条例,zhong'hua'ren'min'gong'he'guo'lao'dong'gai'zao'tiao'li
中华人民共和国律师暂行条例,zhong'hua'ren'min'gong'he'guo'lv'shi'zan'xing'tiao'li
中华人民共和国人民法院组织法,zhong'hua'ren'min'gong'he'guo'ren'min'fa'yuan'zu'zhi'fa
中华人民共和国刑法,zhong'hua'ren'min'gong'he'guo'xing'fa
中华人民共和国刑事诉讼法,zhong'hua'ren'min'gong'he'guo'xing'shi'su'song'fa
中级人民法院,zhong'ji'ren'min'fa'yuan
中间时法,zhong'jian'shi'fa
中间现象主义,zhong'jian'xian'xiang'zhu'yi
中绝未遂,zhong'jue'wei'sui
重利罪,zhong'li'zui
终了未遂,zhong'liao'wei'sui
重伤,zhong'shang
重伤罪,zhong'shang'zui
终审,zhong'shen
终审裁定,zhong'shen'cai'ding
终身监禁,zhong'shen'jian'jin
终审判决,zhong'shen'pan'jue
中暑死,zhong'shu'si
重徒刑,zhong'tu'xing
中央少年法,zhong'yang'shao'nian'fa
中央刑事法院,zhong'yang'xing'shi'fa'yuan
中央执行委员会第二十六号训令,zhong'yang'zhi'xing'wei'yuan'hui'di'er'shi'liu'hao'xun'ling
众疑赦之,zhong'yi'she'zhi
重赃并满轻赃,zhong'zang'bing'man'qing'zang
众证定罪,zhong'zheng'ding'zui
中止的教唆,zhong'zhi'de'jiao'suo
中止令,zhong'zhi'ling
中止未遂,zhong'zhi'wei'sui
种族隔离罪,zhong'zu'ge'li'zui
种族歧视,zhong'zu'qi'shi
种族歧视罪,zhong'zu'qi'shi'zui
重罪,zhong'zui
重罪等级,zhong'zui'deng'ji
重罪控诉,zhong'zui'kong'su
重罪谋杀,zhong'zui'mou'sha
周公,zhou'gong
周期性精神病,zhou'qi'xing'jing'shen'bing
助成疏忽,zhu'cheng'shu'hu
主法,zhu'fa
助法,zhu'fa
主犯,zhu'fan
诸葛亮,zhu'ge'liang
主观归罪,zhu'guan'gui'zui
主观违法性论,zhu'guan'wei'fa'xing'lun
主观相当因果关系说,zhu'guan'xiang'dang'yin'guo'guan'xi'shuo
主观主义,zhu'guan'zhu'yi
主观罪过,zhu'guan'zui'guo
主教法院,zhu'jiao'fa'yuan
助理检察员,zhu'li'jian'cha'yuan
助理审判员,zhu'li'shen'pan'yuan
主任律师,zhu'ren'lv'shi
主守,zhu'shou
著手行为,zhu'shou'xing'wei
住所搜查,zhu'suo'sou'cha
主体现场,zhu'ti'xian'chang
蛛网膜下腔出血,zhu'wang'mo'xia'qiang'chu'xie
朱熹,zhu'xi
主刑,zhu'xing
竹刑,zhu'xing
主刑并科,zhu'xing'bing'ke
主刑从刑并科,zhu'xing'cong'xing'bing'ke
主行为吸收从行为,zhu'xing'wei'xi'shou'cong'xing'wei
主要动机,zhu'yao'dong'ji
主要犯罪,zhu'yao'fan'zui
注意义务,zhu'yi'yi'wu
注意障碍,zhu'yi'zhang'ai
朱元璋,zhu'yuan'zhang
专家证人,zhuan'jia'zheng'ren
专门管辖,zhuan'men'guan'xia
专门律师,zhuan'men'lv'shi
专门人民法院,zhuan'men'ren'min'fa'yuan
专门人民检察院,zhuan'men'ren'min'jian'cha'yuan
转移的犯意,zhuan'yi'de'fan'yi
转移说,zhuan'yi'shuo
状态犯,zhuang'tai'fan
追缉措施,zhui'ji'cuo'shi
追缉堵截,zhui'ji'du'jie
追缴,zhui'jiao
坠落伤,zhui'luo'shang
追诉,zhui'su
追诉权时效,zhui'su'quan'shi'xiao
追诉时效,zhui'su'shi'xiao
追诉时效的期限,zhui'su'shi'xiao'de'qi'xian
追诉时效的停止,zhui'su'shi'xiao'de'ting'zhi
追诉时效的延长,zhui'su'shi'xiao'de'yan'chang
追诉时效的中断,zhui'su'shi'xiao'de'zhong'duan
追诉时效起算,zhui'su'shi'xiao'qi'suan
准备犯罪工具,zhun'bei'fan'zui'gong'ju
准犯罪,zhun'fan'zui
准强奸罪,zhun'qiang'jian'zui
准抢劫罪,zhun'qiang'jie'zui
准受贿罪,zhun'shou'hui'zui
酌定情节,zhuo'ding'qing'jie
酌量从轻,zhuo'liang'cong'qing
酌量从重,zhuo'liang'cong'zhong
酌量减轻,zhuo'liang'jian'qing
酌量免除,zhuo'liang'mian'chu
酌量情节,zhuo'liang'qing'jie
着手,zhuo'shou
着手客观说,zhuo'shou'ke'guan'shuo
着手未遂,zhuo'shou'wei'sui
着手折衷说,zhuo'shou'zhe'zhong'shuo
着手中止,zhuo'shou'zhong'zhi
着手中止未遂,zhuo'shou'zhong'zhi'wei'sui
着手主观说,zhuo'shou'zhu'guan'shuo
自报犯罪统计,zi'bao'fan'zui'tong'ji
子产,zi'chan
自出,zi'chu
资敌罪,zi'di'zui
自动作用,zi'dong'zuo'yong
自告,zi'gao
资格刑,zi'ge'xing
自救行为,zi'jiu'xing'wei
自领犯罪,zi'ling'fan'zui
自然犯法定犯,zi'ran'fan'fa'ding'fan
自然犯罪论,zi'ran'fan'zui'lun
自然人,zi'ran'ren
滋扰罪,zi'rao'zui
自溶,zi'rong
自杀,zi'sha
自杀罪,zi'sha'zui
自首,zi'shou
自手犯,zi'shou'fan
自首减免制,zi'shou'jian'mian'zhi
自诉,zi'su
自诉案件,zi'su'an'jian
自诉人,zi'su'ren
自诉时效,zi'su'shi'xiao
自损行为,zi'sun'xing'wei
紫外线照相,zi'wai'xian'zhao'xiang
自卫,zi'wei
自卫原则,zi'wei'yuan'ze
自我归罪,zi'wo'gui'zui
自行和解,zi'xing'he'jie
自行回避,zi'xing'hui'bi
自由心证,zi'you'xin'zheng
自由刑,zi'you'xing
自由刑单一化,zi'you'xing'dan'yi'hua
自由刑的纯化,zi'you'xing'de'chun'hua
自由刑法,zi'you'xing'fa
自由意志论,zi'you'yi'zhi'lun
自愿被害人犯罪,zi'yuan'bei'hai'ren'fan'zui
自愿的非预谋性杀人罪,zi'yuan'de'fei'yu'mou'xing'sha'ren'zui
自愿的醉酒,zi'yuan'de'zui'jiu
自愿行为,zi'yuan'xing'wei
自愿中止,zi'yuan'zhong'zhi
自招危险,zi'zhao'wei'xian
自治法院,zi'zhi'fa'yuan
自治市法院,zi'zhi'shi'fa'yuan
自治市违警法院,zi'zhi'shi'wei'jing'fa'yuan
自助行为,zi'zhu'xing'wei
纵的共犯,zong'de'gong'fan
总和刑,zong'he'xing
综合治理,zong'he'zhi'li
综合治理措施,zong'he'zhi'li'cuo'shi
综合治理对象,zong'he'zhi'li'dui'xiang
综合治理方法,zong'he'zhi'li'fang'fa
综合治理社会化,zong'he'zhi'li'she'hui'hua
综合治理手段,zong'he'zhi'li'shou'duan
综合治理信息,zong'he'zhi'li'xin'xi
综合主义,zong'he'zhu'yi
综合主义并罚原则,zong'he'zhu'yi'bing'fa'yuan'ze
纵火罪,zong'huo'zui
宗教裁判所,zong'jiao'cai'pan'suo
宗教信仰自由,zong'jiao'xin'yang'zi'you
纵囚,zong'qiu
纵向分析横向分析,zong'xiang'fen'xi'heng'xiang'fen'xi
走私,zou'si
走私罪,zou'si'zui
阻却处罚事由,zu'que'chu'fa'shi'you
阻却违法事由,zu'que'wei'fa'shi'you
阻却责任事由,zu'que'ze'ren'shi'you
诅誓,zu'shi
组织犯,zu'zhi'fan
组织他人偷越国边境罪,zu'zhi'ta'ren'tou'yue'guo'bian'jing'zui
组织越狱罪,zu'zhi'yue'yu'zui
最低法定刑,zui'di'fa'ding'xing
罪犯,zui'fan
罪犯处遇,zui'fan'chu'yu
罪犯生产说,zui'fan'sheng'chan'shuo
罪犯心理,zui'fan'xin'li
最高裁判官,zui'gao'cai'pan'guan
最高裁判所,zui'gao'cai'pan'suo
最高法定刑,zui'gao'fa'ding'xing
最高人民法院,zui'gao'ren'min'fa'yuan
最高人民检察院,zui'gao'ren'min'jian'cha'yuan
罪过,zui'guo
最后陈述权,zui'hou'chen'shu'quan
最后条件说,zui'hou'tiao'jian'shuo
罪及个人原则,zui'ji'ge'ren'yuan'ze
最佳证据,zui'jia'zheng'ju
最接近原因,zui'jie'jin'yuan'yin
醉酒,zui'jiu
罪隶,zui'li
罪名,zui'ming
罪数,zui'shu
罪无首从,zui'wu'shou'cong
最狭义的胁迫,zui'xia'yi'de'xie'po
最先原因说,zui'xian'yuan'yin'shuo
罪刑等价原则,zui'xing'deng'jia'yuan'ze
罪刑法定主义,zui'xing'fa'ding'zhu'yi
罪行法定主义的派生原则,zui'xing'fa'ding'zhu'yi'de'pai'sheng'yuan'ze
罪刑各论,zui'xing'ge'lun
罪行均衡原则,zui'xing'jun'heng'yuan'ze
罪行擅断主义,zui'xing'shan'duan'zhu'yi
罪刑相称,zui'xing'xiang'chen
罪刑相适应,zui'xing'xiang'shi'ying
罪刑相适应原则,zui'xing'xiang'shi'ying'yuan'ze
罪刑自负原则,zui'xing'zi'fu'yuan'ze
罪疑惟轻,zui'yi'wei'qing
最有力条件说,zui'you'li'tiao'jian'shuo
罪证不足,zui'zheng'bu'zu
罪质,zui'zhi
最终接近行为说,zui'zhong'jie'jin'xing'wei'shuo
最终原因说,zui'zhong'yuan'yin'shuo
罪状,zui'zhuang
作为犯罪,zuo'wei'fan'zui
作为义务,zuo'wei'yi'wu
