阿鼻元珠,a'bi'yuan'zhu
仙源怅望阻归程,xian'yuan'chang'wang'zu'gui'cheng
仙云如幄护瑶姬,xian'yun'ru'wo'hu'yao'ji
仙掌雷,xian'zhang'lei
仙阵微尘,xian'zhen'wei'chen
先知魔孽,xian'zhi'mo'nie
香城娘,xiang'cheng'niang
香城娘子,xiang'cheng'niang'zi
向芳淑,xiang'fang'shu
香霏玉屑,xiang'fei'yu'xie
相逢狭路初会飞龙师,xiang'feng'xia'lu'chu'hui'fei'long'shi
相逢应有路,xiang'feng'ying'you'lu
祥宫伤炼士,xiang'gong'shang'lian'shi
香光百里困神婴,xiang'guang'bai'li'kun'shen'ying
祥光驱邪眚,xiang'guang'qu'xie'sheng
项纪,xiang'ji
湘江,xiang'jiang
湘江避祸,xiang'jiang'bi'huo
香兰,xiang'lan
香兰渚,xiang'lan'zhu
降龙十八掌,xiang'long'shi'ba'zhang
相貌奇丑,xiang'mao'qi'chou
降魔,xiang'mo
降魔凭定力,xiang'mo'ping'ding'li
降魔锡杖,xiang'mo'xi'zhang
相期再世,xiang'qi'zai'shi
香泉谷,xiang'quan'gu
向善,xiang'shan
香雾真人,xiang'wu'zhen'ren
香雪洞,xiang'xue'dong
降妖凭宝鼎,xiang'yao'ping'bao'ding
向义,xiang'yi
香云宝盖,xiang'yun'bao'gai
香云冲癸水,xiang'yun'chong'gui'shui
祥云封圣域,xiang'yun'feng'sheng'yu
祥云消煞火,xiang'yun'xiao'sha'huo
小阿修罗法,xiao'a'xiu'luo'fa
萧宝娘,xiao'bao'niang
小辈,xiao'bei
萧成捷,xiao'cheng'jie
小蝶,xiao'die
萧玢,xiao'fen
小寒山,xiao'han'shan
小寒山上谒神尼,xiao'han'shan'shang'ye'shen'ni
笑和尚,xiao'he'shang
销魂鉴,xiao'hun'jian
小火神,xiao'huo'shen
小金女,xiao'jin'nv
笑看红尘苦,xiao'kan'hong'chen'ku
小癞姑妙法戏妖徒,xiao'lai'gu'miao'fa'xi'yao'tu
萧琏,xiao'lian
小灵猴,xiao'ling'hou
小灵猴僧舍宣淫,xiao'ling'hou'seng'she'xuan'yin
小菱洲,xiao'ling'zhou
小流沙,xiao'liu'sha
小螺洲,xiao'luo'zhou
小孟尝二番逢矮叟,xiao'meng'chang'er'fan'feng'ai'sou
小孟尝结客挥金,xiao'meng'chang'jie'ke'hui'jin
萧勉,xiao'mian
小男,xiao'nan
小南极,xiao'nan'ji
小南极磁光子午线,xiao'nan'ji'ci'guang'zi'wu'xian
小哪吒,xiao'ne'zha
小蓬莱,xiao'peng'lai
萧清,xiao'qing
削去,xiao'qu
小髯客,xiao'ran'ke
小人国,xiao'ren'guo
晓如真人,xiao'ru'zhen'ren
小杀星,xiao'sha'xing
枭神娘,xiao'shen'niang
小神僧,xiao'shen'seng
萧十九妹,xiao'shi'jiu'mei
孝思不匮将母急归心,xiao'si'bu'kui'jiang'mu'ji'gui'xin
萧泰,xiao'tai
小完杀劫群凶授首,xiao'wan'sha'jie'qun'xiong'shou'shou
小完夙愿偕仙禽异兽同归,xiao'wan'su'yuan'xie'xian'qin'yi'shou'tong'gui
小五,xiao'wu
萧武,xiao'wu
小仙童初涉人天界,xiao'xian'tong'chu'she'ren'tian'jie
小仙童子,xiao'xian'tong'zi
小仙源,xiao'xian'yuan
萧琇,xiao'xiu
萧璇,xiao'xuan
小衍神数,xiao'yan'shen'shu
小瑶宫,xiao'yao'gong
萧野,xiao'ye
小夜叉,xiao'ye'cha
萧逸,xiao'yi
萧玉,xiao'yu
萧元,xiao'yuan
晓月,xiao'yue
晓月禅师,xiao'yue'chan'shi
小云山,xiao'yun'shan
萧泽长,xiao'ze'chang
小张,xiao'zhang
萧璋,xiao'zhang
萧珍,xiao'zhen
萧真人,xiao'zhen'ren
小住碧云塘,xiao'zhu'bi'yun'tang
邪法,xie'fa
谢芳霞,xie'fang'xia
谢琳,xie'lin
邪魔,xie'mo
邪气,xie'qi
斜日荒山悲独活,xie'ri'huang'shan'bei'du'huo
谢山,xie'shan
谢无化,xie'wu'hua
邪雾蒸辉,xie'wu'zheng'hui
邪消正胜,xie'xiao'zheng'sheng
谢璎,xie'ying
邪正之间,xie'zheng'zhi'jian
谢罪登门,xie'zui'deng'men
蝎尊者,xie'zun'zhe
心爱,xin'ai
心惭伯乐顾,xin'can'bo'le'gu
辛辰子,xin'chen'zi
心承天下事,xin'cheng'tian'xia'shi
心存故国,xin'cun'gu'guo
心灯,xin'deng
欣逢旧雨,xin'feng'jiu'yu
新疆,xin'jiang
辛金剑煞,xin'jin'jian'sha
心灵福至,xin'ling'fu'zhi
心灵剑,xin'ling'jian
心灵相合,xin'ling'xiang'he
辛凌霄,xin'ling'xiao
心明神尼,xin'ming'shen'ni
心凄同命鸟,xin'qi'tong'ming'niao
辛青,xin'qing
心如,xin'ru
心如神尼,xin'ru'shen'ni
行波入地,xing'bo'ru'di
星驰电射燕飞来,xing'chi'dian'she'yan'fei'lai
行地窍,xing'di'qiao
星飞莹玉破玄冰,xing'fei'ying'yu'po'xuan'bing
邢馄,xing'hun
邢开甲,xing'kai'jia
邢曼,xing'man
性情古怪,xing'qing'gu'guai
形神皆灭,xing'shen'jie'mie
形神俱灭,xing'shen'ju'mie
邢天和,xing'tian'he
邢天相,xing'tian'xiang
兴亡说古国,xing'wang'shuo'gu'guo
行侠仗义,xing'xia'zhang'yi
猩猩袁星,xing'xing'yuan'xing
行凶排恶阵,xing'xiong'pai'e'zhen
星宿海,xing'xiu'hai
星雨泻银河,xing'yu'xie'yin'he
凶魂,xiong'hun
熊曼娘,xiong'man'niang
雄狮岭,xiong'shi'ling
凶威残羽党,xiong'wei'can'yu'dang
凶心弗改,xiong'xin'fu'gai
熊熊魔火炼仙真,xiong'xiong'mo'huo'lian'xian'zhen
熊血儿,xiong'xue'er
熊血儿喜得阴雷珠,xiong'xue'er'xi'de'yin'lei'zhu
修道人,xiu'dao'ren
绣谷双飞,xiu'gu'shuang'fei
修炼,xiu'lian
修罗刀,xiu'luo'dao
修罗幡,xiu'luo'fan
修罗雷珠,xiu'luo'lei'zhu
修罗神钉,xiu'luo'shen'ding
修罗网,xiu'luo'wang
修罗錾,xiu'luo'zan
修行,xiu'xing
许超,xu'chao
许芳,xu'fang
许飞娘,xu'fei'niang
许飞娘传书五云步,xu'fei'niang'chuan'shu'wu'yun'bu
许飞娘传信五云步,xu'fei'niang'chuan'xin'wu'yun'bu
须弥神光,xu'mi'shen'guang
徐全,xu'quan
徐神君,xu'shen'jun
许陶,xu'tao
徐通,xu'tong
徐完,xu'wan
徐祥鹅,xu'xiang'e
吁吁,xu'xu
许元通,xu'yuan'tong
徐岳,xu'yue
许钺,xu'yue
玄都剑,xuan'du'jian
玄都羽士,xuan'du'yu'shi
玄儿,xuan'er
玄功,xuan'gong
玄功变化,xuan'gong'bian'hua
玄功参造化,xuan'gong'can'zao'hua
玄功消浩劫,xuan'gong'xiao'hao'jie
玄功争造化,xuan'gong'zheng'zao'hua
玄关一渡,xuan'guan'yi'du
璇光尺,xuan'guang'chi
玄龟剑,xuan'gui'jian
玄机妙用警淫娃,xuan'ji'miao'yong'jing'yin'wa
玄机制敌英,xuan'ji'zhi'di'ying
玄金,xuan'jin
玄女庙住持,xuan'nv'miao'zhu'chi
玄女针,xuan'nv'zhen
玄牝,xuan'pin
玄牝珠,xuan'pin'zhu
玄殊仙子,xuan'shu'xian'zi
玄天姥姥,xuan'tian'lao'lao
玄武乌煞罗喉血焰神罡,xuan'wu'wu'sha'luo'hou'xue'yan'shen'gang
玄阴峒,xuan'yin'dong
玄阴洞,xuan'yin'dong
玄阴二五斩魂刀,xuan'yin'er'wu'zhan'hun'dao
玄阴简,xuan'yin'jian
玄阴聚兽幡,xuan'yin'ju'shou'fan
玄阴神幕,xuan'yin'shen'mu
玄阴神煞,xuan'yin'shen'sha
玄阴真煞,xuan'yin'zhen'sha
玄英剑,xuan'ying'jian
玄玉,xuan'yu
轩辕,xuan'yuan
轩辕老怪,xuan'yuan'lao'guai
轩辕墓,xuan'yuan'mu
玄真子,xuan'zhen'zi
血光护神之法,xue'guang'hu'shen'zhi'fa
血河仙娘,xue'he'xian'niang
血花神刀,xue'hua'shen'dao
雪魂珠,xue'hun'zhu
雪窟,xue'ku
雪浪岛,xue'lang'dao
雪浪峰前惊怪鸟,xue'lang'feng'qian'jing'guai'niao
雪浪山,xue'lang'shan
血莲,xue'lian
薛蟒,xue'mang
雪虐风饕,xue'nue'feng'tao
薛萍,xue'ping
血刹幡,xue'sha'fan
雪山,xue'shan
雪山老魅,xue'shan'lao'mei
雪山派,xue'shan'pai
血神经,xue'shen'jing
血神子,xue'shen'zi
雪叟,xue'sou
雪雪老人,xue'xue'lao'ren
血焰叉血焰金刀,xue'yan'cha'xue'yan'jin'dao
血焰针,xue'yan'zhen
雪夜寻仇,xue'ye'xun'chou
学艺,xue'yi
血影,xue'ying
寻仇隙魏枫娘飞剑伤人,xun'chou'xi'wei'feng'niang'fei'jian'shang'ren
寻仇追野猓,xun'chou'zhui'ye'guo
巽地风雷,xun'di'feng'lei
循环因果快恩仇,xun'huan'yin'guo'kuai'en'chou
荀兰因,xun'lan'yin
荀兰因罡风消毒火,xun'lan'yin'gang'feng'xiao'du'huo
荀兰因深闺失爱女,xun'lan'yin'shen'gui'shi'ai'nv
巽灵珠,xun'ling'zhu
寻幽参妙法,xun'you'can'miao'fa
巽语度金针,xun'yu'du'jin'zhen
哑道人,ya'dao'ren
崖洞,ya'dong
雅各达,ya'ge'da
丫鬟,ya'huan
鸦利,ya'li
鸦林砦,ya'lin'zhai
鸦林砦一剑定群雄,ya'lin'zhai'yi'jian'ding'qun'xiong
哑少年巧得玄龟剑,ya'shao'nian'qiao'de'xuan'gui'jian
言访肉芝马,yan'fang'rou'zhi'ma
烟霏雾涌遁神魔,yan'fei'wu'yong'dun'shen'mo
艳歌生古洞,yan'ge'sheng'gu'dong
岩壑幽深逢丑怪,yan'he'you'shen'feng'chou'guai
艳绝西域地,yan'jue'xi'yu'di
严梦生,yan'meng'sheng
鄢妮,yan'ni
阎耆珠,yan'qi'zhu
严人英,yan'ren'ying
鄢什,yan'shen
艳尸,yan'shi
艳尸崔盈,yan'shi'cui'ying
严师婆,yan'shi'po
言探弱水,yan'tan'ruo'shui
鄢望,yan'wang
言寻黑海碑,yan'xun'hei'hai'bei
滟滟神光散花雨,yan'yan'shen'guang'san'hua'yu
严媖姆,yan'ying'mu
烟云尽扫同返辟邪村,yan'yun'jin'sao'tong'fan'bi'xie'cun
阳阿老人,yang'a'lao'ren
杨成志,yang'cheng'zhi
杨达,yang'da
杨姑婆,yang'gu'po
杨厚,yang'hou
杨花,yang'hua
阳健,yang'jian
羊角岭,yang'jiao'ling
杨瑾,yang'jin
阳九七星环,yang'jiu'qi'xing'huan
杨鲤,yang'li
阳魄剑,yang'po'jian
阳乌球,yang'wu'qiu
杨孝,yang'xiao
杨玉龙,yang'yu'long
杨珍,yang'zhen
妖道,yao'dao
瑶岛降琼仙,yao'dao'jiang'qiong'xian
妖法千般终自毙,yao'fa'qian'ban'zhong'zi'bi
妖法肆凶淫,yao'fa'si'xiong'yin
妖幡,yao'fan
妖氛尽扫,yao'fen'jin'sao
妖妇,yao'fu
妖光熔玉岭,yao'guang'rong'yu'ling
妖光邪雾困神婴,yao'guang'xie'wu'kun'shen'ying
姚海翁,yao'hai'weng
姚开江,yao'kai'jiang
妖窟,yao'ku
妖尼辞水府,yao'ni'ci'shui'fu
妖人,yao'ren
妖人中计伤心成惨败,yao'ren'zhong'ji'shang'xin'cheng'can'bai
姚瑟,yao'se
妖僧,yao'seng
妖僧授首,yao'seng'shou'shou
妖尸,yao'shi
妖尸惧祸,yao'shi'ju'huo
妖尸失计召淫魔,yao'shi'shi'ji'zhao'yin'mo
妖童,yao'tong
妖徒遭孽报,yao'tu'zao'nie'bao
妖物,yao'wu
妖仙,yao'xian
妖蚿,yao'xian
叶缤,ye'bin
耶迦宝相轮,ye'jia'bao'xiang'lun
夜梦女神归,ye'meng'nv'shen'gui
业判仙凡,ye'pan'xian'fan
野人山,ye'ren'shan
夜探强敌醉道人飞身慈云寺,ye'tan'qiang'di'zui'dao'ren'fei'shen'ci'yun'si
叶祖新,ye'zu'xin
异宝护身欣脱险,yi'bao'hu'shen'xin'tuo'xian
一尘禅师,yi'chen'chan'shi
一代弟,yi'dai'di
翼道人,yi'dao'ren
一灯上人,yi'deng'shang'ren
易鼎,yi'ding
轶凡,yi'fan
乙光剑,yi'guang'jian
一泓寒月证禅心,yi'hong'han'yue'zheng'chan'xin
伊红樱,yi'hong'ying
一泓止水起情波,yi'hong'zhi'shui'qi'qing'bo
依环岭,yi'huan'ling
一环生世界,yi'huan'sheng'shi'jie
一击功成千叶火,yi'ji'gong'cheng'qian'ye'huo
遗偈悟连山,yi'ji'wu'lian'shan
一击摇芒弹月弩,yi'ji'yao'mang'dan'yue'nu
移家结伴隐名山,yi'jia'jie'ban'yin'ming'shan
一甲子,yi'jia'zi
一甲子功力,yi'jia'zi'gong'li
一鉴芳塘窥万象,yi'jian'fang'tang'kui'wan'xiang
易静,yi'jing
一径入晶宫,yi'jing'ru'jing'gong
一篑亏功,yi'kui'kui'gong
一篑亏功来老魅,yi'kui'kui'gong'lai'lao'mei
一轮转尽古今愁,yi'lun'zhuan'jin'gu'jin'chou
倚闾幸可慰慈亲,yi'lv'xing'ke'wei'ci'qin
乙木精灵,yi'mu'jing'ling
乙木神丹,yi'mu'shen'dan
乙木天罗,yi'mu'tian'luo
一念固元关,yi'nian'gu'yuan'guan
一念真诚情感追云史,yi'nian'zhen'cheng'qing'gan'zhui'yun'shi
一奴救主,yi'nu'jiu'zhu
一女私心,yi'nv'si'xin
一女无心居乐土,yi'nv'wu'xin'ju'le'tu
异派,yi'pai
伊佩章,yi'pei'zhang
一片机心,yi'pian'ji'xin
移山缩地法,yi'shan'suo'di'fa
易晟,yi'sheng
易氏弟兄,yi'shi'di'xiong
异兽,yi'shou
一叟运玄功,yi'sou'yun'xuan'gong
一团红肉走妖蚕,yi'tuan'hong'rou'zou'yao'can
一丸独破璇光尺,yi'wan'du'po'xuan'guang'chi
一丸神泥锁玄关,yi'wan'shen'ni'suo'xuan'guan
一息尚存,yi'xi'shang'cun
一心成两用,yi'xin'cheng'liang'yong
一心溺爱,yi'xin'ni'ai
一心向道,yi'xin'xiang'dao
乙休,yi'xiu
乙休激藏灵,yi'xiu'ji'cang'ling
一妖授首,yi'yao'shou'shou
一音,yi'yin
遗音示业,yi'yin'shi'ye
一友延宾,yi'you'yan'bin
一元妙用,yi'yuan'miao'yong
易震,yi'zhen
一真上人,yi'zhen'shang'ren
易周,yi'zhou
一子七真,yi'zi'qi'zhen
淫毒,yin'du
阴风八卦幡,yin'feng'ba'gua'fan
阴风洞,yin'feng'dong
阴风入洞,yin'feng'ru'dong
银光照眼,yin'guang'zhao'yan
银河剑,yin'he'jian
隐迹护仙童,yin'ji'hu'xian'tong
隐迹戏群凶,yin'ji'xi'qun'xiong
阴绝尘崖,yin'jue'chen'ya
因空师太,yin'kong'shi'tai
阴雷珠,yin'lei'zhu
阴磷火箭,yin'lin'huo'jian
阴磷神火珠,yin'lin'shen'huo'zhu
阴灵幡,yin'ling'fan
阴灵牌,yin'ling'pai
阴魔迷箓,yin'mo'mi'lu
阴魔网,yin'mo'wang
银泥岛,yin'ni'dao
阴谴难逃惊恶妇,yin'qian'nan'tao'jing'e'fu
淫人丧命,yin'ren'sang'ming
隐身探敌,yin'shen'tan'di
银姝,yin'shu
阴四娘,yin'si'niang
尹松云,yin'song'yun
阴素棠,yin'su'tang
淫娃,yin'wa
淫娃换姹女,yin'wa'huan'cha'nv
淫娃鼠遁,yin'wa'shu'dun
隐形法,yin'xing'fa
隐行幡,yin'xing'fan
隐形擒异士,yin'xing'qin'yi'shi
银须叟,yin'xu'sou
阴阳,yin'yang
阴阳两形幡,yin'yang'liang'xing'fan
阴阳叟,yin'yang'sou
媖姆,ying'mu
瑛姆,ying'mu
英男,ying'nan
英琼,ying'qiong
迎仙岛被羁,ying'xian'dao'bei'ji
勇金蝉单身战八魔,yong'jin'chan'dan'shen'zhan'ba'mo
永宁仙宇虹光碧,yong'ning'xian'yu'hong'guang'bi
尤鳌,you'ao
右臂,you'bi
有根禅师,you'gen'chan'shi
幽宫投尺简,you'gong'tou'chi'jian
又将长臂树深仇,you'jiang'chang'bi'shu'shen'chou
幽灵碧焰梭,you'ling'bi'yan'suo
游龙子,you'long'zi
游少室,you'shao'shi
忧深末劫,you'shen'mo'jie
尤太真,you'tai'zhen
优昙,you'tan
幼童,you'tong
尤物原祸水,you'wu'yuan'huo'shui
游戏草芥间,you'xi'cao'jie'jian
有相无生,you'xiang'wu'sheng
有心求故剑,you'xin'qiu'gu'jian
有形无质,you'xing'wu'zhi
幽岩寻剑气,you'yan'xun'jian'qi
有意藏奸,you'yi'cang'jian
友谊更亲情,you'yi'geng'qin'qing
有意纵妖娃,you'yi'zong'yao'wa
尤于冰,you'yu'bing
有缘人,you'yuan'ren
玉版峡,yu'ban'xia
玉螭宫,yu'chi'gong
尉迟火,yu'chi'huo
尉迟元,yu'chi'yuan
郁次谷,yu'ci'gu
俞德,yu'de
玉殿晶宫伤老魅,yu'dian'jing'gong'shang'lao'mei
玉牒生芒,yu'die'sheng'mang
禹鼎,yu'ding
玉洞真人,yu'dong'zhen'ren
玉洞真人岳韫,yu'dong'zhen'ren'yue'yun
于端,yu'duan
郁芳蘅,yu'fang'heng
玉飞来,yu'fei'lai
玉杆真人,yu'gan'zhen'ren
余恭,yu'gong
于亨,yu'heng
玉虎,yu'hu
玉虎剑,yu'hu'jian
玉虎吐灵音,yu'hu'tu'ling'yin
羽化,yu'hua
雨花崖,yu'hua'ya
玉环,yu'huan
于建,yu'jian
御劫化元神,yu'jie'hua'yuan'shen
与拒违衷棋不定,yu'ju'wei'zhong'qi'bu'ding
俞利,yu'li
渔利设机谋,yu'li'she'ji'mou
禹令神蛛收异宝,yu'ling'shen'zhu'shou'yi'bao
鱼龙幻光球,yu'long'huan'guang'qiu
玉龙剑,yu'long'jian
玉龙铡,yu'long'zha
俞峦,yu'luan
玉罗刹,yu'luo'cha
玉罗刹泄机玄冰谷,yu'luo'cha'xie'ji'xuan'bing'gu
玉貌花娇,yu'mao'hua'jiao
玉面吼,yu'mian'hou
余明娘,yu'ming'niang
玉娘子,yu'niang'zi
余孽,yu'nie
于潜琉璃,yu'qian'liu'li
玉清,yu'qing
玉清师太,yu'qing'shi'tai
玉清师托借神火针,yu'qing'shi'tuo'jie'shen'huo'zhen
玉泉洞,yu'quan'dong
遇髯仙奉命返峨眉,yu'ran'xian'feng'ming'fan'e'mei
渔人,yu'ren
鱼仁,yu'ren
玉软香温惊绝艳,yu'ruan'xiang'wen'jing'jue'yan
玉软香温情无限,yu'ruan'xiang'wen'qing'wu'xian
玉神君,yu'shen'jun
玉绳仙子,yu'sheng'xian'zi
预示仙机同谒红花姥,yu'shi'xian'ji'tong'ye'hong'hua'lao
虞舜农,yu'shun'nong
余娲,yu'wa
禹王鉴,yu'wang'jian
浴温泉涤垢去尘氛,yu'wen'quan'di'gou'qu'chen'fen
玉无心,yu'wu'xin
玉匣,yu'xia
玉仙童,yu'xian'tong
于湘竹,yu'xiang'zhu
虞孝,yu'xiao
玉虚峰,yu'xu'feng
玉雪仙童双入海,yu'xue'xian'tong'shuang'ru'hai
玉雪仙婴双入抱,yu'xue'xian'ying'shuang'ru'bao
余珣姑,yu'xun'gu
玉艳香温,yu'yan'xiang'wen
玉影峰恶徒陷师,yu'ying'feng'e'tu'xian'shi
余莹姑,yu'ying'gu
余英男,yu'ying'nan
余英男杀贼枣花崖,yu'ying'nan'sha'zei'zao'hua'ya
玉宇晶宫摧浩劫,yu'yu'jing'gong'cui'hao'jie
玉陨香消,yu'yun'xiang'xiao
俞允中,yu'yun'zhong
余暂公,yu'zan'gong
余中,yu'zhong
虞重,yu'zhong
宇宙六怪,yu'zhou'liu'guai
玉柱洞,yu'zhu'dong
元达,yuan'da
援道侣,yuan'dao'lv
怨毒种灵禽,yuan'du'zhong'ling'qin
元凡,yuan'fan
元癸神剑,yuan'gui'shen'jian
元皓,yuan'hao
猿猴,yuan'hou
袁化,yuan'hua
圆寂,yuan'ji
元江,yuan'jiang
元江夺宝,yuan'jiang'duo'bao
元敬,yuan'jing
元觉禅师,yuan'jue'chan'shi
元灵,yuan'ling
袁灵,yuan'ling
圆满,yuan'man
援弱女,yuan'ruo'nv
袁三娘,yuan'san'niang
元神,yuan'shen
元胎,yuan'tai
元象圈,yuan'xiang'quan
袁星,yuan'xing
元凶推巨擘,yuan'xiong'tui'ju'bo
鸳鸯霹雳剑,yuan'yang'pi'li'jian
元元大师,yuan'yuan'da'shi
元运球,yuan'yun'qiu
冤遭毒打,yuan'zao'du'da
猿长老,yuan'zhang'lao
缘证三生,yuan'zheng'san'sheng
缘证三生石,yuan'zheng'san'sheng'shi
越城岭,yue'cheng'ling
岳大鹏,yue'da'peng
月儿岛,yue'er'dao
岳麓凭临,yue'lu'ping'lin
越女,yue'nv
越女剑诀,yue'nv'jian'jue
越女经,yue'nv'jing
岳琴滨,yue'qin'bin
月弯荡阴霾,yue'wan'dang'yin'mai
岳雯,yue'wen
月夜挟飞仙,yue'ye'xie'fei'xian
月夜棹孤舟,yue'ye'zhao'gu'zhou
岳韫,yue'yun
云凤,yun'feng
云梗窝,yun'geng'wo
云九姑,yun'jiu'gu
云雷仙网,yun'lei'xian'wang
云雷真人,yun'lei'zhen'ren
云灵山,yun'ling'shan
云萝娘,yun'luo'niang
云梦山,yun'meng'shan
云迷蜀岭孝子拜仙师,yun'mi'shu'ling'xiao'zi'bai'xian'shi
云南,yun'nan
云山无恙,yun'shan'wu'yang
云双人险,yun'shuang'ren'xian
云腾鹤举,yun'teng'he'ju
云雾幡,yun'wu'fan
云雾山,yun'wu'shan
运仙传,yun'xian'zhuan
云翼,yun'yi
云中鹤深山话前因,yun'zhong'he'shen'shan'hua'qian'yin
云中雪,yun'zhong'xue
云中阳,yun'zhong'yang
云紫绡,yun'zi'xiao
匝地妖氛,za'di'yao'fen
再传徒孙,zai'chuan'tu'sun
再建仙山,zai'jian'xian'shan
再世仙缘圆旧梦,zai'shi'xian'yuan'yuan'jiu'meng
再世修真,zai'shi'xiu'zhen
再踏洪波,zai'ta'hong'bo
再作长征,zai'zuo'chang'zheng
遭冤孽,zao'yuan'nie
曾孙,zeng'sun
翟度,zhai'du
斋坛惊白刃,zhai'tan'jing'bai'ren
摘朱果猩猩殒命,zhai'zhu'guo'xing'xing'yun'ming
斩断,zhan'duan
斩断一臂,zhan'duan'yi'bi
斩巨人马熊报恩,zhan'ju'ren'ma'xiong'bao'en
斩孽龙,zhan'nie'long
旃檀佛火,zhan'tan'fo'huo
斩妖除魔,zhan'yao'chu'mo
斩妖旗,zhan'yao'qi
斩妖尸,zhan'yao'shi
张春桃,zhang'chun'tao
章虎儿,zhang'hu'er
掌教,zhang'jiao
张锦雯,zhang'jin'wen
长老,zhang'lao
张老四,zhang'lao'si
张老四三更探盗窟,zhang'lao'si'san'geng'tan'dao'ku
章狸,zhang'li
张亮,zhang'liang
掌门,zhang'men
章勉,zhang'mian
章南姑,zhang'nan'gu
张琪,zhang'qi
张三姑姑,zhang'san'gu'gu
张天霖,zhang'tian'lin
张馅饼,zhang'xian'bing
张瑶青,zhang'yao'qing
仗异宝,zhang'yi'bao
张玉,zhang'yu
张玉珍,zhang'yu'zhen
张则,zhang'ze
章彰,zhang'zhang
赵长素,zhao'chang'su
召富,zhao'fu
照怪仗奇珍,zhao'guai'zhang'qi'zhen
赵光斗,zhao'guang'dou
赵蕙,zhao'hui
赵金珍,zhao'jin'zhen
赵丽颖,zhao'li'ying
赵铁娘,zhao'tie'niang
赵心源,zhao'xin'yuan
赵心源酒肆结新知,zhao'xin'yuan'jiu'si'jie'xin'zhi
赵燕儿,zhao'yan'er
照影视晶盘,zhao'ying'shi'jing'pan
昭远寺,zhao'yuan'si
真谛,zhen'di
甄兑,zhen'dui
甄艮,zhen'gen
甄海,zhen'hai
真人,zhen'ren
真人遗柬,zhen'ren'yi'jian
真如剪,zhen'ru'jian
阵式,zhen'shi
震岳宫,zhen'yue'gong
震岳神君,zhen'yue'shen'jun
珍重故人情,zhen'zhong'gu'ren'qing
郑颠仙,zheng'dian'xian
拯孤穷,zheng'gu'qiong
正果,zheng'guo
正派剑仙,zheng'pai'jian'xian
正气须巾帼,zheng'qi'xu'jin'guo
拯生灵,zheng'sheng'ling
正邪,zheng'xie
正邪两派,zheng'xie'liang'pai
正修庵,zheng'xiu'an
郑元规,zheng'yuan'gui
咫尺违颜空孺慕,zhi'chi'wei'yan'kong'ru'mu
咫尺误仙缘,zhi'chi'wu'xian'yuan
知非禅师,zhi'fei'chan'shi
智公,zhi'gong
智公禅师,zhi'gong'chan'shi
执剑君子意,zhi'jian'jun'zi'yi
至交,zhi'jiao
之精,zhi'jing
知客僧,zhi'ke'seng
之妙,zhi'miao
智能,zhi'neng
之气,zhi'qi
直上八千寻,zhi'shang'ba'qian'xun
直上苍穹,zhi'shang'cang'qiong
智通和尚,zhi'tong'he'shang
只影感苍茫寂寂寒山欣逢佳侣,zhi'ying'gan'cang'mang'ji'ji'han'shan'xin'feng'jia'lv
钟昂,zhong'ang
钟敢,zhong'gan
钟量,zhong'liang
终南派,zhong'nan'pai
终南山,zhong'nan'shan
重伤失计哭佳儿,zhong'shang'shi'ji'ku'jia'er
众生,zhong'sheng
众生环,zhong'sheng'huan
中条山,zhong'tiao'shan
中土,zhong'tu
众仙斗法,zhong'xian'dou'fa
众仙奋斗蛮人祖,zhong'xian'fen'dou'man'ren'zu
钟先生,zhong'xian'sheng
众仙娃同尝异味,zhong'xian'wa'tong'chang'yi'wei
钟在,zhong'zai
周傲然,zhou'ao'ran
周淳,zhou'chun
周琅,zhou'lang
周轻云,zhou'qing'yun
周青云,zhou'qing'yun
周轻云学道辟邪村,zhou'qing'yun'xue'dao'bi'xie'cun
周身,zhou'shen
周云从,zhou'yun'cong
周云从千里走荒山,zhou'yun'cong'qian'li'zou'huang'shan
周中汇,zhou'zhong'hui
朱矮叟灌口显神通,zhu'ai'sou'guan'kou'xian'shen'tong
朱百灵,zhu'bai'ling
筑参慈父,zhu'can'ci'fu
朱赤午,zhu'chi'wu
逐出门墙,zhu'chu'men'qiang
祝鹗,zhu'e
诸葛警我,zhu'ge'jing'wo
诸葛英,zhu'ge'ying
诸葛驭我,zhu'ge'yu'wo
诸葛紫英,zhu'ge'zi'ying
珠宫开血战,zhu'gong'kai'xue'zhan
珠光剑气护仙娃,zhu'guang'jian'qi'hu'xian'wa
朱果,zhu'guo
朱合,zhu'he
朱洪,zhu'hong
朱红,zhu'hong
逐洪涛投江遇救,zhu'hong'tao'tou'jiang'yu'jiu
朱灵,zhu'ling
珠灵涧,zhu'ling'jian
朱鸾,zhu'luan
朱梅,zhu'mei
朱梅误中白骨箭,zhu'mei'wu'zhong'bai'gu'jian
朱苹,zhu'ping
朱柔,zhu'rou
侏儒建奇勋,zhu'ru'jian'qi'xun
诛杀,zhu'sha
朱砂吼,zhu'sha'hou
竹山教,zhu'shan'jiao
竺声,zhu'sheng
竺生,zhu'sheng
竺笙,zhu'sheng
竺氏三姐弟,zhu'shi'san'jie'di
诸天宝鉴,zhu'tian'bao'jian
诸天恶阵走仙童,zhu'tian'e'zhen'zou'xian'tong
诸天挪移大法,zhu'tian'nuo'yi'da'fa
诸天摄形镜,zhu'tian'she'xing'jing
诸天神魔化血飞身大法,zhu'tian'shen'mo'hua'xue'fei'shen'da'fa
诸天五淫丝,zhu'tian'wu'yin'si
